Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Adjustments,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1998,11011.484751,-2095.0,0.0,0.0,141.0,,9057.484751,2190.0,6.438356,0.015567,,,,,,10468.924445,8514.924445,441.862969,,
06/30/1998,11331.397926,-3760.0,0.0,0.0,2142.0,,9713.397926,4243.0,50.483149,0.22052,,,,,,11166.08237,9548.08237,475.752031,,
09/30/1998,9810.785196,-3633.0,0.0,0.0,2146.0,,8323.785196,4244.0,50.565504,0.257815,,,,,,9789.323292,8302.323292,406.451988,,
12/31/1998,13277.096222,-3711.0,0.0,0.0,2646.0,,12212.096222,4811.0,54.998961,0.21667,31.153307,,,,,13259.342436,12194.342436,594.986977,,
03/31/1999,24641.207197,-4860.0,0.0,0.0,2659.0,,22440.207197,6271.0,42.401531,0.118493,55.135644,,,,,23029.719563,20828.719563,994.631163,,
06/30/1999,20398.246303,-4178.0,0.0,0.0,2673.0,,18893.246303,6282.0,42.550143,0.141479,46.081089,,,,,20377.163584,18872.163584,834.465522,,
09/30/1999,17790.353458,-4218.0,0.0,0.0,3983.0,,17555.353458,7514.0,53.007719,0.226882,40.080716,,,,,17769.936396,17534.936396,772.934531,,
12/31/1999,27951.857023,-3441.0,0.0,0.0,3995.0,,28505.857023,7400.0,53.986486,0.140147,55.351179,,,,,27935.668125,28489.668125,1252.46612,,
03/31/2000,38630.050943,-7680.0,0.0,0.0,7053.0,,38003.050943,12624.0,55.869772,0.18559,64.411951,,,,,37042.639173,36415.639173,1560.503677,,
06/30/2000,32239.41556,-6405.0,0.0,0.0,7176.0,,33010.41556,12493.0,57.440166,0.217386,45.975509,,,,,32200.60668,32971.60668,1351.567502,,
09/30/2000,28316.499434,-5037.0,,,7154.0,,30433.499434,12139.0,58.934014,0.23507,32.90108,,,,,28288.5245,30405.5245,1243.365303,,
12/31/2000,12061.870734,-3997.0,,,7325.0,,15389.870734,11874.0,61.689405,0.475962,12.998202,,,,,12050.5875,15378.5875,627.987299,,
03/31/2001,6395.81362,-3806.0,0.0,0.0,7969.0,,10558.81362,12025.0,66.27027,0.754725,7.256917,,,,,6390.698715,10553.698715,430.264361,,
06/30/2001,2021.688553,-3161.0,,,7968.0,,6828.688553,11353.0,70.184092,1.166842,4.246697,,,,,2021.47839,6828.47839,278.154849,,
09/30/2001,1447.217355,-2568.0,0.0,0.0,7917.0,,6796.217355,11040.0,71.711957,1.164913,4.146563,,,,,1419.91164,6768.91164,266.266503,,
12/31/2001,1923.52005,-1503.0,0.0,0.0,6216.0,,6636.52005,6151.0,101.056739,0.936635,4.329106,,,,,1916.595,6629.595,258.764643,,
03/31/2002,1399.446669,-1110.0,0.0,0.0,6011.0,,6300.446669,5946.0,101.093172,0.954059,4.283104,,,,,1392.953212,6293.953212,240.412045,,
06/30/2002,1196.863294,-1051.0,0.0,0.0,5949.0,,6094.863294,5871.0,101.328564,0.976068,3.323262,,,,,1176.22695,6074.22695,225.337086,,
09/30/2002,1621.624281,-963.0,0.0,0.0,6397.0,,7055.624281,6143.0,104.134788,0.906653,2.809886,,,,,1598.393259,7032.393259,253.878572,,
