Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Trading Assets & Liab,Net Ch in Operating Loans,Accrued Interest Receivable,Accrued Interest Payable,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,8.058,3.47,30.625999,,3.521,,,,3.521,-29.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,-55.119999,16.191,15.359,,-6.971,,,,-6.971,-79.698997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,143.380997,14.942,15.186,,17.893,,,,17.893,95.360001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,89.248001,13.262,23.698,,2.978,,,,2.978,49.310001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.248001,,,
03/31/1991,-14.743,14.055,20.097,,-7.482,,,,-7.482,-41.412998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,132.731995,15.599,22.219,,-33.657001,,,,-33.657001,128.570999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,23.643,16.496,21.589001,,24.242001,,,,24.242001,-38.683998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,-72.517998,26.872,11.272,,32.268002,,,,32.268002,-142.929993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.517998,,,
03/31/1992,38.880001,24.752001,17.822001,,2.565,,,,2.565,-6.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,-3.884,26.079,16.416,,2.108,,,,2.108,-48.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,163.972,26.537001,17.388,,164.399002,,,,164.399002,-44.352001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,-78.292999,11.797,17.004,,-151.604996,,,,-151.604996,44.511002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.292999,,,
03/31/1993,211.307007,36.630001,16.966,,-79.732002,,,,-79.732002,237.442993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,-268.179993,18.910999,21.813,,49.284,,,,49.284,-358.187988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,-117.945999,27.690001,20.983999,,17.819,,,,17.819,-184.438995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,-70.144997,23.194,23.190001,,-9.11,,,,-9.11,-107.075996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.144997,,,
03/31/1994,207.914993,39.804001,17.452,,-41.062,,,,-41.062,191.720993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,390.061005,36.750999,4.248,,4.471,,,,4.471,344.591003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,117.57,37.598999,6.567,,-63.446999,,,,-63.446999,136.850998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,184.863007,32.914001,16.402,,54.665001,,,,54.665001,80.882004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.863007,,,
03/31/1995,123.593002,31.614,14.507,,-3.44,,,,-3.44,80.912003,,,,,,,,-7.306,,-7.306,,,,,,,,,,,,,,,,,,7.306,,,,,,,,,,,,,,,,,
06/30/1995,-281.178986,43.745998,8.471,,-15.083,,,,-15.083,-318.312988,,,,,,,,-12.099,,-12.099,,,,,,,,,,,,,,,,,,12.099,,,,,,,,,,,,,,,,,
09/30/1995,79.125999,43.830002,8.392,,6.329,,,,6.329,20.575001,,,,,,,,-8.78,,-8.78,,,,,,,,,,,,,,,,,,8.78,,,,,,,,,,,,,,,,,
12/31/1995,-11.667,45.698002,22.611,,-28.941999,,,,-28.941999,-51.034,,,,,,,-10.36,-10.36,,-10.36,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,-22.027,,,
03/31/1996,-423.141998,37.441002,17.302999,,50.418999,,,,50.418999,-528.304993,,,,,,,,-8.16,,-8.16,,,,,,,,,,,,,,,,,,8.16,,,,,,,,,,,,,,,,,
06/30/1996,76.927002,42.347,16.917,,-119.667999,,,,-119.667999,137.330994,,,,,,,,-10.185,,-10.185,,,,,,,,,,,,,,,,,,10.185,,,,,,,,,,,,,,,,,
09/30/1996,425.821991,46.797001,18.733999,,-75.360001,,,,-75.360001,435.651001,,,,,,,,-10.36,,-10.36,,,,,,,,,,,,,,,,,,10.36,,,,,,,,,,,,,,,,,
12/31/1996,19.219,53.321999,21.02,,-32.560001,,,,-32.560001,-22.563,,,,,,,-8.844,-8.844,,-8.844,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,10.375,,,
03/31/1997,-38.755001,38.563,22.736,,-56.186001,,,,-56.186001,-43.868,,,,,,,,-12.862,,-12.862,,,,,,,,,,,,,,,,,,12.862,,,,,,,,,,,,,,,,,
06/30/1997,-74.971001,46.363998,23.148001,,-0.999,,,,-0.999,-143.483994,,,,,,,,-11.062,,-11.062,,,,,,,,,,,,,,,,,,11.062,,,,,,,,,,,,,,,,,
09/30/1997,-186.417007,54.688,23.214001,,-16.069,,,,-16.069,-248.25,,,,,,,,-18.669001,,-18.669001,,,,,,,,,,,,,,,,,,18.669001,,,,,,,,,,,,,,,,,
12/31/1997,-159.884995,57.856998,14.801,,-116.108002,,,,-116.108002,-116.434998,,,,,,,,-13.506,,-13.506,,,,,,,,,,,,,,,,,,13.506,,,,,,,,,,,,,,,,,
03/31/1998,-1064.620972,46.355,24.789,,18.441,,,,18.441,-1154.206055,,,,,,,,-9.06,,-9.06,,,,,,,,,,,,,,,,,,9.06,,,,,,,,,,,,,,,2.5,110.679001,
06/30/1998,-353.593994,52.745998,24.552999,,-123.566002,,,,-123.566002,-307.326996,,,,,,,,-20.775,,-20.775,,,,,,,,,,,,,,,,,,20.775,,,,,,,,,,,,,,,19.330999,157.910004,
