Date,Revenue,Net Premiums Earned,Net Premiums Earned (NL),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (NL),Underwriting Cost (NL),Amort Def Acq Cost (NL),Other Operating Expense,Operating Income (Loss),Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2010,-191.0,137.0,137.0,0.0,-360.0,32.0,15.0,17.0,20.0,-20.0,,,-88.0,88.0,82.0,6.0,,-259.0,-97.0,0.0,-356.0,143.0,,,-213.0,0.0,0.0,0.0,-213.0,,-213.0,0.0,0.0,-213.0,96.4,309.4,200.529483,-1.06,-1.06,0.480727,200.529483,-1.06,-1.06,0.480727,
12/31/2010,863.906,144.543,144.543,0.0,621.498,97.865,11.56,86.305,-109.596,109.596,,,-176.438,176.438,160.333,16.105,,577.872,-25.523,0.0,552.349,-101.502,,,450.847,0.0,0.0,0.0,450.847,,450.847,0.0,0.0,450.847,81.56705,-369.27995,199.987373,2.25,2.25,0.407861,200.848214,2.24,2.24,0.401398,
03/31/2011,-1607.0,137.0,137.0,0.0,-1653.0,-91.0,14.0,-105.0,36.0,-36.0,,,-102.0,102.0,85.0,17.0,,-1673.0,-90.0,0.0,-1763.0,489.0,,,-1274.0,0.0,0.0,0.0,-1274.0,,-1274.0,0.0,0.0,-1274.0,-46.15,1227.85,199.972759,-6.37,-6.37,-0.230781,199.972759,-6.37,-6.37,-0.230781,
06/30/2011,98.0,149.0,149.0,0.0,19.0,-70.0,11.0,-81.0,-50.0,50.0,,,-105.0,105.0,82.0,23.0,,-57.0,-90.0,0.0,-147.0,284.0,,,137.0,0.0,0.0,0.0,137.0,,137.0,0.0,0.0,137.0,249.45,112.45,199.295797,0.69,0.69,1.251657,200.064679,0.68,0.68,1.242068,
09/30/2011,1120.0,176.0,176.0,0.0,827.0,117.0,16.0,101.0,-190.0,190.0,,,-95.0,95.0,83.0,12.0,,835.0,-90.0,0.0,745.0,-301.0,,,444.0,0.0,0.0,0.0,444.0,,444.0,0.0,0.0,444.0,-88.35,-532.35,195.612615,2.27,2.27,-0.451658,196.347502,2.26,2.26,-0.451658,
12/31/2011,-1167.0,143.0,143.0,0.0,-1390.0,80.0,9.0,71.0,285.0,-285.0,,,-100.0,100.0,88.0,12.0,,-982.0,-92.0,0.0,-1074.0,448.0,,,-626.0,0.0,0.0,0.0,-626.0,,-626.0,0.0,0.0,-626.0,297.0,923.0,193.304376,-3.23,-3.23,1.536437,193.304376,-3.23,-3.23,1.536437,
03/31/2012,383.0,137.0,137.0,0.0,285.0,-39.0,7.0,-46.0,-97.0,97.0,,,-177.0,177.0,164.0,13.0,,109.0,-88.0,0.0,21.0,-11.0,,,10.0,0.0,0.0,0.0,10.0,,10.0,0.0,0.0,10.0,-94.0,-104.0,193.489424,0.05,0.05,-0.485815,194.594974,0.05,0.05,-0.485815,
06/30/2012,1039.0,171.0,171.0,0.0,855.0,13.0,20.0,-7.0,-62.0,62.0,,,-96.0,96.0,81.0,15.0,,881.0,-86.0,0.0,795.0,-214.0,,,581.0,0.0,0.0,0.0,581.0,,581.0,,0.0,581.0,79.85,-501.15,193.926953,2.99,2.99,0.411753,194.941233,2.98,2.98,0.409225,
09/30/2012,281.0,155.0,155.0,0.0,39.0,87.0,20.0,67.0,-171.0,171.0,,,-85.0,85.0,77.0,8.0,,25.0,-82.0,0.0,-57.0,64.0,,,7.0,0.0,0.0,0.0,7.0,,7.0,0.0,0.0,7.0,-18.35,-25.35,193.879994,0.04,0.04,-0.094646,194.977642,0.04,0.04,-0.094646,
12/31/2012,732.0,141.0,141.0,0.0,469.0,122.0,14.0,108.0,280.0,-280.0,,,-91.0,91.0,77.0,14.0,,921.0,-82.0,0.0,839.0,-203.0,,,636.0,0.0,0.0,0.0,636.0,,636.0,0.0,0.0,636.0,299.3,-336.7,194.086613,3.27,3.27,1.542095,195.104544,3.26,3.26,1.534259,
03/31/2013,219.0,120.0,120.0,0.0,-7.0,106.0,6.0,100.0,194.0,-194.0,,,-126.0,126.0,110.0,16.0,,287.0,-72.0,0.0,215.0,-51.0,,,164.0,0.0,0.0,0.0,164.0,,164.0,0.0,0.0,164.0,138.65,-25.35,194.523933,0.84,0.84,0.712766,195.63196,0.84,0.84,0.71042,
06/30/2013,112.0,124.0,124.0,0.0,-129.0,117.0,6.0,111.0,-188.0,188.0,,,-116.0,116.0,105.0,11.0,,-192.0,-72.0,0.0,-264.0,86.0,,,-178.0,0.0,0.0,0.0,-178.0,,-178.0,0.0,0.0,-178.0,-132.5,45.5,193.10461,-0.92,-0.92,-0.686157,193.10461,-0.92,-0.92,-0.686157,
09/30/2013,420.0,104.0,104.0,0.0,283.0,33.0,5.0,28.0,-98.0,98.0,,,-82.0,82.0,73.0,9.0,,240.0,-69.0,0.0,171.0,-39.0,,,132.0,0.0,0.0,0.0,132.0,,132.0,0.0,0.0,132.0,-34.4,-166.4,188.9318,0.68,0.68,-0.182076,192.581064,0.52,0.52,-0.344052,
12/31/2013,458.0,109.0,109.0,0.0,279.0,70.0,4.0,66.0,-25.0,25.0,,,-71.0,71.0,61.0,10.0,,362.0,-68.0,0.0,294.0,-162.0,,,132.0,0.0,0.0,0.0,132.0,,132.0,0.0,0.0,132.0,-52.6,-184.6,188.938224,0.69,0.69,-0.278398,190.204972,0.68,0.68,-0.290532,
03/31/2014,577.0,88.0,88.0,0.0,532.0,-43.0,4.0,-47.0,-50.0,50.0,,,-59.0,59.0,49.0,10.0,,468.0,-64.0,0.0,404.0,-148.0,,,256.0,0.0,0.0,0.0,256.0,,256.0,0.0,-5.0,251.0,-23.95,-274.95,189.033982,1.33,1.33,-0.126697,190.263748,1.32,1.32,-0.126697,
06/30/2014,187.0,89.0,89.0,0.0,8.0,90.0,4.0,86.0,-12.0,12.0,,,-58.0,58.0,50.0,8.0,,117.0,-62.0,0.0,55.0,65.0,,,120.0,0.0,0.0,0.0,120.0,,120.0,0.0,-4.0,116.0,90.65,-25.35,189.169042,0.61,0.61,0.479201,192.906871,0.45,0.45,0.318589,
09/30/2014,291.0,116.0,116.0,0.0,93.0,82.0,17.0,65.0,-20.0,20.0,,,-61.0,61.0,48.0,13.0,,210.0,-62.0,0.0,148.0,25.0,,,173.0,0.0,0.0,0.0,173.0,,173.0,0.0,-5.0,168.0,101.7,-66.3,187.104785,0.9,0.9,0.543546,188.424318,0.8,0.8,0.448135,
12/31/2014,215.0,104.0,104.0,0.0,65.0,46.0,15.0,31.0,-51.0,51.0,,,-69.0,69.0,56.0,13.0,,95.0,-61.0,0.0,34.0,-14.0,,,20.0,0.0,0.0,0.0,20.0,,20.0,0.0,-2.0,18.0,20.55,2.55,187.242789,0.1,0.1,0.109751,188.272683,0.1,0.1,0.109751,
03/31/2015,219.0,101.0,101.0,0.0,97.0,21.0,1.0,20.0,6.0,-6.0,,,-48.0,48.0,35.0,13.0,-4.0,173.0,-60.0,0.0,113.0,-44.0,,,69.0,0.0,0.0,0.0,69.0,,69.0,0.0,-2.0,67.0,36.8,-30.2,181.735876,0.37,0.37,0.202492,182.736415,0.37,0.37,0.202492,
06/30/2015,245.0,91.0,91.0,0.0,102.0,52.0,2.0,50.0,-46.0,46.0,,,-45.0,45.0,32.0,13.0,-3.0,151.0,-59.0,0.0,92.0,-28.0,,,64.0,0.0,0.0,0.0,64.0,,64.0,0.0,-2.0,62.0,136.85,74.85,172.146651,0.36,0.36,0.794962,173.154319,0.36,0.36,0.792273,
09/30/2015,92.0,84.0,84.0,0.0,49.0,-41.0,1.0,-42.0,-39.0,39.0,,,-46.0,46.0,35.0,11.0,-3.0,4.0,-59.0,0.0,-55.0,20.0,,,-35.0,0.0,0.0,0.0,-35.0,,-35.0,0.0,0.0,-35.0,-7.05,27.95,155.239723,-0.23,-0.23,-0.045414,155.239723,-0.23,-0.23,-0.049956,
12/31/2015,297.0,96.0,96.0,0.0,123.0,78.0,2.0,76.0,-44.0,44.0,,,-54.0,54.0,41.0,13.0,,199.0,-60.0,0.0,139.0,-57.0,,,82.0,0.0,0.0,0.0,82.0,,82.0,0.0,-3.0,79.0,7.5,-71.5,147.099167,0.54,0.54,0.050986,147.955862,0.54,0.54,0.050986,
03/31/2016,32.0,75.0,75.0,0.0,24.0,-67.0,1.0,-68.0,-22.0,22.0,,,-45.0,45.0,35.0,10.0,-4.0,-39.0,-62.0,0.0,-101.0,23.0,,,-78.0,0.0,0.0,0.0,-78.0,,-78.0,0.0,0.0,-78.0,-75.8,2.2,135.814835,-0.58,-0.58,-0.558113,135.814835,-0.58,-0.58,-0.563801,
06/30/2016,118.0,73.0,73.0,0.0,34.0,11.0,1.0,10.0,-77.0,77.0,,,-40.0,40.0,30.0,10.0,-3.0,-2.0,-53.0,0.0,-55.0,28.0,,,-27.0,0.0,0.0,0.0,-27.0,,-27.0,0.0,0.0,-27.0,-28.3,-1.3,132.677066,-0.2,-0.2,-0.2133,132.677066,-0.2,-0.2,-0.2133,
09/30/2016,203.0,77.0,77.0,0.0,58.0,68.0,22.0,46.0,-50.0,50.0,,,-42.0,42.0,32.0,10.0,-3.0,108.0,-53.0,0.0,55.0,-24.0,,,31.0,0.0,0.0,0.0,31.0,,31.0,0.0,-1.0,30.0,-9.0,-39.0,131.633411,0.23,0.23,-0.068372,132.042067,0.23,0.23,-0.068372,
12/31/2016,-59.0,75.0,75.0,0.0,-239.0,105.0,4.0,101.0,-71.0,71.0,,,-54.0,54.0,44.0,10.0,,-184.0,-54.0,0.0,-238.0,-27.0,,,-265.0,0.0,0.0,0.0,-265.0,,-265.0,0.0,0.0,-265.0,-147.35,117.65,131.906086,-2.01,-2.01,-1.117083,131.906086,-2.01,-2.01,-1.118078,
03/31/2017,77.0,49.0,49.0,0.0,34.0,-6.0,2.0,-8.0,-94.0,94.0,,,-36.0,36.0,29.0,7.0,-2.0,-55.0,-65.0,0.0,-120.0,48.0,,,-72.0,0.0,0.0,0.0,-72.0,,-72.0,0.0,0.0,-72.0,47.7,119.7,131.402465,-0.55,-0.55,0.363007,131.402465,-0.55,-0.55,0.360942,
06/30/2017,72.0,44.0,44.0,0.0,69.0,-41.0,6.0,-47.0,-170.0,170.0,,,-40.0,40.0,32.0,8.0,-3.0,-141.0,-69.0,0.0,-210.0,-1019.0,,,-1229.0,0.0,0.0,0.0,-1229.0,,-1229.0,0.0,0.0,-1229.0,-168.9,1060.1,125.653189,-9.78,-9.78,-1.344176,125.653189,-9.78,-9.78,-1.344176,
09/30/2017,33.0,53.0,53.0,0.0,-32.0,12.0,1.0,11.0,-205.0,205.0,,,-29.0,29.0,21.0,8.0,-3.0,-204.0,-69.0,0.0,-273.0,6.0,,,-267.0,0.0,0.0,0.0,-267.0,,-267.0,0.0,0.0,-267.0,-153.95,113.05,122.967924,-2.17,-2.17,-1.251953,122.967924,-2.17,-2.17,-1.251953,
12/31/2017,251.0,55.0,55.0,0.0,-27.0,223.0,6.0,217.0,-214.0,214.0,,,-24.0,24.0,24.0,,-2.0,11.0,-69.0,0.0,-58.0,21.0,,,-37.0,0.0,0.0,0.0,-37.0,,-37.0,0.0,0.0,-37.0,-165.25,-128.25,96.040601,-0.39,-0.39,-1.720626,96.040601,-0.39,-0.39,-1.725373,
03/31/2018,73.0,40.0,40.0,0.0,32.0,1.0,6.0,-5.0,-72.0,72.0,,,-24.0,24.0,20.0,4.0,-2.0,-25.0,-71.0,0.0,-96.0,-2.0,,,-98.0,0.0,0.0,0.0,-98.0,,-98.0,0.0,0.0,-98.0,-80.64,17.36,88.131373,-1.12,-1.12,-0.914998,88.131373,-1.12,-1.12,-0.923021,
06/30/2018,12.0,36.0,36.0,0.0,-59.0,35.0,0.0,35.0,-59.0,59.0,,,-23.0,23.0,19.0,4.0,-3.0,-73.0,-73.0,0.0,-146.0,0.0,0.0,0.0,-146.0,0.0,0.0,0.0,-146.0,,-146.0,0.0,0.0,-146.0,-74.7,71.3,89.13176,-1.64,-1.64,-0.838085,89.13176,-1.64,-1.64,-0.840061,
09/30/2018,105.0,62.0,62.0,0.0,6.0,37.0,17.0,20.0,-46.0,46.0,,,-27.0,27.0,18.0,9.0,-3.0,29.0,-74.0,0.0,-45.0,0.0,,,-45.0,0.0,0.0,0.0,-45.0,,-45.0,0.0,0.0,-45.0,-48.16,-3.16,89.490267,-0.5,-0.5,-0.538159,89.490267,-0.5,-0.5,-0.538159,
12/31/2018,-28.0,24.0,24.0,0.0,-59.0,7.0,2.0,5.0,114.0,-114.0,,,-17.0,17.0,14.0,3.0,-3.0,66.0,-75.0,0.0,-9.0,2.0,,,-7.0,0.0,0.0,0.0,-7.0,,-7.0,0.0,0.0,-7.0,94.359999,101.359999,88.829193,-0.08,-0.08,1.062263,88.829193,-0.08,-0.08,1.061066,
03/31/2019,50.0,23.0,23.0,0.0,-13.0,40.0,0.0,40.0,38.0,-38.0,,,-30.0,30.0,26.0,4.0,-3.0,55.0,-74.0,0.0,-19.0,-2.0,,,-21.0,0.0,0.0,0.0,-21.0,,-21.0,0.0,0.0,-21.0,-9.15,11.85,85.554236,-0.24,-0.24,-0.10695,85.554236,-0.24,-0.24,-0.10695,
06/30/2019,30.0,22.0,22.0,0.0,15.0,-7.0,1.0,-8.0,-140.0,140.0,,,-21.0,21.0,19.0,2.0,-1.0,-132.0,-75.0,0.0,-207.0,37.0,,,-170.0,0.0,0.0,0.0,-170.0,,-170.0,0.0,0.0,-170.0,-152.63,17.37,84.275261,-2.02,-2.02,-1.811089,84.275261,-2.02,-2.02,-1.81389,
09/30/2019,172.0,20.0,20.0,0.0,33.0,119.0,0.0,119.0,13.0,-13.0,,,-26.0,26.0,23.0,3.0,-2.0,157.0,-68.0,0.0,89.0,-18.0,,,71.0,0.0,0.0,0.0,71.0,,71.0,0.0,-4.0,67.0,-64.26,-131.26,78.686542,0.86,0.86,-0.816658,78.686542,0.86,0.86,-0.816658,
12/31/2019,28.0,20.0,20.0,0.0,-26.0,34.0,0.0,34.0,-153.0,153.0,,,-26.0,26.0,24.0,2.0,-3.0,-154.0,-66.0,0.0,-220.0,-23.0,,,-243.0,0.0,0.0,0.0,-243.0,,-243.0,0.0,0.0,-243.0,-172.42,70.58,75.675241,-3.21,-3.21,-2.27842,75.675241,-3.21,-3.21,-2.27842,
03/31/2020,-6.0,20.0,20.0,0.0,22.0,-48.0,0.0,-48.0,-243.0,243.0,,,-22.0,22.0,20.0,2.0,,-271.0,-62.0,0.0,-333.0,0.0,,,-333.0,0.0,0.0,0.0,-333.0,,-333.0,0.0,0.0,-333.0,-226.91,106.09,72.089016,-4.62,-4.62,-3.147636,72.089016,-4.62,-4.62,-3.148347,
06/30/2020,114.0,19.0,19.0,0.0,48.0,47.0,0.0,47.0,-136.0,136.0,,,-25.0,25.0,22.0,3.0,-1.0,-48.0,-58.0,0.0,-106.0,,,,-106.0,0.0,0.0,0.0,-106.0,,-106.0,0.0,0.0,-106.0,-227.0,-17.0,62.605719,-1.69,-1.69,-1.964677,62.605719,-1.69,-1.69,-1.964677,
09/30/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.64,,,,-0.64,
12/31/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.59,,,,-0.59,
