Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Long-Term Investments,Loans & Mortgages,Real Estate Investments,Other Long-Term Investments,Net Fixed Assets,Other Assets,Total Assets,Liabilities & Shareholders' Equity,Customer Deposits,ST Borrowings & Repos,Long-Term Borrowings,Short and Long Term Debt,Other Short-Term Liabilities,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1993,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1994,,1385.0,97074.0,3103.0,9106.0,9106.0,0.0,0.0,535.0,1074.0,112277.0,,4334.0,91203.0,10575.0,101778.0,2882.0,0.0,108994.0,708.0,0.0,3188.0,-613.0,3283.0,112277.0,
06/30/1994,,1170.0,103013.0,2689.0,10177.0,10177.0,0.0,0.0,559.0,903.0,118511.0,,3849.0,98228.0,10567.0,108795.0,2557.0,0.0,115201.0,708.0,0.0,3184.0,-582.0,3310.0,118511.0,
08/31/1994,,847.0,106829.0,2698.0,9380.0,9380.0,0.0,0.0,607.0,885.0,121246.0,,3264.0,101195.0,10827.0,112022.0,2600.0,0.0,117886.0,708.0,0.0,3261.0,-609.0,3360.0,121246.0,
11/30/1994,,964.0,97000.0,2762.0,7728.0,7728.0,0.0,0.0,619.0,874.0,109947.0,,3060.0,92553.0,8248.0,100801.0,2691.0,0.0,106552.0,708.0,0.0,3270.0,-583.0,3395.0,109947.0,
02/28/1995,,1283.0,113035.0,1986.0,9554.0,9554.0,0.0,0.0,606.0,840.0,127304.0,,6577.0,103765.0,11177.0,114942.0,2359.0,0.0,123878.0,708.0,0.0,3267.0,-549.0,3426.0,127304.0,
05/31/1995,,1519.0,109471.0,2115.0,8859.0,8859.0,0.0,0.0,582.0,875.0,123421.0,,6864.0,97661.0,12782.0,110443.0,2639.0,0.0,119946.0,708.0,0.0,3264.0,-497.0,3475.0,123421.0,
08/31/1995,,2101.0,104292.0,1318.0,8406.0,8406.0,0.0,0.0,558.0,843.0,117518.0,,8589.0,89712.0,12897.0,102609.0,2689.0,0.0,113887.0,708.0,0.0,3382.0,-459.0,3631.0,117518.0,
11/30/1995,,874.0,104791.0,1434.0,6736.0,6736.0,0.0,0.0,495.0,973.0,115303.0,,6311.0,92364.0,10004.0,102368.0,2926.0,0.0,111605.0,708.0,0.0,3394.0,-404.0,3698.0,115303.0,
02/29/1996,,956.0,116197.0,1349.0,8758.0,8758.0,0.0,0.0,478.0,964.0,128702.0,,8525.0,100897.0,13471.0,114368.0,2286.0,0.0,125179.0,508.0,0.0,3395.0,-380.0,3523.0,128702.0,
