Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Adjustments,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
06/30/1990,,,,,,,,,,,,,,,,,,,,
09/30/1990,,,,,,,,,,,,,,,,,,,,
12/31/1990,,,,,,,,,,,,,,,,,,,,
03/31/1991,,,,,,,,,,,,,,,,,,,,
06/30/1991,,-2.253,0.0,0.0,3.543,,,6.188001,57.255976,,,,,,,,,,,
10/01/1991,153.718755,-27.185,0.0,0.0,3.487,,130.020755,31.251,11.158043,0.026819,39.115753,,,,,137.031257,113.333257,6.608089,,
12/31/1991,174.610504,-51.489,0.0,0.0,3.325,,126.446504,55.532002,5.987538,0.026296,39.111199,,,,,159.860504,111.696504,5.340704,,
03/31/1992,142.151495,-48.902,0.0,0.0,3.626,,96.875495,54.191002,6.691148,0.037429,28.772051,,,,,141.282002,96.006002,4.003782,,
06/30/1992,91.214998,-47.861,0.0,0.0,4.432,,47.785998,53.064001,8.352178,0.092747,13.614245,,,,,90.734997,47.305997,1.964562,,
09/30/1992,129.348748,-46.631001,0.0,0.0,4.962,,87.679747,51.445,9.645252,0.056592,24.081227,,,,,129.008752,87.339752,3.601107,,
12/31/1992,118.696498,-43.701,0.0,0.0,5.168,,80.163498,49.017999,10.543066,0.064468,21.280461,,,,,118.696498,80.163498,3.292406,,
03/31/1993,99.624001,-40.361,0.0,0.0,5.3,,64.563,45.922,11.541309,0.08209,16.972398,,,,,97.424004,62.363003,2.592267,,
06/30/1993,118.303501,-43.301999,0.0,0.0,5.902,,80.903502,49.059,12.030412,0.072951,10.860988,,,,,117.971002,80.571003,3.248354,,
09/30/1993,159.158247,-42.561999,0.0,0.0,5.878,,122.474248,46.464002,12.650653,0.047994,10.922523,,,,,158.839502,122.155503,4.905642,,
12/31/1993,230.954004,-52.103001,0.0,0.0,5.974,,184.825003,55.493999,10.765128,0.032322,6.628115,36.247307,153.892641,20.296233,,235.856493,189.727492,7.402475,,
03/31/1994,213.344628,-104.993,0.0,0.0,5.437,,113.788628,109.898002,4.947315,0.047782,3.572866,23.379625,136.437244,15.319966,,197.221057,97.665057,3.566818,,
06/30/1994,195.399753,-101.369997,0.0,0.0,6.045,,100.074756,105.146002,5.749149,0.060405,3.210302,,,,,195.399753,100.074756,3.136943,,
09/30/1994,227.828999,-96.753998,0.0,0.0,6.309,,137.384001,100.968998,6.248453,0.045922,4.29097,,,,,227.330251,136.885253,4.296472,,
12/31/1994,257.834988,-106.469997,0.0,0.0,6.392,,157.75699,111.869997,5.713775,0.040518,8.060753,,,,,249.014997,148.937,4.588894,,
03/31/1995,232.469991,-99.019997,0.0,0.0,6.657,,140.106994,107.577994,6.188069,0.047514,7.103376,,,,,232.065007,139.702011,4.068147,,
06/30/1995,282.059381,-92.376999,0.0,0.0,6.929,,196.611382,99.307006,6.977353,0.035242,8.808359,,,,,281.993886,196.545887,5.707152,,
09/30/1995,323.868763,-87.237,0.0,0.0,6.8,,243.431764,92.381997,7.360741,0.027934,12.768516,,,,,323.043752,242.606752,7.046597,,
12/31/1995,458.423494,-86.978001,0.0,0.0,6.987,,378.432494,92.259,7.573245,0.018463,17.138377,,,,,457.972989,377.981989,10.937988,,
03/31/1996,460.252001,-77.255999,0.0,0.0,6.483,,389.479002,84.912992,7.634874,0.016645,19.972258,,,,,459.298019,388.525021,11.212546,,
06/30/1996,638.117982,-60.484001,0.0,0.0,6.856,,584.489981,68.598005,9.99446,0.01173,36.342099,,,,,528.464272,474.836271,13.911129,,
09/30/1996,621.387976,-131.432999,0.0,0.0,6.876,,496.830977,140.542001,4.892488,0.01384,29.752139,,,,,571.238009,446.681011,11.793368,,
