Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2001,-237.100006,-48.200001,162.800003,-367.600006,,,-367.600006,15.9,,,15.9,,110.800003,-16.4,,,,-16.4,,,237.299994,257.899994,-20.6,,,,,-110.099991,1.300007,,191.5,,,,-38.799999,56.799999,-95.599998,-151.399994,,-125.0,1.8,25.700001,
06/30/2001,105.099998,10.6,148.899994,-88.099998,,,-88.099998,33.700001,,,33.700001,,-4.2,-68.599998,,,,-68.599998,,,197.200195,9799.0,-9601.799805,,,,,-132.800197,57.400018,,272.800018,,,,14.6,14.6,,-230.0,,158.300003,141.5,18.6,
09/30/2001,-47.299999,-54.400002,143.899994,-65.5,,,-65.5,-71.300003,,,-71.300003,,318.700012,-31.9,,,,-31.9,,,140.300049,3685.199951,-3544.899902,,,,,210.299963,-345.800009,,-267.600006,,,,8.1,8.1,,-86.300003,,-74.400002,14.9,55.5,
12/31/2001,145.300003,-187.600006,142.0,308.200012,,,308.200012,-117.300003,,,-117.300003,,-101.400002,-25.700001,,,,-25.700001,,,170.5,4466.299805,-4295.799805,,,,,-246.200001,-257.099992,-5.7,-113.099998,,,,18.6,18.6,,-156.899994,,-213.199997,-52.200001,17.799999,
03/31/2002,-215.199997,-2827.699951,90.800003,2862.399902,,,2862.399902,-340.700012,,,-340.700012,,556.900024,-30.4,0.0,,,-30.4,,,587.299805,5658.0,-5070.700195,,,,,0.000219,-180.499994,,-109.699997,,,,29.4,29.4,,-100.199997,,161.199997,7.2,47.599998,
06/30/2002,-7.2,108.199997,89.099998,16.0,,,16.0,-220.5,,,-220.5,,-146.899994,-38.599998,,,,-38.599998,,,-108.300049,4005.199951,-4113.5,,,,,5.3e-05,-29.899994,,,,,,81.300003,185.600006,-104.300003,-111.199997,,-184.0,52.0,3.2,
09/30/2002,-36.0,98.800003,64.199997,117.0,,,117.0,-316.0,,,-316.0,,672.700012,-45.400002,,,,-45.400002,,,718.100098,5242.100098,-4524.0,,,,,-8.4e-05,-177.899997,,,,,,-1.7,10.4,-12.1,-176.199997,,458.799988,20.9,54.099998,
12/31/2002,564.799988,98.199997,57.400002,-10.6,,,-10.6,419.799988,,,419.799988,,-472.0,-41.099998,,,,-41.099998,,,-430.899903,5023.399902,-5454.299805,,,,,-9.9e-05,-124.100001,-6.0,,,,,-40.699999,8.1,-48.799999,-77.400002,,-31.299999,-145.100006,14.1,
03/31/2003,-38.700001,330.0,54.599998,-32.700001,,,-32.700001,-390.600006,,,-390.600006,,242.300003,-26.299999,,,,-26.299999,,,268.600097,5833.899902,-5565.299805,,,,,-9.5e-05,-83.099997,,,,,,22.000001,35.700001,-13.7,-105.099998,,120.5,54.599998,43.599998,
06/30/2003,-45.799999,138.399994,45.599998,-151.800003,,,-151.800003,-78.0,,,-78.0,,100.600998,-40.799999,,,,-40.799999,,,141.401123,3366.100098,-3224.698975,,,,,-0.000126,-111.699997,,,,,,-2.399994,173.100006,-175.5,-109.300003,,-56.898998,260.100006,8.4,
09/30/2003,74.800003,215.899994,48.0,-129.5,,,-129.5,-59.599998,,,-59.599998,,51.897999,-101.0,,,,-101.0,,,152.897949,2695.701904,-2542.803955,,,,,5e-05,-212.899993,,,,,,-107.299995,39.400002,-146.699997,-105.599998,,-86.202003,122.099998,42.799999,
12/31/2003,380.299988,249.5,51.400002,-10.8,,,-10.8,90.199997,,,90.199997,,-559.200012,-42.700001,,,,-42.700001,,,-516.5,3841.100098,-4357.600098,,,,,-1.1e-05,-168.000001,-6.1,,,,,-63.900001,45.400002,-109.300003,-98.0,,-346.899994,51.299999,8.7,
03/31/2004,59.400002,365.799988,47.799999,-66.099998,,,-66.099998,-288.100006,-28.700001,,-259.400005,,-415.200012,-34.200001,,,,-34.200001,,,-381.0,3357.199951,-3738.199951,,,,,-1.1e-05,-369.599991,,,,,,-223.399994,140.399994,-363.799988,-146.199997,,-725.400024,-19.0,42.200001,
06/30/2004,223.199997,286.299988,49.200001,5.7,,-19.6,25.3,-118.0,36.299999,,-154.299999,,328.799988,-39.5,,,,-39.5,,,368.300049,3394.5,-3026.199951,,,,,-6.1e-05,-110.5,,,,,,-10.0,43.599998,-53.599998,-100.5,,441.5,180.800003,8.5,
09/30/2004,675.0,1292.300049,43.200001,-330.600006,,38.099998,-368.700004,-329.899994,-13.6,,-316.299994,,267.600006,-60.799999,,,,-60.799999,,,328.400147,2543.300049,-2214.899902,,,,,-0.000142,-725.199989,,,,,,-642.899986,72.400002,-715.299988,-82.300003,,217.399994,-534.700012,42.799999,
12/31/2004,479.2,300.7,42.0,-290.1,,126.9,-417.0,426.6,40.0,,386.6,,-113.8,-55.8,,,,-55.8,,,-48.5,2672.6,-2721.1,,,,,-9.5,-336.3,-5.9,,,,,-300.7,59.6,-360.3,-29.7,,29.1,41.6,10.5,
03/31/2005,73.0,389.3,45.1,-411.2,53.4,,-464.6,49.8,-80.8,,130.6,,-198.3,-47.1,0.0,,,-47.1,,,90.5,2595.8,-2505.3,,,,,-241.7,-329.0,0.0,0.0,,,,-338.0,190.2,-528.2,9.0,,-454.3,25.0,44.1,
06/30/2005,558.3,394.9,66.2,95.3,,,95.3,1.9,-28.9,,30.8,,-199.7,-61.4,0.0,,,-61.4,,,251.1,3262.0,-3010.9,,,,,-389.4,-169.7,0.0,0.0,,,,-169.1,104.9,-274.0,-0.6,,188.9,61.0,11.7,
09/30/2005,477.9,372.8,36.2,-14.9,,,-14.9,83.8,3.0,0.0,80.8,,-225.2,-74.6,0.0,,,-74.6,,,239.8,3019.2,-2779.4,,,,,-390.4,-338.9,0.0,0.0,,,,-342.6,65.9,-408.5,3.7,,-86.2,132.5,49.7,
12/31/2005,611.1,416.3,56.9,188.5,,,188.5,-50.6,11.1,,-61.7,,-86.9,-88.5,,,,-88.5,,,87.7,3030.6,-2942.9,,,,,-86.1,-364.3,-11.4,0.0,,,,-355.9,83.4,-439.3,3.0,,159.9,28.1,15.5,
03/31/2006,364.1,401.7,65.2,-338.1,38.1,,-376.2,235.3,-93.6,,328.9,,-159.5,-62.6,0.0,,,-62.6,,,60.1,3338.1,-3278.0,,,,,-157.0,-50.9,0.0,10.4,,,,-70.3,80.6,-150.9,9.0,,153.7,60.3,50.9,
06/30/2006,250.9,389.5,71.6,112.5,,,112.5,-322.7,-40.4,0.0,-282.3,,-4.2,-74.3,0.0,,,-74.3,,,71.9,2859.2,-2787.3,,,,,-1.8,61.1,0.0,851.5,,,,-786.7,32.4,-819.1,-3.7,,307.8,327.9,25.0,
09/30/2006,578.0,476.4,61.1,44.9,,,44.9,-4.4,11.4,0.0,-15.8,,110.1,-66.9,0.0,,,-66.9,,,178.1,2863.7,-2685.6,,,,,-1.1,-1122.4,0.0,-31.5,,,,-919.5,34.8,-954.3,-171.4,,-434.3,99.2,18.0,
12/31/2006,495.3,434.1,72.5,32.5,,,32.5,-43.8,61.4,,-105.2,,-499.7,-86.7,,,,-86.7,,,-412.0,2776.6,-3188.6,,,,,-1.0,-329.9,-20.8,43.5,,,,-340.6,57.6,-398.2,-12.0,,-334.3,244.3,65.3,
03/31/2007,828.7,434.6,72.3,-145.1,25.2,,-170.3,466.9,-151.8,,618.7,,-13.4,-79.4,0.0,,,-79.4,,,66.0,2272.2,-2206.2,,,,,0.0,-264.3,0.0,-35.2,,,,-231.7,70.5,-302.2,2.6,,551.0,24.5,20.6,
06/30/2007,320.3,451.3,84.4,57.8,,,57.8,-273.2,-5.8,,-267.4,,-125.9,-94.4,0.0,,,-94.4,,,-31.5,2966.2,-2997.7,,,,,0.0,-216.8,0.0,-9.5,,,,-206.1,118.0,-324.1,-1.2,,-22.4,410.6,65.3,
09/30/2007,257.5,496.7,75.2,49.5,,,49.5,-363.9,-44.7,,-319.2,,-434.1,-98.5,0.0,,,-98.5,,,170.3,2238.9,-2068.6,,,,,-505.9,-100.2,0.0,530.1,,,,-630.6,77.6,-708.2,0.3,,-276.8,169.7,19.0,
12/31/2007,659.0,448.4,89.6,-4.0,,,-4.0,125.0,110.6,,14.4,,-464.4,-128.1,0.0,,,-128.1,,,-270.0,3099.7,-3369.7,,,,,-66.3,-71.2,-20.0,264.0,,,,-303.2,57.9,-361.1,-12.0,,123.4,178.4,72.7,
