Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/2001,128.693,127.775,127.743,,1.743869,0.497679,0.331697,0.21,0.21,0.21,0.21,0.21,0.21,,0.284532,0.026491,4.388125,5.585789,,
06/30/2001,110.231,124.614,116.926,,1.892701,0.475147,0.28069,0.17,0.17,0.17,0.16,0.16,0.16,,0.648752,0.273121,5.531248,4.660023,,
09/30/2001,110.508,110.573,110.433,,1.790298,0.307001,0.063686,0.07,0.07,0.07,0.07,0.07,0.07,,-0.148189,-0.353355,5.0964,4.764126,,
12/31/2001,111.7,110.475,110.475,,1.950224,0.075845,-0.190939,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,,-0.278869,-0.487187,4.671083,4.640895,4.476168,
03/31/2002,78.039,112.81,100.505,,2.102701,0.652714,0.387931,0.19,0.19,0.19,0.18,0.18,0.18,,1.111487,0.814377,3.935712,1.45121,1.20814,
06/30/2002,78.171,80.671,78.046,,2.628411,0.719294,0.388053,0.08,0.08,0.21,0.08,0.08,0.21,,0.285755,0.01708,5.943342,1.601246,1.367771,
09/30/2002,78.184,90.417,78.171,,2.543002,0.652377,0.324814,0.13,0.13,0.13,0.13,0.13,0.13,,0.228947,-0.128974,6.066791,1.722028,1.497237,
12/31/2002,78.266708,70.7,70.7,,2.596521,0.315262,-0.01,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,0.0,0.074059,-0.019137,5.686581,1.750834,1.538189,
03/31/2003,78.34,78.444,78.304,,2.1185,0.388473,0.055438,0.02,0.02,0.02,0.02,0.02,0.02,,1.127873,0.844529,6.643873,1.764846,1.526245,
06/30/2003,78.432,78.546,78.343,,1.932464,0.153058,-0.140689,-0.66,-0.66,-0.07,-0.66,-0.66,-0.07,,0.291002,0.17865,6.765121,1.182298,1.10395,
09/30/2003,78.432,78.92,78.432,,1.846007,0.420147,0.047723,-0.52,-0.52,-0.02,-0.52,-0.52,-0.02,,-0.282563,-0.329547,4.454508,0.618294,0.593508,
12/31/2003,78.484001,78.467003,78.467003,,1.758841,-0.012986,-0.161227,-0.3,-0.17,0.04,-0.3,-0.17,0.04,0.0,0.207909,0.207909,4.56651,0.342184,0.331086,
03/31/2004,78.516,79.271,78.501,,1.635699,0.358416,0.109604,0.02,0.02,0.09,0.02,0.02,0.09,,0.6858,0.611241,5.055683,0.358678,0.347967,
06/30/2004,78.618,78.941,78.535,,1.528147,0.323219,0.109034,0.02,0.02,0.07,0.02,0.02,0.07,,0.631043,0.577017,5.384403,0.363543,0.353214,
09/30/2004,78.619,78.618,78.618,,1.576865,0.585502,-0.114045,-0.08,-0.08,0.09,-0.08,-0.08,0.09,,1.399272,1.223384,3.339752,0.295628,-2.046414,
12/31/2004,78.973085,78.774504,78.774504,,1.54093,0.277526,-0.000229,0.059194,-0.062139,-0.062139,0.059194,-0.062139,-0.062139,,-1.223467,-1.250189,3.313775,0.334658,-1.972102,
03/31/2005,79.049986,92.619902,79.008527,,1.598283,0.518311,0.288045,0.14,0.14,0.19,0.13,0.13,0.18,,1.091085,1.024775,4.371879,0.473903,-1.834523,
06/30/2005,80.44083,109.914352,79.401323,,1.643058,0.515596,0.331518,0.15,0.15,0.26,0.13,0.13,0.21,,0.110401,0.062631,6.84155,0.993463,-1.265352,
09/30/2005,81.890531,119.405613,81.234484,,1.608233,0.570115,0.386068,0.2,0.2,0.24,0.16,0.16,0.18,,0.103798,0.048255,6.65823,1.474285,-0.745825,
12/31/2005,83.148909,122.5,82.5,,1.680339,0.648327,0.402667,0.2,0.2,0.22,0.15,0.15,0.16,,0.212121,0.068388,4.144444,1.900085,-12.259704,
03/31/2006,92.870949,127.952201,87.876102,,1.843709,0.755154,0.475795,0.2,0.2,0.3,0.16,0.16,0.23,0.0,0.61127,0.603873,6.419446,5.614124,-7.360192,
06/30/2006,111.62048,145.196951,105.197081,,1.626956,0.549445,0.345352,0.16,0.16,0.28,0.13,0.13,0.22,0.0,0.397036,0.344059,15.26908,10.560705,-0.149946,
09/30/2006,111.8305,150.835485,111.72575,,1.531876,0.73548,0.607371,0.27,0.27,0.27,0.22,0.22,0.22,0.0,0.458131,0.402002,16.635632,11.780883,1.015582,
12/31/2006,112.317987,152.1,112.1,,1.632917,0.701829,0.607413,0.56,0.56,0.29,0.43,0.43,0.23,0.0,0.006164,-0.066316,17.363239,12.975259,2.038765,
03/31/2007,112.566895,151.807513,112.439179,,1.708186,0.811132,0.723627,0.16,0.16,0.37,0.14,0.14,0.29,0.0,0.693673,0.657413,17.989543,12.808153,1.937888,
