Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
05/31/1995,107.003998,107.545998,107.545998,,1.923196,0.739386,0.88,0.88,0.74,0.88,0.88,0.74,0.165,1.062569,,3.879743,19.268009,,
08/31/1995,97.505997,102.050003,102.050003,,2.003586,0.73366,0.91,0.91,0.65,0.91,0.91,0.65,0.165,1.764566,,5.318504,19.755872,,
11/30/1995,94.550004,96.426002,96.426002,,2.308796,0.797814,0.92,0.92,0.92,0.92,0.92,0.92,0.2,1.388536,,7.122506,21.217694,,
02/29/1996,94.038002,95.603996,95.603996,,3.285323,2.010512,2.165,2.165,0.78,2.165,2.165,0.78,0.2,1.141312,,6.447681,21.649599,,
05/31/1996,90.120003,93.545998,93.545998,,2.120914,0.803872,0.95,0.95,0.74,0.95,0.95,0.74,0.25,-0.113003,,2.220639,20.862926,,
08/31/1996,87.431,89.842003,89.842003,,1.894927,0.577202,0.72,0.72,0.77,0.72,0.72,0.77,0.25,1.526869,,3.29963,20.698677,,
11/30/1996,87.170998,88.099998,88.099998,,2.72378,1.346198,1.52,1.52,1.52,1.52,1.52,1.52,0.25,2.244597,,2.89929,24.274565,,
02/28/1997,86.296997,87.82,86.858002,,2.348742,1.123167,1.24,1.24,0.87,1.23,1.23,0.86,0.32,1.488498,,5.059539,24.621865,,
05/31/1997,84.317001,85.778999,84.883003,,3.655502,2.310274,2.49,2.49,1.01,2.47,2.47,0.99,0.32,0.835397,,6.88223,25.741048,,
08/31/1997,84.408997,85.583,84.377998,,3.680379,2.318531,2.45,2.45,1.12,2.41,2.41,1.08,0.32,1.757555,,5.913244,28.070362,,
11/30/1997,84.407997,85.902,84.361,,3.180427,1.588625,1.79,1.79,1.13,1.75,1.75,1.09,0.4,0.945271,,4.674901,29.370794,,
02/28/1998,84.650002,86.003998,84.543999,,3.079592,1.70057,1.84,1.84,1.11,1.81,1.81,1.08,0.4,1.162353,,4.814353,31.447795,,
05/31/1998,84.522003,86.325996,84.639999,,3.271798,1.819069,2.02,2.02,1.15,1.98,1.98,1.11,0.4,0.736354,,7.634817,33.208264,,
08/31/1998,110.098999,121.076,116.935,,4.553803,1.198538,1.2,1.2,1.35,1.17,1.17,1.32,0.4,1.988293,,4.996267,40.875102,,
11/30/1998,128.745,112.708,111.379,,3.650509,1.662297,1.58,1.58,1.17,1.56,1.56,1.15,0.44,1.497948,,3.735089,43.594726,31.921822,
02/28/1999,111.05542,132.404007,128.414001,,4.67597,1.81013,1.63,1.63,1.11,1.58,1.58,1.08,0.44,0.871065,0.871065,4.723344,43.324217,29.936362,
05/31/1999,127.465338,129.876,126.785,,4.48344,0.165832,0.49,0.49,0.49,0.48,0.48,0.48,0.8,1.523122,,4.422669,38.299777,26.555729,
09/30/1999,127.58,129.032,127.544,,4.95059,1.062135,1.08,1.08,1.08,1.06,1.06,1.06,0.44,3.267155,3.267155,3.90011,42.046198,29.264007,
12/31/1999,127.807,129.333,126.225,,5.286702,0.306057,0.48,0.48,0.24,0.47,0.47,0.24,0.44,-0.524397,-0.524397,4.363994,43.636718,30.907008,
03/31/2000,124.448997,126.764,125.670998,,5.543753,1.645829,1.78,1.78,1.2,1.77,1.77,1.19,0.45,-0.010894,-0.083368,6.784273,44.802498,31.77296,
06/30/2000,123.806,125.68,124.431,,5.209554,0.984305,1.15,1.15,1.09,1.13,1.13,1.08,0.45,-1.045792,-1.121473,7.060619,44.20743,31.210992,
09/30/2000,124.269501,126.286003,123.820999,,5.460576,1.031263,1.13,1.13,1.12,1.1,1.1,1.1,0.45,1.422691,1.333998,7.495822,44.794313,31.958243,
12/31/2000,125.021,126.911,124.089,,5.012942,0.19482,0.01,0.01,1.15,0.01,0.01,1.13,0.45,0.695404,0.695404,7.442502,44.581854,31.855128,
03/31/2001,125.171997,126.781998,124.463997,,6.045845,1.678301,1.76,1.76,1.76,1.73,1.73,1.73,0.46,1.611382,1.565192,7.487985,45.232209,32.549923,
06/30/2001,125.692215,127.764999,125.396004,,6.161066,1.162868,1.03,1.03,1.03,1.01,1.01,1.01,0.46,1.866112,1.795536,13.341964,45.184294,32.651497,
09/30/2001,124.513,125.431,125.431,,6.753594,-7.016216,-6.7,-6.7,-6.7,-6.7,-6.7,-6.7,0.46,0.829325,0.805622,17.102728,38.444179,25.356268,
12/31/2001,134.734491,133.238,130.625,,12.541711,-1.442419,-0.64,-0.64,-0.02,-0.64,-0.64,-0.02,0.46,6.882427,6.849309,13.833585,40.354804,16.711422,
03/31/2002,135.465673,137.843,135.119,,8.35038,0.789993,0.66,0.66,0.66,0.65,0.65,0.65,0.47,-0.320606,-0.329265,15.254145,40.232067,27.84814,
06/30/2002,135.755997,135.662003,135.662003,,8.385598,-0.431093,-0.68,-0.68,-0.68,-0.68,-0.68,-0.68,0.47,-3.876,-3.876605,16.785659,39.597007,27.454081,
09/30/2002,135.824005,137.348999,135.789993,,17.171927,1.855998,1.36,1.36,1.36,1.34,1.34,1.34,0.47,19.869587,19.852612,20.154354,43.796264,31.675189,
12/31/2002,136.063184,137.582,135.887,,14.097809,1.32764,1.58,1.58,1.82,1.56,1.56,1.82,0.47,10.833531,10.833531,26.148256,48.281848,36.127936,
03/31/2003,136.595532,137.631,136.216,,13.158807,2.616594,1.76,1.76,1.84,1.74,1.74,1.82,0.48,4.252357,4.252357,23.077827,49.870138,37.768732,
06/30/2003,137.1539,138.634003,136.791,,13.579709,2.514413,2.54,2.54,1.97,2.51,2.51,1.94,0.48,6.920514,,21.925202,55.157841,43.088538,
09/30/2003,137.269547,138.423004,136.826004,,14.392966,1.156366,0.72,0.72,0.9,0.71,0.71,0.9,0.48,5.160086,5.160086,15.004121,53.91584,41.693712,
12/31/2003,138.027557,138.594,137.275,,16.876999,-2.342721,-2.29,-2.29,-2.54,-2.29,-2.29,-2.54,0.48,8.729893,8.705576,17.410444,50.255964,24.027209,
03/31/2004,138.077,139.044,137.624,,15.272627,3.440672,3.29,3.29,2.41,3.25,3.25,2.39,0.49,3.822981,,19.169427,49.575433,36.213968,
06/30/2004,138.381763,138.741,137.655,,22.885918,3.186423,2.64,2.64,2.33,2.62,2.62,2.23,0.49,10.499343,10.499343,19.835547,51.136543,37.825562,
09/30/2004,138.655676,138.932,138.043,,17.121506,-0.076469,0.16,0.16,-0.23,0.16,0.16,-0.23,0.49,8.08706,,16.351282,53.164156,39.946933,
12/31/2004,138.932481,139.23,138.195,,17.375556,2.772452,2.08,2.08,1.44,2.07,2.07,1.43,0.49,9.814067,9.814067,15.861849,51.976291,38.820389,
03/31/2005,140.116081,139.147,138.035,,16.884479,3.749904,3.21,3.21,2.52,3.18,3.18,2.49,0.5,1.960148,1.960148,16.326192,52.082309,39.063475,
06/30/2005,140.3996,140.404,138.948,,29.645875,1.971119,0.98,0.98,0.73,0.97,0.97,0.72,0.5,16.988233,16.988233,17.576795,55.941584,42.97753,
09/30/2005,140.546544,139.266,139.266,,16.081255,-7.57798,-7.53,-7.53,-8.01,-7.53,-7.53,-8.01,0.5,9.485546,9.485546,15.301757,46.403133,33.473537,
12/31/2005,179.529,149.177,149.177,,16.621101,-4.690562,-5.51,-5.51,-5.82,-5.51,-5.51,-5.82,0.5,7.275156,7.275156,20.573139,44.306552,34.199305,
03/31/2006,180.293805,179.158,178.424,,13.861711,3.942939,2.57,2.57,2.57,2.56,2.56,2.56,0.38,2.747405,2.747405,12.550758,47.091873,37.072533,
06/30/2006,180.394236,179.198,178.728,,13.822546,3.038505,2.11,2.11,2.11,2.1,2.1,2.1,0.38,1.521508,,14.228659,47.379989,,
09/30/2006,180.508133,179.439,178.818,,13.000895,3.304349,2.33,2.33,2.33,2.32,2.32,2.32,0.38,4.194186,,11.790167,52.76088,,
12/31/2006,180.984,179.832,179.099,,13.412191,3.000547,2.62,2.62,,2.62,2.62,2.62,,13.61624,,12.286987,55.977097,45.93148,
03/31/2007,175.145915,179.601,178.772,,13.226378,3.582787,3.07,3.07,3.07,3.06,3.06,3.06,0.38,3.061978,3.061978,19.245662,64.588032,54.209041,
06/30/2007,181.884099,181.613,178.378,,14.181418,3.9445,3.05,3.05,2.89,3.0,3.0,2.849,0.38,3.903884,,15.088466,55.005061,45.073187,
09/30/2007,179.697903,179.781,178.788,,11.655435,2.482331,1.83,1.83,3.15,1.82,1.82,1.82,0.38,4.225535,,17.725521,56.451916,46.398176,
12/31/2007,177.910151,177.467,176.802,,10.3602,0.462812,-6.88,-7.75,-6.01,-6.88,-7.75,-6.01,0.38,1.366659,1.366659,21.80893,55.916607,45.565365,
03/31/2008,179.033752,176.827,176.336,,12.262459,2.4645,1.2,1.2,1.57,1.2,1.2,1.57,0.38,2.682453,2.682453,21.81134,46.110585,35.821139,
06/30/2008,179.051979,179.054,179.054,,11.979816,2.478766,1.33,1.33,3.0,1.33,1.33,1.49,0.38,0.973382,0.973382,20.688121,48.975627,38.690636,
09/30/2008,330.788403,270.844,270.844,,6.641044,-0.54805,-6.09,-6.09,0.4,-6.09,-6.09,0.4,0.19,-4.841281,-4.841281,16.959491,21.646899,16.154309,
12/31/2008,330.812343,330.81011,330.81011,,3.989543,-0.463595,-4.33,-4.33,0.57,-4.33,-4.33,0.57,0.19,0.715429,0.715429,13.161014,15.462643,12.882479,
03/31/2009,342.109626,336.218,336.217,,4.55482,0.359051,0.53,0.53,-0.159024,0.53,0.53,-0.159569,0.1,-0.351523,-0.351523,14.808665,15.023471,12.550834,
06/30/2009,342.175328,342.468,342.154,,5.043042,0.403552,0.23,0.23,0.876652,0.23,0.23,0.872399,0.1,-1.177189,,11.658853,21.833354,19.354309,
09/30/2009,342.128946,342.62,342.118,,4.352352,0.161199,-0.03,-0.03,0.877631,-0.03,-0.03,0.877631,0.1,1.59609,1.59609,11.417558,26.806107,24.321342,
12/31/2009,342.118986,342.689503,342.123122,,4.231588,0.108946,-0.12,-0.12,0.692495,-0.12,-0.12,0.689005,0.1,-0.1983,-0.1983,10.650379,24.640877,22.170599,
03/31/2010,342.083631,342.76,342.148,,4.783746,0.617215,0.37,0.37,0.162362,0.37,0.37,0.158645,0.1,0.604478,0.604478,9.867526,26.424117,23.964941,
06/30/2010,342.010919,342.878,342.056,,4.539292,0.774835,0.56,0.56,0.769279,0.56,0.56,0.76802,0.1,0.480056,0.480056,11.114247,30.715376,28.271404,
09/30/2010,323.225555,339.819,338.724,,4.783074,0.544493,0.23,0.23,0.589743,0.23,0.23,0.52,0.1,1.352868,1.352868,12.244171,33.844097,31.242285,
12/31/2010,316.396,327.638945,322.500686,,4.927118,0.737177,0.58,0.58,0.74,0.57,0.57,0.74,0.1,-0.727192,-0.727192,9.554065,30.148463,27.495117,
03/31/2011,309.415211,311.478,311.478,,5.184501,-0.597904,-0.73,-0.73,-0.52,-0.73,-0.73,-0.52,0.11,0.203337,0.203337,10.942594,29.950687,27.22925,
06/30/2011,297.857722,341.989,309.184,,5.482761,0.845577,0.73,0.73,0.78637,0.69,0.69,0.75,0.11,0.142284,0.142284,9.599691,32.317275,29.486481,
09/30/2011,320.517493,313.848,311.714,,5.319039,0.367221,0.14,0.14,0.137418,0.14,0.14,0.137418,0.11,0.828291,0.828291,9.909858,31.012978,28.396194,
12/31/2011,315.646,319.136299,319.136299,,5.416946,-1.269185,-1.62,-1.62,-0.245271,-1.62,-1.62,-0.25,0.11,-0.120058,-0.120058,12.118402,29.817131,28.526694,
03/31/2012,311.707372,317.639,315.12,,5.561158,0.818038,0.56,0.56,0.524343,0.56,0.56,0.52,0.11,0.486703,0.486703,8.040612,31.151082,29.839346,
06/30/2012,305.705727,312.435,309.765,,5.645699,0.940465,0.71,0.71,0.716479,0.71,0.71,0.712516,0.11,1.066053,1.066053,10.831155,32.278784,30.952292,
09/30/2012,300.605273,307.764,304.199,,5.975161,0.79994,0.57,0.57,0.580449,0.56,0.56,0.580449,0.11,1.100359,1.100359,10.636224,34.633581,33.278911,
12/31/2012,298.682,304.490554,300.512874,,6.367404,0.300433,0.27,0.27,0.129389,0.27,0.27,0.129389,0.11,0.791254,0.791254,8.766441,35.188183,33.820418,
03/31/2013,289.702885,299.469,295.0,,6.313241,1.483773,1.19,1.19,1.249064,1.17,1.17,0.93,0.14,0.493708,0.493708,8.537323,36.200351,34.796333,
06/30/2013,287.49183,294.333,289.513,,6.522042,1.071209,0.94,0.94,0.765392,0.93,0.93,0.756363,0.14,0.739203,0.739203,8.417916,34.409917,32.992906,
09/30/2013,282.810509,290.49,285.393,,6.580782,0.647889,0.48,0.48,0.511547,0.47,0.47,0.511547,0.14,1.728273,1.728273,7.534702,35.033691,33.580658,
12/31/2013,278.297762,286.007396,281.403151,,6.79631,1.126729,1.07,1.07,1.050468,1.05,1.05,1.0,0.14,-0.259102,-0.259102,6.470882,35.924231,34.4452,
03/31/2014,271.499156,280.458,276.337,,6.469724,1.166883,0.93,0.93,1.042072,0.91,0.91,0.85,0.16,0.724,0.724,9.119907,37.734784,36.056326,
06/30/2014,268.307061,270.924,270.924,,6.730692,-1.088442,-1.03,-1.03,1.629856,-1.03,-1.03,1.02,0.16,0.566805,0.566805,11.446359,37.398528,35.702497,
09/30/2014,258.053681,269.14,264.353,,5.838148,0.616047,0.27,0.27,0.371462,0.27,0.27,0.371462,0.16,1.416273,1.416273,9.121102,38.135685,36.39027,
12/31/2014,255.183,262.146892,257.040133,,6.477553,0.786655,0.54,0.54,1.582609,0.53,0.53,1.549634,0.16,0.76143,0.76143,9.882375,39.319825,37.564411,
03/31/2015,256.683621,260.704,255.724,,5.563088,0.495296,0.14,0.14,-0.102376,0.14,0.14,-0.102376,0.16,0.13678,0.13678,12.50541,39.909274,38.185631,
06/30/2015,303.892,293.983,289.42,,9.278198,3.431283,3.16,3.16,3.477946,3.11,3.11,0.84,0.16,-0.05001,-0.05001,9.348193,40.301482,33.042617,
09/30/2015,299.317,306.954,301.867,,8.512696,0.304313,0.09,0.09,0.385831,0.09,0.09,0.380557,0.2,1.619905,1.619905,11.158972,39.884901,32.489104,
12/31/2015,294.745,302.298268,300.723684,,8.749936,0.808217,0.76,0.76,0.69909,0.76,0.76,0.69909,0.4,0.448854,0.448854,11.047638,39.617564,32.118655,
03/31/2016,286.312517,296.666,291.969,,8.279054,0.496546,0.07,0.07,-0.216725,0.07,0.07,-0.216725,0.2,-0.493337,-0.493337,9.85251,40.825124,33.023869,
06/30/2016,276.772053,285.082,281.793,,9.394918,0.303815,0.16,0.16,-0.058985,0.15,0.15,-0.058985,0.2,1.203862,1.203862,11.983685,42.219537,34.20582,
09/30/2016,270.409084,277.094,273.66,,9.457429,0.670398,0.26,0.26,0.899704,0.25,0.25,0.883763,0.2,1.865556,1.865556,12.54868,42.942958,34.681139,
12/31/2016,266.889,272.681106,272.053571,,10.6351,1.336465,1.12,1.12,2.258196,1.12,1.12,2.255577,0.2,0.979028,0.979028,12.840499,40.985249,32.728434,
03/31/2017,263.773739,269.767,265.69,,10.370586,0.993801,0.58,0.58,0.751146,0.57,0.57,0.74322,0.22,-0.178768,-0.178768,12.710329,41.60719,33.234059,
06/30/2017,258.489379,264.943,260.99,,10.681482,1.342438,1.16,1.16,1.469014,1.14,1.14,0.96,0.22,-0.285241,-0.285241,12.123601,42.866566,34.280565,
09/30/2017,255.980636,261.298,257.022,,11.220767,-4.085074,-4.06,-4.06,-3.728326,-4.06,-4.06,-3.733066,0.22,1.218028,1.218028,11.837177,38.830465,30.130533,
12/31/2017,256.033895,259.438654,256.010421,,11.331773,0.727361,0.11,0.11,0.576192,0.11,0.11,0.567461,0.22,-0.587847,-0.587847,13.419918,38.464895,29.771707,
03/31/2018,258.171836,261.176,256.922,,10.956407,0.920116,0.59,0.59,0.8645,0.58,0.58,0.845955,0.22,-0.926834,-0.926834,13.497843,37.29504,28.655422,
06/30/2018,258.780274,263.822,258.375,,11.698578,1.398491,1.23,1.23,1.016373,1.21,1.21,0.996255,0.22,-1.445546,-1.445546,11.218282,37.329008,28.823395,
09/30/2018,,,,,,,0.74,0.74,0.795,0.74,0.74,0.795,0.22,,,,38.33,,
12/31/2018,,,,,,,1.0,1.0,1.02,1.0,1.0,1.02,0.22,,,,39.12,,
