Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1996,4436.600098,213.600006,213.600006,0.0,1413.400024,,,581.099976,,,,,189.899994,,,,,,,2398.0,1291.599976,3560.800049,-2269.199951,0.0,,747.0,,,,,747.0,2038.599976,,452.100006,452.100006,,,,46.400002,,,,,,1006.199944,,,1006.199944,1504.699951,200.0,,,,,572.700012,,,,572.700012,772.700012,2277.399963,0.0,645.5,,,-130.199997,,1643.899948,2159.199951,,2159.199951,4436.599915,
03/31/1997,4480.700195,85.400002,85.400002,0.0,1392.599976,,,626.0,,,,,182.399994,,,,,,,2286.399902,1387.900024,3668.0,-2280.100098,0.0,,806.400024,,,,,806.400024,2194.300049,,323.200012,323.200012,,,,21.799999,,,,,,919.400013,,,919.400013,1264.400024,373.299988,,,,,594.299988,,,,594.299988,967.599976,2232.0,0.0,681.099976,,,-116.599998,,1684.199974,2248.699951,0.0,2248.699951,4480.699951,
06/30/1997,5162.899902,50.400002,50.400002,0.0,1679.0,,,791.099976,,,,,215.899994,,,,,,,2736.399902,1487.699951,3816.100098,-2328.399902,0.0,,938.799988,,,,,938.799988,2426.499939,,533.0,533.0,,,,166.600006,,,,,,1077.200043,,,1077.200043,1776.800049,425.0,,,,,621.599976,,,,621.599976,1046.599976,2823.400024,0.0,682.700012,,,-110.400002,,1767.20005,2339.500061,,2339.500061,5162.900085,
09/30/1997,5482.100098,85.699997,85.699997,0.0,1852.300049,,,762.700012,,,,,230.199997,,,,,,,2930.899902,1566.400024,3903.300049,-2336.899902,0.0,,984.799988,,,,,984.799988,2551.200012,,610.599976,610.599976,,,,24.9,,,,,,1217.300074,,,1217.300074,1852.800049,540.400024,,,,,648.599976,,,,648.599976,1189.0,3041.800049,0.0,749.599976,,,-109.300003,,1799.999954,2440.299927,0.0,2440.299927,5482.099976,
12/31/1997,10701.799805,384.100006,384.100006,0.0,2980.399902,,,1706.400024,213.699997,414.600006,1078.099976,,372.299988,,,,,,,5443.200195,2766.399902,6646.0,-3879.600098,0.0,,2492.199951,1024.599976,,,,1467.599976,5258.599854,,1132.400024,1132.400024,,,,57.900002,,,,,,2270.000023,,,2270.000023,3460.300049,1296.900024,,,,,1464.300049,,,,1464.300049,2761.200073,6221.500122,0.0,1302.5,,,-373.600006,,3387.999908,4316.899902,163.399994,4480.299896,10701.800018,
03/31/1998,5804.5,93.400002,93.400002,0.0,1947.400024,,,794.200012,,,,,225.800003,,,,,,,3060.800049,1735.699951,4091.0,-2355.300049,0.0,,1008.0,,,,,1008.0,2743.699951,,676.799988,676.799988,,,,83.699997,,,,,,1111.099991,,,1111.099991,1871.599976,538.299988,,,,,689.099976,,,,689.099976,1227.399963,3098.999939,0.0,775.0,,,-106.0,,2019.900024,2688.900024,16.6,2705.500025,5804.499964,
06/30/1998,6186.0,145.399994,145.399994,0.0,2039.400024,,,897.599976,,,,,250.899994,,,,,,,3333.300049,1814.199951,4186.700195,-2372.5,0.0,,1038.5,,,,,1038.5,2852.699951,,694.799988,694.799988,,,,327.200012,,,,,,1123.300049,,,1123.300049,2145.300049,525.400024,,,,,699.900024,,,,699.900024,1225.300049,3370.600098,0.0,779.900024,,,-102.400002,,2118.599953,2796.099976,19.299999,2815.399975,6186.000072,
09/30/1998,11642.0,228.5,228.5,0.0,3498.0,,,1934.199951,,,1934.199951,,636.299988,,,,,,,6297.0,2971.599854,6966.799805,-3995.199951,0.0,,2373.399902,1131.199951,,,,1242.199951,5344.999756,,1122.599976,1122.599976,,,,580.700012,,,,,,2996.399719,,,2996.399719,4699.699707,1284.900024,,,,,1435.400024,,,,1435.400024,2720.300049,7419.999756,0.0,1114.199951,,,-103.599998,,3037.499901,4048.099854,173.899994,4221.999847,11641.999603,
12/31/1998,11112.0,202.600006,202.600006,0.0,3345.5,,,1816.699951,250.300003,413.200012,1153.199951,,718.299988,,,,,,,6083.100098,2921.600098,6850.100098,-3928.5,0.0,,2107.300049,770.200012,,,,1337.100037,5028.900146,,1008.5,1008.5,,,,573.5,,,,,,2421.699951,,,2421.699951,4003.699951,1369.699951,,,,,1507.199951,,,,1507.199951,2876.899902,6880.599854,0.0,1122.900024,,,-98.300003,,3036.600052,4061.200073,170.199997,4231.40007,11111.999924,
03/31/1999,10820.0,419.0,419.0,0.0,3136.0,,,1274.0,318.0,405.0,648.0,-97.0,1124.0,,,,,,,5953.0,2891.0,6822.0,-3931.0,0.0,,1976.0,762.0,762.0,0.0,568.0,646.0,4867.0,,1070.0,1070.0,,,,768.0,,,,,,1866.0,,,1866.0,3704.0,1365.0,,,,,1513.0,,,,1513.0,2878.0,6582.0,0.0,1138.0,,,-101.0,3243.0,-226.0,4054.0,184.0,4238.0,10820.0,
06/30/1999,10487.0,336.0,336.0,0.0,2939.0,,,1761.0,314.0,817.0,630.0,-126.0,555.0,,,,,,,5591.0,2847.0,6803.0,-3956.0,0.0,,2049.0,760.0,760.0,0.0,,1289.0,4896.0,,1179.0,1179.0,,,,989.0,,,,,,1528.0,,,1528.0,3696.0,1064.0,,,,,1475.0,,,,1475.0,2539.0,6235.0,0.0,1161.0,,,-100.0,3271.0,-242.0,4090.0,162.0,4252.0,10487.0,
09/30/1999,10585.0,295.0,295.0,0.0,3098.0,,,1859.0,278.0,1095.0,646.0,0.0,509.0,,,,,,,5761.0,2818.0,6865.0,-4047.0,0.0,,2006.0,778.0,778.0,0.0,,1228.0,4824.0,,1039.0,1039.0,,,,1250.0,,,,,,1433.0,,,1433.0,3722.0,1059.0,,,,,1543.0,,,,1543.0,2602.0,6324.0,0.0,1178.0,,,-97.0,3273.0,-232.0,4122.0,139.0,4261.0,10585.0,
12/31/1999,9639.0,466.0,466.0,0.0,2349.0,,,1348.0,79.0,650.0,619.0,0.0,1199.0,,,,,,,5362.0,2390.0,5512.0,-3122.0,0.0,,1887.0,505.0,,,,1382.0,4277.0,,665.0,665.0,,,,1247.0,,,,,,1121.0,,,1121.0,3033.0,1056.0,,,,,1219.0,,,,1219.0,2275.0,5308.0,0.0,1188.0,,,-99.0,,3198.0,4287.0,44.0,4331.0,9639.0,
03/31/2000,9480.0,369.0,369.0,,2589.0,,,762.0,118.0,52.0,592.0,0.0,1282.0,,,,,,,5002.0,2357.0,5522.0,-3165.0,,,2121.0,638.0,638.0,0.0,402.0,1081.0,4478.0,,736.0,736.0,,,,539.0,,,,,,1306.0,,,1306.0,2581.0,1056.0,,,,,1240.0,,,,1240.0,2296.0,4877.0,,1257.0,,,-100.0,3662.0,-257.0,4562.0,41.0,4603.0,9480.0,
06/30/2000,9806.0,363.0,363.0,0.0,2789.0,,,1565.0,133.0,851.0,581.0,0.0,650.0,,,,,,,5367.0,2353.0,5542.0,-3189.0,0.0,,2086.0,627.0,627.0,0.0,,1459.0,4439.0,,720.0,720.0,,,,882.0,,,,,,1210.0,,,1210.0,2812.0,1052.0,,,,,1302.0,,,,1302.0,2354.0,5166.0,0.0,1316.0,,,-97.0,3681.0,-305.0,4595.0,45.0,4640.0,9806.0,
09/30/2000,9897.0,310.0,310.0,0.0,2775.0,,,1593.0,183.0,887.0,523.0,0.0,699.0,,,,,,,5377.0,2327.0,5482.0,-3155.0,0.0,,2193.0,610.0,610.0,0.0,364.0,1219.0,4520.0,,655.0,655.0,,,,777.0,,,,,,1371.0,,,1371.0,2803.0,1049.0,,,,,1325.0,,,,1325.0,2374.0,5177.0,0.0,1381.0,,,-107.0,3782.0,-381.0,4675.0,45.0,4720.0,9897.0,
12/31/2000,10192.0,231.0,231.0,0.0,2952.0,,,1705.0,178.0,1041.0,486.0,0.0,769.0,,,,,,,5657.0,2410.0,5560.0,-3150.0,0.0,,2125.0,597.0,597.0,0.0,,1528.0,4535.0,,782.0,782.0,,,,1578.0,,,,,,1555.0,,,1555.0,3915.0,1049.0,,,,,1262.0,,,,1262.0,2311.0,6226.0,0.0,1391.0,,,-845.0,,3382.0,3928.0,38.0,3966.0,10192.0,
03/31/2001,10418.0,278.0,278.0,0.0,3034.0,,,1610.0,204.0,867.0,539.0,0.0,798.0,,,,,,,5720.0,2415.0,5593.0,-3178.0,0.0,,2283.0,740.0,740.0,0.0,,1543.0,4698.0,,737.0,737.0,,,,1848.0,,,,,,1460.0,,,1460.0,4045.0,1040.0,,,,,1285.0,,,,1285.0,2325.0,6370.0,0.0,1454.0,,,-826.0,3788.0,-410.0,4006.0,42.0,4048.0,10418.0,
06/30/2001,10661.0,328.0,328.0,0.0,3249.0,,,1816.0,226.0,88.0,541.0,0.0,467.0,,,,,,,5860.0,2483.0,5685.0,-3202.0,0.0,,2318.0,608.0,608.0,0.0,,1710.0,4801.0,,832.0,832.0,,,,724.0,,,,,,1801.0,,,1801.0,3357.0,1039.0,,,,,1741.0,,,,1741.0,2780.0,6137.0,0.0,1477.0,,,-826.0,4117.0,-288.0,4480.0,44.0,4524.0,10661.0,
09/30/2001,10692.0,227.0,227.0,0.0,3244.0,,,1802.0,215.0,1075.0,512.0,0.0,514.0,,,,,,,5787.0,2569.0,5845.0,-3276.0,0.0,,2336.0,592.0,592.0,0.0,,1744.0,4905.0,,899.0,899.0,,,,217.0,,,,,,1661.0,,,1661.0,2777.0,1470.0,,,,,1797.0,,,,1797.0,3267.0,6044.0,0.0,1471.0,,,-842.0,4242.0,-274.0,4597.0,51.0,4648.0,10692.0,
12/31/2001,10966.0,290.0,290.0,0.0,3015.0,,,1867.0,192.0,1155.0,520.0,0.0,401.0,,,,,,,5573.0,2669.0,5950.0,-3281.0,0.0,,2724.0,720.0,720.0,0.0,,2004.0,5393.0,,917.0,917.0,,,,125.0,,,,,,1866.0,,,1866.0,2908.0,1403.0,,,,,1862.0,,,,1862.0,3265.0,6173.0,0.0,1436.0,,,-688.0,,4004.0,4752.0,41.0,4793.0,10966.0,
03/31/2002,10880.0,266.0,266.0,0.0,2856.0,,,1905.0,193.0,72.0,549.0,0.0,411.0,,,,,,,5438.0,2757.0,6070.0,-3313.0,0.0,,2685.0,720.0,720.0,0.0,,1965.0,5442.0,,1026.0,1026.0,,,,87.0,,,,,,1597.0,,,1597.0,2710.0,1402.0,,,,,1955.0,,,,1955.0,3357.0,6067.0,0.0,1454.0,,,-662.0,4294.0,-319.0,4767.0,46.0,4813.0,10880.0,
06/30/2002,11987.0,383.0,383.0,0.0,2606.0,,,1808.0,184.0,1072.0,552.0,0.0,379.0,,,,,,,5176.0,2692.0,6021.0,-3329.0,0.0,,4119.0,725.0,725.0,0.0,,3394.0,6811.0,,1140.0,1140.0,,,,281.0,,,,,,1566.0,,,1566.0,2987.0,1264.0,,,,,3430.0,,,,3430.0,4694.0,7681.0,0.0,1437.0,,,-635.0,3742.0,-289.0,4255.0,51.0,4306.0,11987.0,
09/30/2002,11711.0,586.0,586.0,0.0,2494.0,,,1674.0,180.0,973.0,521.0,0.0,426.0,,,,,,,5180.0,2591.0,5896.0,-3305.0,0.0,,3940.0,719.0,719.0,0.0,,3221.0,6531.0,,1046.0,1046.0,,,,319.0,,,,,,1488.0,,,1488.0,2853.0,1120.0,,,,,3366.0,,,,3366.0,4486.0,7339.0,0.0,1436.0,,,-634.0,3781.0,-262.0,4321.0,51.0,4372.0,11711.0,
12/31/2002,12844.0,1107.0,1107.0,0.0,2533.0,,,1458.0,141.0,772.0,545.0,0.0,462.0,,,,,,,5560.0,2629.0,5952.0,-3323.0,0.0,,4655.0,723.0,723.0,0.0,,3932.0,7284.0,,1077.0,1077.0,,,,344.0,,,,,,1851.0,,,1851.0,3272.0,1181.0,,,,,4762.0,,,,4762.0,5943.0,9215.0,0.0,1434.0,,,-630.0,,2754.0,3558.0,71.0,3629.0,12844.0,
03/31/2003,12584.0,928.0,928.0,0.0,2379.0,,,1671.0,179.0,974.0,518.0,0.0,460.0,,,,,,,5438.0,2492.0,5819.0,-3327.0,0.0,,4654.0,682.0,682.0,0.0,,3972.0,7146.0,,949.0,949.0,,,,308.0,,,,,,1788.0,,,1788.0,3045.0,1175.0,,,,,4721.0,,,,4721.0,5896.0,8941.0,0.0,1429.0,,,-612.0,3098.0,-353.0,3562.0,81.0,3643.0,12584.0,
06/30/2003,14022.0,1859.0,1859.0,0.0,2656.0,,,1757.0,179.0,1073.0,505.0,0.0,503.0,,,,,,,6775.0,2498.0,5901.0,-3403.0,0.0,,4749.0,669.0,669.0,0.0,,4080.0,7247.0,,1056.0,1056.0,,,,182.0,,,,,,2079.0,,,2079.0,3317.0,2374.0,,,,,4689.0,,,,4689.0,7063.0,10380.0,0.0,1429.0,,,-613.0,3070.0,-327.0,3559.0,83.0,3642.0,14022.0,
09/30/2003,13776.0,1222.0,1222.0,0.0,4000.0,,,731.0,180.0,42.0,509.0,0.0,666.0,,,,,,,6619.0,2504.0,5981.0,-3477.0,0.0,,4653.0,669.0,669.0,0.0,446.0,3538.0,7157.0,,979.0,979.0,,,,44.0,,,,,,2071.0,,,2071.0,3094.0,2368.0,,,,,4647.0,,,,4647.0,7015.0,10109.0,0.0,1411.0,,,-581.0,3073.0,-326.0,3577.0,90.0,3667.0,13776.0,
