Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,4241.899902,951.5,277.200012,674.299988,1234.300049,,,576.400024,,,,,55.099998,,,,,,,2817.300049,928.700012,3305.800049,-2377.100098,,,495.899994,,,,,495.899994,1424.600006,,417.100006,417.100006,,,,3.1,,,,,,319.200018,,,319.200018,739.400024,198.600006,,,,,1148.0,,,,1148.0,1346.600006,2086.000031,,425.700012,,,-376.600006,,2081.600006,2130.700012,25.200001,2155.900013,4241.900043,
06/30/1990,4309.799805,813.400009,140.699997,672.700012,1334.800049,,,606.400024,,,,,55.099998,,,,,,,2809.699951,962.099976,3364.399902,-2402.300049,,,538.0,,,,,538.0,1500.099976,,420.0,420.0,,,,8.4,,,,,,312.000025,,,312.000025,740.400024,198.300003,,,,,1185.800049,,,,1185.800049,1384.100052,2124.500076,,427.600006,,,-376.399994,,2109.399994,2160.600006,24.700001,2185.300007,4309.800083,
09/30/1990,4457.899902,860.099991,190.300003,669.799988,1363.300049,,,668.0,,,,,55.099998,,,,,,,2946.5,969.700012,3243.100098,-2273.399902,,,541.700012,,,,,541.700012,1511.400024,,436.200012,436.200012,,,,8.8,,,,,,347.999988,,,347.999988,793.0,194.100006,,,,,1244.0,,,,1244.0,1438.100006,2231.100006,,426.0,,,-372.200012,,2146.799988,2200.599976,26.200001,2226.799976,4457.899982,
12/31/1990,4543.899902,819.600014,123.400002,696.200012,1409.300049,,,671.099976,,,,,55.099998,,,,,,,2955.100098,1013.200012,3233.5,-2220.300049,,,575.599976,,,,,575.599976,1588.799988,,370.399994,370.399994,,,,6.2,,,,,,590.499982,,,590.499982,967.099976,189.5,,,,,1120.099976,,,,1120.099976,1309.599976,2276.699952,0.0,428.899994,,,-372.700012,,2190.700012,2246.899994,20.299999,2267.199993,4543.899945,
03/31/1991,4937.0,1102.0,348.700012,753.299988,1441.300049,,,689.599976,,,,,55.099998,,,,,,,3288.0,1047.699951,3293.699951,-2246.0,,,601.299988,,,,,601.299988,1648.999939,,385.700012,385.700012,,,,5.5,,,,,,523.0,,,523.0,914.200012,670.799988,,,,,1100.199951,,,,1100.199951,1770.999939,2685.199951,,428.799988,,,-370.399994,,2172.399994,2230.799988,21.0,2251.799988,4936.999939,
06/30/1991,4917.899902,1004.100021,76.199997,927.900024,1437.099976,,,710.599976,,,,,55.099998,,,,,,,3206.899902,1113.599976,3378.199951,-2264.600098,,,597.400024,,,,,597.400024,1711.0,,369.799988,369.799988,,,,7.5,,,,,,565.200012,,,565.200012,942.5,642.0,,,,,1091.699951,,,,1091.699951,1733.699951,2676.199951,,429.799988,,,-369.200012,,2164.500061,2225.100037,16.6,2241.700037,4917.899988,
09/30/1991,5041.100098,979.600014,110.400002,869.200012,1519.5,,,710.299988,,,,,55.099998,,,,,,,3264.5,1174.099976,3521.800049,-2347.699951,,,602.5,,,,,602.5,1776.599976,,383.0,383.0,,,,21.700001,,,,,,647.49995,,,647.49995,1052.199951,646.599976,,,,,1087.5,,,,1087.5,1734.099976,2786.299927,,430.700012,,,-367.899994,,2172.099945,2234.899963,20.0,2254.899963,5041.19989,
12/31/1991,5017.200195,954.899994,131.600006,823.299988,1517.0,,,676.700012,,,,,55.099998,,,,,,,3203.699951,1191.5,3546.0,-2354.5,,,622.0,,,,,622.0,1813.5,,409.200012,409.200012,,,,13.2,,,,,,630.400037,,,630.400037,1052.800049,650.799988,,,,,1130.5,,,,1130.5,1781.299988,2834.100037,0.0,434.600006,,,-367.799988,,2097.799988,2164.600006,18.5,2183.100006,5017.200043,
03/31/1992,4833.899902,860.499977,95.900002,764.599976,1465.699951,,,677.0,,,,,55.099998,,,,,,,3058.300049,1205.300049,3580.699951,-2375.399902,,,570.299988,,,,,570.299988,1775.600037,,368.100006,368.100006,,,,14.6,,,,,,550.500006,,,550.500006,933.200012,637.200012,,,,,1105.099976,,,,1105.099976,1742.299988,2675.5,,434.200012,,,-365.299988,,2070.399963,2139.299988,19.1,2158.399988,4833.899988,
06/30/1992,4815.399902,838.200012,104.0,734.200012,1456.300049,,,652.0,,,,,55.099998,,,,,,,3001.600098,1215.0,3593.300049,-2378.300049,0.0,,598.799988,,,,,598.799988,1813.799988,,376.700012,376.700012,,,,22.6,,,,,,1106.500036,,,1106.500036,1505.800049,608.299988,,,,,546.099976,,,,546.099976,1154.399963,2660.200012,0.0,434.200012,,,-363.399994,,2064.099945,2134.899963,20.299999,2155.199963,4815.399975,
09/30/1992,4785.899902,829.400009,176.199997,653.200012,1495.800049,,,629.799988,,,,,55.099998,,,,,,,3010.100098,1196.900024,3634.100098,-2437.199951,0.0,,578.900024,,,,,578.900024,1775.800049,,371.0,371.0,,,,9.0,,,,,,1085.5,,,1085.5,1465.5,612.5,,,,,554.0,,,,554.0,1166.5,2632.0,0.0,435.100006,,,-362.600006,,2063.100006,2135.600006,18.299999,2153.900005,4785.900005,
12/31/1992,5565.600098,858.099991,233.300003,624.799988,1404.099976,,,571.099976,,,,,858.599976,,,,,,,3691.899902,1197.599853,3691.199951,-2493.600098,0.0,,676.099976,,,,,676.099976,1873.699829,,372.0,372.0,,,,0.7,,,,,,644.099988,,,644.099988,1016.799988,656.700012,,,,,1972.900024,,,,1972.900024,2629.600036,3646.400024,0.0,436.899994,,,-362.5,,1832.900024,1907.300018,11.9,1919.200018,5565.600042,
03/31/1993,4847.0,737.300011,127.099998,610.200012,1418.199951,,,398.799988,,,,,196.600006,,,,,,,2750.899902,1319.800049,3809.300049,-2489.5,0.0,,776.299988,,,,,776.299988,2096.100037,,346.799988,346.799988,,,,10.8,,,,,,1190.400012,,,1190.400012,1548.0,641.400024,,,,,506.5,,,,506.5,1147.900024,2695.900024,0.0,490.100006,,,-166.399994,,1821.499969,2145.199982,5.9,2151.099982,4847.000006,
06/30/1993,4912.700195,755.199974,121.099998,634.099976,1455.400024,,,577.5,,,,,0.0,,,,,,,2788.100098,1305.300049,3834.699951,-2529.399902,0.0,,819.299988,,,,,819.299988,2124.600037,,304.799988,304.799988,,,,132.899994,,,,,,548.000031,,,548.000031,985.700012,613.099976,,,,,1169.699951,,,,1169.699951,1782.799927,2768.499939,0.0,492.200012,,,-166.5,,1813.300049,2139.000061,5.2,2144.200061,4912.7,
09/30/1993,4847.799805,786.400009,177.199997,609.200012,1421.599976,,,565.400024,,,,,0.0,,,,,,,2773.399902,1249.5,3903.800049,-2654.300049,0.0,,824.900024,,,,,824.900024,2074.400024,,296.899994,296.899994,,,,155.0,,,,,,561.500031,,,561.500031,1013.400024,622.299988,,,,,1255.800049,,,,1255.800049,1878.100037,2891.500061,0.0,495.0,,,-167.0,,1624.199951,1952.199951,4.1,1956.299951,4847.800012,
12/31/1993,5403.100098,705.299999,48.799999,656.5,1304.199951,,,549.400024,,,,,725.0,,,,,,,3283.899902,1152.799804,3675.899902,-2523.100098,0.0,,966.400024,,,,,966.400024,2119.199828,,297.399994,297.399994,,,,92.0,,,,,,704.50003,,,704.50003,1093.900024,623.900024,,,,,1794.099976,,,,1794.099976,2418.0,3511.900024,0.0,497.799988,,,-168.100006,,1558.00003,1887.700012,3.5,1891.200012,5403.100036,
03/31/1994,5205.200195,733.700027,82.300003,651.400024,1322.0,,,544.900024,,,,,735.299988,,,,,,,3335.899902,1138.800049,3720.0,-2581.199951,0.0,,730.5,,,,,730.5,1869.300049,,310.700012,310.700012,,,,12.5,,,,,,609.700012,,,609.700012,932.900024,668.5,,,,,1728.599976,,,,1728.599976,2397.099976,3330.0,0.0,495.200012,,,-164.300003,,1539.499954,1870.399963,4.8,1875.199964,5205.199964,
06/30/1994,5191.600098,729.400024,88.0,641.400024,1347.599976,,,536.299988,,,,,671.200012,,,,,,,3284.5,1117.599976,3674.600098,-2557.0,0.0,,789.5,,,,,789.5,1907.099976,,292.5,292.5,,,,23.4,,,,,,599.899988,,,599.899988,915.799988,645.200012,,,,,1801.400024,,,,1801.400024,2446.600037,3362.400024,0.0,497.299988,,,-164.199997,,1490.399948,1823.499939,5.7,1829.199939,5191.599963,
09/30/1994,5160.899902,822.600021,174.199997,648.400024,1301.0,,,496.899994,,,,,684.599976,,,,,,,3305.100098,1106.699951,3616.199951,-2509.5,0.0,,749.099976,,,,,749.099976,1855.799927,,252.800003,252.800003,,,,22.6,,,,,,676.399984,,,676.399984,951.799988,642.099976,,,,,1714.5,,,,1714.5,2356.599976,3308.399963,0.0,498.5,,,-163.800003,,1513.399979,1848.099976,4.4,1852.499976,5160.899939,
12/31/1994,4005.399902,375.299988,375.299988,0.0,1101.800049,,,442.299988,,,,,199.600006,,,,,,,2119.0,1074.800049,3409.699951,-2334.899902,0.0,,811.599976,,,,,811.599976,1886.400025,,242.199997,242.199997,,,,50.799999,,,,,,558.299992,,,558.299992,851.299988,623.0,,,,,588.900024,,,,588.900024,1211.900024,2063.200012,0.0,499.399994,,,-163.800003,,1606.600052,1942.200043,0.0,1942.200043,4005.400055,
03/31/1995,5104.100098,995.600037,320.200012,675.400024,1206.300049,,,517.599976,,,,,569.200012,,,,,,,3288.699951,1054.400024,3353.199951,-2298.800049,0.0,,761.0,,,,,761.0,1815.400024,,302.5,302.5,,,,21.200001,,,,,,576.299999,,,576.299999,900.0,643.599976,,,,,1597.5,,,,1597.5,2241.099976,3141.099976,0.0,497.799988,,,-160.100006,,1624.600006,1962.299988,0.7,1962.999988,5104.099963,
06/30/1995,5198.0,1037.400024,353.700012,683.700012,1276.800049,,,476.0,,,,,550.200012,,,,,,,3340.399902,1073.5,3398.199951,-2324.699951,0.0,,784.099976,,,,,784.099976,1857.599976,,303.5,303.5,,,,26.799999,,,,,,647.400013,,,647.400013,977.700012,644.099976,,,,,1571.5,,,,1571.5,2215.599976,3193.299988,0.0,499.5,,,-159.699997,,1663.399948,2003.199951,1.5,2004.699951,5197.999939,
09/30/1995,3758.199951,70.800003,70.800003,0.0,1124.300049,,,500.700012,,,,,198.199997,,,,,,,1894.0,1074.5,3328.699951,-2254.199951,0.0,,789.700012,,,,,789.700012,1864.200012,,319.100006,319.100006,,,,44.700001,,,,,,638.600018,,,638.600018,1002.400024,231.5,,,,,555.700012,,,,555.700012,787.200012,1789.600037,0.0,498.799988,,,-156.699997,,1626.500046,1968.600037,,1968.600037,3758.200073,
12/31/1995,3862.0,239.600006,239.600006,0.0,1215.400024,,,490.0,,,,,241.0,,,,,,,2186.0,1157.900024,3422.300049,-2264.400025,0.0,,518.099976,,,,,518.099976,1676.0,,373.0,373.0,,,,10.0,,,,,,815.099976,,,815.099976,1198.099976,200.0,,,,,543.700012,,,,543.700012,743.700012,1941.799988,0.0,625.599976,,,-150.800003,,1445.399979,1920.199952,,1920.199952,3861.99994,
03/31/1996,3817.600098,99.0,99.0,0.0,1350.5,,,551.5,,,,,233.5,,,,,,,2234.5,1093.400024,3334.399902,-2241.0,0.0,,489.700012,,,,,489.700012,1583.100037,,347.0,347.0,,,,145.100006,,,,,,807.300018,,,807.300018,1299.400024,200.0,,,,,533.799988,,,,533.799988,733.799988,2033.200012,0.0,500.0,,,-140.5,,1424.900024,1784.400024,0.0,1784.400024,3817.600037,
06/30/1996,3878.0,14.2,14.2,0.0,1258.099976,,,696.0,,,,,228.100006,,,,,,,2196.399902,1124.699951,3359.5,-2234.800049,0.0,,556.900024,,,,,556.900024,1681.599976,,403.700012,403.700012,,,,49.5,,,,,,854.299988,,,854.299988,1307.5,200.0,,,,,539.599976,,,,539.599976,739.599976,2047.099976,0.0,505.0,,,-137.600006,,1463.500031,1830.900024,0.0,1830.900024,3878.0,
09/30/1996,4086.699951,35.099998,35.099998,0.0,1386.199951,,,604.599976,,,,,242.600006,,,,,,,2268.5,1176.0,3406.699951,-2230.699951,0.0,,642.200012,,,,,642.200012,1818.200012,,472.399994,472.399994,,,,60.400002,,,,,,919.700005,,,919.700005,1452.5,200.0,,,,,544.700012,,,,544.700012,744.700012,2197.200012,0.0,505.600006,,,-135.699997,,1519.600021,1889.500031,0.0,1889.500031,4086.700043,
