Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Net Utility Plant,Source: Bloomberg
03/31/2002,,107.099998,107.099998,,4.567694,0.941177,0.587302,0.22,0.22,0.22,0.22,0.22,0.22,0.0,-0.099907,-0.608777,,,,,
06/30/2002,,107.099998,107.099998,,5.426704,1.305322,0.950514,0.43,0.43,0.44,0.43,0.43,0.44,0.0,2.45098,1.994398,,,,,
09/30/2002,163.634,144.4,144.4,,11.365651,2.292244,1.785319,0.8,0.8,0.8,0.8,0.8,0.8,0.25,2.424515,1.40097,1.5553,17.600865,8.933351,41.106983,
12/31/2002,169.982,164.375,164.375,,9.779468,1.760608,0.747072,0.16,0.16,0.16,0.16,0.16,0.16,0.25,1.238631,-0.298099,1.612524,17.624219,9.200974,39.99247,
03/31/2003,170.44,170.0,170.0,,11.345294,1.152353,0.540588,-0.15,-0.15,0.2,-0.15,-0.15,0.2,0.25,0.271765,-0.605294,1.538371,17.261793,8.857076,39.667918,
06/30/2003,170.906998,170.481003,170.481003,,9.9624,1.426552,0.8171,0.25,0.22,0.31,0.25,0.22,0.31,0.25,1.811345,0.925616,1.59619,17.215211,8.83346,39.818148,
09/30/2003,171.383998,171.0,171.0,,12.459649,2.294152,1.636257,0.92,0.92,0.71,0.92,0.92,0.71,0.25,0.77076,-0.059649,2.193904,17.823134,9.464127,39.564954,
12/31/2003,171.7695,171.406,171.406,,8.830496,1.181989,0.588661,-0.36,-0.36,0.03,-0.36,-0.36,0.03,0.25,1.022718,0.112015,0.751006,17.484478,9.134334,40.547944,
03/31/2004,172.172,171.8,171.8,,10.268335,1.462165,0.805588,0.3,0.3,0.24,0.3,0.3,0.24,0.25,0.803842,0.254948,1.912041,17.583579,9.252956,40.335827,
06/30/2004,172.611,172.2,172.2,,9.82288,1.888502,1.253194,0.53,0.53,0.48,0.53,0.53,0.48,0.25,0.624274,-0.15331,0.486064,17.776387,9.478538,40.481777,
09/30/2004,187.924,175.2,175.2,,11.680936,2.244292,1.59532,0.64,0.64,0.68,0.64,0.64,0.68,0.25,1.114155,0.378995,0.36717,18.244077,10.631958,37.374151,
12/31/2004,188.32751,187.968,187.968,,9.155814,1.133172,0.576694,0.03,0.03,0.16,0.03,0.03,0.16,0.25,1.477379,0.624042,0.156642,17.729752,10.133942,37.650368,
03/31/2005,188.786682,188.399994,188.399994,,9.547771,1.326964,0.765924,0.29,0.24,0.26,0.29,0.24,0.26,0.25,0.885881,0.417197,0.229889,18.03623,10.454656,38.193372,
06/30/2005,189.156757,189.0,188.8,,9.111229,1.495233,0.956038,0.35,0.35,0.33,0.35,0.35,0.33,0.25,0.760593,0.072564,0.936261,18.106147,10.539407,38.321655,
09/30/2005,189.512259,189.4,189.1,,13.133792,2.142253,1.565309,0.89,0.89,0.72,0.89,0.89,0.72,0.25,2.630354,1.978847,1.317593,19.083726,11.548593,38.427593,
12/31/2005,189.817723,189.2,189.0,,10.914815,1.259259,0.673545,0.43,0.43,0.18,0.43,0.43,0.18,0.25,0.94709,0.282011,0.640088,18.881799,11.341407,38.8204,
03/31/2006,190.366898,189.899994,189.899994,,10.278568,1.379674,0.836756,0.29,0.29,0.27,0.29,0.29,0.27,0.26,-0.090574,-0.723539,0.266853,18.527906,11.009266,38.843939,
06/30/2006,190.694006,190.9,190.3,,10.071466,1.397267,0.856017,0.27,0.27,0.27,0.27,0.27,0.27,0.26,-0.531792,-1.20494,0.172528,18.500844,11.080579,38.969237,
09/30/2006,191.341342,191.2,190.7,,13.581017,1.91033,1.337179,0.54,0.54,0.58,0.54,0.54,0.58,0.26,0.524384,-0.041951,0.225775,18.849559,11.484711,39.159337,
12/31/2006,191.932445,191.1,190.7,,9.98689,1.218668,0.705821,0.19,0.19,0.2,0.19,0.19,0.2,0.26,1.158888,0.538542,0.254256,18.820164,11.477997,39.475348,
03/31/2007,193.082138,192.699997,192.300003,,11.330213,1.264691,0.780551,0.27,0.27,0.26,0.27,0.27,0.26,0.26,1.339574,0.679147,0.423136,18.927696,11.629248,39.262046,
06/30/2007,193.517986,193.2,193.2,,10.788302,1.295549,0.815735,0.3,0.3,0.31,0.3,0.3,0.31,0.26,0.297101,-0.520704,0.118852,19.002885,11.730693,39.539477,
09/30/2007,193.768141,193.8,193.5,,14.316796,1.941602,1.488889,0.87,0.87,0.68,0.87,0.87,0.68,0.26,0.762274,0.050646,0.134181,19.483595,12.217695,39.7217,
12/31/2007,200.51289,199.31,199.31,,11.705384,1.360694,0.896593,0.29,0.29,0.29,0.29,0.29,0.29,0.26,1.669761,0.662787,0.274795,20.040607,13.010635,39.282761,
03/31/2008,201.396295,201.0,201.0,,13.138806,1.545771,1.093532,0.49,0.49,0.48,0.49,0.49,0.48,0.27,1.726368,0.876119,1.570039,20.830075,13.83094,39.347794,
06/30/2008,201.759071,201.4,201.4,,12.503476,1.028798,0.56852,0.07,0.07,0.53,0.07,0.07,0.53,0.27,1.719464,0.751738,1.444297,21.687253,14.703676,39.921873,
09/30/2008,202.20879,201.9,201.8,,15.161051,1.857284,1.365213,0.59,0.59,0.59,0.59,0.59,0.59,0.27,-1.112488,-2.0778,1.123591,20.045123,13.077077,40.389441,
12/31/2008,218.90622,211.0,211.0,,11.758294,1.190047,0.744076,0.32,0.32,0.32,0.32,0.32,0.32,,-0.264455,-1.309005,1.754176,19.140616,12.694934,37.979734,
03/31/2009,219.990152,219.0,219.0,,11.506849,1.146119,0.707763,0.21,0.21,0.173516,0.21,0.21,0.173516,0.27,0.575342,-0.246575,2.636482,18.637198,12.223274,38.30626,
06/30/2009,220.82063,220.0,220.0,,7.572727,1.086364,0.654545,0.11,0.18,0.171364,0.11,0.18,0.171364,0.27,-0.540909,-1.486364,0.543427,18.653148,12.263347,38.769023,
09/30/2009,221.592782,221.0,221.0,,9.276018,1.529412,1.063348,0.56,0.47,0.391176,0.56,0.47,0.390588,0.27,1.361991,0.425339,0.090256,19.161274,12.793738,39.143874,
12/31/2009,222.269895,221.0,221.0,,7.461538,1.0181,0.579186,0.18,0.17,0.076923,0.18,0.17,0.070452,0.27,1.348416,0.131222,0.206956,19.147892,12.81775,39.874946,
03/31/2010,223.210345,222.0,222.0,,8.193694,0.990991,0.59009,0.16,0.13,0.129054,0.16,0.13,0.129054,0.27,0.301802,-0.414414,0.170243,18.71777,12.414299,40.163909,
06/30/2010,223.889619,223.0,223.0,,7.336323,1.282511,0.865471,-0.24,0.34,0.34,-0.24,0.34,0.34,0.27,1.93722,0.73991,0.151861,18.857507,12.57316,33.239594,
09/30/2010,224.500318,224.0,224.0,,9.227679,1.410714,0.946429,0.08,0.09,0.552232,0.08,0.09,0.548482,0.27,0.272321,-0.669643,0.124721,18.721577,12.454325,33.536701,
12/31/2010,225.082252,224.0,224.0,,6.772321,0.870536,0.392857,0.14,0.06,0.25,0.14,0.06,0.2475,0.27,1.129464,-0.004464,0.088856,18.79313,12.542082,34.08976,
03/31/2011,225.770379,225.0,225.0,,7.262222,1.128889,0.662222,0.28,0.27,0.278444,0.28,0.27,0.272889,0.27,0.875556,0.115556,0.079727,18.873158,12.641162,34.371205,
06/30/2011,226.314924,226.0,226.0,,6.247788,1.358407,0.893805,0.42,0.42,0.415929,0.42,0.42,0.415575,0.27,0.606195,-0.349558,0.25628,19.070771,12.85377,34.809901,
09/30/2011,226.879348,226.0,226.0,,7.292035,1.371681,0.862832,0.35,0.35,0.375885,0.35,0.35,0.371903,0.27,0.871681,-0.243363,0.453986,19.20404,13.002506,35.349185,
12/31/2011,227.50019,227.0,227.0,,5.436123,0.84141,0.400881,0.08,0.1,0.05815,0.08,0.1,0.056828,0.27,0.682819,-0.647577,0.47912,19.059325,12.874715,36.131838,
03/31/2012,228.244115,228.0,228.0,,5.447368,1.057018,0.574561,0.3,0.28,0.225,0.3,0.28,0.225,0.27,0.100877,-1.175439,0.280402,19.128642,12.96419,36.79832,
06/30/2012,228.851815,229.0,229.0,,4.672489,1.082969,0.598253,0.27,0.23,0.170306,0.27,0.23,0.168865,0.27,0.441048,-0.860262,0.170416,19.156501,13.008418,37.535206,
09/30/2012,229.438681,231.0,229.0,,6.065502,1.41048,0.877729,0.49,0.38,0.362445,0.49,0.38,0.362445,0.27,1.28821,-0.017467,0.496865,19.408236,13.275878,37.482782,
