Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/27/1992,2349.106934,,-1878.724976,,470.381958,,-256.247986,,,,,,,214.134003,-49.217003,,74.675003,,0.0,,-25.458,164.917,-57.700001,107.217003,0.0,,,107.216999,0.0,107.217003,0.0,,107.217003,107.217003,,496.410086,0.21691,0.21691,,496.410086,0.21691,0.21691,0.21691,
12/27/1992,2360.102051,,-1869.634033,,490.468018,,-303.707001,,,,,,,186.761002,-64.525999,,80.181999,,0.0,,-15.656,122.235003,-36.900002,85.334999,0.0,,,85.335001,0.0,85.334999,0.0,,85.334999,85.334999,,495.938524,0.171891,0.171891,0.171891,495.938524,0.171891,0.171891,0.171891,
03/28/1993,2341.016113,,-1799.828979,,541.187134,,-260.717987,,,,,,,280.468994,-15.890003,,75.577003,,0.0,,-59.687,264.578991,-87.167999,177.410995,-52.051998,,,229.46299,0.0,229.462997,0.0,,229.462997,229.462997,,499.808882,0.458376,0.35606,,499.808882,0.458376,0.35606,0.35606,
06/27/1993,2387.504883,,-1859.337036,,528.167847,,-235.998001,,,,,,,292.170013,-19.833996,,70.116997,,0.0,,-50.283001,272.336018,-90.800003,181.535995,0.0,,,181.536015,0.0,181.535995,0.0,,181.535995,181.535995,,500.224555,0.364245,0.364245,,500.224555,0.364245,0.364245,0.364245,
09/26/1993,2224.927979,,-1797.395996,,427.531982,,-244.182999,,,,,,,183.348999,-53.331001,,69.899002,,0.0,,-16.568001,130.017998,-63.400002,66.617996,0.0,,,66.617996,0.0,66.617996,0.0,,66.617996,66.617996,,500.427079,0.130965,0.130965,,500.427079,0.130965,0.130965,0.130965,
12/31/1993,2591.343018,,-2074.281982,,517.061036,,-291.503998,,,,,,,225.557007,-84.036998,,71.349998,,0.0,,12.687,141.520009,-39.799999,101.720001,0.0,,,101.72001,0.0,101.720001,0.0,,101.720001,101.720001,,501.824687,0.204632,0.204632,0.204632,501.824687,0.204632,0.204632,0.204632,
03/27/1994,2385.763916,,-1853.406982,,532.356934,,-251.216995,,,,,,,281.140015,-77.079002,,67.690002,,0.0,,9.389,204.061012,-77.5,126.560997,0.0,,,126.561012,0.0,126.560997,0.0,,126.560997,126.560997,,501.949288,0.253744,0.253744,,501.949288,0.253744,0.253744,0.253744,
06/26/1994,2598.436035,,-2074.134033,,524.302002,,-242.720001,,,,,,,281.582001,-80.222998,,68.601997,,0.0,,11.621,201.359003,-72.5,128.858994,0.0,,,128.859003,0.0,128.858994,0.0,,128.858994,128.858994,,502.098347,0.253744,0.253744,,502.098347,0.253744,0.253744,0.253744,
09/25/1994,2680.663086,,-2135.446045,,545.217041,,-250.912003,,,,,,,294.304993,-69.999003,,69.731003,,0.0,,0.268,224.30599,-79.900002,144.406006,0.0,,,144.405988,0.0,144.406006,0.0,,144.406006,144.406006,,502.174107,0.290578,0.290578,,502.174107,0.290578,0.290578,0.290578,
12/31/1994,2733.0,,-2111.0,,622.0,,-259.0,,,,,,,363.0,-73.0,,71.0,,0.0,,2.0,290.0,-101.0,189.0,0.0,,,189.0,0.0,189.0,0.0,,189.0,189.0,,502.364699,0.372431,0.372431,0.372431,502.364699,0.372431,0.372431,0.372431,
03/26/1995,2686.0,,-2011.0,,675.0,,-256.0,,,,,,,419.0,-91.0,,73.0,,0.0,,18.0,328.0,-121.0,207.0,0.0,,,207.0,0.0,207.0,0.0,,207.0,207.0,,502.433115,0.409264,0.409264,,502.433115,0.409264,0.409264,0.409264,
06/25/1995,3009.0,,-2272.0,,737.0,,-265.0,,,,,,,472.0,-86.0,,76.0,,0.0,,10.0,386.0,-140.0,246.0,0.0,,,246.0,0.0,246.0,0.0,,246.0,246.0,,501.492379,0.49521,0.49521,,501.492379,0.49521,0.49521,0.49521,
09/24/1995,3037.0,,-2231.0,,806.0,,-269.0,,,,,,,537.0,-388.0,,85.0,,0.0,,303.0,149.0,-54.0,95.0,0.0,,,95.0,0.0,95.0,0.0,,95.0,95.0,,499.696473,0.192354,0.192354,,499.696473,0.192354,0.192354,0.192354,
12/31/1995,3056.0,,-2263.0,,793.0,,-328.0,,,,,,,465.0,-84.0,,81.0,,0.0,,3.0,381.0,-130.0,251.0,0.0,,,251.0,0.0,251.0,0.0,,251.0,251.0,,497.294599,0.511581,0.511581,0.511581,497.294599,0.511581,0.511581,0.511581,
03/31/1996,2605.0,,-2045.0,,560.0,,-273.0,,,,,,,287.0,-65.0,,75.0,,0.0,,-10.0,222.0,-80.0,142.0,0.0,,,142.0,0.0,142.0,0.0,,142.0,142.0,,484.271266,0.29467,0.29467,0.29467,484.271266,0.290578,0.290578,0.290578,
06/30/1996,2886.0,,-2354.0,,532.0,,-270.0,,,,,,,262.0,-101.0,,83.0,,0.0,,18.0,161.0,-58.0,103.0,0.0,,,103.0,0.0,103.0,0.0,,103.0,103.0,,484.559579,0.212817,0.212817,0.212817,484.559579,0.212817,0.212817,0.212817,
09/29/1996,2852.0,,-2292.0,,560.0,,-274.0,,,,,,,286.0,-99.0,,83.0,,0.0,,16.0,187.0,-67.0,120.0,0.0,,,120.0,0.0,120.0,0.0,,120.0,120.0,,484.576692,0.245559,0.245559,0.245559,484.576692,0.245559,0.245559,0.245559,
12/29/1996,2771.0,,-2246.0,,525.0,,-290.0,,,,,,,235.0,-85.0,78.0,78.0,,0.0,,7.0,150.0,-52.0,98.0,0.0,,,98.0,0.0,98.0,0.0,,98.0,98.0,,484.574231,0.204632,0.204632,0.204632,485.497854,0.204632,0.204632,0.204632,
03/30/1997,2394.0,,-2049.0,,345.0,,-202.0,,,,,,,143.0,-110.0,,65.0,,0.0,,45.0,33.0,-12.0,21.0,0.0,,,21.0,0.0,21.0,0.0,,21.0,21.0,,485.055598,0.040926,0.040926,0.090038,486.335912,0.040926,0.040926,0.090038,
06/29/1997,2680.0,,-2216.0,,464.0,,-248.0,,,,,,,216.0,-44.0,,65.0,,0.0,,-21.0,172.0,-63.0,109.0,0.0,,,109.0,0.0,109.0,0.0,,109.0,109.0,,484.916307,0.229188,0.229188,0.192354,486.182006,0.225095,0.225095,0.188262,
09/28/1997,2823.0,,-2364.0,,459.0,,-216.0,,,,,,,243.0,-63.0,,69.0,,0.0,,-6.0,180.0,-66.0,114.0,0.0,,,114.0,0.0,114.0,0.0,,114.0,114.0,,485.641992,0.233281,0.233281,0.21691,487.98768,0.233281,0.233281,0.21691,
12/28/1997,2870.0,,-2319.0,,551.0,,-295.0,,,,,,,256.0,-86.0,,98.0,,0.0,,-12.0,170.0,-62.0,108.0,10.0,,,98.0,0.0,98.0,0.0,0.0,98.0,98.0,,485.89977,0.20054,0.221003,0.221003,485.89977,0.20054,0.221003,0.221003,
03/29/1998,2603.0,,-2187.0,,416.0,,-228.0,,,,,,,188.0,-53.0,,72.0,,0.0,,-19.0,135.0,-50.0,85.0,0.0,,,85.0,0.0,85.0,0.0,,85.0,85.0,,485.619995,0.175984,0.175984,0.175984,486.902807,0.175984,0.175984,0.175984,
06/29/1998,2676.0,,-2295.0,,381.0,,-220.0,,,,,,,161.0,-52.0,,66.0,,0.0,,-14.0,109.0,-40.0,69.0,0.0,,,69.0,0.0,69.0,0.0,,69.0,69.0,,485.827701,0.13915,0.13915,0.13915,487.52585,0.13915,0.13915,0.13915,
09/27/1998,2736.0,,-2269.0,,467.0,,-242.0,,,,,,,225.0,-50.0,,65.0,,0.0,,-15.0,175.0,-65.0,110.0,0.0,,,110.0,0.0,110.0,0.0,,110.0,110.0,,485.959647,0.229188,0.229188,0.229188,486.206427,0.225095,0.225095,0.225095,
12/26/1998,2751.0,,-2344.0,,407.0,0.0,-254.0,,,,,,,153.0,-38.0,,70.0,,0.0,,-32.0,115.0,-40.0,75.0,45.0,,,30.0,0.0,30.0,0.0,0.0,30.0,30.0,,485.993856,0.06139,0.15552,0.15552,485.993856,0.06139,0.15552,0.15552,
03/28/1999,2665.0,,-2213.0,,452.0,,-244.0,,,,,,,208.0,-142.0,70.0,70.0,,0.0,,72.0,66.0,-24.0,42.0,90.0,,,-48.0,0.0,-48.0,0.0,,-48.0,-48.0,,486.629146,-0.098223,0.085946,0.208725,488.278454,-0.098223,0.085946,0.208725,
06/27/1999,3044.0,,-2470.0,,574.0,,-266.0,,,,,,,308.0,-50.0,67.0,67.0,,0.0,,-17.0,258.0,-94.0,164.0,0.0,,,164.0,0.0,164.0,0.0,,164.0,164.0,,488.373713,0.335597,0.335597,0.335597,490.878229,0.331504,0.331504,0.331504,
09/26/1999,3120.0,,-2457.0,,663.0,,-253.0,,,,,,,410.0,-37.0,63.0,63.0,,0.0,,-26.0,373.0,-136.0,237.0,0.0,,,237.0,0.0,237.0,0.0,,237.0,237.0,,489.431743,0.482932,0.482932,0.482932,491.518386,0.482932,0.482932,0.482932,
12/26/1999,3433.0,,-2815.0,,618.0,,-282.0,,,,,,,336.0,-63.0,,77.0,,0.0,,-14.0,0.0,-100.0,173.0,0.0,,,-100.0,0.0,173.0,0.0,,173.0,173.0,,541.146457,0.323319,0.323319,0.331504,541.146457,0.319226,0.319226,0.331504,
03/26/2000,3925.0,,-3137.0,,788.0,,-323.0,,,,,,,465.0,-78.0,91.0,91.0,,0.0,,-13.0,387.0,-143.0,244.0,0.0,,,244.0,0.0,244.0,0.0,0.0,244.0,244.0,,572.277912,0.425635,0.425635,0.425635,574.039629,0.425635,0.425635,0.425635,
06/25/2000,4189.0,,-3371.0,,818.0,,-327.0,,,,,,,491.0,-174.0,81.0,81.0,,0.0,,93.0,317.0,-114.0,203.0,0.0,,,203.0,0.0,203.0,0.0,0.0,203.0,203.0,,558.155016,0.364245,0.364245,0.511581,558.836744,0.364245,0.364245,0.511581,
09/24/2000,3934.0,,-3244.0,,690.0,,-308.0,,,,,,,382.0,-69.0,86.0,86.0,,0.0,,-17.0,313.0,-114.0,199.0,0.0,,,199.0,0.0,199.0,0.0,0.0,199.0,199.0,,538.759247,0.368338,0.368338,0.368338,538.878974,0.368338,0.368338,0.368338,
12/31/2000,4042.0,,-3243.0,,799.0,,-404.0,,,,,,,395.0,-89.0,93.0,93.0,,0.0,,-4.0,306.0,-112.0,194.0,0.0,,,194.0,0.0,194.0,0.0,0.0,194.0,194.0,,535.426438,0.360153,0.360153,0.360153,535.426438,0.360153,0.360153,0.360153,
04/01/2001,3553.0,,-2951.0,,602.0,,-330.0,,,,,,,272.0,-102.0,87.0,87.0,,0.0,,15.0,170.0,-63.0,107.0,0.0,,,107.0,0.0,107.0,0.0,0.0,107.0,107.0,,535.885799,0.20054,0.20054,0.257837,536.450226,0.20054,0.20054,0.257837,
07/01/2001,3842.0,,-3140.0,,702.0,,-387.0,,,,,,,315.0,-67.0,82.0,82.0,,0.0,,-15.0,248.0,-77.0,171.0,0.0,,,171.0,0.0,171.0,,,171.0,171.0,,536.572397,0.319226,0.319226,0.319226,537.742789,0.319226,0.319226,0.319226,
09/30/2001,3752.0,,-3185.0,,567.0,,-319.0,,,,,,,248.0,-126.0,,88.0,,0.0,,38.0,122.0,-31.0,91.0,0.0,,,91.0,0.0,91.0,0.0,0.0,91.0,91.0,,537.06351,0.167798,0.167798,0.180076,538.294982,0.167798,0.167798,0.180076,
12/30/2001,3398.0,,-3018.0,,380.0,,-331.0,,,,,,,49.0,-73.0,87.0,87.0,,0.0,,-14.0,-24.0,9.0,-15.0,0.0,,,-15.0,0.0,-15.0,0.0,0.0,-15.0,-15.0,,537.171032,-0.028649,-0.028649,0.008185,537.171032,-0.028649,-0.028649,0.008185,
03/31/2002,3991.0,,-3386.0,,605.0,,-373.0,,,,,,,232.0,-186.0,,174.0,,-8.0,,20.0,46.0,-16.0,30.0,0.0,,,30.0,0.0,30.0,0.0,0.0,30.0,30.0,,537.999361,0.057297,0.057297,0.106409,540.261944,0.057297,0.057297,0.106409,
06/30/2002,4922.0,,-4148.0,,774.0,,-431.0,,,,,,,343.0,-232.0,,206.0,,-27.0,,53.0,111.0,-39.0,72.0,0.0,,,72.0,0.0,72.0,0.0,0.0,72.0,72.0,,540.042047,0.130965,0.130965,0.159613,543.145148,0.130965,0.130965,0.159613,
09/29/2002,4890.0,,-4240.0,,650.0,,-414.0,,,,,,,236.0,-216.0,,198.0,,16.0,,2.0,20.0,-7.0,13.0,0.0,,,13.0,0.0,13.0,0.0,0.0,13.0,13.0,,540.606481,0.024556,0.024556,0.081853,541.515414,0.024556,0.024556,0.081853,
12/29/2002,4718.0,,-3986.0,,732.0,,-435.0,,,,,,,297.0,-103.0,193.0,193.0,,-14.0,,-76.0,194.0,-68.0,126.0,0.0,,,126.0,0.0,126.0,0.0,0.0,126.0,126.0,,540.122669,0.233281,0.233281,0.167798,540.122669,0.233281,0.233281,0.167798,
03/30/2003,4614.0,,-3973.0,,641.0,,-439.0,,,,,,,202.0,-267.0,203.0,203.0,,-35.0,,99.0,-65.0,22.0,-43.0,11.0,,,-54.0,0.0,-54.0,0.0,0.0,-54.0,-54.0,,540.689539,-0.098223,-0.07776,0.07776,540.689539,-0.098223,-0.07776,0.07776,
06/29/2003,4930.0,,-4240.0,,690.0,,-445.0,,,,,,,245.0,-7.0,199.0,199.0,,-47.0,,-145.0,238.0,-81.0,157.0,0.0,,,157.0,0.0,157.0,0.0,0.0,157.0,157.0,,540.799493,0.290578,0.290578,0.167798,541.266184,0.290578,0.290578,0.167798,
09/28/2003,5184.0,,-4327.0,,857.0,,-463.0,,,,,,,394.0,-270.0,197.0,197.0,,-4.0,,77.0,124.0,-42.0,82.0,0.0,,,82.0,0.0,82.0,0.0,0.0,82.0,82.0,,541.483647,0.151428,0.151428,0.266022,543.641176,0.151428,0.151428,0.266022,
12/28/2003,5145.0,,-4367.0,,778.0,,-474.0,,,,,,,304.0,-165.0,197.0,197.0,,-30.0,,-2.0,139.0,-47.0,92.0,0.0,,,92.0,0.0,92.0,0.0,0.0,92.0,92.0,,548.276321,0.167798,0.167798,0.192354,548.276321,0.167798,0.167798,0.192354,
03/28/2004,5037.0,,-4187.0,,850.0,,-468.0,,,,,,,382.0,-199.0,192.0,192.0,,9.0,,-2.0,183.0,-62.0,121.0,0.0,,,121.0,0.0,121.0,0.0,0.0,121.0,121.0,,546.658785,0.221003,0.221003,0.253744,549.942725,0.21691,0.21691,0.249651,
06/27/2004,5893.0,,-4635.0,,1258.0,,-468.0,,,,,,,790.0,-231.0,217.0,217.0,,7.0,,7.0,559.0,-190.0,369.0,0.0,,,369.0,0.0,369.0,0.0,0.0,369.0,369.0,,572.964516,0.642545,0.642545,0.70107,575.361499,0.642545,0.642545,0.697796,
09/26/2004,5679.0,,-4491.0,,1188.0,,-145.0,,,,,,,1043.0,-181.0,184.0,184.0,,-16.0,,13.0,862.0,-293.0,569.0,-25.0,,,594.0,0.0,594.0,0.0,0.0,594.0,594.0,,590.378684,1.006791,0.965864,-0.339689,592.890508,1.002698,0.961771,-0.339689,
12/26/2004,5886.0,,-3749.0,,2137.0,,-1347.0,,,,,,,790.0,700.0,-648.0,236.0,,-52.0,,1187.0,303.0,-104.0,199.0,0.0,,,199.0,0.0,199.0,0.0,0.0,199.0,199.0,,591.22899,0.336587,0.336587,0.336587,593.718823,0.335175,0.335175,0.19201,
03/27/2005,5404.0,,-4406.0,,998.0,,-468.0,,,,,,,530.0,-161.0,196.0,196.0,,-13.0,,-22.0,369.0,-128.0,241.0,2.0,,,239.0,0.0,239.0,0.0,0.0,239.0,239.0,,593.413397,0.401079,0.401079,0.020463,596.643582,0.401079,0.401079,0.020463,
06/26/2005,5690.0,,-4660.0,,1030.0,,-369.0,,,,,,,661.0,-145.0,177.0,177.0,,13.0,,-45.0,516.0,-225.0,291.0,-129.0,,,420.0,0.0,420.0,0.0,0.0,420.0,420.0,,597.906824,0.703935,0.491117,0.339689,600.787602,0.699842,0.487025,0.335597,
09/25/2005,5432.0,,-4571.0,,861.0,,-397.0,,,,,,,464.0,-58.0,190.0,190.0,,-37.0,,-95.0,406.0,-119.0,287.0,2.0,,,285.0,0.0,285.0,0.0,0.0,285.0,285.0,,598.656951,0.474747,0.478839,0.384709,601.542616,0.474747,0.478839,0.384709,
12/25/2005,5717.0,,-4833.0,,884.0,,-352.0,,,,,,,532.0,-922.0,117.0,117.0,,21.0,,784.0,-390.0,154.0,-236.0,-25.0,,,-211.0,0.0,-211.0,0.0,0.0,-211.0,-211.0,,599.487709,-0.351967,-0.392894,0.327412,599.487709,-0.351967,-0.392894,0.327412,
03/26/2006,4452.0,,-3666.0,,786.0,,-418.0,,,,,,,368.0,-88.0,83.0,112.0,-29.0,26.0,,-21.0,280.0,-100.0,180.0,756.0,,,-576.0,0.0,-576.0,0.0,0.0,-576.0,-576.0,,600.575026,-0.957679,0.298763,1.518371,603.448474,-0.953586,0.298763,1.518371,
06/25/2006,4867.0,,-3974.0,,893.0,0.0,-396.0,160.0,,,,,236.0,497.0,-96.0,91.0,109.0,-18.0,-21.0,-21.0,47.0,401.0,-92.0,309.0,11.0,,,298.0,0.0,298.0,0.0,0.0,298.0,298.0,,606.324365,0.491117,0.507488,0.474747,608.882613,0.487025,0.503395,0.470654,
09/24/2006,4554.0,,-3818.0,,736.0,,-384.0,,,,,,,352.0,-100.0,81.0,105.0,-24.0,,,19.0,252.0,-86.0,166.0,-58.0,,,224.0,0.0,224.0,0.0,0.0,224.0,224.0,-3.0,604.567555,0.372431,0.274207,0.290578,605.720843,0.372431,0.274207,0.290578,
12/31/2006,4798.0,,-4030.0,,768.0,,-386.0,,,,,,,382.0,229.0,80.0,109.0,-29.0,-5.0,,-304.0,611.0,-202.0,409.0,-98.0,,,507.0,0.0,507.0,0.0,0.0,507.0,507.0,,601.515738,0.867641,0.703935,0.478839,603.130831,0.867641,0.703935,0.478839,
04/01/2007,2665.0,,-2334.0,,331.0,,-342.0,113.0,,,,,229.0,-11.0,-89.0,78.0,101.0,-23.0,-7.0,,18.0,-100.0,37.0,-63.0,-783.0,,,720.0,0.0,720.0,0.0,0.0,720.0,720.0,25.0,569.905369,1.264627,-0.110501,-0.024556,569.905369,1.264627,-0.110501,-0.024556,
07/01/2007,2959.0,,-2546.0,,413.0,,-353.0,,,,,,,60.0,-140.0,123.0,149.0,-26.0,0.0,,17.0,-80.0,31.0,-49.0,-81.0,,,32.0,0.0,32.0,0.0,0.0,32.0,32.0,,531.900601,0.06139,-0.090038,0.045019,531.900601,0.06139,-0.090038,0.045019,
09/30/2007,2797.0,,-2388.0,,409.0,,-297.0,,,,,,,112.0,-128.0,80.0,102.0,-22.0,0.0,,48.0,-16.0,11.0,-5.0,-106.0,,,101.0,0.0,101.0,0.0,0.0,101.0,101.0,103.0,525.709005,0.192354,-0.008185,0.188262,525.709005,0.192354,-0.008185,0.188262,
12/30/2007,3937.0,,-2660.0,,1277.0,,-349.0,150.0,,,,,199.0,928.0,-304.0,91.0,103.0,-12.0,0.0,16.0,197.0,624.0,54.0,678.0,19.0,,,659.0,0.0,659.0,0.0,0.0,659.0,659.0,,515.888948,-0.122779,-0.085946,0.221003,515.888948,-0.122779,-0.085946,0.221003,
03/30/2008,2042.0,,-1722.0,,320.0,0.0,-477.0,272.0,,,,,205.0,-157.0,-223.0,94.0,108.0,-14.0,,5.0,124.0,-380.0,139.0,-241.0,-87.0,,,-154.0,6.0,-148.0,0.0,0.0,-148.0,-148.0,37.0,516.035553,-0.286485,-0.454284,-0.382583,516.035553,-0.286485,-0.454284,-0.382583,
06/29/2008,2174.0,,-1831.0,,343.0,40.0,-454.0,246.0,94.0,,,,208.0,-71.0,-403.0,89.0,105.0,-16.0,,-4.0,318.0,-474.0,214.0,-260.0,-111.0,,,-149.0,53.0,-96.0,0.0,0.0,-96.0,-96.0,206.7,516.199261,-0.184169,-0.401079,-0.004093,516.199261,-0.184169,-0.401079,-0.004093,
09/28/2008,2107.0,,-1782.0,,325.0,0.0,-437.0,89.0,,,,,348.0,-112.0,-309.0,84.0,115.0,-31.0,,-24.0,249.0,-421.0,221.0,-200.0,-480.0,,,280.0,,280.0,0.0,0.0,280.0,280.0,161.85,516.253016,0.544322,-0.384709,-0.071199,516.253016,0.544322,-0.384709,-0.071199,
12/31/2008,1777.0,,-1658.0,,119.0,0.0,-1658.0,189.0,88.0,,,,0.0,-1539.0,10.0,119.0,139.0,-20.0,,-12.0,0.0,-1529.0,326.0,-1203.0,11.0,11.0,,-1214.0,2.0,-1212.0,0.0,0.0,-1212.0,-1212.0,-76.05,516.265233,-2.345085,-2.324622,-2.471957,516.265233,-2.345085,-2.324622,-2.471957,
03/31/2009,1275.0,1275.0,-1129.0,1129.0,146.0,0.0,-476.0,189.0,65.0,124.0,13.0,126.0,148.0,-330.0,-112.0,91.0,106.0,-15.0,,-5.0,26.0,-442.0,176.0,-266.0,0.0,0.0,0.0,-266.0,2.0,-264.0,0.0,0.0,-264.0,-143.35,120.65,516.287224,-0.511581,-0.511581,-0.277656,516.287224,-0.511581,-0.511581,-0.277893,
06/30/2009,1391.0,1391.0,-1214.0,1214.0,177.0,184.0,-423.0,153.0,53.0,100.0,15.0,129.0,126.0,-62.0,-86.0,91.0,105.0,-14.0,,-11.0,6.0,-148.0,32.0,-116.0,0.0,0.0,0.0,-116.0,10.0,-106.0,,0.0,-106.0,-57.04492,48.95508,516.428941,-0.204632,-0.204632,-0.11046,516.428941,-0.204632,-0.204632,-0.11046,
09/30/2009,1407.0,1407.0,-1137.0,1137.0,270.0,306.0,-453.0,147.0,52.0,95.0,10.0,134.0,162.0,123.0,-93.0,90.0,108.0,-18.0,,3.0,0.0,30.0,-35.0,-5.0,0.0,0.0,0.0,-5.0,5.0,0.0,0.0,0.0,0.0,-38.35,-38.35,516.431385,0.0,0.0,-0.07426,516.431385,0.0,0.0,-0.07426,
12/31/2009,1455.0,1455.0,-1321.0,1321.0,134.0,127.0,-439.0,168.0,,,13.0,,258.0,-178.0,-104.0,129.0,143.0,-14.0,,,-25.0,-282.0,101.0,-181.0,0.0,0.0,0.0,-181.0,6.0,-175.0,0.0,0.0,-175.0,-139.75,35.25,516.433828,-0.339689,-0.339689,-0.270606,516.433828,-0.339689,-0.339689,-0.271433,
03/31/2010,1419.0,1419.0,-1232.0,1232.0,187.0,60.0,-173.0,163.0,,,8.0,,2.0,74.0,-54.0,64.0,106.0,-42.0,-10.0,-30.0,30.0,20.0,-38.0,-18.0,0.0,0.0,0.0,-18.0,-2.0,-20.0,0.0,0.0,-20.0,-48.6,-28.6,516.634188,-0.040926,-0.040926,-0.09407,516.634188,-0.040926,-0.040926,-0.096285,
