Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2001,85.533997,,-39.616001,,45.917995,,-15.555,,,,,,30.363001,1.538,-2.518,0.768,-3.286,1.103,-0.123,31.901001,-8.102,23.799,0.0,,,23.799001,0.0,23.799,0.0,0.0,23.799,23.799,,216.483994,0.11,0.11,0.11,217.216003,0.11,0.11,0.11,
06/30/2001,103.634003,,-48.584,,55.050003,,-16.566,,,,,,38.484001,10.582,-2.185,0.459,-2.644,-8.419,0.022,49.066001,-12.463,36.603001,0.0,,,36.603001,0.0,36.603001,0.0,0.0,36.603001,36.603001,,216.483994,0.17,0.17,0.17,217.296005,0.17,0.17,0.17,
09/29/2001,86.93,,-39.201,,47.729,,-16.969,,,,,,30.76,2.742,-2.496,0.522,-3.018,-0.335,0.089,33.502,-8.501,25.000999,0.0,,,25.001,0.0,25.000999,0.0,0.0,25.000999,25.000999,,216.483994,0.115,0.115,0.115,217.197998,0.115,0.115,0.115,
12/29/2001,93.021,,-43.559,,49.462,,-17.783,,,,,,31.679,5.713,-1.791,0.425,-2.216,-3.922,-0.174,37.566,-9.521,28.045,0.0,,,28.045,0.0,28.045,0.0,0.0,28.045,28.045,,215.324,0.130245,0.130245,0.130245,215.866,0.129918,0.129918,0.129918,
03/30/2002,100.856003,,-46.363998,,54.492004,,-19.212,,,,,,35.279999,0.592,-1.254,0.371,-1.625,0.733,-0.071,35.871999,-9.111,26.761,0.0,,,26.760999,0.0,26.761,0.0,0.0,26.761,26.761,,215.554001,0.125,0.125,0.125,216.274002,0.125,0.125,0.125,
06/29/2002,122.837997,,-55.175999,,67.661999,,-18.575001,,,,,,49.087002,-7.501,-1.409,0.346,-1.755,9.005,-0.095,41.586002,-9.44,32.146,0.0,,,32.146002,0.0,32.146,0.0,0.0,32.146,32.146,,215.576004,0.15,0.15,0.15,216.429993,0.15,0.15,0.15,
09/28/2002,107.755997,,-48.705002,,59.050995,,-19.009001,,,,,,40.042,10.722,-1.149,0.334,-1.483,-9.592,0.019,50.764,-12.336,38.428001,0.0,,,38.427999,0.0,38.428001,0.0,0.0,38.428001,38.428001,,215.595993,0.18,0.18,0.18,216.278,0.18,0.18,0.18,
12/28/2002,133.694,,-59.842999,,73.851002,,-20.82,,,,,,53.030998,1.481,-1.325,0.278,-1.603,-0.157,0.001,54.511998,-9.05,45.462002,0.0,,,45.461998,0.0,45.462002,0.0,0.0,45.462002,45.462002,,215.529999,0.21,0.21,0.21,216.501999,0.21,0.21,0.21,
03/29/2003,123.788002,,-49.132999,,74.655003,,-22.389,,,,,,52.265999,0.83,-1.648,0.274,-1.922,0.777,0.041,53.095999,-11.602,41.493999,0.0,,,41.493999,0.0,41.493999,0.0,0.0,41.493999,41.493999,,215.895996,0.19,0.19,0.19,217.386002,0.19,0.19,0.19,
06/28/2003,143.494995,,-59.838001,,83.656994,,-23.542,,,,,,60.115002,-1.057,-1.583,0.236,-1.819,1.272,1.368,59.058002,-11.812,47.245998,0.0,,,47.246001,0.0,47.245998,0.0,0.0,47.245998,47.245998,,215.990005,0.22,0.22,0.22,218.076004,0.215,0.215,0.215,
09/27/2003,135.561996,,-58.853001,,76.708996,,-24.754999,,,,,,51.953999,-7.26,-1.723,0.015,-1.738,9.025,-0.042,44.693999,-9.386,35.307999,0.0,,,35.307999,0.0,35.307999,0.0,0.0,35.307999,35.307999,,216.074005,0.165,0.165,0.165,217.901993,0.16,0.16,0.16,
12/27/2003,170.143997,,-74.624001,,95.519997,,-32.855,,,,,,62.665001,6.43,-1.985,0.009,-1.994,-4.375,-0.07,69.095001,-14.509,54.585999,0.0,,,54.586001,0.0,54.585999,0.0,0.0,54.585999,54.585999,,216.132004,0.255,0.255,0.255,218.188004,0.25,0.25,0.25,
03/27/2004,158.328995,,-77.877998,,80.450996,,-30.862,,,,,,49.589001,-5.721,-1.886,0.01,-1.896,7.564,0.043,43.868001,-9.212,34.655998,0.0,,,34.656001,0.0,34.655998,0.0,0.0,34.655998,34.655998,,216.393997,0.16,0.16,0.16,218.363998,0.16,0.16,0.16,
06/26/2004,189.654999,,-91.335999,,98.319,,-34.111,,,,,,64.208,5.637,-2.01,0.006,-2.016,-3.621,-0.006,69.845,-13.53,56.314999,0.0,,,56.315001,0.0,56.314999,0.0,0.0,56.314999,56.314999,,216.322006,0.26,0.26,0.26,217.768005,0.26,0.26,0.26,
09/25/2004,193.615997,,-81.945,,111.670998,,-34.554001,,,,,,77.116997,6.793,-2.382,0.01,-2.392,-4.413,0.002,83.909997,-16.782,67.127998,0.0,,,67.127997,0.0,67.127998,0.0,0.0,67.127998,67.127998,,216.238007,0.31,0.31,0.31,217.757996,0.31,0.31,0.31,
12/25/2004,220.949,,-100.151,,120.798,,-41.044,,,,,,79.754,-22.166,,0.012,-3.115,25.289,-0.02,57.588,-9.987,47.601,0.0,,,47.601,0.0,47.601,0.0,0.0,47.601,47.601,,216.324,0.22,0.22,0.22,218.466,0.22,0.22,0.22,
03/26/2005,192.651,,-89.453,,103.198,,-37.446,,,,,,65.752,-6.942,-3.899,0.002,-3.901,11.138,-0.297,58.81,-11.409,47.401,0.0,,,47.401,0.0,47.401,0.0,0.0,47.401,47.401,,216.816,0.22,0.22,0.22,218.842,0.215,0.215,0.215,
06/25/2005,264.497,,-124.516,,139.981,,-50.911,,,,,,89.07,2.982,0.041,0.041,,1.467,-4.49,92.052,-17.858,74.194,0.0,,,74.194,0.0,74.194,0.0,0.0,74.194,74.194,,216.736,0.34,0.34,0.34,218.286,0.34,0.34,0.34,
09/24/2005,251.329,,-121.877,,129.452,,-44.296,,,,,,85.156,40.971,0.003,0.003,,-36.388,-4.586,126.127,-23.637,102.49,0.0,,,102.49,0.0,102.49,0.0,0.0,102.49,102.49,,215.69,0.475,0.475,0.475,217.86,0.47,0.47,0.47,
12/31/2005,319.296,,-156.857,,162.439,,-64.247,,,,,,98.192,-2.581,,0.0,-6.472,8.483,0.57,95.611,-8.476,87.135,0.0,,,87.135,0.0,87.135,0.0,0.0,87.135,87.135,,215.894,0.405,0.405,0.405,218.304,0.4,0.4,0.4,
