Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,1.446,0.181,-0.017,-2.564,-0.954,,,,,,,,,,,,,,,,,
06/30/1990,,1.922,0.156,0.102,-4.507,-2.327,,,,,,,,,,,,,,,,,
09/30/1990,,2.77,0.159,0.13,-1.815,1.244,,,,,,,,,,,,,,,,,
12/31/1990,,3.208,0.263,0.259,-2.12,1.61,,,,,,,,,,,,,,,1.61,,
03/31/1991,,2.166,0.225,0.27,-2.732,-0.071,,,,,,,,,,,,,,,,,
06/30/1991,,3.328,0.225,-0.043,-4.911,-1.401,,,,,,,,,,,,,,,,,
09/30/1991,,4.604,0.246,0.269,-0.423,4.696,,,,,,,,,,,,,,,,,
12/31/1991,,5.469,0.201,0.065,4.513,10.248,,,,,,,,,,,,,,,10.248,,
03/31/1992,,4.601,0.42,0.304,-3.397,1.928,,,,,,,,,,,,,,,,,
06/30/1992,,5.675,0.42,-0.403,-9.951,-4.259,,,,,,,,,,,,,,,,,
09/30/1992,,7.51,0.46,0.104,-3.037,5.037,,,,,,,,,,,,,,,,,
12/31/1992,,9.996,0.523,-1.231,3.795,13.083,,,,,,,,,,,,,,,13.083,,
03/31/1993,,8.196,0.774,-0.19,-9.206,-0.426,,,,,,,,,,,,,,,,,
06/30/1993,,10.521,0.774,-0.42,-7.808,3.067,,,,,,,,,,,,,,,,,
09/30/1993,,13.511,0.804,0.254,0.449,15.018,,,,,,,,,,,,,,,,,
12/31/1993,,16.330999,0.636,0.485,-2.659,14.793,,,,,,,,,,,,,,,14.793,,
03/31/1994,,13.564,1.05,-0.354,-2.186,12.074,,,,,,,,,,,,,,,,,
06/30/1994,,15.595,1.118,-0.684,-23.639,-7.61,,,,,,,,,,,,,,,,,
09/30/1994,,19.190001,1.599,-13.586,-2.164,5.039,,,,,,,,,,,,,,,,,
12/31/1994,,22.926001,2.338,16.26,-27.629,13.895,,,,,,,,,,,,,,,13.895,,
03/31/1995,,18.27,2.078,-0.417,-17.250999,2.68,,,-7.616,,,,,,,,,,,,,,
06/30/1995,,17.381001,2.484,-2.049,-57.438,-39.622002,,,-8.306,,,,,,,,,,,,,,
09/30/1995,,17.129,1.456,0.494,-8.573,10.506,,,-3.934,,,,,,,,,,,,,,
12/31/1995,,16.756001,4.084,2.742,16.263,39.845001,-4.138,,-4.138,,,,,,,,,,,,35.707001,,
03/31/1996,,15.213,2.731,1.377,8.014,27.334999,,,-3.62,,,,,,,,,,,,,,
06/30/1996,,19.105,2.714,-1.658,14.922,35.083,,,-5.085,,,,,,,,,,,,,,
09/30/1996,,27.900999,3.559,-2.808,25.733999,54.386002,,,-7.157,,,,,,,,,,,,,,
12/31/1996,,30.202,4.507,-0.886,-19.708,14.115,-9.143,,-9.143,,,,,,,,,,,,4.972,,
03/30/1997,,20.975,3.902,-1.979,-16.290001,6.608,-12.691,0.0,-12.792,0.0,0.0,0.101,3.946,0.0,0.0,0.0,0.0,3.946,0.0,0.0,-2.137,,
06/29/1997,,26.611,4.515,-2.579,-32.113998,-3.567,-5.721,0.0,-5.721,0.0,0.0,0.0,0.996,0.0,0.0,0.0,0.0,0.996,0.0,0.0,-8.292,,
09/28/1997,,36.772999,4.918,4.193,30.530001,76.414001,-8.057,0.0,-8.057,0.0,0.0,0.0,0.739,0.0,0.0,0.0,0.0,0.739,0.0,0.0,69.096001,,
