Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
08/31/2009,3263.377,968.246,968.246,0.0,269.806,269.806,0.0,0.0,0.0,0.0,0.0,0.0,641.965,57.658,0.0,,66.254,0.0,496.285,1880.017,557.507,965.31,-407.803,19.579,19.579,806.274,726.029,522.358,203.671,,13.991,1383.36,,335.346,66.928,,,268.418,461.365,0.0,,,461.365,958.567,0.0,0.0,625.526,1755.278,127.701,119.938,7.763,7.763,155.785,0.0,0.0,0.0,0.0,55.636,100.149,283.486,2038.764,0.0,1.243,0.104,1.139,-2022.623,3195.043,-13.74,1159.923,64.69,1224.613,3263.377,
11/30/2009,3265.034,905.262,905.262,0.0,304.42,304.42,0.0,0.0,0.0,0.0,0.0,0.0,647.32,3.771,,,71.339,,545.897,1857.002,577.453,,,19.579,19.579,811.0,725.197,527.177,198.02,,14.464,1408.032,,452.124,74.809,127.748,,249.567,65.037,0.0,,,65.037,944.236,,,567.102,1461.397,127.767,121.047,6.72,6.72,160.296,,,,,56.463,103.833,288.063,1749.46,0.0,38.876,0.104,38.772,-2014.048,3435.185,-9.732,1450.281,65.293,1515.574,3265.034,
02/28/2010,3000.571,660.844,660.844,0.0,234.766,234.766,0.0,0.0,0.0,0.0,0.0,0.0,747.327,47.983,,,81.431,5.734,572.516,1642.937,573.74,,,19.579,19.579,764.315,668.841,488.686,180.155,,14.043,1357.634,,290.239,71.718,,,218.521,54.587,0.0,,,54.587,971.467,,,621.178,1316.293,121.522,115.139,6.383,6.383,163.177,,,,,53.659,109.518,284.699,1600.992,0.0,52.777,0.104,52.673,-2210.792,3527.791,-30.122,1339.654,59.925,1399.579,3000.571,
05/31/2010,3172.984,896.386,891.981,4.405,224.247,224.247,0.0,0.0,0.0,0.0,0.0,0.0,741.705,9.563,,,72.911,4.691,545.825,1862.338,587.931,,,15.174,15.174,707.541,621.074,456.197,164.877,,13.556,1310.646,,452.716,73.734,,,378.982,51.437,0.0,,,51.437,893.111,,,554.448,1397.264,115.153,109.318,5.835,5.835,215.921,,,,,49.506,166.415,331.074,1728.338,0.0,50.827,0.104,50.723,-2322.904,3707.074,-49.741,1385.256,59.39,1444.646,3172.984,
08/31/2010,3601.451,1284.769,1284.769,0.0,226.857,226.857,0.0,0.0,0.0,0.0,0.0,0.0,741.586,39.409,0.0,,99.071,4.474,519.683,2253.212,619.537,1094.317,-474.78,15.174,15.174,713.528,472.752,322.159,150.593,,141.705,1348.239,,466.291,90.83,,,375.461,416.361,0.0,,,416.361,910.859,0.0,0.0,546.661,1793.511,168.039,160.212,7.827,7.827,251.161,0.0,0.0,0.0,0.0,38.875,212.286,419.2,2212.711,0.0,46.969,0.104,46.865,-2407.788,3748.045,-31.176,1356.05,32.69,1388.74,3601.451,
11/30/2010,3377.663,1040.49,1040.49,0.0,229.043,229.043,0.0,0.0,0.0,0.0,0.0,0.0,722.576,0.0,,,113.058,6.15,543.969,1992.109,643.023,,,15.174,15.174,727.357,471.816,324.889,146.927,,142.483,1385.554,,551.813,94.035,103.721,,354.057,26.618,0.0,,,26.618,911.29,,,539.69,1489.721,154.821,147.433,7.388,7.388,266.927,,,,,38.171,228.756,421.748,1911.469,0.0,58.208,0.104,58.104,-2580.131,3983.458,-28.697,1432.838,33.356,1466.194,3377.663,
02/28/2011,3116.099,1033.343,1033.343,0.0,217.8,217.8,0.0,0.0,0.0,0.0,0.0,0.0,696.797,38.702,,,106.086,0.0,507.265,1947.94,654.465,,,5.946,5.946,507.748,257.179,131.285,125.894,,144.483,1168.159,,467.493,79.3,,,388.193,23.254,0.0,,,23.254,865.523,,,548.245,1356.27,167.708,150.724,16.984,16.984,269.681,,,,,32.621,237.06,437.389,1793.659,0.0,69.75,0.104,69.646,-2647.563,3919.42,-26.607,1315.0,7.44,1322.44,3116.099,
05/31/2011,3151.852,1426.346,1426.346,0.0,198.343,198.343,0.0,0.0,0.0,0.0,0.0,0.0,616.174,15.605,,,112.643,,452.517,2240.863,520.225,,,5.946,5.946,384.818,256.397,132.872,123.525,,15.778,910.989,,498.276,60.071,,,438.205,24.153,0.0,,,24.153,756.33,,,444.885,1278.759,171.121,150.728,20.393,20.393,308.614,,,,,32.882,275.732,479.735,1758.494,0.0,82.676,0.104,82.572,-2805.711,4131.86,-23.94,1384.885,8.473,1393.358,3151.852,
08/31/2011,3269.706,1571.664,1571.664,0.0,195.427,195.427,0.0,0.0,0.0,0.0,0.0,0.0,603.695,35.629,0.0,,70.949,0.0,443.929,2370.786,553.027,1104.84,-551.813,5.946,5.946,339.947,254.414,133.297,121.117,,14.584,898.92,,518.488,69.551,,,448.937,419.318,0.0,,,419.318,717.481,0.0,0.0,424.045,1655.287,179.691,143.179,36.512,36.512,190.739,0.0,0.0,0.0,0.0,26.4,164.339,370.43,2025.717,0.0,68.828,0.104,68.724,-3125.175,4320.472,-23.761,1240.364,3.625,1243.989,3269.706,
11/30/2011,2953.651,1201.037,1201.037,0.0,228.798,228.798,0.0,0.0,0.0,0.0,0.0,0.0,556.896,0.0,,,68.1,,440.397,1986.731,549.364,,,5.946,5.946,411.61,319.207,149.639,169.568,,24.303,966.92,,525.622,65.963,79.888,,379.771,27.598,0.0,,,27.598,765.142,,,450.223,1318.362,86.739,45.987,40.752,40.752,224.233,,,,,25.055,199.178,310.972,1629.334,0.0,79.46,0.104,79.356,-3194.406,4469.786,-31.124,1323.716,0.601,1324.317,2953.651,
02/29/2012,2689.602,800.733,800.733,0.0,190.762,190.762,0.0,0.0,0.0,0.0,0.0,0.0,701.128,8.074,,,76.649,,579.636,1692.623,570.004,,,5.946,5.946,421.029,318.526,151.488,167.038,,25.854,996.979,,481.206,86.916,,,394.29,33.694,0.0,,,33.694,767.493,,,464.706,1282.393,93.816,42.107,51.709,51.709,229.832,,,,,24.065,205.767,323.648,1606.041,0.0,90.044,0.104,89.94,-3510.646,4533.668,-27.566,1085.5,-1.939,1083.561,2689.602,
05/31/2012,2269.944,602.144,602.144,0.0,191.665,191.665,0.0,0.0,0.0,0.0,0.0,0.0,490.295,35.595,,,86.784,,396.616,1284.104,559.497,,,5.946,5.946,420.397,308.78,148.218,160.562,,24.833,985.84,,369.929,58.71,,,311.219,35.827,0.0,,,35.827,647.355,,,387.188,1053.111,90.167,34.315,55.852,55.852,225.236,,,,,21.599,203.637,315.403,1368.514,0.0,103.632,0.104,103.528,-3835.973,4667.702,-31.673,903.688,-2.258,901.43,2269.944,
08/31/2012,2868.322,1276.375,1276.375,0.0,198.279,198.279,0.0,0.0,0.0,0.0,0.0,0.0,463.336,26.341,0.0,,77.628,0.0,367.943,1937.99,571.629,1221.277,-649.648,5.946,5.946,352.757,252.379,103.345,149.034,,22.75,930.332,,399.753,74.872,0.0,0.0,324.881,638.588,0.0,,,638.588,616.698,0.0,0.0,362.143,1655.039,81.323,11.108,70.215,70.215,207.637,0.0,0.0,0.0,0.0,15.881,191.756,288.96,1943.999,0.0,93.874,0.104,93.77,-3878.612,4743.15,-30.034,928.378,-4.055,924.323,2868.322,
11/30/2012,2368.917,776.009,776.009,0.0,181.631,181.631,0.0,0.0,0.0,0.0,0.0,0.0,496.443,5.041,,,80.446,,435.913,1454.083,546.52,,,0.0,,368.314,249.347,103.558,145.789,,38.521,914.834,,387.352,63.202,60.717,,263.433,22.236,0.0,,,22.236,643.937,,,381.124,1053.525,75.562,15.517,60.045,60.045,219.801,,,,,16.096,203.705,295.363,1348.888,0.0,41.415,0.104,41.311,-3864.989,4876.645,-34.188,1018.883,1.146,1020.029,2368.917,
02/28/2013,2340.064,852.967,821.163,31.804,160.251,160.251,0.0,0.0,0.0,0.0,0.0,0.0,452.977,10.216,,,89.706,,392.891,1466.195,502.702,,,0.0,,371.167,241.081,103.829,137.252,,40.38,873.869,,367.837,76.017,,,291.82,20.08,0.0,,,20.08,624.39,,,363.721,1012.307,71.203,16.231,54.972,54.972,219.013,,,,,13.75,205.263,290.216,1302.523,0.0,43.704,0.104,43.6,-3860.036,4890.172,-37.246,1036.594,0.947,1037.541,2340.064,
05/31/2013,2392.954,891.056,776.739,114.317,197.952,197.952,0.0,0.0,0.0,0.0,0.0,0.0,443.197,4.594,,,83.436,,378.585,1532.205,503.609,,,,,357.14,237.23,104.023,133.207,,36.474,860.749,,379.634,77.033,19.442,,283.159,20.063,0.0,,,20.063,573.387,,,350.642,973.084,67.578,15.286,52.292,52.292,238.982,,,,,14.998,223.984,306.56,1279.644,0.0,29.385,0.104,29.281,-3848.759,4970.125,-38.584,1112.167,1.143,1113.31,2392.954,
08/31/2013,2997.947,1520.294,1414.485,105.809,215.401,215.401,0.0,0.0,0.0,0.0,0.0,0.0,413.961,30.359,0.0,,63.894,0.0,323.308,2149.656,472.614,1177.383,-704.769,43.941,43.941,331.736,235.812,103.62,132.192,,32.03,848.291,,419.829,73.123,0.0,0.0,346.706,628.05,0.0,,,628.05,522.436,0.0,0.0,309.176,1570.315,64.004,64.004,,,245.619,0.0,0.0,0.0,0.0,12.177,233.442,309.623,1879.938,0.0,0.104,0.104,0.0,-3824.758,4978.815,-36.563,1117.598,0.411,1118.009,2997.947,
11/30/2013,2463.03,916.866,788.13,128.736,195.965,195.965,0.0,0.0,0.0,0.0,0.0,0.0,420.272,3.508,,,63.791,0.0,364.605,1533.103,473.058,,,108.725,108.725,348.144,236.802,103.937,132.865,,47.551,929.927,,385.09,64.487,37.554,,283.049,21.214,0.0,,,21.214,532.964,,,309.8,939.268,54.567,54.567,,,258.25,,,,,13.327,244.923,312.817,1252.085,0.0,0.104,0.104,0.0,-3829.96,5073.968,-33.827,1210.285,0.66,1210.945,2463.03,
02/28/2014,2531.43,804.183,645.94,158.243,183.533,183.533,0.0,0.0,0.0,0.0,0.0,0.0,439.365,15.826,,,60.409,,358.781,1427.081,457.503,,,111.709,111.709,535.137,424.38,233.037,191.343,,50.348,1104.349,,392.53,64.29,,,328.24,30.781,0.0,,,30.781,585.293,,,328.394,1008.604,43.642,43.642,,,246.878,,,,,24.814,222.064,290.52,1299.124,0.0,0.104,0.104,0.0,-3880.394,5092.511,-30.024,1182.197,50.109,1232.306,2531.43,
05/31/2014,2530.858,807.755,638.796,168.959,183.474,183.474,0.0,0.0,0.0,0.0,0.0,0.0,415.18,1.701,,,68.409,,337.136,1406.409,447.968,,,105.681,105.681,570.8,457.115,259.672,197.443,,45.276,1124.449,,402.123,65.162,10.319,,326.642,31.093,0.0,,,31.093,514.871,,,296.625,948.087,39.756,39.756,,,273.881,,,,,32.219,241.662,313.637,1261.724,0.0,0.104,0.104,0.0,-3922.049,5157.935,-26.543,1209.447,59.687,1269.134,2530.858,
08/31/2014,3092.935,1416.285,1228.813,187.472,225.398,225.398,0.0,0.0,0.0,0.0,0.0,0.0,400.867,34.006,0.0,,37.335,0.0,282.99,2042.55,435.733,1158.755,-723.022,87.811,87.811,526.841,449.266,259.901,189.365,,40.24,1050.385,,427.514,63.907,0.0,0.0,363.607,609.506,0.0,,,609.506,506.38,0.0,0.0,280.562,1543.4,47.59,47.59,,,256.616,0.0,0.0,0.0,0.0,22.674,233.942,304.206,1847.606,0.0,0.104,0.104,0.0,-3936.607,5143.949,-27.32,1180.126,65.203,1245.329,3092.935,
11/30/2014,2422.288,790.663,584.976,205.687,238.998,238.998,0.0,0.0,0.0,0.0,0.0,0.0,391.555,13.917,,,36.137,,300.67,1421.216,418.088,,,73.56,73.56,509.424,422.718,248.932,173.786,,50.569,1001.072,,353.51,68.405,,,285.105,15.902,0.0,,,15.902,501.335,,,252.448,870.747,46.99,46.99,,,254.146,,,,,19.093,235.053,301.136,1171.883,0.0,0.104,0.104,0.0,-3947.352,5179.412,-40.618,1191.546,58.859,1250.405,2422.288,
02/28/2015,2405.941,759.823,566.078,193.745,224.404,224.404,0.0,0.0,0.0,0.0,0.0,0.0,428.511,55.113,,,50.4,,291.38,1412.738,402.92,,,75.096,75.096,515.187,416.4,248.632,167.768,,48.387,993.203,,380.475,72.294,,,308.181,15.664,0.0,,,15.664,523.815,,,262.387,919.954,45.157,45.157,,,251.599,,,,,25.715,225.884,296.756,1216.71,0.0,0.104,0.104,0.0,-3965.057,5152.466,-54.574,1132.939,56.292,1189.231,2405.941,
05/31/2015,2351.441,778.365,577.222,201.143,220.88,220.88,0.0,0.0,0.0,0.0,0.0,0.0,382.228,12.731,,,51.037,,290.829,1381.473,399.584,,,70.741,70.741,499.643,404.873,243.968,160.905,,43.733,969.968,,337.02,72.019,,,265.001,15.088,0.0,,,15.088,486.053,,,252.058,838.161,40.383,40.383,,,237.105,,,,,22.695,214.41,277.488,1115.649,0.0,0.104,0.104,0.0,-3962.717,5201.238,-59.923,1178.702,57.09,1235.792,2351.441,
08/31/2015,2201.064,698.381,503.705,194.676,191.945,191.945,0.0,0.0,0.0,0.0,0.0,0.0,332.974,38.371,0.0,,92.105,40.897,253.706,1223.3,370.281,1126.999,-756.718,95.815,95.815,511.668,390.434,247.19,143.244,,29.129,977.764,,344.947,64.1,0.0,0.0,280.847,14.08,14.08,,,,473.317,16.687,0.0,245.47,832.344,31.566,31.566,,,180.181,0.0,0.0,0.0,0.0,7.729,155.765,211.747,1044.091,0.0,0.104,0.104,0.0,-3928.419,5153.452,-80.579,1144.558,12.415,1156.973,2201.064,
11/30/2015,2046.578,676.778,419.766,257.012,206.206,206.206,0.0,0.0,0.0,0.0,0.0,0.0,302.007,26.795,,,89.19,0.0,275.212,1184.991,351.602,,,78.874,78.874,431.111,310.464,173.012,137.452,,31.457,861.587,,301.23,49.282,,,251.948,22.485,22.485,,,,427.776,17.581,,239.946,751.491,20.782,20.782,,,177.589,,,,,7.928,152.08,198.371,949.862,0.0,0.104,0.104,0.0,-3923.029,5092.995,-83.575,1086.495,10.221,1096.716,2046.578,
02/29/2016,2110.321,623.852,408.814,215.038,230.679,230.679,0.0,0.0,0.0,0.0,0.0,0.0,262.358,35.153,,0.0,99.616,0.0,227.205,1116.889,346.498,,,51.267,51.267,595.667,464.963,266.836,198.127,,31.088,993.432,,349.42,70.758,,,278.662,20.961,0.0,,,20.961,460.452,,,201.47,830.833,41.075,41.075,,,203.541,,,,,16.745,186.796,244.616,1075.449,0.0,0.104,0.104,0.0,-3916.516,5031.861,-90.87,1024.579,10.293,1034.872,2110.321,
05/31/2016,2037.626,603.827,361.526,242.301,180.508,180.508,0.0,0.0,0.0,0.0,0.0,0.0,280.655,29.165,,0.0,93.772,0.0,251.49,1064.99,343.094,,,39.323,39.323,590.219,466.521,265.765,200.756,,29.926,972.636,,305.16,56.297,,,248.863,19.514,19.514,,,,399.011,25.23,,213.986,723.685,42.597,42.597,,,199.415,,,,,16.924,157.261,242.012,965.697,0.0,0.104,0.104,0.0,-3915.279,5061.631,-82.286,1064.17,7.759,1071.929,2037.626,
08/31/2016,2012.906,661.91,464.024,197.886,209.747,209.747,0.0,0.0,0.0,0.0,0.0,0.0,217.068,19.287,0.0,,78.366,,197.781,1088.725,332.702,1070.347,-737.645,18.758,18.758,572.721,463.845,272.699,191.146,,30.51,924.181,,293.616,59.64,0.0,0.0,233.976,55.609,55.609,,,,366.252,31.169,0.0,178.16,715.477,35.186,35.186,,,185.649,0.0,0.0,0.0,0.0,16.323,138.157,220.835,936.312,0.0,0.104,0.104,0.0,-3868.341,5024.528,-85.957,1070.334,6.26,1076.594,2012.906,
11/30/2016,1955.243,634.666,517.274,117.392,234.676,234.676,0.0,0.0,0.0,0.0,0.0,0.0,212.347,25.058,,,68.703,0.0,187.289,1081.689,321.345,,,6.893,6.893,545.316,445.109,265.692,179.417,,31.504,873.554,,277.764,63.36,,,214.404,23.53,23.53,,,,379.812,28.808,,145.018,681.106,33.251,33.251,,,171.967,,,,,15.479,127.68,205.218,886.324,0.0,0.104,0.104,0.0,-3857.845,5018.613,-97.933,1062.939,5.98,1068.919,1955.243,
