Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,352.152008,,-278.200989,,73.951019,,-49.063,,,,24.888,-2.562,,3.983,,,-1.421,22.326,-8.809,13.517,0.0,,,13.517,,13.517,0.0,,13.517,13.517,,72.674998,0.186667,0.186667,,72.674998,0.186667,0.186667,0.186667,
06/30/1990,380.365997,,-297.006012,,83.359985,,-52.638,,,,30.722,-4.062,,4.661,,,-0.599,26.66,-10.588,16.072001,0.0,,,16.072,,16.072001,0.0,,16.072001,16.072001,,72.603004,0.222222,0.222222,,72.603004,0.222222,0.222222,0.222222,
09/30/1990,372.490997,,-293.169006,,79.321991,,-47.702,,,,31.620001,-3.149,,4.4,,,-1.251,28.471001,-11.376,17.094999,0.0,,,17.095,,17.094999,0.0,,17.094999,17.094999,,72.21825,0.235556,0.235556,,72.21825,0.235556,0.235556,0.235556,
12/31/1990,333.239014,,-261.388,,71.851014,,-45.77,,,,26.080999,-1.05,,3.702,,,-2.652,25.030999,-8.98,16.051001,0.0,,,16.050999,,16.051001,0.0,,16.051001,16.051001,,70.332752,0.226667,0.226667,0.226667,70.332752,0.226667,0.226667,0.226667,
03/31/1991,306.213013,,-242.080994,,64.132019,,-46.841,,,,17.291,-2.47,,3.193,,,-0.723,14.821,-5.809,9.012,22.341,,,-13.328999,,-13.329,0.0,,-13.329,-13.329,,71.151748,-0.186667,0.124444,,71.151748,-0.186667,0.124444,0.124444,
06/30/1991,339.222992,,-267.602997,,71.619995,,-48.366001,,,,23.254,-2.513,,2.82,,,-0.307,20.741,-8.274,12.467,0.0,,,12.467,,12.467,0.0,,12.467,12.467,,71.495998,0.173333,0.173333,,71.495998,0.173333,0.173333,0.173333,
09/30/1991,341.699005,,-272.63501,,69.063995,,-48.339001,,,,20.725,0.088,,2.836,,,-2.924,20.813,-8.108,12.705,0.0,,,12.705001,,12.705,0.0,,12.705,12.705,,71.637752,0.177778,0.177778,,71.637752,0.177778,0.177778,0.177778,
12/31/1991,315.397003,,-248.891998,,66.505005,,-48.873001,,,,17.632,-1.602,,2.691,,,-1.089,16.03,-5.221,10.809,0.0,,,10.809,,10.809,0.0,,10.809,10.809,,70.649996,0.151111,0.151111,0.151111,70.649996,0.151111,0.151111,0.151111,
03/31/1992,313.540985,,-249.776993,,63.763992,,-47.028,,,,16.736,-2.015,,2.794,,,-0.779,14.721,-5.715,9.006,0.0,,,9.006,,9.006,0.0,,9.006,9.006,,69.923249,0.128889,0.128889,,69.923249,0.128889,0.128889,0.128889,
06/30/1992,338.549988,,-268.385986,,70.164001,,-47.564999,,,,22.599001,-38.093001,,4.4,,,33.693001,-15.494,6.014,-9.48,0.0,,,-9.48,,-9.48,0.0,,-9.48,-9.48,,69.82875,-0.137778,-0.137778,,69.82875,-0.137778,-0.137778,-0.137778,
09/30/1992,338.862,,-269.43399,,69.428009,,-48.619999,,,,20.808001,-3.626,,4.261,,,-0.635,17.182,-6.667,10.515,0.0,,,10.515001,,10.515,0.0,,10.515,10.515,,69.239252,0.151111,0.151111,,69.239252,0.151111,0.151111,0.151111,
12/31/1992,316.023987,,-246.942001,,69.081986,,-44.536999,,,,24.545,-2.265,,3.009,,,-0.744,22.28,-8.035,14.245,0.0,,,14.245,,14.245,0.0,,14.245,14.245,,68.011877,0.208889,0.208889,0.208889,68.011877,0.208889,0.208889,0.208889,
03/31/1993,312.312988,,-249.100006,,63.212982,,-44.499001,,,,18.714001,-1.691,,2.84,,,-1.149,17.023001,-6.257,10.766,0.0,,,10.766001,,10.766,0.0,,10.766,10.766,,67.934252,0.16,0.16,,67.934252,0.16,0.16,0.16,
06/30/1993,337.692993,,-266.615997,,71.076996,,-45.477001,,,,25.6,-1.084,,2.796,,,-1.712,24.516,-8.79,15.726,0.0,,,15.726,,15.726,0.0,,15.726,15.726,,68.02425,0.231111,0.231111,,68.02425,0.231111,0.231111,0.231111,
09/30/1993,337.924011,,-271.161011,,66.763,,-44.612999,,,,22.15,-1.077,,2.872,,,-1.795,21.073,-8.311,12.762,0.0,,,12.762,,12.762,0.0,,12.762,12.762,,68.161501,0.186667,0.186667,,68.161501,0.186667,0.186667,0.186667,
12/31/1993,322.274994,,-259.091003,,63.183991,,-43.792,,,,19.392,-2.186,,2.888,,,-0.702,17.206,-7.567,9.639,0.0,,,9.639,,9.639,0.0,,9.639,9.639,,67.914,0.142222,0.142222,0.142222,67.914,0.142222,0.142222,0.142222,
03/31/1994,331.704987,,-268.062012,,63.642975,,-48.816002,,,,14.827,-2.374,,3.326,,,-0.952,12.453,-5.044,7.409,0.0,,,7.409,,7.409,0.0,,7.409,7.409,,67.614751,0.111111,0.111111,,67.614751,0.111111,0.111111,0.111111,
06/30/1994,428.729004,,-336.911011,,91.817993,,-62.894001,,,,28.924,-3.795,,6.023,,,-2.228,25.129,-9.463,15.666,0.0,,,15.666,,15.666,0.0,,15.666,15.666,,67.770002,0.231111,0.231111,,67.770002,0.231111,0.231111,0.231111,
09/30/1994,451.108002,,-353.118988,,97.989014,,-65.508003,,,,32.480999,-6.53,,7.623,,,-1.093,25.950999,-9.949,16.002001,0.0,,,16.001999,,16.002001,0.0,,16.002001,16.002001,,67.99275,0.235556,0.235556,,67.99275,0.235556,0.235556,0.235556,
12/31/1994,441.924011,,-340.010986,,101.913025,,-68.255997,,,,33.657001,-5.963,,7.199,,,-1.236,27.694001,-10.838,16.856001,0.0,,,16.856001,,16.856001,0.0,,16.856001,16.856001,,68.00175,0.248889,0.248889,0.248889,68.00175,0.248889,0.248889,0.248889,
03/31/1995,432.578003,,-335.362,,97.216003,,-68.597,,,,28.618999,-6.722,,6.993,,,-0.271,21.896999,-8.622,13.275,0.0,,,13.275,,13.275,0.0,,13.275,13.275,,68.114252,0.193333,0.193333,0.193333,68.114252,0.193333,0.193333,0.193333,
06/30/1995,451.479004,,-344.704987,,106.774017,,-67.875,,,,38.898998,-6.319,,7.037,,,-0.718,32.579998,-12.463,20.117001,0.0,,,20.116998,,20.117001,0.0,,20.117001,20.117001,,68.899499,0.293333,0.293333,0.293333,68.899499,0.293333,0.293333,0.293333,
09/30/1995,453.343994,,-349.265991,,104.078003,,-65.944,,,,38.133999,-3.019,,6.699,,,-3.68,35.114999,-13.086,22.028999,0.0,,,22.028999,,22.028999,0.0,,22.028999,22.028999,,69.3675,0.32,0.32,0.32,69.3675,0.32,0.32,0.32,
12/31/1995,444.908997,,-335.752991,,109.156006,,-71.860001,,,,37.296001,-5.42,,6.184,,,-0.764,31.876001,-10.96,20.916,0.0,,,20.916001,,20.916,0.0,,20.916,20.916,,68.65425,0.306667,0.306667,0.306667,68.65425,0.306667,0.306667,0.306667,
03/31/1996,436.463013,,-332.003998,,104.459015,,-70.486,,,,33.973,-4.493,,5.862,,,-1.369,29.48,-11.272,18.208,0.0,,,18.207999,,18.208,0.0,,18.208,18.208,,68.28075,0.266667,0.266667,0.266667,68.670001,0.266667,0.266667,0.266667,
06/30/1996,466.230988,,-351.654999,,114.575989,,-70.999001,,,,43.577,-8.558,,5.768,,,2.79,35.019,-12.915,22.104,0.0,,,22.104,,22.104,0.0,,22.104,22.104,,67.66425,0.326667,0.326667,0.326667,68.951251,0.32,0.32,0.32,
09/30/1996,481.115997,,-364.858002,,116.257996,,-71.246002,,,,45.012001,-2.878,,5.911,,,-3.033,42.134001,-15.245,26.889,0.0,,,26.889001,,26.889,0.0,,26.889,26.889,,67.223252,0.4,0.4,0.4,68.395502,0.393333,0.393333,0.393333,
12/31/1996,463.921997,,-345.630005,,118.291992,,-74.700996,,,,43.591,-5.204,,5.879,,,-0.675,38.387,-13.478,24.909,0.0,,,24.909,,24.909,0.0,,24.909,24.909,,67.933502,0.366667,0.366667,0.366667,69.4065,0.36,0.36,0.36,
03/31/1997,467.333008,,-351.523987,,115.809021,,-74.814003,,,,40.994999,-5.249,,5.957,,,-0.708,35.745999,-13.101,22.645,0.0,,,22.644999,,22.645,0.0,,22.645,22.645,,68.366999,0.333333,0.333333,0.333333,69.056997,0.33,0.33,0.33,
06/30/1997,518.763,,-389.609009,,129.153991,,-77.902,,,,51.251999,-5.382,,5.986,,,-0.604,45.869999,-16.648001,29.222,0.0,,,29.221998,,29.222,0.0,,29.222,29.222,,68.650497,0.426667,0.426667,0.426667,69.460498,0.42,0.42,0.42,
09/30/1997,534.817993,,-405.197998,,129.619995,,-75.350998,,,,54.269001,-5.373,,6.046,,,-0.673,48.896001,-17.496,31.4,0.0,,,31.400001,,31.4,0.0,,31.4,31.4,,68.844,0.46,0.46,0.46,69.736502,0.45,0.45,0.45,
12/31/1997,515.916992,,-386.117004,,129.799988,,-79.714996,,,,50.084999,-4.76,,5.828,,,-1.068,45.324999,-15.821,29.504,0.0,,,29.503999,,29.504,0.0,,29.504,29.504,,68.313,0.43,0.43,0.43,69.397499,0.43,0.43,0.43,
03/31/1998,526.817,,-379.989,,146.828,0.0,-94.453,80.172,,14.281,52.375,-5.475,5.398,5.94,-0.542,,0.077,46.9,-17.001,29.899,,,,29.899,,29.899,,0.0,29.899,29.899,,68.3865,0.44,0.44,0.44,69.3075,0.433333,0.433333,0.433333,
06/30/1998,563.399,,-418.075989,,145.323011,,-83.054,,,,62.269,-5.639,,6.334,,,-0.695,56.63,-20.073,36.556999,0.0,,,36.557,,36.556999,0.0,,36.556999,36.556999,,68.466002,0.533333,0.533333,0.533333,69.397499,0.526667,0.526667,0.526667,
09/30/1998,393.229004,,-255.412003,,137.817001,,-85.214996,,,,52.602001,-4.677,7.142,7.142,,,-2.465,47.925001,-16.253,31.672001,-5.103,,,36.775001,,36.775002,0.0,,36.775002,36.775002,,68.669998,0.54,0.46,0.46,69.406998,0.53,0.46,0.46,
12/31/1998,397.249,,-256.221,,141.028,0.0,-87.775,,,,53.253,-6.409,5.425,5.452,-5.706001,,6.663001,46.844,-16.551,30.293,-4.914,,,35.207,,35.207,0.0,0.0,35.207,35.207,,68.496,0.51,0.44,0.44,69.192,0.51,0.44,0.44,
03/31/1999,400.046,,-261.256,,138.79,,-85.936,,,,52.854,-2.687,4.621,7.888,-3.267,,-1.934,50.167,-17.732,32.435,-1.231,,,33.666,0.0,33.666,0.0,,33.666,33.666,,68.218,0.5,0.5,0.5,68.781,0.49,0.49,0.49,
06/30/1999,405.268005,,-265.337006,,139.931,,-82.390999,,,,57.540001,-1.739,,9.054,,,-7.315,55.801001,-19.702999,36.098,-3.213,,,39.311002,0.0,39.311001,0.0,,39.311001,39.311001,,67.889999,0.58,0.53,0.53,68.511002,0.57,0.53,0.53,
09/30/1999,384.192993,,-270.683014,,113.509979,,-81.190002,,,,32.32,-4.015,,6.068,,,-2.053,28.305,-9.958,18.347,-4.008,,,22.355,0.0,22.355,0.0,,22.355,22.355,,67.346001,0.33,0.27,0.45,67.852997,0.33,0.27,0.45,
12/31/1999,364.15,,-259.727,,104.423,,-77.583,,,,26.84,-5.318,,4.844,-5.628,,6.102,21.522,-7.504,14.018,-5.22,,,19.238,0.0,19.238,0.0,0.0,19.238,19.238,,64.47,0.22,0.22,0.22,64.695,0.22,0.22,0.22,
03/31/2000,383.796,,-254.106,,129.69,0.0,-81.653,68.374,,13.279,48.037,-5.487,5.633,6.15,-0.517,,-0.146,42.55,-14.89,27.66,,,,27.66,,27.66,0.0,0.0,27.66,27.66,,61.656,0.45,0.45,0.45,61.936,0.45,0.45,0.45,
06/30/2000,387.962,,-251.478,,136.484,0.0,-81.633,68.174,,13.459,54.851,18.731,5.504,5.763,-0.259,,-24.235,73.582,-25.758,47.824,,,,47.824,,47.824,,0.0,47.824,47.824,,60.703,0.79,0.79,0.79,61.341,0.78,0.78,0.78,
09/30/2000,363.093,,-245.043,,118.05,0.0,-80.37,65.995,,14.375,37.68,-4.746,4.801,5.077,-0.276,,-0.055,32.934,-11.525,21.409,,,,21.409,,21.409,,0.0,21.409,21.409,,60.674,0.35,0.35,0.35,61.168,0.35,0.35,0.35,
12/31/2000,356.34,,-235.525,,120.815,,-77.359,,,,43.456,-2.163,4.574,4.574,,,-2.411,41.293,-14.458,26.835,0.0,,,26.835,0.0,26.835,0.0,0.0,26.835,26.835,,60.897,0.44,0.44,0.44,60.897,0.44,0.44,0.44,
03/31/2001,379.28299,,-259.826996,,119.455994,,-82.121002,,,,37.334999,-6.137,,4.779,-0.355,,1.713,31.197999,-10.919,20.278999,0.0,,,20.279,0.0,20.278999,0.0,0.0,20.278999,20.278999,,60.212002,0.34,0.34,0.41,60.773998,0.33,0.33,0.4,
06/30/2001,409.033997,,-279.01001,,130.023987,,-74.836998,,,,55.187,-5.244,,5.151,-0.118,,0.211,49.943,-17.48,32.463001,0.0,,,32.463001,0.0,32.463001,0.0,0.0,32.463001,32.463001,,59.611,0.54,0.54,0.54,60.240002,0.54,0.54,0.54,
09/30/2001,426.212006,,-295.114014,,131.097992,,-84.174004,,,,46.924,-20.176,,5.985,-0.407,,14.598,26.748,-8.879,17.868999,0.0,,,17.869,0.0,17.868999,0.0,0.0,17.868999,17.868999,,59.655998,0.3,0.3,0.44,60.474998,0.3,0.3,0.44,
12/31/2001,372.651,,-258.586,,114.065,,-81.827,,,,32.238,-4.31,5.089,5.272,-0.183,,-0.779,27.928,-9.919,18.009,0.0,,,18.009,0.0,18.009,0.0,0.0,18.009,18.009,,59.974,0.3,0.3,0.3,59.974,0.3,0.3,0.3,
03/31/2002,371.545013,,-255.419998,,116.125015,,-79.310997,,,,36.813999,-5.773,,4.491,-0.45,,1.732,31.040999,-10.244,20.797001,28.076,,,-7.279002,0.0,-7.279,0.0,0.0,-7.279,-7.279,,59.785999,-0.12,0.35,0.35,60.188,-0.12,0.35,0.35,
06/30/2002,391.613,,-265.969,,125.644,0.0,-82.345,82.345,,0.0,43.299,-3.635,3.995,4.153,-0.158,,-0.36,39.664,-13.101,26.563,,,,26.563,,26.563,,0.0,26.563,26.563,,59.808,0.44,0.44,0.44,60.371,0.44,0.44,0.44,
09/30/2002,385.980988,,-273.178009,,112.802979,,-80.863998,,,,31.938999,-2.884,,4.229,-1.306,,-0.039,29.054999,-8.578,20.476999,0.0,,,20.476999,0.0,20.476999,0.0,0.0,20.476999,20.476999,,59.814999,0.34,0.34,0.34,60.07,0.34,0.34,0.34,
12/31/2002,367.208,,-359.984,,7.224,,-79.605,,,,-72.381,-2.926,3.657,4.027,-0.37,0.0,-0.731,-75.307,24.098,-51.209,0.0,,,-51.209,0.0,-51.209,0.0,0.0,-51.209,-51.209,73.345,59.573,-0.86,-0.86,0.37,59.662,-0.86,-0.86,0.37,
03/31/2003,376.470001,,-257.274994,,119.195007,,-91.015999,,,,28.179001,-3.92,,3.944,-0.189,,0.165,24.259001,-7.763,16.496,0.0,,,16.496001,0.0,16.496,0.0,0.0,16.496,16.496,,59.400002,0.28,0.28,0.28,59.455002,0.28,0.28,0.28,
