Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
04/04/1993,2861.908936,44.734001,44.734001,0.0,202.531006,,,448.058014,,,,,393.234985,,,,1088.557983,1333.411987,1855.925049,-522.513,0.0,439.938995,,,,439.938995,1773.350983,,95.323997,95.323997,,,392.056,,,,,,333.849007,,,333.849007,821.229004,174.251999,,,,,421.032013,,,,,,421.032013,595.284012,1416.513016,0.0,141.839996,,,0.0,,1303.55603,1445.396027,0.0,1445.396027,2861.909042,
07/04/1993,2641.61792,32.674999,32.674999,,120.735001,,,556.484985,,,,,143.507996,,,,853.403015,1353.175049,,,,435.040009,,,,435.040009,1788.215057,,81.555,81.555,,,276.561005,,,,,,240.560997,,,240.560997,598.677002,172.576996,,,,,426.700012,,,,,,426.700012,599.277008,1197.95401,,141.744003,,,0.0,,1301.920044,1443.664047,,1443.664047,2641.618057,
10/03/1993,2891.643066,45.450001,45.450001,0.0,319.165985,,,510.246002,,,,,94.706001,,,,969.567993,1410.666992,1974.651978,-563.984985,0.0,511.40799,,,,511.40799,1922.074982,,93.797997,93.797997,,,435.497009,,,,,,282.60099,,,282.60099,811.895996,162.535004,,,,,443.360992,,,,,,443.360992,605.895996,1417.791992,0.0,141.438004,,,0.0,,1332.412964,1473.850967,0.0,1473.850967,2891.64296,
12/31/1993,2855.091064,15.959,15.959,0.0,294.973999,,,453.441986,,,,,124.621002,,,,888.995972,1460.904053,2041.764038,-580.859985,0.0,505.19101,,,,505.19101,1966.095063,,125.657997,125.657997,,,350.595001,,,,,,337.591973,,,337.591973,813.844971,165.757004,,,,,463.144989,,,,,,463.144989,628.901993,1442.746964,0.0,141.117996,,,-118.962997,,1390.188949,1412.343948,0.0,1412.343948,2855.090912,
04/03/1994,2903.98999,31.014999,31.014999,0.0,252.751007,,,521.145996,,,,,127.433998,,,,932.346008,1471.885986,2074.895996,-603.01001,0.0,499.757996,,,,499.757996,1971.643982,,106.371002,106.371002,,,443.401001,,,,,,306.832977,,,306.832977,856.60498,159.123001,,,,,467.96701,,,,,,467.96701,627.090012,1483.694992,0.0,139.955994,,,-131.416,,1411.75499,1420.294983,0.0,1420.294983,2903.989975,
07/03/1994,2908.545898,15.678,15.678,0.0,161.130005,,,615.651978,,,,,132.492996,,,,924.953003,1482.197998,2104.665039,-622.46698,0.0,501.394989,,,,501.394989,1983.592987,,102.596001,102.596001,,,503.608002,,,,,,258.928993,,,258.928993,865.132996,159.042999,,,,,472.915009,,,,,,472.915009,631.958008,1497.091003,0.0,139.977005,,,-150.253006,,1421.731033,1411.455032,0.0,1411.455032,2908.546036,
10/02/1994,3054.532959,34.654999,34.654999,0.0,338.118011,,,581.737976,,,,,112.653,,,,1067.16394,1485.880005,2137.512939,-651.632996,0.0,501.489014,,,,501.489014,1987.369019,,114.833,114.833,,,532.713013,,,,,,296.389961,,,296.389961,943.935974,158.998001,,,,,486.992004,,,,,,486.992004,645.990005,1589.92598,0.0,139.757004,,,-157.798996,,1482.648972,1464.606979,0.0,1464.606979,3054.532959,
12/31/1994,2890.980957,26.738001,26.738001,0.0,331.670013,,,445.701996,,,,,144.556,,,,948.666016,1468.396973,2123.528992,-655.132019,0.0,473.917999,,,,473.917999,1942.314972,,115.428001,115.428001,,,324.737,,,,,,356.056007,,,356.056007,796.221008,157.227005,,,,,496.433014,,,,,,496.433014,653.660019,1449.881027,0.0,139.802002,,,-159.710999,,1461.008973,1441.099976,0.0,1441.099976,2890.981003,
04/02/1995,2882.826904,25.018999,25.018999,0.0,259.480988,,,512.044983,,,,,143.014008,,,,939.559021,1471.032959,2155.486084,-684.453003,0.0,472.234985,,,,472.234985,1943.267944,,95.776001,95.776001,,,307.096008,,,,,,354.554016,,,354.554016,757.426025,157.921005,,,,,498.455994,,,,,,498.455994,656.376999,1413.803024,0.0,139.332993,,,-159.932007,,1489.623047,1469.024033,0.0,1469.024033,2882.827057,
07/02/1995,2845.233887,31.914,31.914,0.0,159.315002,,,577.929016,,,,,148.923004,,,,918.080994,1445.03894,2152.547119,-707.507996,0.0,482.114014,,,,482.114014,1927.152954,,86.411003,86.411003,,,350.369995,,,,,,291.500008,,,291.500008,728.281006,154.089005,,,,,498.916992,,,,,,498.916992,653.005997,1381.287003,0.0,137.376999,,,-171.604004,,1498.17395,1463.946945,0.0,1463.946945,2845.233948,
10/01/1995,2988.916992,27.274,27.274,0.0,355.651001,,,525.627014,,,,,145.714996,,,,1054.266968,1462.296997,2198.679932,-736.382996,0.0,472.352997,,,,472.352997,1934.649994,,119.664001,119.664001,,,850.724976,,,,,,337.044983,,,337.044983,1307.43396,154.005005,,,,,504.829987,,,,,,504.829987,658.834991,1966.268951,0.0,138.554993,,,-674.22699,,1558.320007,1022.64801,0.0,1022.64801,2988.916962,
12/31/1995,2830.623047,32.346001,32.346001,0.0,326.023987,,,397.570007,,,,,166.382996,,,,922.322998,1436.009033,2190.386047,-754.377014,0.0,472.290985,,,,472.290985,1908.300018,,127.067001,127.067001,,,413.651001,,,,,,323.636978,,,323.636978,864.35498,357.033997,,,,,526.275024,,,,,,526.275024,883.309021,1747.664001,0.0,137.707001,,,-685.075989,,1630.328003,1082.959015,0.0,1082.959015,2830.623016,
03/31/1996,2798.839111,59.936001,59.936001,0.0,239.171997,,,447.256012,245.889999,30.872,170.494003,,148.578995,,,,894.942993,1437.360962,2228.561035,-791.200012,0.0,466.535004,425.960999,,,40.574005,1903.895966,,121.876999,121.876999,,,373.0,,,,,,306.424026,,,306.424026,801.301025,354.18399,,,,,532.40802,,,,,,532.40802,886.59201,1687.893036,0.0,133.317001,,,-686.859985,,1664.489014,1110.94603,0.0,1110.94603,2798.839066,
06/30/1996,2793.615967,48.228001,48.228001,0.0,183.410004,,,543.202026,249.837006,38.563,254.802002,,112.022003,,,,886.862,1442.128052,2246.918945,-804.791016,0.0,464.626007,424.442993,,,40.183014,1906.754059,,109.950996,109.950996,,,430.127991,,,,,,262.270988,,,262.270988,802.349976,354.173004,,,,,536.828003,,,,,,536.828003,891.001007,1693.350983,0.0,133.294998,,,-712.640015,,1679.609985,1100.264969,0.0,1100.264969,2793.615952,
09/30/1996,2966.716064,59.964001,59.964001,0.0,384.244995,,,491.760986,207.641006,37.226002,246.893997,,118.206001,,,,1054.176025,1450.240967,2281.447998,-831.20697,0.0,462.299011,421.484985,,,40.814026,1912.539978,,128.362,128.362,,,481.807007,,,,,,320.805969,,,320.805969,930.974976,338.752014,,,,,547.236023,,,,,,547.236023,885.988037,1816.963013,0.0,221.447998,,,-727.500977,,1655.805969,1149.752991,0.0,1149.752991,2966.716003,
12/31/1996,3184.795898,61.422001,61.422001,0.0,294.605988,,,474.977997,204.419006,31.444,239.115005,,155.223007,,,,986.229004,1601.89502,2422.702027,-820.807007,0.0,596.671997,565.961975,,,30.710022,2198.567017,,134.212997,134.212997,,,314.979004,,,,,,368.081986,,,368.081986,817.273987,655.289001,,,,,551.211975,,,,,,551.211975,1206.500976,2023.774963,0.0,222.382004,,,-759.695007,,1698.333984,1161.020981,0.0,1161.020981,3184.795944,
03/31/1997,3238.290039,77.283997,77.283997,0.0,245.651001,,,547.437988,272.813995,35.726002,238.897995,,150.854004,,,,1021.22699,1603.891968,2458.508057,-854.616028,0.0,613.171021,574.481018,,,38.690002,2217.062988,,122.004997,122.004997,,,316.665985,,,,,,402.662025,,,402.662025,841.333008,629.856018,,,,,577.763977,,,,,,577.763977,1207.619995,2048.953003,0.0,219.048996,,,-766.5,,1736.788025,1189.337021,0.0,1189.337021,3238.290024,
06/30/1997,3295.211914,26.438999,26.438999,0.0,214.029999,,,666.888,314.867004,40.27,311.751007,,150.992004,,,,1058.348999,1634.564941,2527.11792,-892.552979,0.0,602.297974,557.906982,,,44.390991,2236.862915,,145.272003,145.272003,,,335.57901,,,,,,381.359009,,,381.359009,862.210022,629.84198,,,,,598.763977,,,,,,598.763977,1228.605957,2090.815979,0.0,216.824997,,,-771.013977,,1758.584961,1204.395981,0.0,1204.395981,3295.21196,
09/28/1997,3496.874023,70.955002,70.955002,0.0,436.98999,,,605.517029,262.414001,40.655998,302.446991,,129.145996,,,,1242.608032,1647.730957,2572.033936,-924.302979,0.0,606.534973,553.594971,,,52.940002,2254.26593,,132.546997,132.546997,,,547.031982,,,,,,403.942017,,,403.942017,1083.520996,1029.146973,,,,,608.950012,,,,,,608.950012,1638.096985,2721.617981,0.0,215.764008,,,-1268.744019,,1828.236023,775.256012,0.0,775.256012,3496.873993,
12/31/1997,3291.236084,54.237,54.237,0.0,360.830994,,,505.524994,223.701996,36.014999,245.807999,,114.221001,,,,1034.813965,1648.237061,2587.22998,-938.992981,0.0,608.184998,551.848999,,,56.335999,2256.422058,,146.932007,146.932007,,,257.54599,,,,,,391.241974,,,391.241974,795.719971,1029.135986,,,,,613.578979,,,,,,613.578979,1642.714966,2438.434937,0.0,213.802002,,,-1267.860962,,1906.860962,852.802002,0.0,852.802002,3291.236938,
03/31/1998,3256.466064,59.617001,59.617001,0.0,279.29599,,,532.140991,265.80899,39.473999,226.858002,,128.097,,,,999.151001,1648.917969,2620.832031,-971.914001,0.0,608.396973,547.23999,,,61.156982,2257.314941,,131.378998,131.378998,,,215.0,,,,,,353.995026,,,353.995026,700.374023,1029.129028,,,,,621.901978,,,,,,621.901978,1651.031006,2351.405029,0.0,206.996002,,,-1253.595947,,1951.66095,905.061005,0.0,905.061005,3256.466034,
07/05/1998,3286.993896,33.631001,33.631001,0.0,230.442001,,,623.578003,251.339996,45.727001,326.510986,,137.985992,,,,1025.636963,1646.625,2649.000977,-1002.375977,0.0,614.731995,541.197021,,,73.534973,2261.356995,,100.746002,100.746002,,,286.898987,,,,,,333.516998,,,333.516998,721.161987,1029.120972,,,,,625.151978,,,,,,625.151978,1654.272949,2375.434937,0.0,208.371002,,,-1259.140991,,1962.328979,911.55899,0.0,911.55899,3286.993927,
10/04/1998,3475.149,40.163,40.163,0.0,433.995,433.995,,572.944,203.803,40.765,435.123,-106.747,165.374,,,,1212.476,1645.963,2665.537,-1019.574,0.0,616.71,534.074,,,82.636,2262.673,,134.295,134.295,,,328.954,,,,,,383.976,,,383.976,847.225,1029.117,,,,,631.767,,,,,,631.767,1660.884,2508.109,0.0,208.987,,,-1266.021,2113.395,-89.321,967.04,0.0,967.04,3475.149,
12/31/1998,3404.0979,39.023998,39.023998,0.0,451.324005,,,493.248993,209.962997,44.335999,322.125,-83.175003,150.369003,,,,1133.965942,1648.057983,2702.787109,-1054.729004,0.0,622.073975,530.463989,,,91.609985,2270.131958,,156.936996,156.936996,,,345.997009,,,,,,311.889969,,,311.889969,814.823975,879.103027,,,,,667.869995,,,,,,667.869995,1546.973022,2361.796997,0.0,209.945007,,,-1267.421997,,2099.778015,1042.301025,0.0,1042.301025,3404.098022,
04/04/1999,3103.461914,55.41,55.41,0.0,221.839005,221.839005,,568.067017,210.953995,97.530998,259.582001,-90.603996,180.348007,,,,1025.66394,1533.238037,2503.207031,-969.968994,0.0,544.559998,460.053986,,,84.506012,2077.798035,,119.190002,119.190002,,,66.241997,,,,,,388.752998,,,388.752998,574.184998,879.094971,,,,,626.836975,,,,,,626.836975,1505.931946,2080.116943,0.0,211.895996,,,-1485.572998,2381.14209,-84.120117,1023.344971,0.0,1023.344971,3103.461914,
07/04/1999,3258.912109,31.749001,31.749001,0.0,287.96701,287.96701,,656.770996,266.160004,73.536003,317.075012,-90.603996,205.026993,,,,1181.514038,1529.520996,2533.64209,-1004.120972,0.0,547.877014,457.447998,,,90.429016,2077.39801,,107.222,107.222,,,274.225006,,,,,,332.271011,,,332.271011,713.718018,878.47699,,,,,632.195984,,,,,,632.195984,1510.672974,2224.390991,0.0,211.694,,,-1496.482056,2398.342041,-79.032959,1034.521027,0.0,1034.521027,3258.912018,
10/03/1999,3427.731,42.896,42.896,0.0,508.399,508.399,,613.846,219.792,57.782,426.876,0.0,189.323,,,,1354.464,1530.316,2567.411,-1037.095,0.0,542.951,453.508,,,89.443,2073.267,,131.569,131.569,,,348.306,,,,,,379.178,,,379.178,859.053,878.347,,,,,658.934,,,,,,658.934,1537.281,2396.334,0.0,211.035,,,-1550.55,2450.49,-79.578,1031.397,0.0,1031.397,3427.731,
12/31/1999,3346.652,118.078,118.078,0.0,352.75,,,602.202,270.711,49.412,365.575,0.0,206.95,,,,1279.98,1510.46,2572.268,-1061.808,0.0,556.212,450.165,431.7,18.465,106.047,2066.672,,136.567,136.567,,,211.606,,,,,,364.656,,,364.656,712.829,878.213,,,,,656.983,,,,,,656.983,1535.196,2248.025,0.0,210.029,,,-1552.708,,2441.306,1098.627,0.0,1098.627,3346.652,
04/02/2000,3232.453,46.558,46.558,0.0,313.465,313.465,,618.774,248.541,48.116,368.112,0.0,189.477,,,,1168.274,1513.422,2597.645,-1084.223,0.0,550.757,446.428,,,104.329,2064.179,,88.591,88.591,,,177.054,,,,,,362.818,,,362.818,628.463,878.079,,,,,646.156,,,,,,646.156,1524.235,2152.698,0.0,209.216,,,-1608.169,2549.273,-70.565,1079.755,0.0,1079.755,3232.453,
07/02/2000,3280.936,35.2,35.2,0.0,261.281,261.281,,730.611,279.25,56.072,441.284,0.0,201.856,,,,1228.948,1507.518,2620.698,-1113.18,,544.47,441.668,,,102.802,2051.988,,132.099,132.099,,,277.943,,,,,,294.092,,,294.092,704.134,877.942,,,,,638.27,,,,,,638.27,1516.212,2220.346,0.0,205.617,,,-1623.909,2554.333,-75.451,1060.59,0.0,1060.59,3280.936,
10/01/2000,3547.896,44.31,44.31,0.0,565.252,565.252,,649.855,273.265,48.523,374.062,-45.995,242.911,,,,1502.328,1510.298,2655.627,-1145.329,0.0,535.27,437.439,,,97.831,2045.568,,135.686,135.686,,,458.607,,,,,,344.001,,,344.001,938.294,877.803,,,,,632.199,,,,,,632.199,1510.002,2448.296,0.0,204.871,,,-1654.29,2624.342,-75.323,1099.6,0.0,1099.6,3547.896,
12/31/2000,3447.764,31.969,31.969,0.0,379.68,,,605.173,263.658,47.866,338.749,-45.1,278.526,,,,1295.348,1585.388,2764.845,-1179.457,0.0,567.028,474.448,,,92.58,2152.416,,149.232,149.232,,,258.123,,,,,,359.546,,,359.546,766.901,877.654,,,,,628.173,,,,,,628.173,1505.827,2272.728,0.0,193.074,,,-1645.088,,2627.05,1175.036,0.0,1175.036,3447.764,
04/01/2001,3301.403,26.254,26.254,,308.519,308.519,,624.805,272.7,47.028,334.312,-29.235,160.724,,,,1120.302,1574.013,2787.063,-1213.05,,607.088,466.758,,,140.33,2181.101,,147.936,147.936,,,50.233,,,,,,375.107,,,375.107,573.276,877.51,,,,,619.794,,,,,,619.794,1497.304,2070.58,,188.165,,,-1620.366,2744.455,-81.431,1230.823,,1230.823,3301.403,
07/01/2001,3427.499,21.071,21.071,,256.517,256.517,,798.308,318.005,60.81,448.728,-29.235,169.419,,,,1245.315,1584.046,2836.23,-1252.184,,598.138,466.938,,,131.2,2182.184,,155.866,155.866,,,278.683,,,,,,320.351,,,320.351,754.9,877.415,,,,,627.277,,,,,,627.277,1504.692,2259.592,,186.995,,,-1683.682,2759.736,-95.142,1167.907,,1167.907,3427.499,
09/30/2001,3611.339,49.168,49.168,,548.409,548.409,,725.703,284.777,57.139,413.022,-29.235,144.935,,,,1468.215,1576.946,2858.974,-1282.028,,566.178,438.875,,,127.303,2143.124,,162.998,162.998,,,238.298,,,,,,459.26,,,459.26,860.556,876.981,,,,,632.192,,,,,,632.192,1509.173,2369.729,,185.709,,,-1693.706,2840.437,-90.83,1241.61,,1241.61,3611.339,
12/31/2001,3247.43,134.147,134.147,,361.726,,,512.134,160.343,51.184,354.1,,159.534,,,,1167.541,1534.901,2900.756,-1365.855,,544.988,429.128,388.7,40.428,115.86,2079.889,,133.049,133.049,,,7.926,,,,,,465.469,,,465.469,606.444,876.972,,,,,616.81,,,,,,616.81,1493.782,2100.226,,183.213,,,-1689.243,,2653.234,1147.204,,1147.204,3247.43,
03/31/2002,3324.544,220.026,220.026,,292.226,292.226,,559.556,212.494,52.459,346.981,0.0,173.868,,,,1245.676,1512.497,2896.366,-1383.869,,566.371,428.989,388.691,40.298,137.382,2078.868,,162.332,162.332,,,7.784,,,,,,404.892,,,404.892,575.008,876.979,,,,,613.641,,,,,,613.641,1490.62,2065.628,,177.264,,,-1656.391,2801.878,-63.835,1258.916,,1258.916,3324.544,
06/30/2002,3288.649,184.79,184.79,,279.543,279.543,,641.293,240.13,55.724,397.817,-52.378,150.916,,,,1256.542,1505.367,2928.944,-1423.577,,526.74,422.437,382.276,40.161,104.303,2032.107,,134.258,134.258,,,8.243,,,,,,383.729,,,383.729,526.23,868.485,,,,,601.396,,,,,,601.396,1469.881,1996.111,,177.664,,,-1646.064,2824.614,-63.676,1292.538,,1292.538,3288.649,
09/29/2002,3446.037,119.86,119.86,,676.847,676.847,,593.231,195.969,56.646,392.994,0.0,69.031,,,,1458.969,1476.06,2931.809,-1455.749,,511.008,418.057,378.035,40.022,92.951,1987.068,,131.607,131.607,,,8.532,,,,,,473.846,,,473.846,613.985,868.491,,,,,593.461,,,,,,593.461,1461.952,2075.937,,180.136,,,-1668.052,2903.792,-45.776,1370.1,,1370.1,3446.037,
12/31/2002,3480.551,297.743,297.743,,370.976,,,503.291,154.893,53.814,347.677,-53.093,91.608,,,,1263.618,1486.055,2903.019,-1416.964,,730.878,418.351,378.453,39.898,312.527,2216.933,,124.507,124.507,,,28.124,,,,,,394.215,,,394.215,546.846,851.8,,,,,710.202,,,,,,710.202,1562.002,2108.848,,180.543,,,-1808.227,,2999.387,1371.703,,1371.703,3480.551,
03/30/2003,3312.552,144.076,144.076,,296.003,296.003,,554.483,214.022,59.47,328.677,-47.686,100.612,,,,1095.174,1493.599,2941.303,-1447.704,,723.779,421.635,381.863,39.772,302.144,2217.378,,121.729,121.729,,,27.571,,,,,,380.27,,,380.27,529.57,851.329,,,,,715.336,,,,,,715.336,1566.665,2096.235,,180.361,,,-2008.336,3046.164,-1.872,1216.317,,1216.317,3312.552,
06/29/2003,3298.34,18.698,18.698,,230.38,230.38,,676.63,208.704,74.469,441.143,-47.686,153.364,,,,1079.072,1502.465,3007.185,-1504.72,,716.803,426.135,386.484,39.651,290.668,2219.268,,134.293,134.293,,,52.937,,,,,,334.336,,,334.336,521.566,850.738,,,,,722.21,,,,,,722.21,1572.948,2094.514,,181.029,,,-2051.009,3075.908,-2.102,1203.826,,1203.826,3298.34,
09/28/2003,3657.779,29.845,29.845,,537.67,537.67,,585.619,181.092,59.568,392.645,-47.686,91.316,,,,1244.45,1610.129,3140.65,-1530.521,,803.2,425.329,386.702,38.627,377.871,2413.329,,117.467,117.467,,,241.495,,,,,,395.969,,,395.969,754.931,966.289,,,,,707.659,,,,,,707.659,1673.948,2428.879,,181.773,,,-2102.176,3169.19,-19.887,1228.9,,1228.9,3657.779,
12/31/2003,3582.54,114.793,114.793,,407.612,,,492.859,158.859,53.744,327.415,,116.305,,,,1131.569,1661.939,3227.023,-1565.084,,789.032,427.471,388.96,38.511,361.561,2450.971,,132.222,132.222,,,12.509,,,,,,441.079,,,441.079,585.81,968.499,,,,,748.365,,,,,,748.365,1716.864,2302.674,,183.984,,,-2147.441,3263.988,-20.665,1279.866,,1279.866,3582.54,
04/04/2004,3640.963,235.372,235.372,,273.448,273.448,,551.826,191.414,67.234,357.306,-64.128,123.794,,,,1184.44,1677.147,3273.831,-1596.684,,779.376,426.923,388.469,38.454,352.453,2456.523,,153.299,153.299,,,28.375,,,,,,412.638,,,412.638,594.312,971.418,,,,,755.37,,,,,,755.37,1726.788,2321.1,,189.589,,,-2158.58,3321.05,-32.196,1319.863,,1319.863,3640.963,
07/04/2004,3607.829,19.475,19.475,,256.657,256.657,,721.503,225.112,87.612,472.907,-64.128,177.786,,,,1175.421,1670.862,3304.282,-1633.42,,761.546,413.137,374.803,38.334,348.409,2432.408,,160.822,160.822,,,100.589,,,,,,377.958,,,377.958,639.369,969.561,,,,,683.616,,,,,,683.616,1653.177,2292.546,,377.052,,,-2255.259,3238.544,-45.054,1315.283,,1315.283,3607.829,
