Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Inventories,Other Current Assets,Total Current Assets,LT Investments & LT Receivables,Net Fixed Assets,Gross Fixed Assets,Accumulated Depreciation,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,Short-Term Borrowings,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1989,,0.476,0.0,8.618,23.660999,3.489,36.243999,0.0,22.764,30.754,-7.99,1.091,23.855,60.098999,,7.924,6.254,4.323,18.500999,10.175,2.25,12.425,30.926,0.0,0.0,20.798,8.375,29.173,60.099,
12/31/1989,,0.545,0.0,12.996,20.291,2.678,36.509998,0.0,23.125,31.711,-8.586,0.769,23.894,60.403999,,6.896,6.254,5.248,18.398001,9.872,2.25,12.122,30.52,0.0,0.0,20.798,9.086,29.884001,60.404001,
03/31/1990,,0.113,0.0,12.164,25.136999,2.55,39.964001,0.0,22.889999,32.056,-9.166,0.78,23.669999,63.633999,,9.369,5.262,6.064,20.695,9.684,2.25,11.934,32.629,0.0,0.0,20.819,10.186,31.005,63.634,
06/30/1990,,0.499022,0.0,10.516551,26.566788,3.258172,40.840534,0.0,22.905127,32.597809,-9.692683,0.726556,23.631683,64.472214,,6.294,8.928815,6.710354,21.933168,8.953576,2.522,11.475576,33.408744,0.0,0.0,20.819689,10.243642,31.063331,64.472075,
09/30/1990,,0.044,0.0,12.993,27.546,3.367,43.950001,0.0,23.028,33.382,-10.354,0.752,23.78,67.730003,,8.988,9.41,6.561,24.959,8.795,2.522,11.317,36.276,0.0,0.0,20.862,10.592,31.454,67.729999,
12/31/1990,,0.187,0.0,18.667999,30.046,3.365,52.265999,0.0,23.115,34.118999,-11.004,0.754,23.869,76.135002,,10.354,14.185,7.013,31.552,8.697,2.522,11.219,42.771,0.0,0.0,20.862,12.502,33.363999,76.134999,
03/31/1991,,0.467,0.0,16.528999,30.943001,3.356,51.294998,0.0,23.653,35.327999,-11.675,0.832,24.485,75.779999,,8.399,11.252,7.23,26.881001,8.568,2.522,11.09,37.971,0.0,0.0,23.983999,13.825,37.808999,75.779999,
06/30/1991,,17.401245,0.0,13.759736,30.787981,4.670709,66.619675,0.0,26.114819,38.440544,-12.325725,2.377334,28.492153,95.111824,,9.873257,0.209525,9.652703,19.735485,30.97595,2.493,33.46895,53.204435,0.0,0.0,27.139132,14.768253,41.907385,95.11182,
09/30/1991,,12.434,0.0,17.879999,32.926998,4.878,68.119003,0.0,28.143,41.123001,-12.98,3.82,31.963,100.082001,,13.954,0.21,9.159,23.323,30.934,2.493,33.427,56.75,0.0,0.0,27.517,15.815,43.332,100.082,
12/31/1991,,9.391,0.0,21.145,30.289,4.74,65.565002,0.0,30.448999,44.16,-13.711,3.103,33.551999,99.116997,,11.754,0.21,9.583,21.547001,30.889999,2.493,33.382999,54.93,0.0,0.0,27.643999,16.542999,44.186998,99.116999,
03/31/1992,,12.636,0.0,11.972,34.117001,5.052,63.777,0.0,31.441,45.905998,-14.465,2.89,34.331,98.108002,,13.393,30.209999,9.2,52.803001,0.847,2.493,3.34,56.143001,0.0,0.0,27.782,14.183,41.964999,98.108001,
06/30/1992,,11.738739,0.0,8.60262,25.476727,7.364208,53.182293,0.0,32.337193,47.480545,-15.14335,1.747574,34.084767,87.267059,,6.140268,30.200834,4.672732,41.013836,0.543152,2.866343,3.409495,44.423331,0.0,0.0,29.984467,12.859265,42.843732,87.267063,
09/30/1992,,7.82,0.0,11.577,26.908001,7.512,53.817001,0.0,31.67,47.498001,-15.828,2.126,33.796,87.612999,,6.369,30.18,4.619,41.167999,0.834,2.553,3.387,44.554999,0.0,0.0,30.118,12.94,43.058,87.612999,
12/31/1992,,3.87,0.0,13.154,28.458,7.337,52.819,0.0,32.554001,49.213001,-16.659,1.407,33.961001,86.779999,,6.352,30.159,3.752,40.263,0.811,2.553,3.364,43.627,0.0,0.0,30.118,13.035,43.153,86.78,
03/31/1993,,18.805,0.0,6.332,23.719,7.259,56.115002,0.0,32.278999,49.757999,-17.479,1.433,33.711999,89.827003,,3.712,0.138,7.12,10.97,30.787001,2.553,33.340001,44.310001,0.0,0.0,30.136,15.381,45.516999,89.827,
06/30/1993,,25.048,0.0,7.784,22.299999,4.876,60.007999,0.0,32.099998,50.028,-17.927999,1.375,33.474998,93.483002,,4.301,0.148,4.188,8.637,30.497999,2.85,33.347999,41.984999,0.0,0.0,30.851,20.646999,51.497999,93.482998,
09/30/1993,,22.649,0.0,9.024,25.024,5.334,62.030998,0.0,31.898001,50.646999,-18.749001,1.356,33.254001,95.285004,,6.525,0.129,3.904,10.558,30.726999,1.863,32.589999,43.147999,0.0,0.0,31.103001,21.034,52.137001,95.285,
