Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2011,2326.585,2326.585,-2119.36,2119.36,207.225,0.0,-48.126,16.818,16.818,,31.308,0.0,159.099,-19.077,16.119,16.204,-0.085,,-0.74,3.698,140.022,-49.011,49.489,-0.478,,91.011,0.0,0.0,0.0,91.011,-6.317,84.694,0.0,0.0,84.694,87.0977,2.4037,106.614,0.795,0.795,0.816944,107.266,0.79,0.79,0.812409,
06/30/2011,2967.133,2967.133,-2586.44,2586.44,380.693,0.0,-50.514,18.682,18.682,,31.832,0.0,330.179,-16.385,14.536,15.193,-0.657,,-0.467,2.316,313.794,-111.961,115.051,-3.09,,201.833,0.0,0.0,0.0,201.833,-9.598,192.235,0.0,0.0,192.235,193.7404,1.5054,106.73,1.8,1.8,1.815238,107.34,1.79,1.79,1.804024,
09/30/2011,5173.398,5173.398,-4217.81,4217.81,955.588,0.0,-86.381,43.141,43.141,,43.24,0.0,869.207,-33.438,24.87,25.074,-0.204,,-0.532,9.1,835.769,-304.758,296.67,8.088,,531.011,0.0,0.0,0.0,531.011,-7.923,523.088,0.0,0.0,523.088,532.838,9.75,209.583,2.5,2.5,2.542372,210.579,2.48,2.48,2.526301,
12/31/2011,4972.412,4972.412,-4504.549,4504.549,467.863,0.0,-94.8,41.473,41.473,,53.327,0.0,373.063,-20.953,21.514,21.852,-0.338,,-0.561,0.0,352.11,-116.261,,,,235.849,0.0,0.0,0.0,235.849,-12.469,223.38,0.0,0.0,223.38,226.9459,3.5659,209.319,1.07,1.07,1.084211,210.159,1.06,1.06,1.076968,
03/31/2012,4931.738,4931.738,-4428.544,4428.544,503.194,0.0,-83.63,27.528,27.528,,56.102,0.0,419.564,-32.138,32.855,33.315,-0.46,,-0.717,0.0,387.426,-140.406,142.87,-2.464,,247.02,0.0,0.0,0.0,247.02,-5.324,241.696,0.0,0.0,241.696,241.696,0.0,208.531,1.16,1.16,1.16,209.138,1.16,1.16,1.16,
06/30/2012,4806.681,4806.681,-3904.49,3904.49,902.191,0.0,-89.054,32.106,32.106,,56.948,0.0,813.137,-25.049,26.261,26.942,-0.681,,-0.886,-0.326,788.088,-285.718,285.937,-0.219,,502.37,0.0,0.0,0.0,502.37,-8.871,493.499,0.0,0.0,493.499,493.2871,-0.2119,205.727,2.4,2.4,2.397775,206.481,2.39,2.39,2.388974,
09/30/2012,5204.798,5204.798,-4132.595,4132.595,1072.203,0.0,-93.899,28.787,28.787,,65.112,0.0,978.304,-18.032,18.884,21.103,-2.219,,-0.852,0.0,960.272,-349.622,324.211,25.411,,610.65,0.0,0.0,0.0,610.65,-10.277,600.373,0.0,0.0,600.373,600.373,0.0,203.557,2.95,2.95,2.95,204.434,2.94,2.94,2.94,
12/31/2012,5147.507,5147.507,-4369.98,4369.98,777.527,0.0,-104.386,39.68,39.68,,64.706,0.0,673.141,-20.932,21.4,22.826,-1.426,,-0.468,0.0,652.209,-252.216,,,,399.993,0.0,0.0,0.0,399.993,-8.389,391.604,0.0,0.0,391.604,391.604,0.0,203.458,1.92,1.92,1.92,204.453,1.92,1.92,1.92,
03/31/2013,4707.789,4707.789,-4057.634,4057.634,650.155,0.0,-100.96,29.198,29.198,,71.762,0.0,549.195,-19.73,19.789,21.32,-1.531,,-0.059,0.0,529.465,-186.094,206.627,-20.533,,343.371,0.0,0.0,0.0,343.371,-9.702,333.669,0.0,0.0,333.669,333.669,0.0,203.515,1.64,1.64,1.64,204.217,1.63,1.63,1.63,
06/30/2013,5298.848,5298.848,-4734.35,4734.35,564.498,0.0,-104.492,34.0,34.0,,70.492,0.0,460.006,-42.214,19.016,19.794,-0.778,,1.089,22.109,417.792,-152.043,143.439,8.604,,265.749,0.0,0.0,0.0,265.749,-8.768,256.981,0.0,0.0,256.981,264.46185,7.48085,201.543,1.27,1.27,1.312186,201.905,1.27,1.27,1.307051,
09/30/2013,5327.122,5327.122,-5066.308,5066.308,260.814,0.0,-111.064,28.937,28.937,,82.127,0.0,149.75,-12.313,12.472,13.954,-1.482,,-0.159,0.0,137.437,-48.528,-10.454,58.982,,88.909,0.0,0.0,0.0,88.909,-6.619,82.29,0.0,0.0,82.29,82.29,0.0,199.098,0.41,0.41,0.41,199.509,0.41,0.41,0.41,
12/31/2013,4826.801,4826.801,-4624.785,4624.785,202.016,0.0,-114.893,35.828,35.828,,79.065,0.0,87.123,-12.418,11.217,12.982,-1.765,,1.201,0.0,74.705,-4.911,,,,69.794,0.0,0.0,0.0,69.794,-6.892,62.902,0.0,0.0,62.902,62.902,0.0,198.371,0.32,0.32,0.32,199.311,0.31,0.31,0.31,
03/31/2014,4791.053,4791.053,-4412.586,4412.586,378.467,0.0,-107.471,26.923,26.923,,80.548,0.0,270.996,-19.42,10.942,12.347,-1.405,,0.801,7.677,251.576,-87.614,93.293,-5.679,,163.962,0.0,0.0,0.0,163.962,-11.901,152.061,0.0,-0.466,151.595,156.58505,4.99005,198.297,0.76,0.76,0.789649,198.924,0.76,0.76,0.785085,
06/30/2014,5372.6,5372.6,-4946.5,4946.5,426.1,0.0,-129.755,28.365,28.365,,101.39,0.0,296.345,-9.86,8.952,10.136,-1.184,,0.908,0.0,286.485,-101.332,109.171,-7.839,,185.153,0.0,0.0,0.0,185.153,-8.724,176.429,0.0,-0.475,175.954,196.104,20.15,198.139,0.89,0.89,0.989729,198.38,0.89,0.89,0.989729,
09/30/2014,5317.555,5317.555,-4906.85,4906.85,410.705,0.0,-108.094,27.149,27.149,,80.945,0.0,302.611,-11.837,10.034,11.038,-1.004,,1.247,0.556,290.774,-103.216,91.867,11.349,,187.558,0.0,0.0,0.0,187.558,-12.552,175.006,0.0,-0.471,174.535,174.8964,0.3614,197.261,0.88,0.88,0.886624,197.535,0.88,0.88,0.88183,
12/31/2014,4283.119,4283.119,-4186.504,4186.504,96.615,0.0,-451.033,32.172,32.172,,100.498,318.363,-354.418,-6.917,9.288,10.125,-0.837,,-0.949,-1.422,-361.335,150.99,40.503,-191.493,,-210.345,0.0,0.0,0.0,-210.345,-11.859,-222.204,0.0,0.592,-221.612,-209.5363,12.0757,195.31,-1.13,-1.13,-1.07284,195.31,-1.13,-1.13,-1.07284,
03/31/2015,3006.626,3006.626,-2508.423,2508.423,498.203,0.0,-109.581,29.569,29.569,,80.012,0.0,388.622,-16.233,9.192,10.154,-0.962,,7.807,-0.766,372.389,-129.728,139.198,-9.47,0.0,242.661,0.0,0.0,0.0,242.661,-15.785,226.876,0.0,-0.644,226.232,225.7341,-0.4979,195.069,1.16,1.16,1.157201,195.121,1.16,1.16,1.157201,
06/30/2015,3701.912,3701.912,-2998.16,2998.16,703.752,0.0,-113.92,26.117,26.117,,87.803,0.0,589.832,-9.655,9.791,10.559,-0.768,,-0.631,0.495,580.177,-206.99,155.377,51.613,,373.187,0.0,0.0,0.0,373.187,-12.363,360.824,0.0,-1.036,359.788,360.10975,0.32175,191.355,1.88,1.88,1.881894,191.454,1.88,1.88,1.881681,
09/30/2015,3585.823,3585.823,-3144.708,3144.708,441.115,0.0,-118.51,30.746,30.746,,87.764,0.0,322.605,-1.932,10.429,11.102,-0.673,,-1.269,-7.228,320.673,-110.066,215.381,-105.315,,210.607,0.0,0.0,0.0,210.607,-14.285,196.322,0.0,-0.567,195.755,191.0568,-4.6982,187.208,1.05,1.05,1.020559,187.344,1.04,1.04,1.014922,
12/31/2015,2943.559,2943.559,-2875.279,2875.279,68.28,0.0,-124.986,34.414,34.414,,90.572,0.0,-56.706,-7.965,10.669,11.657,-0.988,,-2.169,-0.535,-64.671,40.724,42.24,-82.964,,-23.947,0.0,0.0,0.0,-23.947,-19.974,-43.921,0.0,-2.306,-46.227,-46.57345,-0.34645,181.46,-0.24,-0.24,-0.25666,181.46,-0.24,-0.24,-0.25666,
03/31/2016,2018.724,2018.724,-1821.625,1821.625,197.099,0.0,-113.501,25.621,25.621,,87.88,0.0,83.598,-17.9,12.012,12.087,-0.075,,-2.765,8.653,65.698,-22.308,-24.354,46.662,,43.39,0.0,0.0,0.0,43.39,-22.137,21.253,0.0,-0.216,21.037,26.66145,5.62445,176.737,0.12,0.12,0.150854,176.784,0.12,0.12,0.150854,
06/30/2016,2714.638,2714.638,-2361.018,2361.018,353.62,0.0,-774.162,29.655,29.655,,90.423,654.084,-420.542,-9.973,13.724,14.251,-0.527,,-3.623,-0.128,-430.515,38.045,-18.012,-20.033,,-392.47,0.0,0.0,0.0,-392.47,-16.898,-409.368,0.0,-0.216,-409.584,123.7487,533.3327,175.865,-2.33,-2.33,0.703657,175.865,-2.33,-2.33,0.702626,
09/30/2016,2847.27,2847.27,-2342.149,2342.149,505.121,0.0,-380.356,32.994,32.994,,91.13,256.232,124.765,-14.898,18.772,19.55,-0.778,0.0,-3.767,-0.107,109.867,-22.196,10.094,12.102,,87.671,0.0,0.0,0.0,87.671,-13.174,74.497,0.0,-0.275,74.222,74.1921,-0.0299,175.871,0.42,0.42,0.421855,175.993,0.42,0.42,0.41983,
12/31/2016,2955.068,2955.068,-1693.065,1693.065,1262.003,0.0,-1152.406,37.66,37.66,,93.594,1021.152,109.597,-26.181,25.193,26.304,-1.111,,-4.058,5.046,83.416,-12.952,-46.909,59.861,,70.464,0.0,0.0,0.0,70.464,-17.299,53.165,0.0,-0.296,52.869,65.84365,12.97465,175.931,0.30051,0.30051,0.374258,175.931,0.30051,0.30051,0.374258,
03/31/2017,3080.483,3080.483,-2652.999,2652.999,427.484,0.0,-461.02,57.255,57.255,,96.04,307.725,-33.536,-21.035,26.339,27.158,-0.819,9.933,-1.84,-13.397,-54.571,16.789,-24.316,7.527,,-37.782,0.0,0.0,0.0,-37.782,-7.686,-45.468,0.0,-0.379,-45.847,-37.1045,8.7425,176.21,-0.26,-0.26,-0.21057,176.21,-0.26,-0.26,-0.21057,
06/30/2017,3458.864,3458.864,-2837.422,2837.422,621.442,0.0,-499.757,59.576,59.576,,105.282,334.899,121.685,-15.616,29.469,29.645,-0.176,-10.328,-4.053,0.528,106.069,-31.996,32.251,-0.255,,74.073,0.0,0.0,0.0,74.073,-16.306,57.767,0.0,-0.373,57.394,58.90135,1.50735,176.147,0.33,0.33,0.334387,176.302,0.33,0.33,0.334387,
09/30/2017,3719.247,3719.247,-2777.421,2777.421,941.826,0.0,-493.413,68.252,68.252,,102.884,322.277,448.413,-2.31,27.657,28.731,-1.074,-19.122,-5.072,-1.153,446.103,-158.386,72.307,86.079,,287.717,0.0,0.0,0.0,287.717,-15.703,272.014,0.0,-1.735,270.279,272.92905,2.65005,176.149,1.53,1.53,1.549422,176.53,1.53,1.53,1.545012,
12/31/2017,3992.705,3992.705,-3091.328,3091.328,901.377,0.0,-536.547,80.411,80.411,0.0,105.731,350.405,364.83,6.432,30.396,32.063,-1.667,2.596,-1.545,-37.879,371.262,185.972,44.901,-230.873,,557.234,0.0,0.0,0.0,557.234,-36.152,521.082,0.0,-3.225,517.857,172.5045,-345.3525,176.265,2.94,2.94,0.978666,177.457,2.92,2.92,0.973881,
03/31/2018,4128.427,4128.427,-3243.287,3243.287,885.14,0.0,-489.293,64.664,64.664,,104.341,320.288,395.847,-21.948,30.133,32.723,-2.59,-5.56,-1.279,-1.346,373.899,-85.037,57.651,27.386,,288.862,0.0,0.0,0.0,288.862,-20.771,268.091,0.0,-0.95,267.141,269.83885,2.69785,176.617,1.51,1.51,1.527819,177.954,1.5,1.5,1.51516,
06/30/2018,4471.236,4471.236,-3488.99,3488.99,982.246,0.0,-475.269,68.675,68.675,,110.379,296.215,506.977,-26.617,29.39,32.324,-2.934,0.325,-1.734,-1.364,480.36,-117.447,88.283,29.164,,362.913,0.0,0.0,0.0,362.913,-17.406,345.507,0.0,-1.196,344.311,336.04128,-8.26972,175.899,1.96,1.96,1.910422,177.586,1.94,1.94,1.893433,
09/30/2018,4770.799,4770.799,-3770.071,3770.071,1000.728,0.0,-497.211,71.13,71.13,,108.885,317.196,503.517,-25.127,27.263,32.399,-5.136,-0.281,-1.114,-0.741,478.39,-116.258,70.595,45.663,,362.132,0.0,0.0,0.0,362.132,-19.666,342.466,0.0,-1.171,341.295,341.33845,0.04345,175.097,1.95,1.95,1.949425,176.927,1.93,1.93,1.930246,
12/31/2018,4344.204,4344.204,-3574.739,3574.739,769.465,0.0,-551.813,85.955,85.955,0.0,113.719,352.139,217.652,-25.834,27.685,33.917,-6.232,-0.681,-1.698,0.528,191.818,-28.501,53.745,-25.244,,163.317,0.0,0.0,0.0,163.317,-21.421,141.896,0.0,-0.393,141.503,289.59589,148.09289,172.485,0.82,0.82,1.678963,174.259,0.81,0.81,1.659844,
03/31/2019,3897.247,3897.247,-2966.859,2966.859,930.388,0.0,-541.047,88.034,88.034,,121.421,331.592,389.341,-25.35,30.272,36.647,-6.375,-2.265,-2.1,-0.557,363.991,-87.505,55.284,32.221,,276.486,0.0,0.0,0.0,276.486,-23.431,253.055,0.0,-0.364,252.691,269.97699,17.28599,170.851,1.48,1.48,1.58019,172.239,1.47,1.47,1.57036,
06/30/2019,4782.615,4782.615,-3752.685,3752.685,1029.93,0.0,-698.189,85.317,85.317,,126.908,485.964,331.741,-25.588,29.676,34.264,-4.588,-2.213,-1.783,-0.092,306.153,-89.336,63.364,25.972,,216.817,0.0,0.0,0.0,216.817,-19.902,196.915,0.0,-0.283,196.632,334.33599,137.70399,169.356,1.16,1.16,1.974161,170.547,1.15,1.15,1.957425,
09/30/2019,4424.828,4424.828,-3437.829,3437.829,986.999,0.0,-560.22,87.626,87.626,,127.016,345.578,426.779,-25.778,29.863,36.027,-6.164,-0.395,-1.334,-2.356,401.001,-103.021,58.255,44.766,,297.98,0.0,0.0,0.0,297.98,-36.167,261.813,0.0,-0.385,261.428,250.80793,-10.62007,163.676,1.6,1.6,1.532344,165.011,1.58,1.58,1.51564,
12/31/2019,4381.888,4381.888,-3641.236,3641.236,740.652,0.0,-611.469,93.259,93.259,,134.58,383.63,129.183,-28.824,31.371,36.383,-5.012,-0.576,0.037,-2.008,100.359,-19.29,43.583,-24.293,,81.069,0.0,0.0,0.0,81.069,-20.464,60.605,0.0,-0.001,60.604,46.656846,-13.947154,161.398,0.38,0.38,0.289079,162.898,0.37,0.37,0.284381,
03/31/2020,3400.545,3400.545,-3254.19,3254.19,146.355,0.0,-556.657,87.737,87.737,,140.575,328.345,-410.302,-45.15,18.566,22.639,-4.073,4.233,-1.714,24.065,-455.452,162.166,-11.44,-150.726,,-293.286,0.0,0.0,0.0,-293.286,-11.337,-304.623,0.0,0.0,-304.623,-286.160694,18.462306,161.873,-1.88,-1.88,-1.76781,161.873,-1.88,-1.88,-1.76781,
06/30/2020,2062.93,2062.93,-1307.092,1307.092,755.838,0.0,-945.814,75.369,75.369,,130.178,740.267,-189.976,8.658,-2.645,32.695,-35.34,-2.285,-2.156,-1.572,-181.318,30.911,-65.607,34.696,,-150.407,0.0,0.0,0.0,-150.407,-26.27,-176.677,0.0,0.0,-176.677,-180.07516,-3.39816,161.889,-1.09,-1.09,-1.112337,161.889,-1.09,-1.09,-1.112337,
09/30/2020,2322.6,,,,,,,,,,,,17.28,,,,,,,,-24.075,,,,,-36.88,,,,,,-36.88,,,-36.88,-36.88,,,-0.219,-0.219,-0.219,,-0.219,-0.219,-0.219,
12/31/2020,2412.4,,,,,,,,,,,,9.94,,,,,,,,7.751,,,,,-28.608,,,,,,-28.608,,,-28.608,-28.608,,,-0.234,-0.234,-0.234,,-0.234,-0.234,-0.234,
