Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Equity Float,Market Cap (Listed Shares),Listed Shares Outstanding,Source: Bloomberg
09/30/2006,58.03,15.528569,50.23,58.3,48.4,20554.226708,351.899994,348.9508,,,
12/31/2006,68.02,17.215233,57.28,69.25,57.28,24076.279072,354.399994,351.5138,,,
03/31/2007,62.88,-7.556601,68.06,69.98,61.06,21580.416,351.333588,348.325,,,
06/30/2007,68.08,8.26972,62.94,72.5,60.16,23072.312,343.200012,340.117,,,
09/30/2007,50.91,-25.220329,68.09,68.81,47.15,16749.39,338.899994,335.8166,,,
12/31/2007,43.81,-13.94618,51.01,55.14,43.46,14122.926571,329.0,325.9158,,,
03/31/2008,36.95,-15.658525,43.87,44.76,33.91,11872.035,322.785614,319.7777,,,
06/30/2008,40.12,8.579161,37.13,45.61,36.17,12742.112,321.299988,318.1844,,,
09/30/2008,31.61,-21.211366,39.25,47.13,22.0,9941.345,317.600006,314.4443,,,
12/31/2008,23.19,-26.63714,31.17,33.12,17.15,7291.061852,314.5,311.3405,,,
03/31/2009,22.87,-1.379905,23.23,25.89,17.22,7192.615,314.412201,311.3232,,,
06/30/2009,30.11,31.657193,22.48,34.09,22.46,9478.628,314.5,311.3245,,,
09/30/2009,25.14,-16.506144,30.39,34.1,23.55,7916.586,314.799988,311.6245,,,
12/31/2009,33.51,33.293556,25.06,35.24,24.46,10567.068164,314.899994,311.7245,,,
03/31/2010,35.65,6.386153,33.92,36.67,32.68,11247.575,315.689301,312.5092,,,
06/30/2010,28.14,-21.065919,35.85,36.94,26.95,8698.074,315.5,312.2498,,,
09/30/2010,33.06,17.484009,28.2,33.8,27.08,10149.42,309.0,305.7498,,,
12/31/2010,36.41,10.133091,33.28,39.45,32.7,11214.28,307.0,303.7498,,,
03/31/2011,39.4,8.21203,36.65,40.56,36.2,12005.18,306.674805,303.3547,,,
06/30/2011,41.91,6.370558,39.53,43.5,38.09,12627.483,304.700012,291.5455,,,
09/30/2011,41.0,-2.171319,41.97,46.99,34.95,12029.4,301.299988,288.1455,,,
12/31/2011,44.97,9.682927,40.82,45.77,38.68,12411.72,293.399994,288.2678,,,
03/31/2012,48.47,7.782966,45.63,48.6,44.67,13557.059,278.0,272.9041,,,
06/30/2012,45.0,-7.159067,48.36,50.0,42.02,12609.0,278.0,272.9119,,,
09/30/2012,54.59,21.311111,45.83,55.19,44.19,15159.643,278.0,272.9153,,,
12/31/2012,54.67,0.146547,54.68,57.44,49.56,15252.93,278.0,273.3794,,,
03/31/2013,52.08,-4.737516,55.63,58.62,42.07,14275.128,280.799988,274.9699,,,
06/30/2013,53.19,2.131336,51.87,56.55,50.51,14637.888,274.100006,268.2806,,,
09/30/2013,65.59,23.312653,53.56,66.96,53.45,17761.772,275.200012,269.6975,,,
12/31/2013,78.2,19.225492,65.82,78.81,65.34,21192.2,270.799988,265.302,,,
03/31/2014,76.3,-2.429668,77.44,82.39,72.83,20768.86,273.646484,268.0363,,,
06/30/2014,83.03,8.820446,76.43,84.81,71.93,22492.827,272.200012,266.9795,,,
09/30/2014,84.45,1.710225,83.29,87.28,77.7,22928.175,270.899994,265.6805,,,
12/31/2014,88.98,5.364121,84.33,93.94,73.96,24202.56,271.5,266.2805,,,
03/31/2015,103.4,16.205889,89.78,109.13,85.06,28300.58,274.084167,269.0681,,,
06/30/2015,100.45,-2.852998,103.16,108.14,100.44,27372.625,273.700012,268.6586,,,
09/30/2015,86.5,-13.887506,101.31,107.5,84.6435,23380.95,272.5,267.6745,,,
12/31/2015,98.58,13.965318,86.44,101.27,86.1,26222.28,270.299988,265.4659,,,
03/31/2016,98.98,0.405762,96.56,99.85,78.55,26190.108,265.479309,260.6529,,,
06/30/2016,107.26,8.365326,97.75,112.75,95.83,28305.914,264.799988,260.0132,,,
09/30/2016,126.56,17.99366,107.11,128.4,104.75,32791.696,264.0,259.2351,,,
12/31/2016,107.54,-15.028445,126.06,127.68,107.21,27852.86,259.100006,254.3328,,,
03/31/2017,130.74,21.573368,108.41,133.08,107.87,33704.772,258.562592,253.7411,,,
06/30/2017,145.99,11.664372,130.48,150.4,127.6,37519.43,257.8,256.990112,,,
09/30/2017,156.31,7.068977,146.42,158.35,145.72,39859.05,257.0,256.180695,,,
12/31/2017,169.4,8.374384,156.85,174.07,153.25,43027.6,255.0,254.690384,,,
03/31/2018,191.06,12.786305,169.74,197.76,164.99,48013.378,249.359076,248.969925,,,
06/30/2018,203.89,6.715168,190.2,208.98,183.75,51257.946,251.3,250.979324,,,
09/30/2018,195.39,-4.168915,202.57,217.31,195.34,49023.351,251.5,251.180023,,,
12/31/2018,169.94,-13.025232,196.5,199.54,156.68,42315.06,250.9,250.601013,,,
03/31/2019,210.55,23.896669,169.27,211.27,163.99,51837.41,246.081283,245.705688,,,
06/30/2019,227.79,8.188079,212.02,235.58,205.93,56104.677,246.2,245.844467,,,
09/30/2019,244.98,7.546424,230.59,269.57,229.77,59873.112,246.3,245.987717,,,
12/31/2019,273.05,11.458078,244.7,275.75,233.485,66624.2,244.4,244.110428,,,
03/31/2020,245.05,-10.254532,274.57,312.94,186.055,59032.545,240.695197,240.333115,50254.750808,240.6952,
06/30/2020,329.48,34.454193,233.96,334.66,230.11,79404.68,240.9,240.537338,,240.6952,
09/13/2020,348.79,,347.32,351.22,345.6975,84058.39,241.0,240.6951,83952.0798183517,240.695197,
