Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2007,8295.422,617.386,617.386,,268.008,268.008,,,,,,,160.261,,,,,,,1045.655,179.49,429.584,-250.094,93.182,,6977.095,6977.095,6006.338,970.757,0,7249.767,,704.044,704.044,,,,,,,,,,1070.308,,,,1070.308,1774.352,1085.0,,,,,556.054,,,,,556.054,1641.054,3415.406,,5902.945,,,-1718.833,602.204,31.765,4818.081,61.935,4880.016,8295.422,
03/31/2008,8630.773,697.868,697.868,0.0,367.93,367.93,,0.0,,,,,232.742,,,,,,,1298.54,184.422,,,101.733,,7046.078,7046.078,6067.395,978.683,0,7332.233,,794.173,794.173,,,,0.0,,,,,,1574.224,,,,1574.224,2368.397,740.0,,,,,575.968,,,,,575.968,1315.968,3684.365,,5923.097,,,-1728.363,653.51,38.192,4886.436,59.972,4946.408,8630.773,
06/30/2008,9121.482,1027.553,1027.553,0.0,398.5,398.5,0.0,0.0,0.0,0.0,0.0,0.0,257.306,,,,,,,1683.359,208.864,,,112.674,,7116.585,7116.585,6136.371,980.214,0,7438.123,,830.576,830.576,,,,0.0,0.0,,,,,1748.695,,,,1748.695,2579.271,894.296,,,,,578.572,,,,,578.572,1472.868,4052.139,0.0,5951.348,,,-1730.091,749.599,39.172,5010.028,59.315,5069.343,9121.482,
09/30/2008,8989.229,659.671,659.671,0.0,351.255,351.255,0.0,0.0,0.0,0.0,0.0,0.0,274.864,,,,,,,1285.79,242.233,,,81.966,,7379.24,7379.24,6303.867,1075.373,0,7703.439,,768.111,768.111,,,,0.0,0.0,,,,,1282.788,,,,1282.788,2050.899,1144.421,,,,,626.47,,,,,626.47,1770.891,3821.79,0.0,5968.051,,,-1730.945,844.423,28.053,5109.582,57.857,5167.439,8989.229,
12/31/2008,5894.249,758.174,665.412,92.762,267.27,267.27,,,0.0,0.0,0.0,0.0,173.27,,,,,,,1198.714,247.954,540.604,-292.65,75.593,,4371.988,4371.988,3538.569,833.419,0,4695.535,,625.059,625.059,,,,,0.0,0.0,0.0,,,941.109,,,,941.109,1566.168,1544.548,1544.548,0.0,0.0,,402.202,,,,,402.202,1946.75,3512.918,0.0,5979.85,,,-1731.235,-1915.559,-4.662,2328.394,52.937,2381.331,5894.249,
03/31/2009,5748.771,565.208,475.234,89.974,323.671,323.671,0.0,0.0,0.0,0.0,0.0,0.0,201.624,89.373,,,,,112.251,1090.503,240.152,,,80.081,80.081,4338.035,4338.035,3519.825,818.21,0,4658.268,,841.74,640.305,,,201.435,0.0,0.0,,,,,1198.823,,,199.041,1181.293,2040.563,894.678,894.678,,,,412.969,,,,,213.928,1307.647,3348.21,0.0,5989.369,0.367,5989.002,-1735.4,-1876.175,-41.733,2336.061,64.5,2400.561,5748.771,
06/30/2009,6206.065,910.155,862.294,47.861,371.417,371.417,0.0,0.0,0.0,0.0,0.0,0.0,235.394,102.077,,,,,133.317,1516.966,235.232,,,54.901,54.901,4398.966,4398.966,3569.225,829.741,0,4689.099,,1064.639,741.907,,,322.732,0.0,0.0,,,,,1328.01,,,198.005,1307.414,2392.649,894.811,894.811,,,,428.539,,,,,230.534,1323.35,3715.999,0.0,6002.293,0.368,6001.925,-1736.669,-1835.273,-5.76,2424.591,65.475,2490.066,6206.065,
09/30/2009,6147.193,887.412,838.579,48.833,367.935,367.935,0.0,0.0,0.0,0.0,0.0,0.0,200.634,94.53,,,,,106.104,1455.981,231.922,,,55.393,55.393,4403.897,4403.897,3579.211,824.686,0,4691.212,,1086.946,769.609,,,317.337,0.0,0.0,,,,,1090.693,,,212.137,1070.867,2177.639,894.947,894.947,,,,438.459,,,,,226.322,1333.406,3511.045,0.0,6018.891,0.368,6018.523,-1737.598,-1718.259,6.743,2569.777,66.371,2636.148,6147.193,
12/31/2009,5937.156,688.393,642.544,45.849,307.817,307.817,0.0,0.0,0.0,0.0,0.0,0.0,228.839,88.971,0.0,,,,139.868,1225.049,236.82,608.87,-372.05,48.262,48.262,4427.025,4427.025,3603.994,823.031,0,4712.107,,978.077,652.893,0.0,0.0,325.184,0.0,0.0,0.0,0.0,,,856.98,0.0,0.0,223.959,839.776,1835.057,895.086,895.086,0.0,0.0,,457.287,0.0,0.0,0.0,0.0,233.328,1352.373,3187.43,0.0,6034.533,0.369,6034.164,-1739.198,-1616.033,3.379,2682.681,67.045,2749.726,5937.156,
03/31/2010,6420.471,1043.964,997.461,46.503,376.669,376.669,0.0,0.0,0.0,0.0,0.0,0.0,292.745,150.176,,,,,142.569,1713.378,235.876,,,77.844,77.844,4393.373,4393.373,3584.183,809.19,0,4707.093,,962.531,711.975,,,250.556,0.0,0.0,,,,,1482.104,,,230.107,1457.47,2444.635,895.228,895.228,,,,473.741,,,,,243.634,1368.969,3813.604,0.0,6052.034,0.372,6051.662,-1936.749,-1556.638,-19.833,2538.814,68.053,2606.867,6420.471,
06/30/2010,6622.894,1127.14,795.854,331.286,390.685,390.685,0.0,0.0,0.0,0.0,0.0,0.0,297.866,157.053,,,,,140.813,1815.691,257.012,,,152.099,152.099,4398.092,4398.092,3596.764,801.328,0,4807.203,,1088.607,792.053,,,296.554,0.0,0.0,,,,,1498.615,,,226.962,1471.762,2587.222,895.374,895.374,,,,473.744,,,,,246.782,1369.118,3956.34,0.0,6032.025,0.373,6031.652,-1937.702,-1442.376,-46.013,2605.934,60.62,2666.554,6622.894,
09/30/2010,7132.741,1554.332,950.871,603.461,408.089,408.089,0.0,0.0,0.0,0.0,0.0,0.0,245.901,118.174,,,,,127.727,2208.322,261.832,,,225.083,225.083,4437.504,4437.504,3633.508,803.996,0,4924.419,,1123.097,823.416,,,299.681,0.0,0.0,,,,,1257.126,,,237.121,1226.332,2380.223,1644.728,1644.728,,,,335.936,,,,,98.815,1980.664,4360.887,0.0,6112.535,0.373,6112.162,-2133.601,-1265.826,-3.225,2709.883,61.971,2771.854,7132.741,
12/31/2010,6656.922,1116.53,621.199,495.331,275.846,275.846,0.0,0.0,0.0,0.0,0.0,0.0,315.179,,0.0,,,396.088,120.153,1707.555,246.317,680.613,-434.296,226.268,226.268,4476.782,3612.277,2864.664,747.613,0,4949.367,,972.604,699.834,0.0,0.0,272.77,0.0,0.0,0.0,0.0,,,922.743,0.0,0.0,264.142,830.524,1895.347,1249.221,1249.221,0.0,0.0,,775.651,0.0,0.0,0.0,0.0,115.421,2024.872,3920.219,0.0,6117.071,0.018,6117.053,-2241.191,-1194.533,-8.803,2672.544,64.159,2736.703,6656.922,
03/31/2011,7457.588,1821.832,953.169,868.663,434.045,434.045,0.0,0.0,0.0,0.0,0.0,0.0,171.573,,,,,,171.573,2427.45,301.201,,,268.054,268.054,4460.883,4460.883,3665.001,795.882,0,5030.138,,1082.379,803.211,,,279.168,0.0,0.0,,,,,1570.501,,,258.46,1534.543,2652.88,1645.064,1645.064,,,,390.545,,,,,132.085,2035.609,4688.489,0.0,6119.063,0.376,6118.687,-2289.12,-1142.494,15.638,2703.087,66.012,2769.099,7457.588,
06/30/2011,8045.277,2290.61,1409.008,881.602,469.488,469.488,0.0,0.0,0.0,0.0,0.0,0.0,193.902,,,,,,193.902,2954.0,317.987,,,301.27,301.27,4472.02,4472.02,3678.538,793.482,0,5091.277,,1280.036,923.184,,,356.852,0.0,0.0,,,,,1718.083,,,265.717,1681.889,2998.119,1645.237,1645.237,,,,388.073,,,,,122.356,2033.31,5031.429,0.0,6149.986,0.377,6149.609,-2290.418,-1002.101,22.608,2880.075,133.773,3013.848,8045.277,
09/30/2011,7676.683,2005.919,1453.508,552.411,431.064,431.064,0.0,0.0,0.0,0.0,0.0,0.0,161.19,,,,,,161.19,2598.173,340.972,,,305.129,305.129,4432.409,4432.409,3653.161,779.248,0,5078.51,,1315.365,893.668,,,421.697,0.0,0.0,,,,,1300.904,,,258.326,1264.427,2616.269,1645.414,1645.414,,,,376.98,,,,,118.654,2022.394,4638.663,0.0,6154.065,0.377,6153.688,-2449.884,-792.567,-13.819,2897.795,140.225,3038.02,7676.683,
12/31/2011,6505.258,1337.953,689.134,648.819,339.427,339.427,,0.0,0.0,0.0,0.0,0.0,597.049,,,,,0.0,140.623,2274.429,320.282,872.523,-552.241,289.348,289.348,3621.199,3621.199,2877.301,743.898,0,4230.829,,1110.839,777.602,,,333.237,0.0,0.0,0.0,0.0,,,1442.518,,,279.962,1007.48,2553.357,1249.281,1249.281,0.0,0.0,,397.453,,,,,117.491,1646.734,4200.091,,5474.672,0.019,5474.653,-2535.219,-722.239,-17.35,2199.864,105.303,2305.167,6505.258,
03/31/2012,6818.183,1997.687,1272.508,725.179,414.555,414.555,,0.0,0.0,0.0,0.0,0.0,172.4,,,,,,158.07,2584.642,343.54,,,262.213,262.213,3627.788,3627.788,2888.93,738.858,0,4233.541,,1148.328,843.376,,,304.952,0.0,,,,,,1853.861,,,287.925,1836.948,3002.189,1249.296,1249.296,,,,411.199,,,,,123.274,1660.495,4662.684,,5510.751,0.019,5510.732,-2733.383,-725.52,-3.008,2048.84,106.659,2155.499,6818.183,
06/30/2012,7505.096,2393.453,1343.346,1050.107,512.856,512.856,0.0,0.0,0.0,0.0,0.0,0.0,180.202,,,,,,165.872,3086.511,376.528,,,204.938,204.938,3837.119,3837.119,3000.754,836.365,0,4418.585,,1358.66,998.15,,,360.51,0.0,0.0,,,,,2091.525,,,337.45,2068.67,3450.185,1249.312,1249.312,,,,463.621,,,,,126.171,1712.933,5163.118,,5714.532,0.02,5714.512,-2832.923,-620.279,-26.761,2234.569,107.409,2341.978,7505.096,
09/30/2012,7507.565,2357.052,1314.728,1042.324,566.339,566.339,0.0,0.0,0.0,0.0,0.0,0.0,168.019,,,,,,152.146,3091.41,393.454,,,187.421,187.421,3835.28,3835.28,3006.962,828.318,0,4416.155,,1495.412,1097.218,,,398.194,0.0,,,,,,1803.167,,,353.233,1780.105,3298.579,1249.328,1249.328,,,,487.349,,,,,134.116,1736.677,5035.256,,5727.748,0.02,5727.728,-2901.255,-448.802,-12.584,2365.107,107.202,2472.309,7507.565,
12/31/2012,7132.746,1938.143,1293.161,644.982,461.531,461.531,0.0,0.0,0.0,0.0,0.0,0.0,242.592,,0.0,19.787,27.764,,131.794,2642.266,409.373,1064.674,-655.301,224.231,224.231,3856.876,3837.089,3015.67,821.419,0,4490.48,,1572.34,954.071,62.025,0.0,556.244,0.0,0.0,0.0,0.0,,,1437.735,0.0,0.0,343.553,1411.26,3010.075,1249.345,1249.345,0.0,0.0,,470.465,0.0,0.0,0.0,0.0,126.912,1719.81,4729.885,0.0,5675.095,0.02,5675.075,-2952.79,-442.068,0.022,2280.259,122.602,2402.861,7132.746,
03/31/2013,8432.42,2089.136,1082.798,1006.338,627.792,627.792,,0.0,0.0,0.0,0.0,0.0,263.943,,,,,,263.943,2980.871,419.241,,,226.382,226.382,4805.926,4805.926,3642.098,1163.828,0,5451.549,,1697.352,1124.289,,,573.063,0.0,0.0,,,,,2286.955,,,439.755,2251.37,3984.307,1249.361,1249.361,,,,573.497,,,,,133.742,1822.858,5807.165,0.0,5784.617,0.02,5784.597,-3060.447,-546.294,-18.782,2159.094,466.161,2625.255,8432.42,
06/30/2013,8744.096,2270.234,1311.817,958.417,684.875,684.875,0.0,0.0,0.0,0.0,0.0,0.0,308.601,,,,,,308.601,3263.71,440.727,,,251.063,251.063,4788.596,4788.596,3643.196,1145.4,0,5480.386,,1703.077,1252.362,,,450.715,0.0,0.0,,,,,2507.835,,,460.853,2467.348,4210.912,1249.378,1249.378,,,,587.878,,,,,127.025,1837.256,6048.168,0.0,5796.225,0.02,5796.205,-3077.013,-474.794,-16.614,2227.804,468.124,2695.928,8744.096,
09/30/2013,8201.61,1812.419,1394.498,417.921,695.137,695.137,0.0,0.0,0.0,0.0,0.0,0.0,198.25,,,,0.0,,198.25,2705.806,464.773,,,243.506,243.506,4787.525,4787.525,3657.994,1129.531,0,5495.804,,1691.656,1209.642,,,482.014,0.0,,,,,,2029.763,,,435.715,1987.142,3721.419,1249.395,1249.395,,,,567.824,,,,,132.109,1817.219,5538.638,0.0,5788.806,0.02,5788.786,-3298.464,-303.935,9.189,2195.596,467.376,2662.972,8201.61,
12/31/2013,7739.481,1346.543,1021.033,325.51,614.735,614.735,0.0,0.0,0.0,0.0,0.0,0.0,258.009,,,14.151,64.296,,127.583,2219.287,480.702,1262.179,-781.477,250.626,250.626,4788.866,4774.715,3663.674,1111.041,0,5520.194,,1643.028,1044.259,61.874,0.0,536.895,0.0,0.0,0.0,0.0,,,1651.353,0.0,,433.532,1611.607,3294.381,1249.412,1249.412,0.0,0.0,,571.832,0.0,0.0,0.0,0.0,138.3,1821.244,5115.625,0.0,5802.16,0.02,5802.14,-3465.675,-209.218,18.197,2145.464,478.392,2623.856,7739.481,
03/31/2014,8888.377,2171.465,1484.066,687.399,818.818,818.818,0.0,0.0,0.0,0.0,0.0,0.0,324.671,,,16.241,110.01,,150.219,3314.954,490.58,,,252.882,252.882,4829.961,4813.72,3704.456,1109.264,0,5573.423,,1977.513,1421.699,45.571,,510.243,0.0,0.0,,,,,2471.742,,,440.215,2414.895,4449.255,1249.43,1249.43,,,,592.604,,,,,152.389,1842.034,6291.289,0.0,5777.931,0.02,5777.911,-3587.54,-223.522,28.292,1995.161,601.927,2597.088,8888.377,
06/30/2014,9234.829,2371.801,1433.82,937.981,927.909,927.909,0.0,0.0,0.0,0.0,0.0,0.0,341.255,,,16.421,75.223,,169.085,3640.965,509.786,,,283.748,283.748,4800.33,4783.909,3696.861,1087.048,0,5593.864,,1810.037,1191.346,21.023,,597.668,0.0,0.0,,,,,3047.84,,,465.283,2986.978,4857.877,1249.448,1249.448,,,,647.96,,,,,182.677,1897.408,6755.285,0.0,5788.705,0.02,5788.685,-3804.695,-134.149,25.805,1875.666,603.878,2479.544,9234.829,
09/30/2014,9424.988,2648.789,2252.748,396.041,887.436,887.436,0.0,0.0,0.0,0.0,0.0,0.0,300.593,,,18.196,19.545,,183.507,3836.818,525.053,,,298.396,298.396,4764.721,4746.525,3669.745,1076.78,0,5588.17,,1973.277,1272.709,31.037,,669.531,0.0,0.0,,,,,2568.43,,,446.922,2512.196,4541.707,1746.712,1746.712,,,,614.247,,,,,167.325,2360.959,6902.666,0.0,5818.963,0.021,5818.942,-3934.942,31.802,-31.035,1884.788,637.534,2522.322,9424.988,
12/31/2014,9020.538,1758.48,1402.7,355.78,778.334,778.334,0.0,0.0,0.0,0.0,0.0,0.0,387.675,,,10.053,17.161,,201.245,2924.489,553.126,1564.211,-1011.085,286.882,286.882,5256.041,5245.988,3955.901,1290.087,0,6096.049,,2001.769,1188.483,59.661,0.0,753.625,0.0,0.0,0.0,0.0,,,2184.846,0.0,,452.958,2122.64,4186.615,1746.787,1746.787,0.0,0.0,,633.334,0.0,0.0,0.0,0.0,180.376,2380.121,6566.736,0.0,5921.161,0.021,5921.14,-3998.12,0.0,-138.774,1784.267,669.535,2453.802,9020.538,
03/31/2015,10135.088,2030.225,1735.283,294.942,985.024,985.024,0.0,0.0,0.0,0.0,0.0,0.0,470.679,,,0.645,65.295,,237.344,3485.928,580.956,,,539.828,539.828,5528.376,5527.731,4016.188,1511.543,0,6649.16,,1948.579,1255.61,18.278,,674.691,0.0,0.0,,,,,3434.07,,,446.341,452.885,5382.649,1746.862,1746.862,,,,649.621,,,,,203.28,2396.483,7779.132,0.0,5946.064,0.021,5946.043,-4043.043,0.0,-239.48,1663.541,692.415,2355.956,10135.088,
06/30/2015,11831.926,3383.113,3187.129,195.984,1123.555,1123.555,0.0,0.0,0.0,0.0,0.0,0.0,483.724,,,4.858,73.807,,240.468,4990.392,867.137,,,516.883,516.883,5457.514,5452.656,3976.617,1476.039,0,6841.534,,2176.384,1346.242,89.492,,740.65,0.0,0.0,,,,,3791.844,,,437.959,519.834,5968.228,2472.536,2472.536,,,,658.504,,,,,220.545,3131.04,9099.268,0.0,5989.746,0.021,5989.725,-4039.376,417.428,-256.692,2111.106,621.552,2732.658,11831.926,
09/30/2015,12403.273,1490.817,1455.339,35.478,1242.303,1242.303,0.0,0.0,0.0,0.0,0.0,0.0,440.352,,,137.358,32.964,,226.437,3173.472,966.56,,,602.145,602.145,7661.096,7523.738,5400.968,2122.77,0,9229.801,,2513.959,1442.35,131.411,,940.198,0.0,0.0,,,,,3427.287,,,628.019,549.735,5941.246,2475.425,2475.425,,,,912.924,,,,,284.905,3388.349,9329.595,0.0,6102.173,0.021,6102.152,-4043.056,666.177,-284.246,2441.048,632.63,3073.678,12403.273,
12/31/2015,15503.812,1710.038,1676.299,33.739,1082.406,1082.406,0.0,0.0,0.0,0.0,0.0,0.0,186.317,,0.0,15.458,13.805,,164.467,2978.761,1064.259,2266.003,-1201.744,658.439,658.439,10802.353,10786.895,7992.941,2793.954,0,12525.051,,2867.614,1329.87,68.019,,1469.725,0.0,0.0,0.0,0.0,,,3058.403,0.0,0.0,473.841,2822.594,5926.017,3201.277,3201.277,0.0,0.0,,788.273,0.0,0.0,0.0,0.0,314.432,3989.55,9915.567,0.0,8696.531,0.023,8696.508,-4054.909,507.666,-284.894,4864.394,723.851,5588.245,15503.812,
03/31/2016,16390.044,2091.916,2063.329,28.587,1363.321,1363.321,0.0,0.0,0.0,0.0,0.0,0.0,340.895,,,19.292,117.956,,222.939,3796.132,1174.324,,,634.983,634.983,10784.605,10765.313,8026.352,2738.961,0,12593.912,,2414.977,1372.34,53.023,,989.614,0.0,0.0,,,,,4542.983,,,526.406,633.369,6957.96,3209.491,3209.491,,,,855.4,,,,,328.994,4064.891,11022.851,0.0,8787.699,0.023,8787.676,-4241.931,373.3,-287.368,4631.7,735.493,5367.193,16390.044,
06/30/2016,16728.542,2335.024,2296.524,38.5,1454.518,1454.518,0.0,0.0,0.0,0.0,0.0,0.0,374.435,,,19.618,135.516,,238.919,4163.977,1235.282,,,643.851,643.851,10685.432,10665.814,8019.775,2646.039,0,12564.565,,2555.172,1455.758,34.163,,1065.251,0.0,,,,,,4891.583,,,512.088,689.724,7446.755,3196.847,3196.847,,,,834.186,,,,,322.098,4031.033,11477.788,0.0,8877.722,0.023,8877.699,-4383.221,7.369,-299.566,4202.304,1048.45,5250.754,16728.542,
09/30/2016,16131.766,1890.156,1844.475,45.681,1383.774,1383.774,0.0,0.0,0.0,0.0,0.0,0.0,346.364,,,12.721,42.041,,304.323,3620.294,1339.621,,,558.311,558.311,10613.54,10600.819,8027.179,2573.64,0,12511.472,,2586.387,1488.108,61.224,,1037.055,0.0,0.0,,,,,4033.051,,,417.886,653.539,6619.438,3204.21,3204.21,,,,776.526,,,,,358.64,3980.736,10600.174,0.0,8614.501,0.023,8614.478,-4421.633,0.0,-307.112,3885.756,1645.836,5531.592,16131.766,
12/31/2016,15777.546,1869.124,1796.811,72.313,1343.247,1343.247,0.0,0.0,0.0,0.0,0.0,0.0,237.88,,0.0,23.658,19.402,,218.478,3450.251,1394.904,2970.783,-1575.879,520.058,520.058,10412.333,10388.675,7942.023,2446.652,0,12327.295,,2645.476,1509.313,49.739,,1086.424,0.0,0.0,0.0,0.0,,,3481.722,0.0,0.0,484.97,577.012,6127.198,3159.336,3159.336,0.0,0.0,,797.909,0.0,0.0,0.0,0.0,312.939,3957.245,10084.443,0.0,8794.321,0.023711,8794.297289,-4510.655,129.034,-280.399,4132.301,1560.802,5693.103,15777.546,
03/31/2017,17668.906,3354.645,2503.23,851.415,1579.657,1579.657,0.0,0.0,0.0,0.0,0.0,0.0,394.111,,,23.908,127.704,,266.407,5328.413,1421.962,,,528.237,528.237,10390.294,10366.386,7979.882,2386.504,0,12340.493,,2537.902,1423.701,78.93,,1035.271,0.0,0.0,,,,,5481.669,,,496.202,686.559,8019.571,3170.933,3170.933,,,,819.344,,,,,323.142,3990.277,12009.848,0.0,8895.849,0.024,8895.825,-4555.83,0.666,-251.413,4089.272,1569.786,5659.058,17668.906,
06/30/2017,18623.248,3781.162,2874.823,906.339,1809.618,1809.618,0.0,0.0,0.0,0.0,0.0,0.0,435.781,,,32.012,145.0,,290.781,6026.561,1479.059,,,538.435,538.435,10579.193,10547.181,8156.716,2390.465,0,12596.687,,2894.177,1714.8,18.144,,1161.233,0.0,0.0,,,,,5850.325,,,466.237,801.026,8744.502,3220.946,3220.946,,,,835.684,,,,,369.447,4056.63,12801.132,0.0,9024.483,0.024,9024.459,-4624.982,14.916,-188.34,4226.077,1596.039,5822.116,18623.248,
09/30/2017,19035.232,3780.467,3239.886,540.581,1835.286,1835.286,0.0,0.0,0.0,0.0,0.0,0.0,368.049,,,37.204,35.265,,332.784,5983.802,1521.609,,,888.847,888.847,10640.974,10603.77,8226.173,2377.597,0,13051.43,,2988.858,1780.341,27.252,,1181.265,500.0,0.0,,,,500.0,4783.698,,,393.353,824.917,8272.556,3735.736,3735.736,,,,789.161,,,,,395.808,4524.897,12797.453,0.0,9070.522,0.024,9070.498,-4664.705,321.576,-123.973,4603.42,1634.359,6237.779,19035.232,
