Date,Assets,Total Investments,Fixed Income-Trading/AFS & ST Inv,Loans & Mortgages,Fixed Income Securities-HTM,Equity Securities,Real Estate Investments,Other Investments,Cash & Near Cash Items,Accounts & Notes Receivable,Net Fixed Assets,Deferred Policy Acquisition Costs,Other Assets,Total Assets,Liabilities & Shareholders' Equity,Reserve for Outstanding Claim & Loss,Premium Reserve (Unearned),Life Policy Benefits,Other Insurance Reserves,Total Insurance Reserves,Short-Term Borrowings,Other Short-Term Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Policyholders' Equity,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,,3485.594971,146.660995,734.883972,2492.725098,26.892,46.159,38.273998,53.198002,160.464005,17.966999,595.867981,91.188004,4404.279785,,,0,2584.810059,191.042007,2775.852051,128.475006,207.410995,349.390015,23.302999,3484.431067,5.591,0,0,152.686005,761.572021,919.849026,4404.280093,
06/30/1990,,3479.533936,140.149994,721.442993,2506.061035,26.104,49.734001,36.042,78.091003,165.839005,17.114,600.383972,92.128998,4433.09082,,,0,2636.76709,190.332993,2827.100098,116.670998,193.126007,349.328003,22.469,3508.694105,5.59,0,0,152.917007,765.890015,924.397022,4433.091127,
09/30/1990,,3576.665039,96.226997,732.335022,2644.237061,25.174999,50.390999,28.299999,55.470001,158.397003,17.204,601.85199,91.716003,4501.304199,,,0,2678.228027,194.285995,2872.513916,143.126999,191.520996,349.333008,21.858999,3578.353918,4.627,0,0,153.057007,765.265991,922.949998,4501.303916,
12/31/1990,,3631.539062,95.568001,727.642029,2705.082031,25.325001,49.432999,28.489,76.514,152.391006,16.267,604.698975,91.936996,4573.347168,,174.423004,0,2747.450928,20.356001,2942.22998,128.852997,160.294998,349.325989,60.337002,3641.040966,4.608,0,0,153.285004,774.413025,932.306028,4573.346994,
03/31/1991,,3819.256104,103.309998,720.692017,2885.812988,28.784,51.901001,28.756001,62.133999,175.501007,15.628,608.767029,90.496002,4771.782227,,,0,2854.118896,205.453003,3059.572021,148.007004,249.257004,349.335999,20.896,3827.068027,4.598,0,0,153.393997,786.721985,944.713982,4771.78201,
06/30/1991,,3967.537109,80.402,717.646973,3064.897949,28.504999,46.646,29.438999,61.526001,176.597,15.173,619.525024,91.025002,4931.382812,,,0,3037.645996,209.026993,3246.673096,243.399994,214.511002,249.345001,20.188999,3974.118092,4.571,0,0,154.488998,798.205017,957.265016,4931.383107,
09/30/1991,,4155.903809,86.150002,711.841003,3258.894043,20.972,50.439999,27.607,47.431999,210.227005,19.077,635.77301,84.625,5153.038086,,,0,3218.294922,215.654007,3433.948975,265.20401,220.028,249.194,19.451,4187.825985,3.625,0,0,154.753998,806.833008,965.212006,5153.037991,
12/31/1991,,4323.555176,104.495003,720.260986,3408.634033,23.780001,37.908001,28.476999,76.519997,173.634995,18.257999,648.835022,88.466003,5329.269043,,193.042007,0,3433.048096,20.183001,3646.272949,254.087006,180.194,249.229004,112.217003,4441.999962,3.595,0,0,155.552002,728.122009,887.269011,5329.268973,
03/31/1992,,4605.976074,112.5,709.593018,3689.37793,24.389999,41.937,28.177999,64.200996,200.647003,18.393999,664.103027,87.572998,5640.894043,,,0,3659.123047,221.791,3880.914062,261.369995,246.231003,249.272995,18.302999,4656.091055,3.595,0,0,156.240997,824.96698,984.802977,5640.894032,
06/30/1992,,4781.297852,92.889,704.815002,3890.951904,24.667999,41.358002,26.615999,58.208,213.919998,17.944,681.687012,89.994003,5843.050781,,,0,3888.878906,225.164993,4114.043945,178.386002,190.334,349.355988,17.451,4849.570934,3.571,0,0,157.330002,832.578979,993.479981,5843.050916,
09/30/1992,,4895.120117,71.036003,686.257019,4043.562012,25.139,42.188,26.938,57.91,208.436005,17.961,693.197021,88.996002,5961.620117,,,0,4026.215088,222.524002,4248.73877,158.858994,182.490997,349.397003,16.666,4956.151764,0.735,0,0,158.100998,846.632019,1005.468017,5961.619781,
12/31/1992,,5023.835938,4260.839844,672.280029,0.0,19.5,47.080002,24.136,74.573997,188.399994,16.962,705.854004,85.646004,6095.271973,,199.809006,0,4162.670898,20.18,4382.660156,177.899994,233.904007,349.438995,60.928001,5204.831153,0.676,0,0,159.746994,730.018005,890.440999,6095.272152,
03/31/1993,,5263.897949,4516.453125,662.421997,0.0,18.917999,47.362999,18.742001,73.985001,301.687012,16.462,713.109009,85.932999,6455.074219,,,0,4391.172852,224.190994,4615.36377,188.899994,380.091003,349.695007,15.456,5549.505774,0.657,0,0,161.085007,743.825989,905.567995,6455.07377,
06/30/1993,,5353.312988,4618.331055,664.630981,0.0,13.583,46.745998,10.022,80.151001,311.765991,15.923,724.5,88.014999,6573.667969,,,0,4531.479004,215.194,4746.672852,200.899994,338.158997,349.174011,14.648,5649.553853,0.656,0,0,161.718002,761.73999,924.113993,6573.667846,
09/30/1993,,5491.117188,4768.089844,654.679993,0.0,13.133,47.905998,7.308,79.626999,322.089996,14.685,734.427002,86.528,6728.474121,,156.112,0,4680.082031,56.118,4892.312012,212.800003,315.199005,349.204987,13.83,5783.346006,0.643,0,0,162.692993,781.791992,945.127985,6728.473992,
12/31/1993,,5523.163086,4819.805176,643.184998,0.0,9.205,43.433998,7.534,61.361,310.572998,13.756,741.927002,89.460999,6740.241211,,184.621002,0,4782.106934,20.106001,4986.833984,165.5,234.330002,349.234985,38.313,5774.211971,0.585,0,0,163.576996,801.867004,966.029,6740.240971,
03/31/1994,,5742.604004,5053.28418,626.072021,0.0,8.603,47.118999,7.526,53.234001,327.634003,13.503,709.614014,88.058998,6934.647949,,187.692001,0,4847.803223,20.139999,5055.634766,179.5,272.428986,349.265991,65.746002,5922.575745,0.584,0,0,164.408005,847.080017,1012.072022,6934.647766,
06/30/1994,,5682.657227,5006.11377,614.380981,0.0,8.169,46.467999,7.525,59.021999,330.261993,13.304,757.528992,88.957001,6931.730957,,196.052002,0,4971.474121,20.096001,5187.62207,210.5,248.419998,349.29599,,5995.838058,0.583,0,0,168.839005,766.471008,935.893013,6931.731071,
09/30/1994,,5689.513184,5026.596191,598.861023,0.0,7.848,48.402,7.806,54.812,358.359985,12.751,770.843994,90.035004,6976.314941,,148.714996,0,5099.756836,30.410999,5278.882812,223.5,223.276993,349.328003,,6074.987808,0.576,0,0,169.376007,731.375,901.327007,6976.314815,
12/31/1994,,5723.579102,5067.202148,602.705994,0.0,4.583,41.688,7.4,53.530998,331.035004,11.953,793.14502,91.018997,7004.262207,,186.313004,0,5181.717773,20.177999,5388.208984,196.5,253.223999,349.359985,-60.918999,6126.373969,0.565,0,0,170.132996,707.190002,877.887998,7004.261967,
03/31/1995,,6005.032227,5370.682129,588.257996,0.0,4.985,33.616001,7.491,57.300999,345.497986,11.989,760.138977,90.191002,7270.149902,,184.408005,0,5245.125977,20.221001,5449.754883,216.0,272.705994,349.391998,-2.806,6285.046875,0.541,0,0,171.054001,813.507996,985.102996,7270.149871,
