Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investment & Loan Inc (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2001,73.0,71.786,173.897,102.794,71.103,-102.111,1.214,,,,,1.214,,-0.45,72.55,-21.137,,21.137,51.413,0.0,0.0,51.413,-17.886,33.527,,,,33.527,,33.527,0.0,0.0,33.527,33.527,,613.865644,0.054585,0.054585,0.054585,625.933028,0.053026,0.053026,0.053026,
12/31/2001,81.97,80.762,181.673,105.643,76.03,-100.911,1.208,,,,,1.208,,-0.525,81.445,-20.447,,20.447,60.998,0.0,0.0,60.998,-21.574,39.424,0.0,,,39.424,0.0,39.424,,0.0,39.424,39.424,,603.196076,0.065359,0.065359,0.065359,612.737132,0.064341,0.064341,0.064341,
03/31/2002,92.562999,91.390999,188.588997,108.644997,79.944,-97.197998,1.172,0.0,,,,1.172,0.0,-0.525,92.037999,-24.169001,0.0,24.169001,67.869003,0.0,0.0,67.869003,-24.283001,43.585999,0.0,,,43.586002,0.0,43.585999,0.0,0.0,43.585999,43.585999,,599.906704,0.07174,0.07174,0.07174,615.410916,0.07174,0.07174,0.07174,
06/30/2002,98.628002,97.372002,196.487,114.226997,82.260002,-99.114998,1.256,0.0,,,,1.256,0.0,-0.525,98.103002,-23.069,0.0,23.069,75.033997,0.0,0.0,75.033997,-26.860001,48.174,0.0,,,48.173996,0.0,48.174,0.0,0.0,48.174,48.174,,596.591711,0.081098,0.081098,0.081098,614.221532,0.077979,0.077979,0.077979,
09/30/2002,101.269999,99.903999,200.337997,117.499001,82.838997,-100.433998,1.366,0.0,,,,1.366,0.0,-0.225,101.044999,-22.962999,0.0,22.962999,78.082001,0.0,0.0,78.082001,-28.464001,49.618,0.0,,,49.618,0.0,49.618,0.0,0.0,49.618,49.618,,588.846014,0.084217,0.084217,0.084217,605.988497,0.081098,0.081098,0.081098,
12/31/2002,103.995,99.776,198.803,112.156,86.647,-99.027,4.219,2.066,,,,2.153,0.0,-0.225,103.77,-23.34,0.0,23.34,80.43,0.0,0.0,80.43,-29.775,50.655,0.0,,,50.655,0.0,50.655,0.0,0.0,50.655,50.655,,586.370988,0.087336,0.087336,0.087336,602.025886,0.084217,0.084217,0.084217,
03/31/2003,108.055001,102.582001,198.536003,109.360001,89.176003,-95.954002,5.473,4.171,,,,1.302,0.0,-0.225,107.830001,-25.521999,0.0,25.521999,82.307999,0.0,0.0,82.307999,-30.107,52.201,0.0,,,52.200998,0.0,52.201,0.0,0.0,52.201,52.201,,585.941408,0.090455,0.090455,0.090455,601.310944,0.087336,0.087336,0.087336,
06/30/2003,108.000996,98.063995,192.655998,103.461998,89.194,-94.592003,9.937,8.628,,,,1.309,0.0,-0.225,107.775996,-24.912001,0.0,24.912001,82.863998,0.0,0.0,82.863998,-30.318001,52.546001,0.0,,,52.545998,0.0,52.546001,0.0,0.0,52.546001,52.546001,,585.611152,0.090455,0.090455,0.090455,602.118852,0.087336,0.087336,0.087336,
09/30/2003,104.120003,94.689003,186.685005,99.553001,87.132004,-91.996002,9.431,7.75,,,,1.681,0.0,-0.225,103.895003,-25.611,0.0,25.611,78.283997,0.0,0.0,78.283997,-28.021,50.263,0.0,,,50.262997,0.0,50.263,0.0,0.0,50.263,50.263,,585.338669,0.087336,0.087336,0.087336,602.465106,0.084217,0.084217,0.084217,
12/31/2003,110.462,105.639,199.451,112.215,87.236,-93.812,4.823,3.777,,,,1.046,0.0,-0.225,110.237,-26.482,0.0,26.482,83.755,0.0,0.0,83.755,-31.355,52.4,0.0,,,52.4,0.0,52.4,0.0,0.0,52.4,52.4,,584.386474,0.090455,0.090455,0.090455,602.21504,0.087336,0.087336,0.087336,
03/31/2004,119.170002,115.539001,213.027,125.453003,87.573997,-97.487999,3.631,2.437,,,,1.194,0.0,-0.225,118.945002,-29.052999,0.0,29.052999,89.891998,0.0,0.0,89.891998,-33.662998,56.229,0.0,,,56.229,0.0,56.229,0.0,0.0,56.229,56.229,,581.965951,0.096694,0.096694,0.096694,599.653447,0.093575,0.093575,0.093575,
06/30/2004,122.875999,118.959999,220.791,130.268997,90.522003,-101.831001,3.916,2.634,,,,1.282,0.0,-0.225,122.650999,-29.184,0.0,29.184,93.467003,0.0,0.0,93.467003,-35.049,58.417999,0.0,,,58.418003,0.0,58.417999,0.0,0.0,58.417999,58.417999,,578.186074,0.099813,0.099813,0.099813,594.424472,0.099813,0.099813,0.099813,
09/30/2004,128.866995,123.967995,234.260994,140.992996,93.267998,-110.292999,4.899,3.526,,,,1.373,0.0,-0.225,128.641995,-28.888,0.0,28.888,99.753998,0.0,0.0,99.753998,-37.734001,62.02,0.0,,,62.019997,0.0,62.02,0.0,0.0,62.02,62.02,,573.761778,0.10917,0.10917,0.10917,589.019141,0.106051,0.106051,0.106051,
12/31/2004,130.636,126.525,246.979,153.481,93.498,-120.454,4.111,2.832,,,,1.279,0.0,-0.115,130.521,-31.223,0.0,31.223,99.298,0.0,0.0,99.298,-36.699,62.599,0.0,,,62.599,0.0,62.599,0.0,0.0,62.599,62.599,,572.646102,0.10917,0.10917,0.10917,588.041314,0.106051,0.106051,0.106051,
03/31/2005,129.759,125.886,253.619,159.222,94.397,-127.733,3.873,2.737,,,,1.136,0.0,-0.065,129.694,-30.765,0.0,30.765,98.929,0.0,0.0,98.929,-37.0,61.929,0.0,,,61.929,0.0,61.929,0.0,0.0,61.929,61.929,,574.236047,0.10917,0.10917,0.10917,588.442513,0.106051,0.106051,0.106051,
06/30/2005,132.932,131.687,279.204,170.285,108.919,-147.517,1.245,0.003,,,,1.242,,,132.932,-30.256,,30.256,102.676,,,102.676,-38.385,64.291,,,,64.291,,64.291,,,64.291,64.291,,574.613999,0.11,0.11,0.11,587.656762,0.11,0.11,0.11,
09/30/2005,153.589,152.176,313.787,181.093,132.694,-161.611,1.413,,,,,1.413,,,153.589,-32.923,,32.923,120.666,,,120.666,-45.635,75.031,,,,75.031,,75.031,,,75.031,75.031,,566.667689,0.13,0.13,0.13,580.174828,0.13,0.13,0.13,
12/31/2005,153.861,152.385,332.298,194.634,137.664,-179.913,1.476,0.0,,,,1.476,0.0,0.0,153.861,-33.759,0.0,33.759,120.102,0.0,0.0,120.102,-45.298,74.804,0.0,,,74.804,0.0,74.804,0.0,0.0,74.804,74.804,,575.415,0.13,0.13,0.13,575.415,0.13,0.13,0.13,
03/31/2006,158.943,157.679,359.688,214.209,145.479,-202.009,1.264,,,,,1.264,,,158.943,-38.285,,38.285,120.658,,,120.658,-45.43,75.228,,,,75.228,,75.228,,,75.228,75.228,,548.957071,0.14,0.14,0.14,561.308749,0.13,0.13,0.13,
06/30/2006,155.044,153.589,384.14,229.04,155.1,-230.551,1.455,0.004,,,,1.451,,,155.044,-38.515,,38.515,116.529,,,116.529,-43.361,73.168,,,,73.168,,73.168,,,73.168,73.168,,539.678609,0.14,0.14,0.14,552.077216,0.13,0.13,0.13,
09/30/2006,154.797,153.128,422.045,253.878,168.167,-268.917,1.669,0.0,,,,1.669,0.0,0.0,154.797,-40.588,0.0,40.588,114.209,0.0,0.0,114.209,-43.238,70.971,0.0,,,70.971,0.0,70.971,0.0,0.0,70.971,70.971,,531.12938,0.13,0.13,0.13,540.969501,0.13,0.13,0.13,
12/31/2006,150.74,148.837,448.97,263.363,185.607,-300.133,1.903,,,,,1.903,,,150.74,-41.567,,41.567,109.173,,,109.173,-39.961,69.212,,,,69.212,,69.212,0.0,0.0,69.212,69.212,,525.402246,0.13,0.13,0.13,535.514559,0.13,0.13,0.13,
03/31/2007,158.004,156.454,479.647,278.919,200.728,-323.193,1.55,0.0,,,,1.55,0.0,-0.3,157.704,-41.097,0.0,41.097,116.607,0.0,0.0,116.607,-45.364,71.243,0.0,,,71.243,0.0,71.243,0.0,0.0,71.243,71.243,,518.416987,0.14,0.14,0.14,529.034187,0.13,0.13,0.13,
06/30/2007,159.481,157.658,511.494,299.398,212.096,-353.836,1.823,,,,,1.823,,-0.5,158.981,-40.867,,40.867,118.114,,,118.114,-45.45,72.664,,,,72.664,,72.664,0.0,,72.664,72.664,,504.902448,0.14,0.14,0.14,514.998167,0.14,0.14,0.14,
09/30/2007,164.265,162.216,548.203,324.432,223.771,-385.987,2.049,0.0,,,,2.049,0.0,-2.0,162.265,-41.188,0.0,41.188,121.077,0.0,0.0,121.077,-46.634,74.443,0.0,,,74.443,0.0,74.443,0.0,0.0,74.443,74.443,,491.33121,0.15,0.15,0.15,500.861222,0.15,0.15,0.15,
12/31/2007,172.706,170.855,588.161,343.252,244.909,-417.306,1.851,0.006,,,,1.845,0.0,-2.0,170.706,-44.761,0.0,44.761,125.945,0.0,0.0,125.945,-48.437,77.508,0.0,,,77.508,0.0,77.508,0.0,0.0,77.508,77.508,,484.247113,0.16,0.16,0.16,495.337581,0.16,0.16,0.16,
03/31/2008,195.536,193.315,613.288,355.206,258.082,-419.973,2.221,0.0,,,,2.221,0.0,-2.5,193.036,-48.112,0.0,48.112,144.924,0.0,0.0,144.924,-56.255,88.669,0.0,,,88.669,0.0,88.669,0.0,0.0,88.669,88.669,,483.092588,0.18,0.18,0.18,494.384738,0.18,0.18,0.18,
06/30/2008,235.22,233.132,646.66,377.178,269.482,-413.528,2.088,0.0,,,,2.088,0.0,-3.0,232.22,-48.277,0.0,48.277,183.943,0.0,0.0,183.943,-73.24,110.703,0.0,,,110.703,0.0,110.703,0.0,0.0,110.703,110.703,,483.88572,0.23,0.23,0.23,496.078754,0.22,0.22,0.22,
09/30/2008,257.259,255.078,681.317,401.808,279.509,-426.239,2.181,0.0,,,,2.181,0.0,-5.0,252.259,-49.423,0.0,49.423,202.836,0.0,0.0,202.836,-80.928,121.908,0.0,,,121.908,0.0,121.908,0.0,0.0,121.908,121.908,,484.759567,0.25,0.25,0.25,495.715998,0.25,0.25,0.25,
12/31/2008,262.447,260.452,711.96,419.808,292.152,-451.508,1.995,0.0,,,,1.995,0.0,-9.0,253.447,-52.264,0.0,52.264,201.183,0.0,0.0,201.183,-76.905,124.278,0.0,,,124.278,0.0,124.278,0.0,0.0,124.278,124.278,,487.856516,0.25,0.25,0.25,495.581054,0.25,0.25,0.25,
03/31/2009,286.104,283.831,723.322,420.374,302.948,-439.491,2.273,0.148,0.0,0.148,0.0,2.125,0.0,-20.0,266.104,-54.794,0.0,54.794,211.31,0.0,0.0,211.31,-83.647,127.663,0.0,0.0,0.0,127.663,0.0,127.663,0.0,0.0,127.663,127.663,0.0,487.567802,0.26,0.26,0.26,491.326567,0.26,0.26,0.26,
06/30/2009,329.003,302.397,727.759,418.896,308.863,-425.362,26.606,24.037,0.0,24.037,0.0,2.569,0.0,-32.5,296.503,-84.947,0.0,84.947,211.556,0.0,0.0,211.556,-83.637,127.919,0.0,0.0,0.0,127.919,0.0,127.919,0.0,0.0,127.919,141.6327,13.7137,486.984601,0.26,0.26,0.290836,489.447012,0.26,0.26,0.288019,
09/30/2009,327.97,325.457,744.165,430.077,314.088,-418.708,2.513,0.0,0.0,,0.0,2.513,0.0,-40.0,287.97,-62.92,0.0,62.92,225.05,0.0,0.0,225.05,-89.964,135.086,0.0,0.0,0.0,135.086,0.0,135.086,0.0,0.0,135.086,135.086,0.0,489.545739,0.28,0.28,0.28,491.992378,0.27,0.27,0.27,
12/31/2009,333.985,331.793,746.54,432.304,314.236,-414.747,2.192,0.0,0.0,0.0,0.0,2.192,0.0,-45.0,288.985,-62.935,0.0,62.935,226.05,0.0,0.0,226.05,-89.474,136.576,0.0,0.0,0.0,136.576,0.0,136.576,0.0,0.0,136.576,136.576,0.0,491.439292,0.28,0.28,0.28,492.231761,0.28,0.28,0.28,
03/31/2010,364.143,331.145,734.87,433.369,301.501,-403.725,32.998,30.768,0.0,30.768,0.0,2.23,0.0,-50.0,314.143,-66.531,0.0,66.531,247.612,0.0,0.0,247.612,-98.727,148.885,0.0,0.0,0.0,148.885,0.0,148.885,0.0,0.0,148.885,148.885,0.0,492.564183,0.3,0.3,0.3,493.694756,0.3,0.3,0.3,
06/30/2010,350.724,317.514,717.58,431.474,286.106,-400.066,33.21,30.626,0.0,30.626,0.0,2.584,0.0,-50.0,300.724,-64.596,0.0,64.596,236.128,0.0,0.0,236.128,-93.537,142.591,0.0,0.0,0.0,142.591,0.0,142.591,0.0,0.0,142.591,142.591,0.0,492.888447,0.29,0.29,0.29,494.406802,0.29,0.29,0.29,
09/30/2010,324.193,290.334,688.81,422.2,266.61,-398.476,33.859,31.017,0.0,31.017,0.0,2.842,0.0,-50.0,274.193,-65.706,0.0,65.706,208.487,0.0,0.0,208.487,-83.918,124.569,0.0,0.0,0.0,124.569,0.0,124.569,0.0,0.0,124.569,124.569,0.0,493.164078,0.25,0.25,0.25,493.98369,0.25,0.25,0.25,
12/31/2010,314.761,251.834,643.236,401.007,242.229,-391.402,62.927,60.214,0.0,60.214,0.0,2.713,0.0,-45.0,269.761,-69.555,0.0,69.555,200.206,0.0,0.0,200.206,-79.045,121.161,0.0,0.0,0.0,121.161,0.0,121.161,0.0,0.0,121.161,121.161,0.0,493.505586,0.25,0.25,0.25,494.146907,0.25,0.25,0.25,
03/31/2011,361.608,256.401,617.523,387.812,229.711,-361.122,105.207,102.468,0.0,102.468,0.0,2.739,0.0,-40.0,321.608,-1240.568,0.0,1240.568,-918.96,0.0,0.0,-918.96,363.296,-555.664,0.0,0.0,0.0,-555.664,0.0,-555.664,0.0,0.0,-555.664,206.1958,761.8598,493.843304,-1.13,-1.13,0.417533,493.843304,-1.13,-1.13,0.412716,
06/30/2011,275.641,272.909,552.732,385.159,167.573,-279.823,2.732,0.0,0.0,0.0,0.0,2.732,0.0,-30.0,245.641,-85.837,0.0,85.837,159.804,0.0,0.0,159.804,-63.796,96.008,0.0,0.0,0.0,96.008,0.0,96.008,0.0,0.0,96.008,96.008,0.0,494.137888,0.19,0.19,0.19,494.75196,0.19,0.19,0.19,
09/30/2011,247.737,244.643,524.538,379.983,144.555,-279.895,3.094,0.0,0.0,0.0,0.0,3.094,0.0,-25.0,222.737,-83.661,0.0,83.661,139.076,0.0,0.0,139.076,-54.873,84.203,0.0,0.0,0.0,84.203,0.0,84.203,0.0,0.0,84.203,84.203,0.0,494.966393,0.17,0.17,0.17,495.089402,0.17,0.17,0.17,
12/31/2011,209.865,206.981,472.844,360.167,112.677,-265.863,2.884,0.0,0.0,0.0,0.0,2.884,0.0,-25.0,184.865,-820.094,0.0,820.094,-635.229,0.0,0.0,-635.229,274.693,-360.536,0.0,0.0,0.0,-360.536,0.0,-360.536,0.0,0.0,-360.536,56.264,416.8,495.53981,-0.73,-0.73,0.113541,495.53981,-0.73,-0.73,0.111103,
03/31/2012,236.905,234.118,448.791,346.676,102.115,-214.673,2.787,0.0,0.0,0.0,0.0,2.787,0.0,-25.0,211.905,-91.598,0.0,91.598,120.307,0.0,0.0,120.307,-47.32,72.987,0.0,0.0,0.0,72.987,0.0,72.987,0.0,0.0,72.987,72.987,0.0,495.983174,0.15,0.15,0.15,496.008154,0.15,0.15,0.15,
06/30/2012,227.177,224.253,430.661,339.684,90.977,-206.408,2.924,0.0,0.0,0.0,0.0,2.924,0.0,-25.0,202.177,-83.571,0.0,83.571,118.606,0.0,0.0,118.606,-46.33,72.276,0.0,0.0,0.0,72.276,0.0,72.276,0.0,0.0,72.276,72.276,0.0,496.53998,0.15,0.15,0.15,496.55281,0.15,0.15,0.15,
09/30/2012,206.305,203.288,405.429,324.395,81.034,-202.141,3.017,0.0,0.0,0.0,0.0,3.017,0.0,-20.0,186.305,-93.877,0.0,93.877,92.428,0.0,0.0,92.428,-36.496,55.932,0.0,0.0,0.0,55.932,0.0,55.932,0.0,0.0,55.932,59.87945,3.94745,496.772798,0.11,0.11,0.120537,496.779005,0.11,0.11,0.117946,
12/31/2012,194.997,192.264,388.158,313.143,75.015,-195.894,2.733,0.0,0.0,0.0,0.0,2.733,0.0,-25.0,169.997,-87.556,0.0,87.556,82.441,0.0,0.0,82.441,-34.493,47.948,0.0,0.0,0.0,47.948,0.0,47.948,0.0,0.0,47.948,47.9831,0.0351,496.96556,0.1,0.1,0.096552,497.043573,0.1,0.1,0.096552,
03/31/2013,179.916,177.383,366.065,297.967,68.098,-188.682,2.533,0.0,0.0,0.0,0.0,2.533,0.0,-20.0,159.916,-81.255,0.0,81.255,78.661,0.0,0.0,78.661,-30.73,47.931,0.0,0.0,0.0,47.931,0.0,47.931,0.0,0.0,47.931,47.931,0.0,497.324412,0.1,0.1,0.1,497.364942,0.1,0.1,0.1,
06/30/2013,169.441,159.853,347.509,288.437,59.072,-187.656,9.588,7.183,0.0,7.183,0.0,2.405,0.0,-12.5,156.941,-76.621,0.0,76.621,80.32,0.0,0.0,80.32,-31.598,48.722,0.0,0.0,0.0,48.722,0.0,48.722,0.0,0.0,48.722,48.722,0.0,497.720918,0.1,0.1,0.1,498.070995,0.1,0.1,0.1,
09/30/2013,152.869,139.413,326.298,270.536,55.762,-186.885,13.456,10.641,0.0,10.641,0.0,2.815,0.0,-4.0,148.869,-78.488,0.0,78.488,70.381,0.0,0.0,70.381,-27.647,42.734,0.0,0.0,0.0,42.734,0.0,42.734,0.0,0.0,42.734,42.734,0.0,497.954146,0.09,0.09,0.09,498.313185,0.09,0.09,0.09,
12/31/2013,149.376,135.864,321.309,264.413,56.896,-185.445,13.512,11.109,0.0,11.109,0.0,2.403,0.0,0.0,149.376,-73.473,0.0,73.473,75.903,0.0,0.0,75.903,-30.074,45.829,0.0,0.0,0.0,45.829,0.0,45.829,0.0,0.0,45.829,46.23395,0.40495,498.166594,0.09,0.09,0.092808,498.525372,0.09,0.09,0.090812,
03/31/2014,150.094,132.336,312.539,258.303,54.236,-180.203,17.758,15.943,0.0,15.943,0.0,1.815,0.0,0.0,150.094,-79.713,0.0,79.713,70.381,0.0,0.0,70.381,-27.86,42.521,0.0,0.0,0.0,42.521,0.0,42.521,0.0,0.0,42.521,42.521,0.0,498.409428,0.09,0.09,0.09,498.409428,0.09,0.09,0.09,
06/30/2014,138.866,117.682,299.205,252.639,46.566,-181.523,21.184,19.539,0.0,19.539,0.0,1.645,0.0,0.0,138.866,-73.108,,73.108,65.758,0.0,0.0,65.758,-26.576,39.182,0.0,0.0,0.0,39.182,0.0,39.182,0.0,-0.176,39.006,39.006,0.0,498.874695,0.08,0.08,0.08,499.838263,0.08,0.08,0.08,
09/30/2014,128.876,104.938,287.62,247.179,40.441,-182.682,23.938,22.307,0.0,22.307,0.0,1.631,0.0,3.5,132.376,-70.045,0.0,70.045,62.331,0.0,0.0,62.331,-25.205,37.126,0.0,0.0,0.0,37.126,0.0,37.126,0.0,-0.113,37.013,37.013,0.0,499.225954,0.07,0.07,0.07,500.258664,0.07,0.07,0.07,
12/31/2014,134.686,87.181,268.352,231.025,37.327,-181.171,47.505,45.927,0.0,45.927,0.0,1.578,0.0,0.0,134.686,-70.163,0.0,70.163,64.523,0.0,0.0,64.523,-25.387,39.136,0.0,0.0,0.0,39.136,0.0,39.136,0.0,0.0,39.136,39.57215,0.43615,499.492459,0.08,0.08,0.079225,501.021153,0.08,0.08,0.079225,
03/31/2015,84.368,75.628,250.929,223.118,27.811,-175.301,8.74,7.347,0.0,7.347,0.0,1.393,0.0,0.0,84.368,-74.758,0.0,74.758,9.61,0.0,0.0,9.61,-3.72,5.89,0.0,0.0,0.0,5.89,0.0,5.89,0.0,-0.008,5.882,6.23495,0.35295,500.085913,0.01,0.01,0.012468,501.583947,0.01,0.01,0.010704,
06/30/2015,125.154,56.556,231.209,207.213,23.996,-174.653,68.598,67.064,0.0,67.064,0.0,1.534,0.0,0.0,125.154,-66.45,0.0,66.45,58.704,0.0,0.0,58.704,-23.047,35.657,0.0,0.0,0.0,35.657,0.0,35.657,0.0,0.0,35.657,35.81235,0.15535,501.078623,0.07,0.07,0.071471,502.348521,0.07,0.07,0.070309,
