Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2011,1233.57,699.415,418.197,281.218,161.626,161.626,0.0,156.778,54.978,0.0,101.8,0.0,36.316,0.248,,57.545,19.296,1054.135,40.931,69.928,-28.997,30.202,30.202,108.302,46.677,,46.677,4.08,179.435,,149.545,102.263,8.784,,38.498,1.255,0.0,1.255,1.255,,11.05,121.376,,0.0,161.85,0.0,0.0,0.0,0.0,,121.376,,,,,,0.0,121.376,283.226,0.0,207.328,0.495,206.833,-280.704,1021.716,2.004,950.344,0.0,950.344,1233.57,
09/30/2011,1218.428,699.412,287.157,412.255,139.033,139.033,0.0,164.481,53.626,0.0,110.855,0.0,35.806,0.232,,57.545,18.802,1038.732,44.07,77.226,-33.156,26.689,26.689,108.937,47.466,,47.466,3.926,179.696,,153.501,108.521,3.128,,41.852,0.994,0.0,0.994,0.994,,11.434,119.953,,0.0,165.929,0.0,0.0,0.0,0.0,,119.953,,,,,,0.0,119.953,285.882,0.0,220.827,0.496,220.331,-390.885,1104.108,-1.504,932.546,0.0,932.546,1218.428,
12/31/2011,1362.399,770.613,359.331,411.282,218.072,218.072,0.0,155.613,51.103,0.0,104.51,0.0,38.379,0.37,0.0,58.576,21.581,1182.677,45.151,82.112,-36.961,23.194,23.194,111.377,48.396,0.0,48.396,4.405,179.722,,253.408,113.446,10.996,0.0,128.966,1.099,0.0,1.099,1.099,,11.583,117.151,0.0,0.0,266.09,0.0,0.0,0.0,0.0,,117.151,0.0,0.0,0.0,0.0,,0.0,117.151,383.241,0.0,230.295,0.994,229.301,-418.234,1168.644,-1.547,979.158,0.0,979.158,1362.399,
03/31/2012,1470.745,811.026,391.438,419.588,255.712,255.712,0.0,179.127,58.332,0.0,120.795,0.0,38.598,1.804,,56.003,20.366,1284.463,55.689,97.399,-41.71,21.864,21.864,108.729,49.132,,49.132,3.594,186.282,,275.079,134.035,36.302,,104.742,1.287,0.0,1.287,1.287,,11.751,115.3,,0.0,288.117,0.0,0.0,0.0,0.0,,115.3,,,,,,0.0,115.3,403.417,0.0,239.911,1.003,238.908,-418.234,1244.743,0.908,1067.328,0.0,1067.328,1470.745,
06/30/2012,1601.517,870.23,419.167,451.063,305.707,305.707,0.0,199.053,57.044,0.0,142.009,0.0,39.267,2.739,,56.002,20.1,1414.257,55.944,102.268,-46.324,20.873,20.873,110.443,50.875,,50.875,3.566,187.26,,286.674,157.212,3.068,,126.394,1.096,0.0,1.096,1.096,,12.062,113.756,,0.0,299.832,0.0,0.0,0.0,0.0,,113.756,,,,,,0.0,113.756,413.588,0.0,253.444,1.004,252.44,-418.234,1354.539,-1.82,1187.929,0.0,1187.929,1601.517,
09/30/2012,1318.922,590.708,283.054,307.654,288.584,288.584,0.0,193.934,62.076,0.0,131.858,0.0,55.711,18.424,,56.005,20.859,1128.937,57.574,109.137,-51.563,19.882,19.882,112.529,52.851,,52.851,3.673,189.985,,304.678,152.449,2.833,,149.396,0.0,0.0,,,,12.36,112.209,,0.0,317.038,0.0,0.0,,,,112.209,,,,,,0.0,112.209,429.247,0.0,263.818,1.013,262.805,-815.729,1440.681,0.905,889.675,0.0,889.675,1318.922,
12/31/2012,1043.325,319.556,222.514,97.042,236.044,236.044,0.0,203.106,65.01,0.0,138.096,0.0,76.362,33.709,0.0,59.503,25.649,835.068,69.137,116.347,-47.21,21.393,21.393,117.727,54.648,0.0,54.648,3.576,208.257,,275.85,127.33,5.47,0.0,143.05,0.0,0.0,,,,12.695,110.383,0.0,0.0,288.545,0.0,0.0,,,,110.383,0.0,0.0,0.0,0.0,,0.0,110.383,398.928,0.0,288.972,1.019,287.953,-1155.313,1508.664,2.074,644.397,0.0,644.397,1043.325,
03/31/2013,1147.372,344.672,242.533,102.139,308.675,308.675,0.0,215.337,65.204,0.0,150.133,0.0,68.015,6.403,,60.856,44.608,936.699,74.596,126.178,-51.582,13.631,13.631,122.446,57.999,,57.999,3.591,210.673,,316.687,135.477,14.52,,166.69,0.0,0.0,,,,13.079,116.235,,0.0,329.766,0.0,0.0,,,,116.235,,,,,,0.0,116.235,446.001,0.0,298.428,1.019,297.409,-1168.674,1572.16,-0.543,701.371,0.0,701.371,1147.372,
06/30/2013,1317.842,432.036,283.839,148.197,342.221,342.221,0.0,233.549,77.152,0.0,156.397,0.0,86.016,37.709,,61.406,31.329,1093.822,83.529,138.868,-55.339,11.953,11.953,128.538,59.725,,59.725,7.407,224.02,,331.963,144.365,9.558,,178.04,0.0,0.0,,,,14.211,115.647,,0.0,346.174,0.0,0.0,,,,115.647,,,,,,0.0,115.647,461.821,0.0,348.681,1.028,347.653,-1168.709,1679.033,-2.984,856.021,0.0,856.021,1317.842,
09/30/2013,1511.867,602.591,287.019,315.572,339.155,339.155,0.0,247.368,76.914,0.0,170.454,0.0,89.343,38.516,,61.407,33.849,1278.457,88.495,148.853,-60.358,9.725,9.725,135.19,63.613,,63.613,10.17,233.41,,423.57,162.851,53.577,,207.142,0.0,0.0,,,,14.702,113.204,,0.0,438.272,0.0,0.0,,,,113.204,,,,,,0.0,113.204,551.476,0.0,359.02,1.029,357.991,-1168.714,1771.219,-1.134,960.391,0.0,960.391,1511.867,
12/31/2013,1420.509,613.596,211.349,402.247,291.638,291.638,0.0,221.449,68.088,0.0,153.361,0.0,56.36,9.518,0.0,63.611,25.918,1183.043,88.143,152.466,-64.323,9.792,9.792,139.531,65.774,0.0,65.774,10.146,237.466,,302.182,119.376,9.359,0.0,173.447,0.0,0.0,,,,13.832,112.216,0.0,0.0,316.014,0.0,0.0,,,,112.216,0.0,0.0,0.0,0.0,,0.0,112.216,428.23,0.0,369.099,1.03,368.069,-1222.912,1847.325,-1.233,992.279,0.0,992.279,1420.509,
03/31/2014,1593.583,750.952,312.02,438.932,342.14,342.14,0.0,204.061,64.55,0.0,139.511,0.0,58.06,5.008,,63.443,32.128,1355.213,91.733,161.374,-69.641,8.131,8.131,138.506,65.525,,65.525,9.538,238.37,,365.962,125.581,45.9,,194.481,0.0,0.0,,,,14.404,110.491,,0.0,380.366,0.0,0.0,,,,110.491,,,,,,0.0,110.491,490.857,0.0,384.214,1.031,383.183,-1222.932,1942.575,-1.131,1102.726,0.0,1102.726,1593.583,
06/30/2014,1769.019,827.02,373.051,453.969,395.46,395.46,0.0,207.908,74.81,0.0,133.098,0.0,56.965,7.115,,63.443,28.926,1487.353,91.218,166.807,-75.589,51.682,51.682,138.766,66.351,,66.351,8.972,281.666,,390.377,155.776,12.839,,221.762,0.0,0.0,,,,14.464,108.547,,0.0,404.841,0.0,0.0,,,,108.547,,,,,,0.0,108.547,513.388,0.0,395.644,1.032,394.612,-1222.971,2083.579,-0.621,1255.631,0.0,1255.631,1769.019,
09/30/2014,1862.878,996.364,408.323,588.041,330.176,330.176,0.0,205.449,63.865,0.0,141.584,0.0,85.49,18.026,,71.53,46.54,1617.479,88.487,168.433,-79.946,28.419,28.419,128.493,49.1,,49.1,7.863,245.399,,356.276,145.373,2.697,,208.206,0.0,0.0,,,,14.335,105.827,,0.0,370.611,0.0,0.0,,,,105.827,,,,,,0.0,105.827,476.438,0.0,418.636,1.035,417.601,-1231.038,2205.179,-6.337,1386.44,0.0,1386.44,1862.878,
12/31/2014,1938.875,1151.457,370.323,781.134,280.672,280.672,0.0,174.573,59.938,0.0,114.635,0.0,46.452,8.617,0.0,94.381,37.752,1653.154,90.156,173.735,-83.579,42.94,42.94,152.625,50.748,0.0,50.748,7.496,285.721,,305.455,127.641,5.848,0.0,171.966,0.0,0.0,,,,50.261,68.009,0.0,0.0,355.716,0.0,0.0,,,,68.009,0.0,0.0,0.0,0.0,,0.0,68.009,423.725,0.0,427.18,1.035,426.145,-1231.087,2330.51,-11.453,1515.15,0.0,1515.15,1938.875,
03/31/2015,2084.946,1010.071,362.787,647.284,343.034,343.034,0.0,197.914,65.311,0.0,132.603,0.0,290.876,21.648,,54.106,43.881,1841.895,88.296,176.745,-88.449,41.24,41.24,113.515,52.3,,52.3,7.109,243.051,,538.526,167.789,1.586,,369.151,0.0,0.0,,,,10.761,67.305,,0.0,549.287,0.0,0.0,,,,67.305,,,,,,0.0,67.305,616.592,0.0,637.332,1.058,636.274,-1482.469,2334.924,-21.433,1468.354,0.0,1468.354,2084.946,
06/30/2015,5791.581,2931.153,1696.295,1234.858,372.53,372.53,0.0,180.892,58.586,0.0,122.306,0.0,437.804,92.386,,0.0,148.294,3922.379,92.538,186.485,-93.947,52.364,52.364,1724.3,1715.943,1287.777,428.166,8.357,1869.202,,465.232,194.731,11.453,,259.048,0.0,0.0,,,,26.695,355.379,,0.0,491.927,0.0,0.0,,,,444.834,,,,,89.455,0.0,444.834,936.761,0.0,3953.063,1.033,3952.03,-160.717,1081.547,-19.073,4854.82,0.0,4854.82,5791.581,
09/30/2015,5603.738,2785.427,1240.717,1544.71,407.723,407.723,0.0,159.691,56.578,0.0,103.113,0.0,397.806,90.933,,0.0,151.456,3750.647,94.727,193.867,-99.14,34.355,34.355,1724.009,1715.978,1287.777,428.201,8.031,1853.091,,472.575,238.106,14.809,,219.66,0.0,0.0,,,,32.031,355.128,,0.0,504.606,0.0,0.0,,,,444.575,,,,,89.447,0.0,444.575,949.181,0.0,3967.429,1.034,3966.395,-548.142,1256.121,-20.851,4654.557,0.0,4654.557,5603.738,
12/31/2015,5571.277,2920.027,2175.417,744.61,352.584,352.584,0.0,156.121,52.043,0.0,104.078,0.0,170.8,18.462,0.0,140.468,151.967,3599.532,97.354,189.874,-92.52,15.348,15.348,1859.043,1707.701,1279.715,427.986,10.874,1971.745,,377.418,144.763,2.75,0.0,229.905,0.0,0.0,,,,32.859,351.59,0.0,0.0,410.277,0.0,0.0,,,,351.59,0.0,0.0,0.0,0.0,,0.0,351.59,761.867,0.0,3992.892,3.105,3989.787,-556.467,1394.863,-21.878,4809.41,0.0,4809.41,5571.277,
03/31/2016,5883.484,3036.352,2528.109,508.243,416.485,416.485,0.0,165.929,55.053,0.0,110.876,0.0,174.106,12.429,,261.297,161.458,3792.872,99.257,193.987,-94.73,7.419,7.419,1983.936,1708.293,1279.715,428.578,14.346,2090.612,,503.793,183.216,71.75,,248.827,0.0,0.0,,,,36.862,350.983,,0.0,540.655,0.0,0.0,,,,350.983,,,,,,0.0,350.983,891.638,0.0,4007.032,1.036,4005.996,-558.483,1558.74,-15.443,4991.846,0.0,4991.846,5883.484,
06/30/2016,4038.056,479.088,434.769,44.319,465.524,465.524,,174.401,69.811,0.0,104.59,0.0,173.812,20.547,,261.319,153.081,1292.825,102.562,200.628,-98.066,0.0,0.0,2642.669,2365.794,1283.643,1082.151,15.556,2745.231,,463.397,183.084,5.651,,274.662,0.0,,,,,33.959,348.289,,0.0,497.356,0.0,,,,,348.289,,,,,,0.0,348.289,845.645,0.0,4022.649,1.036,4021.613,-2558.721,1742.96,-14.477,3192.411,0.0,3192.411,4038.056,
09/30/2016,4236.431,599.179,341.526,257.653,467.117,467.117,0.0,167.84,68.86,0.0,98.98,0.0,315.888,155.641,,142.116,160.016,1550.024,144.625,249.055,-104.43,9.519,9.519,2532.263,2364.456,1283.643,1080.813,25.691,2686.407,,438.109,172.159,5.835,,260.115,0.0,0.0,,,,34.533,365.389,,0.0,472.642,0.0,0.0,,,,365.389,,,,,,0.0,365.389,838.031,0.0,4037.241,1.037,4036.204,-2558.908,1934.601,-14.534,3398.4,0.0,3398.4,4236.431,
12/31/2016,4153.471,598.136,377.582,220.554,447.815,447.815,0.0,161.971,58.658,0.0,103.313,0.0,224.348,66.55,0.0,159.556,157.562,1432.27,173.343,283.252,-109.909,2.394,2.394,2545.464,2364.278,1331.643,1032.635,21.63,2721.201,,428.153,193.27,7.657,0.0,227.226,0.0,0.0,,,,42.436,353.173,0.0,0.0,470.589,0.0,0.0,,,,353.173,0.0,0.0,0.0,0.0,,0.0,353.173,823.762,0.0,4054.361,3.116,4051.245,-2808.951,2107.548,-23.249,3329.709,0.0,3329.709,4153.471,
03/31/2017,4349.747,785.703,576.337,209.366,508.553,508.553,0.0,171.29,70.032,0.0,101.258,0.0,151.27,41.143,,158.739,109.203,1616.816,189.631,306.061,-116.43,0.477,0.477,2542.823,2364.529,1331.643,1032.886,19.555,2732.931,,427.125,178.093,8.749,,240.283,0.0,0.0,,,,42.699,349.697,,0.0,469.824,0.0,0.0,,,,349.697,,,,,,0.0,349.697,819.521,0.0,4075.63,3.122,4072.508,-2809.015,2285.528,-21.917,3530.226,0.0,3530.226,4349.747,
06/30/2017,4684.131,1101.506,777.655,323.851,536.229,536.229,0.0,190.6,79.924,0.0,110.676,0.0,51.744,6.492,,158.739,44.399,1880.079,211.555,335.252,-123.697,48.639,48.639,2543.858,2364.517,1331.643,1032.874,20.602,2804.052,,516.854,242.667,8.951,,265.236,0.0,0.0,,,,44.317,346.943,,0.0,561.171,0.0,0.0,,,,346.943,,,,,0.0,0.0,346.943,908.114,0.0,4093.942,3.124,4090.818,-2809.253,2508.161,-16.833,3776.017,0.0,3776.017,4684.131,
09/30/2017,4708.906,1095.907,465.559,630.348,535.162,535.162,0.0,213.341,83.19,0.0,130.151,0.0,89.887,43.618,,158.739,46.095,1934.297,225.421,357.955,-132.534,7.003,7.003,2542.185,2365.124,1331.643,1033.481,18.322,2774.609,,553.605,229.551,10.156,,313.898,0.0,0.0,,,,44.079,342.249,,0.0,597.684,0.0,0.0,,,,343.068,,,,,,0.819,343.068,940.752,0.0,4114.907,3.126,4111.781,-3058.124,2726.904,-15.533,3768.154,0.0,3768.154,4708.906,
12/31/2017,4791.012,1201.555,528.622,672.933,449.381,449.381,0.0,255.745,78.834,0.0,176.911,0.0,179.696,138.724,0.0,92.333,40.877,2086.377,230.276,369.086,-138.81,2.366,2.366,2471.993,2365.728,1331.643,1034.085,13.932,2704.635,,515.536,245.91,10.645,0.0,258.981,0.0,0.0,,,,44.815,334.354,0.0,0.0,560.351,0.0,0.0,,,,335.449,0.0,0.0,0.0,0.0,,1.095,335.449,895.8,0.0,4153.774,3.146,4150.628,-3170.129,2928.226,-16.659,3895.212,0.0,3895.212,4791.012,
03/31/2018,4740.132,1096.582,511.36,585.222,525.255,525.255,0.0,268.607,84.594,0.0,184.013,0.0,148.104,86.257,,85.748,61.639,2038.548,231.199,379.848,-148.649,3.497,3.497,2466.888,2368.304,1331.643,1036.661,12.836,2701.584,,489.394,226.063,9.758,,253.573,0.0,0.0,,,,44.628,328.3,,0.0,534.022,0.0,0.0,,,,330.503,,,,,,2.203,330.503,864.525,0.0,4173.715,3.15,4170.565,-3422.078,3137.691,-13.721,3875.607,0.0,3875.607,4740.132,
06/30/2018,4542.07,870.78,659.687,211.093,592.547,592.547,0.0,275.566,89.362,0.0,186.204,0.0,89.786,32.445,,85.253,57.32,1828.679,240.658,397.259,-156.601,0.0,0.0,2472.733,2371.044,1331.643,1039.401,16.436,2713.391,,569.337,267.117,15.978,,286.242,0.0,0.0,,,,44.875,320.259,,0.0,614.212,0.0,0.0,,,,322.698,,,,,,2.439,322.698,936.91,0.0,4197.828,3.152,4194.676,-3975.278,3407.806,-25.196,3605.16,0.0,3605.16,4542.07,
09/30/2018,4871.359,1171.612,713.714,457.898,588.48,588.48,0.0,262.084,99.266,0.0,162.818,0.0,130.495,41.214,,85.253,57.599,2152.671,242.854,408.278,-165.424,1.61,1.61,2474.224,2373.891,1331.643,1042.248,15.08,2718.688,,601.937,268.814,6.453,,326.67,10.1,10.1,,,,44.325,319.007,,0.0,656.362,0.0,0.0,,,,321.73,,,,,,2.723,321.73,978.092,0.0,4222.784,3.154,4219.63,-3975.278,3675.538,-29.777,3893.267,0.0,3893.267,4871.359,
12/31/2018,4526.891,958.163,637.513,320.65,484.519,484.519,0.0,277.705,94.421,0.0,183.284,0.0,83.783,38.831,0.0,85.687,44.909,1804.17,243.051,417.092,-174.041,0.0,0.0,2479.67,2377.521,1331.643,1045.878,16.462,2722.721,,556.565,248.76,10.189,0.0,297.616,0.0,0.0,,,,44.58,312.224,0.0,0.0,601.145,0.0,0.0,,,,314.845,0.0,0.0,0.0,0.0,,2.621,314.845,915.99,0.0,4241.325,3.155,4238.17,-4512.205,3914.645,-32.864,3610.901,0.0,3610.901,4526.891,
03/31/2019,4655.851,882.041,618.344,263.697,596.48,596.48,0.0,300.78,109.938,0.0,190.842,0.0,127.999,64.133,,85.215,63.685,1907.3,266.813,451.148,-184.335,0.0,,2481.738,2374.482,1331.643,1042.839,22.041,2748.551,,583.863,267.735,6.113,,310.015,3.028,0.0,3.028,,3.028,44.081,303.241,,0.0,630.972,19.943,0.0,19.943,0.86,19.083,306.116,,,,,,2.875,326.059,957.031,0.0,4291.812,3.174,4288.638,-4734.997,4176.13,-34.125,3698.82,0.0,3698.82,4655.851,
06/30/2019,5084.332,1246.235,888.247,357.988,688.165,688.165,0.0,299.529,126.976,0.0,172.553,0.0,92.839,34.33,,85.148,58.477,2326.768,265.457,449.857,-184.4,7.006,7.006,2485.101,2377.453,1331.643,1045.81,22.5,2757.564,,658.403,292.627,15.179,,350.597,3.111,0.0,3.111,,3.111,43.986,298.375,,0.0,705.5,18.766,0.0,18.766,,18.766,302.48,,,,,,4.105,321.246,1026.746,0.0,4353.357,3.18,4350.177,-4735.618,4468.603,-28.756,4057.586,0.0,4057.586,5084.332,
09/30/2019,5137.366,1304.973,717.617,587.356,647.815,647.815,0.0,317.745,136.555,0.0,181.19,0.0,90.227,31.669,,85.148,58.39,2360.76,276.641,470.584,-193.943,14.37,14.37,2485.595,2379.116,1331.643,1047.473,21.331,2776.606,,667.212,304.773,20.334,,342.105,3.061,0.0,3.061,,3.061,43.943,292.101,,0.0,714.216,18.634,0.0,18.634,,18.634,296.538,,,,,,4.437,315.172,1029.388,0.0,4373.461,3.181,4370.28,-4989.926,4767.526,-43.083,4107.978,0.0,4107.978,5137.366,
12/31/2019,5150.352,1331.02,797.957,533.063,540.001,540.001,0.0,360.731,134.885,0.0,225.846,0.0,84.557,29.36,0.0,84.777,54.868,2316.309,329.982,537.416,-207.434,12.905,12.905,2491.156,2383.748,1331.643,1052.105,22.631,2834.043,,613.032,274.045,14.717,0.0,324.27,2.812,0.0,2.812,,2.812,45.253,287.469,0.0,0.0,661.097,25.651,0.0,25.651,,25.651,292.323,0.0,0.0,0.0,0.0,,4.854,317.974,979.071,0.0,4400.693,3.182,4397.511,-5219.505,5022.48,-32.387,4171.281,0.0,4171.281,5150.352,
03/31/2020,4881.497,935.349,701.836,233.513,670.367,670.367,0.0,352.305,140.99,0.0,211.315,0.0,90.701,18.633,,84.777,71.865,2048.722,326.245,539.949,-213.704,13.922,13.922,2492.608,2384.75,1331.643,1053.107,23.081,2832.775,,651.154,305.529,12.711,,332.914,5.039,0.0,5.039,2.209,2.83,45.348,278.393,,0.0,701.541,25.284,0.0,25.284,0.0,25.284,283.726,,,,,,5.333,309.01,1010.551,0.0,4431.766,3.186,4428.58,-5799.453,5301.315,-62.682,3870.946,0.0,3870.946,4881.497,
06/30/2020,5193.813,1172.079,921.326,250.753,760.236,760.236,0.0,340.536,138.684,0.0,201.852,0.0,98.599,19.977,,84.777,78.425,2371.45,325.706,535.672,-209.966,2.077,2.077,2494.58,2387.187,1331.643,1055.544,22.616,2822.363,,625.027,261.969,22.497,,340.561,4.802,0.0,4.802,1.825,2.977,45.036,272.926,,0.0,674.865,18.134,0.0,18.134,0.0,18.134,279.274,,,,,,6.348,297.408,972.273,0.0,4477.569,3.19,4474.379,-5815.275,5612.684,-53.438,4221.54,0.0,4221.54,5193.813,
