Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
08/19/1989,,-1.864,15.48,-13.345,-4.489,-4.218,,,,,,,,,,,,,,,,,
11/11/1989,,0.463,15.862,11.727,-19.367001,8.685,,,,,,,,,,,,,,,,,
03/03/1990,,-25.493999,22.761,5.635,3.903,6.805,,,,,,,,,,,,,,,,,
05/26/1990,,-65.699997,19.021999,-5.805,109.706001,57.223,,,,,,,,,,,,,,,57.223,,
08/18/1990,,9.392,16.733999,17.382999,-4.916,38.592999,,,,,,,,,,,,,,,,,
11/10/1990,,11.693,16.653,-5.252,50.238998,73.333,,,,,,,,,,,,,,,,,
03/02/1991,,13.204,22.499001,-17.797001,-27.4,-9.494,,,,,,,,,,,,,,,,,
05/25/1991,,14.056,18.674999,-2.294,-1.836,28.601,,,,,,,,,,,,,,,28.601,,
08/24/1991,,9.625,13.767,4.755,-20.232,7.915,,,,,,,,,,,,,,,,,
11/16/1991,,8.06,14.203,-6.167,12.694,28.790001,,,,,,,,,,,,,,,,,
03/07/1992,,-2.886,20.796,8.103,-27.476,-1.463,,,,,,,,,,,,,,,,,
05/30/1992,,6.152,16.862,-6.991,7.781,23.804001,,,,,,,,,,,,,,,23.804001,,
08/29/1992,,9.482,15.518,2.794,-29.607,-1.813,,,,,,,,,,,,,,,,,
11/28/1992,,8.433,15.254,-3.569,-7.826,12.292,,,,,,,,,,,,,,,,,
03/01/1993,,9.183,15.99,-5.715,-28.087999,-8.63,,,,,,,,,,,,,,,,,
05/29/1993,,-82.134003,16.311001,116.860001,14.701,65.737999,,,,,,,,,,,,,,,65.737999,,
08/28/1993,,9.682,13.926,5.384,-25.207001,3.785,,,,,,,,,,,,,,,,,
11/27/1993,,11.445,13.697,-4.518,-9.553,11.071,,,,,,,,,,,,,,,,,
02/26/1994,,15.656,13.248,-17.247,0.808,12.465,,,,,,,,,,,,,,,,,
05/28/1994,,24.106001,14.311,-10.588,-5.278,22.551001,,,,,,,,,,,,,,,22.551001,,
08/27/1994,,17.365,10.326,-32.339001,-28.712,-33.360001,,,,,,,,,,,,,,,,,
11/30/1994,,18.617001,10.218,-10.545,-9.83,8.46,,,,,,,,,,,,,,,,,
02/25/1995,,21.358,10.184,-41.047001,-29.705,-39.209999,,,,,,,,,,,,,,,,,
05/27/1995,,24.243999,10.129,-21.171,-7.124,6.078,,,,,,,,,,,,,,,6.078,,
08/26/1995,,22.67,11.259,-0.551,-47.577999,-14.2,,,-16.927,,,,,,,,,,,,,,
11/25/1995,,26.309999,10.219,-0.618,-20.959999,14.951,,,-29.534,,,,,,,,,,,,,,
02/24/1996,,22.448,13.461,-11.626,-6.538,17.745001,,,-28.545,,,,,,,,,,,,,,
05/25/1996,,28.158001,12.199,-21.014999,11.368,30.709999,-31.702999,,-31.702999,,,,,,,,,,,,-0.993,,
08/31/1996,,22.715,13.324,-14.076,17.878,39.841,,,-19.011,,,,,,,,,,,,,,
