Date,Total Assets,Cash & Cash Equivalents,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Real Estate Investments,Other Investments,Net Receivables,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,45877.589844,,,,,,0.0,,1067.358032,33663.421875,0.0,33663.421875,0.0,,,,,,0.0,44810.231812,,,,,,,0.0,12353.330078,,,,,31297.490234,,,,,,,,1046.71106,44697.531372,213.882996,538.567993,,,-1253.360962,,1680.973969,1180.063995,0.0,1180.063995,45877.595367,
12/31/1992,46621.390625,21.281,,,,,0.0,,1107.203003,33446.738281,0.0,33446.738281,0.0,,,,,,0.0,45492.906622,,,,,,,0.0,13715.950195,,,,,30724.5,,,,,,,,960.847,45401.297195,213.882996,543.106018,,,-1289.474976,,1752.587982,1220.10202,0.0,1220.10202,46621.399216,
03/31/1993,45710.398438,,,,,,0.0,,1033.292969,33857.078125,0.0,33857.078125,0.0,,,,,,0.0,44677.105469,,,,,,,0.0,13582.490234,,,,,29984.349609,,,,,,,,930.846008,44497.685852,213.882996,546.049988,,,-1375.13501,,1827.923004,1212.720978,0.0,1212.720978,45710.40683,
06/30/1993,45733.769531,,,,,,0.0,,1015.492004,34299.0,0.0,34299.0,0.0,,,,,,0.0,44718.277527,,,,,,,0.0,14054.780273,,,,,29619.470703,,,,,,,,821.888,44496.138977,213.882996,546.151978,,,-1428.234009,,1905.830017,1237.630981,0.0,1237.630981,45733.769958,
09/30/1993,45638.988281,,,,,,0.0,,953.185974,34585.480469,0.0,34585.480469,0.0,,,,,,0.0,44685.802307,,,,,,,0.0,13376.599609,,,,,30208.75,,,,,,,,798.59198,44383.941589,213.882996,547.184021,,,-1492.543945,,1986.527954,1255.051025,0.0,1255.051025,45638.992615,
12/31/1993,46508.671875,26.131001,,,,,0.0,,1041.936035,35196.859375,0.0,35196.859375,0.0,,,,,,0.0,45440.604839,,,,,,,0.0,13618.580078,,,,,30925.349609,,,,,,,,684.658981,45228.588669,213.882996,548.700989,,,-1546.271973,,2063.771973,1280.083984,0.0,1280.083984,46508.672653,
03/31/1994,48146.378906,,,,,,0.0,,962.515015,36091.390625,0.0,36091.390625,0.0,,,,,,0.0,47183.863892,,,,,,,0.0,16196.620117,,,,,29443.419922,,,,,,,,913.174011,46553.21405,213.882996,549.06897,,,-1607.55896,,2437.783936,1593.176941,0.0,1593.176941,48146.390991,
06/30/1994,50524.929688,,,,,,0.0,,1068.883057,36769.859375,0.0,36769.859375,0.0,,,,,,0.0,49456.046631,,,,,,,0.0,18819.949219,,,,,29119.810547,,,,,,,,1005.13501,48944.894775,213.882996,549.142029,,,-1710.253052,,2527.258057,1580.030029,0.0,1580.030029,50524.924805,
09/30/1994,52172.699219,,,,,,0.0,,1040.349976,38071.359375,0.0,38071.359375,0.0,,,,,,0.0,51132.349243,,,,,,,0.0,18548.019531,,,,,31143.570312,,,,,,,,970.241028,50661.830872,213.882996,549.216003,,,-1835.182983,,2582.954956,1510.870972,0.0,1510.870972,52172.701843,
12/31/1994,52960.800781,56.021999,,,,,0.0,,1312.916992,38950.769531,0.0,38950.769531,0.0,,,,,,0.0,51591.86179,,,,,,,0.0,16015.589844,,,,,34319.449219,,,,,,,,1154.513977,51489.55304,213.882996,549.280029,,,-1934.376953,,2642.457947,1471.244019,0.0,1471.244019,52960.797058,
03/31/1995,54436.179688,,,,,,0.0,,1475.682983,39977.238281,0.0,39977.238281,0.0,,,,,,0.0,52960.496704,,,,,,,0.0,14524.19043,,,,,37029.699219,,,,,,,,1234.395996,52788.285645,213.882996,549.286987,,,-1956.718018,,2841.442993,1647.894958,0.0,1647.894958,54436.180603,
06/30/1995,54123.460938,,,,,,0.0,,1539.454956,41222.800781,0.0,41222.800781,0.0,,,,,,0.0,52584.005981,,,,,,,0.0,13434.709961,,,,,37833.441406,,,,,,,,1336.448975,52604.600342,213.882996,549.700989,,,-2164.937012,,2920.212036,1518.859009,0.0,1518.859009,54123.459351,
09/30/1995,54298.628906,,,,,,0.0,,1516.232056,41636.289062,0.0,41636.289062,0.0,,,,,,0.0,52782.396851,,,,,,,0.0,16323.950195,,,,,35347.859375,,,,,,,,1342.340942,53014.150513,213.882996,553.999023,,,-2466.157959,,2982.755981,1284.480042,0.0,1284.480042,54298.630554,
12/31/1995,50001.730469,32.419998,,,,,0.0,,1621.222046,39513.539062,0.0,39513.539062,0.0,,,,,,0.0,48348.088425,,,,,,,0.0,17447.0,,,,,30082.619141,,,,,,,,1390.915009,48920.534149,213.882996,562.642029,,,-2794.549072,,3099.229065,1081.205017,0.0,1081.205017,50001.739166,
03/31/1996,48173.570312,,,,,,0.0,,1594.348022,38590.03125,0.0,38590.03125,0.0,,,,,,0.0,46579.22229,,,,,,,0.0,17991.740234,,,,,27731.089844,,,,,,,,1425.999023,47148.829102,0.0,577.471008,,,-2914.826904,,3148.205902,810.850006,213.882996,1024.733002,48173.562103,
06/30/1996,47363.269531,,,,,,0.0,,1735.227051,38170.449219,0.0,38170.449219,0.0,,,,,,0.0,45628.04248,,,,,,,0.0,19085.929688,,,,,25632.109375,,,,,,,,1628.057007,46346.096069,0.0,580.47998,,,-2996.490967,,3219.301971,803.290985,213.882996,1017.173981,47363.27005,
09/30/1996,47383.53125,35.525002,,,,,0.0,,1695.630981,37391.089844,0.0,37391.089844,0.0,,,,,,0.0,45652.375267,,,,,,,0.0,20707.839844,,,,,24256.660156,,,,,,,,1402.040039,46366.540039,0.0,581.822998,,,-3075.986084,,3297.263077,803.099991,213.882996,1016.982986,47383.523026,
12/31/1996,47629.890625,270.886993,,,,,0.0,,1907.078979,37081.859375,0.0,37081.859375,0.0,,,,,,0.0,45451.924652,,,,,,,0.0,22156.550781,,,,,22606.230469,,,,,,,,1819.286041,46582.067291,0.0,13.139,,,-537.164001,,1357.971985,833.946983,213.882996,1047.829979,47629.89727,
03/31/1997,46330.210938,75.648003,,,,,0.0,,1806.796021,35919.160156,0.0,35919.160156,0.0,,,,,,0.0,44447.766914,,,,,,,0.0,23003.599609,,,,,20101.769531,,,,,,,,2215.087891,45320.457031,0.0,36.166,,,-672.765015,,1432.473022,795.874008,213.882996,1009.757004,46330.214035,
06/30/1997,47898.921875,2223.438965,,,,,0.0,,1969.583008,34509.039062,0.0,34509.039062,0.0,,,,,,0.0,43705.899902,,,,,,,0.0,25352.630859,,,,,19488.810547,,,,,,,,2001.011963,46842.453369,0.0,41.449001,,,-738.26001,,1539.397034,842.586025,213.882996,1056.469021,47898.92239,
09/30/1997,43018.179688,92.116997,,,,,0.0,,1966.958008,34259.460938,0.0,34259.460938,0.0,,,,,,0.0,40959.104683,,,,,,,0.0,23989.210938,,,,,16541.740234,,,,,,,,1585.562988,42116.51416,0.0,28.837,,,-274.610992,,933.559967,687.785975,213.882996,901.66897,43018.18313,
12/31/1997,39831.558594,54.021999,,,,,0.0,,2014.55603,32100.130859,-273.411987,31826.720703,0.0,,,,,,0.0,37762.980564,,,,,,,0.0,31224.919922,,,,,6491.902832,,,,,,,,1226.282959,38943.105713,0.0,65.564003,,,-423.863007,,1032.871002,674.571999,213.882996,888.454994,39831.560707,
03/31/1998,38400.789062,67.608002,,,,,0.0,,1914.359009,30340.570312,-86.889,30253.679688,0.0,,,,,,,36418.822051,,,,,,,0.0,23296.960938,,,,,13013.110352,,,,,,,,1255.401978,37565.473268,0.0,58.814999,,,-580.198975,,1142.815979,621.432003,213.882996,835.314999,38400.788267,
06/30/1998,35250.109375,60.365002,,,,,0.0,,2149.146973,27678.560547,-87.372002,27591.189453,0.0,,,,,,,33040.5974,,,,,,,0.0,21771.400391,,,,,11459.870117,,,,,,,,1174.582031,34405.852539,0.0,59.118,,,-690.289978,,1261.552002,630.380024,213.882996,844.26302,35250.115559,
09/30/1998,35942.960938,81.103996,,,,,0.0,,2006.006958,28802.789062,-86.443001,28716.349609,0.0,,,,,,,33855.849984,,,,,,,0.0,24346.630859,,,,,9410.100586,,,,,,,,1305.980957,35062.712402,0.0,56.521999,,,-764.862976,,1374.708984,666.368007,213.882996,880.251003,35942.963405,
12/31/1998,37210.011719,115.912003,,,,,0.0,,2098.023926,30563.839844,-293.184998,30270.650391,0.0,,,,,,0.0,34996.07579,,,,,,,0.0,26588.5,,,,,8810.59668,,,,,,,,943.398987,36342.495667,0.0,63.762001,,,-842.208984,,1432.072998,653.626015,213.882996,867.50901,37210.004677,
03/31/1999,38836.766,154.701,0.0,,,,0.0,,,32220.149,,32220.149,0.0,,,,,,,38682.065,,,,,,,0.0,31205.391,,,,,5556.859,,,,,,,,1200.283,37962.533,0.0,71.055,,,-903.827,1149.72,343.402,660.35,213.883,874.233,38836.766,
06/30/1999,39858.887,54.993,0.0,,,,0.0,,,33442.231,,33442.231,0.0,,,,,,,39803.894,,,,,,,0.0,32030.251,,,,,5929.143,,,,,,,,1026.227,38985.621,0.0,71.959,,,-992.827,1249.278,330.973,659.383,213.883,873.266,39858.887,
09/30/1999,43806.99,118.219,,,,,0.0,,2352.18,37452.64,-307.64,37145.0,0.0,,,,,,,41336.591,,,,,,,0.0,36246.46,,,,,5674.801,,,,,,,,1038.105,42959.366,0.0,73.707,,,-1091.957,1346.793,305.197,633.74,213.883,847.623,43806.989,
12/31/1999,44024.79,589.75,,,,,0.0,,2370.751,35542.57,-303.743,35238.83,0.0,,,,,,,41064.289,,,,,,,0.0,37491.25,,,,,4496.267,,,,,,,,982.469,42969.986,165.0,100.041,,,-1183.896,1462.034,297.735,840.914,213.883,1054.797,44024.783,
03/31/2000,40234.898,105.772,,,,,0.0,,,33490.305,-300.054,33190.251,0.0,,,,,,,40129.126,,,,,,,0.0,33039.012,,,,,5049.865,,,,,,,,1019.612,39108.489,165.0,97.987,,,-1233.469,1587.637,295.371,912.526,213.883,1126.409,40234.898,
06/30/2000,39549.48,256.779,,,,,0.0,,2324.952,32773.13,-290.755,32482.37,0.0,,,,,,,36967.749,,,,,,,0.0,30981.29,,,,,6281.722,,,,,,,,1134.563,38397.575,165.0,89.995,,,-1292.645,1680.283,295.378,938.011,213.883,1151.894,39549.469,
09/30/2000,45644.02,704.559,,,,,0.0,,3333.362,37482.59,-311.524,37171.06,0.0,,,,,,,41606.099,,,,,,,0.0,30900.14,,,,,11522.58,,,,,,,,1672.131,44094.851,165.0,114.036,,,-986.323,1743.593,298.974,1335.28,213.883,1549.163,45644.014,
12/31/2000,48791.79,734.468,,,,,0.0,,3365.481,39322.04,-335.0,38987.04,0.0,,,,,,,44691.841,,,,,,,0.0,30463.99,,,,,14910.94,,,,,,,,1787.642,47162.572,165.0,263.381,,,-1135.248,1810.902,311.301,1415.336,213.883,1629.219,48791.791,
03/31/2001,50868.629,1055.928,0.0,,,,0.0,,,40188.542,-306.312,39882.23,0.0,,,,,,,49812.701,,,,,,,,37473.211,,,,,9849.246,,,,,,,,1912.111,49234.568,165.0,463.683,,,-1458.049,1809.316,440.228,1420.178,213.883,1634.061,50868.629,
06/30/2001,51225.4,809.181,,,,,0.0,,0.0,41377.34,-310.392,41067.04,0.0,,,,,,0.0,50416.219,,,,,,,0.0,35215.78,,,,,12470.89,,,,,,,,1732.795,49419.465,165.0,588.854,,,-1707.081,2060.176,485.1,1592.049,213.883,1805.932,51225.397,
09/30/2001,53860.835,2073.01,,,,,0.0,,0.0,42276.157,-313.247,41962.91,0.0,,,,,,0.0,51787.825,,,,,,,0.0,31749.596,,,,,17654.066,,,,,,,,2717.664,52121.326,165.0,809.793,,,-1991.559,1836.364,706.028,1525.626,213.883,1739.509,53860.835,
12/31/2001,52873.96,715.001,,,,,0.0,,0.0,42637.26,-265.14,42372.12,0.0,,,,,,0.0,52158.959,,,,,,,0.0,31064.82,,,,,17285.35,,,,,,,,2851.326,51201.496,165.0,846.351,,,-2077.578,2068.49,670.199,1672.462,0.0,1672.462,52873.958,
03/31/2002,52444.44,594.539,,,,,0.0,,0.0,42531.71,-268.879,42262.83,0.0,,,,,,,51849.901,,,,,,,0.0,30745.07,,,,,17411.67,,,,,,,,2333.604,50490.344,165.0,945.817,,,-2173.59,2456.711,560.148,1954.086,0.0,1954.086,52444.43,
06/30/2002,53887.46,327.023,,,,,0.0,,0.0,44281.7,-229.85,44051.85,0.0,,,,,,,53560.437,,,,,,,0.0,29210.78,,,,,20400.86,,,,,,,,2351.124,51962.764,165.0,1015.415,,,-2310.216,2548.861,505.635,1924.695,0.0,1924.695,53887.459,
09/30/2002,55524.660156,533.669006,,,,,0.0,,0.0,45450.128906,-232.167007,45217.960938,0.0,,,,,,,54990.99115,,,,,,,0.0,28662.630859,,,,,22158.230469,,,,,,,,2879.429932,53700.29126,165.0,1065.0,,,-2465.329102,2452.856934,606.838196,1824.366028,0.0,1824.366028,55524.657288,
12/31/2002,53175.0,758.302,,,,,0.0,,0.0,43772.4,-230.684,43541.71,0.0,,586.127,586.127,,,,51830.571,,,,,,,0.0,25618.96,,,,,22242.11,,,,,,,,3315.985,51177.055,165.0,1227.484,,,-2705.52,2718.226,592.76,1997.95,0.0,1997.95,53175.005,
03/31/2003,54333.78,658.142,,,,,0.0,,0.0,44653.54,-232.581,44420.96,0.0,,579.365,579.365,,,,53096.273,,,,,,,0.0,23825.6,,,,,25240.73,,,,,,,,3023.193,52089.523,165.0,1358.53,,,-2970.017,3094.05,596.693,2244.256,0.0,2244.256,54333.779,
06/30/2003,58182.77,597.565,,,,,0.0,,0.0,44391.27,-220.641,44170.63,0.0,,583.676,,,,,57001.529,,,,,,,0.0,24619.76,,,,,28049.33,,,,,,,,3147.517,55816.607,165.0,1486.879,,,-3361.145,3386.218,689.22,2366.172,0.0,2366.172,58182.779,
09/30/2003,59936.558594,1912.708984,,,,,0.0,,0.0,47012.269531,-234.916,46777.359375,0.0,,581.208008,,,,,57442.641602,,,,,,,0.0,22995.310547,,,,,31259.009766,,,,,,,,3038.250977,57292.571289,165.0,1537.175049,,,-382.259003,755.687012,568.381012,2643.98407,0.0,2643.98407,59936.555359,
12/31/2003,64610.640625,1652.469971,,,,,0.0,,0.0,51289.839844,-211.709,51078.128906,0.0,,592.112,,,,,62366.058655,,,,,,,0.0,18735.380859,,,,,39808.179688,,,,,,,,3437.045898,61980.606445,165.0,1647.769043,,,-549.627991,941.283997,425.620972,2630.046021,0.0,2630.046021,64610.652466,
03/31/2004,73263.457,3818.812,,,,,0.0,,0.0,55731.538,-213.63,55517.908,0.0,,589.078,,,,,68855.567,,,,,,,0.0,16176.387,,,,,51305.306,,,,,,,,3044.113,70525.806,165.0,1765.929,,,-880.823,1153.1,534.445,2737.651,0.0,2737.651,73263.457,
06/30/2004,75967.421875,9454.769531,,,,,0.0,,0.0,52712.773438,-207.675003,52505.097656,0.0,,618.929993,,,,,65893.722351,,,,,,,0.0,8063.041016,,,,,62036.761719,,,,,,,,2946.950928,73046.753662,165.0,1843.029053,,,-1126.880005,1683.560059,355.95697,2920.666077,0.0,2920.666077,75967.419739,
09/30/2004,70959.304688,4277.64502,,,,,0.0,,0.0,55446.402344,-182.824005,55263.578125,0.0,,753.265991,,,,,65928.393677,,,,,,,0.0,4399.495117,,,,,61040.160156,,,,,,,,2604.904053,68044.559326,165.0,1901.223022,,,-1606.910034,1953.719971,486.944092,2899.977051,14.767,2914.744051,70959.303377,
12/31/2004,84093.526,3395.487,,,,,0.0,,0.0,67219.607,-190.812,67028.795,0.0,,1066.142,703.0,,,,79631.897,,,,,,,0.0,2207.095,,,,,75914.573,,,,,,,,2797.921,80919.589,165.0,2002.114,,,-2027.222,2521.74,440.672,3102.304,71.633,3173.937,84093.526,
03/31/2005,83796.953125,735.869019,,,,,0.0,,0.0,71210.46875,-209.483002,71000.984375,0.0,,1014.986023,664.0,,,,82046.098083,,,,,,,0.0,5516.176758,,,,,72241.078125,,,,,,,,2901.843018,80659.0979,165.0,2066.86499,,,-2203.772949,2662.315918,374.574036,3064.981995,72.869003,3137.850998,83796.948898,
06/30/2005,86758.742188,1017.369019,,,,,0.0,,0.0,74038.8125,-246.281998,73792.53125,0.0,,1003.427002,672.0,,,,84737.946167,,,,,,,0.0,4679.611816,,,,,75017.117188,,,,,,,,3336.943115,83033.672119,565.0,2133.01709,,,-2382.129883,2862.72998,473.120911,3651.738098,73.330002,3725.0681,86758.740219,
09/30/2005,96320.359375,1559.300049,,,,,0.0,,0.0,82932.96875,-212.522003,82720.445312,0.0,,1063.916016,746.0,,,,93697.143311,,,,,,,0.0,4652.333984,,,,,84499.742188,,,,,,,,3330.762939,92482.839111,565.0,2205.666016,,,-2549.669922,3195.033936,407.767944,3823.797974,13.725,3837.522974,96320.362085,
12/31/2005,99338.6875,2498.655029,,,,,0.0,,0.0,83976.789062,-235.242004,83741.546875,0.0,,1105.104004,773.0,,,,95734.928467,,,,,,,0.0,7197.90918,,,,,84730.835938,,,,,,,,3609.332031,95538.077148,565.0,2318.944092,,,-572.171997,111.742996,1367.910019,3791.42511,9.182,3800.60711,99338.684258,
03/31/2006,97765.586,2285.378,,,,,0.0,,0.0,83021.659,-262.758,82758.901,0.0,,1091.301,773.0,,,,94388.907,,,,,,,0.0,3362.548,,,,,87083.11,,,,,,,,3555.318,94000.976,565.0,2450.118,,,-752.256,1163.57,328.496,3754.928,9.682,3764.61,97765.586,
06/30/2006,101906.664062,3387.615967,,,,,0.0,,0.0,83613.007812,-283.752014,83329.25,0.0,,1080.703003,776.0,,,,97438.345093,,,,,,,0.0,3801.266113,,,,,90506.78125,,,,,,,,3229.477051,97537.524414,565.0,2526.716064,,,-878.099976,1775.947998,370.203979,4359.768066,9.369,4369.137067,101906.661481,
09/30/2006,107052.697,2389.752,,,,,,,,89599.031,-304.021,89295.01,,,1333.123,939.0,,,,103329.822,,,,,,,,3669.842,,,,,94816.563,,,,,,,,4053.931,102540.336,565.0,2577.169,,,-1027.877,1928.204,460.527,4503.023,9.338,4512.361,107052.697,
12/31/2006,116135.732,2621.222,,,,,0.0,,0.0,97577.648,-349.055,97228.593,0.0,,1371.606,970.0,,,,112142.904,,,,,,,0.0,7684.51,,,,,100402.284,,,,,,,,3679.781,111766.575,565.0,2651.834,,,-1040.621,1834.718,349.111,4360.042,9.115,4369.157,116135.732,
03/31/2007,126876.466,3679.108,,,,,0.0,,0.0,106342.819,-411.154,105931.665,0.0,,1364.016,971.0,,,,121833.342,,,,,,,0.0,4428.98,,,,,114070.797,,,,,,,,3990.878,122490.655,565.0,2725.252,,,-1047.713,1833.359,300.884,4376.782,9.029,4385.811,126876.466,
06/30/2007,132802.28125,2680.2229,,,,,0.0,,0.0,112276.054688,-471.976013,111804.078125,0.0,,1356.619995,977.0,,,,128765.438354,,,,,,,0.0,9758.464844,,,,,114365.578125,,,,,,,,3320.0979,127444.140869,565.0,2808.772949,,,-1081.774048,2790.674072,265.387939,5348.060913,10.081,5358.141913,132802.282783,
09/30/2007,150815.39,7794.954,,,,,0.0,,0.0,120881.519,-533.302,120348.217,0.0,,1354.141,984.0,,,,141666.295,,,,,,,0.0,33008.374,,,,,108860.988,,,,,,,,3934.267,145803.629,565.0,2935.68,,,-1181.964,2437.639,245.352,5001.707,10.054,5011.761,150815.39,
12/31/2007,155564.991,7582.031,,,,,0.0,,0.0,126348.304,-1021.664,125326.64,315.26,,1300.689,965.0,,,,146367.011,,,,,,,0.0,42788.177,,,,,104257.374,,,,,,,,3284.545,150330.096,1565.0,4696.673,,,-1831.706,557.204,236.364,5223.535,11.36,5234.895,155564.991,
03/31/2008,159172.992,3822.028,,,,,0.0,,0.0,133230.518,-1076.981,132153.537,308.844,,1320.0,986.0,,,,153722.12,,,,,,,0.0,38095.928,,,,,112485.06,,,,,,,,3377.229,153958.217,1715.0,4717.014,,,-1838.637,617.184,-2.394,5208.167,6.608,5214.775,159172.992,
06/30/2008,163562.241,5123.201,,,,,0.0,,0.0,136305.93,-1114.637,135191.293,304.405,,1322.0,986.0,,,,156812.635,,,,,,,0.0,37191.756,,,,,117920.836,,,,,,,,2905.165,158017.757,1715.0,4744.533,,,-1842.05,855.527,61.994,5535.004,9.48,5544.484,163562.241,
09/30/2008,164991.094,3895.854,,,,,0.0,,0.0,143287.196,-1189.282,142097.914,302.288,,1260.0,991.0,,,,159532.952,,,,,,,744.086,37523.467,,,,,118069.878,,,,,,,,3297.998,159635.429,1714.77,4772.498,,,-1856.34,669.509,46.687,5347.124,8.541,5355.665,164991.094,
12/31/2008,168768.437,4070.002,0.0,,,,0.0,,0.0,147035.431,-1503.981,145531.45,313.059,,1250.0,991.0,,,,163135.376,,,,,,,1147.825,33420.249,,,,,118224.794,,,,,,,,10969.229,163762.097,1714.77,4790.995,,,-1856.394,426.175,-76.476,4999.07,7.27,5006.34,168768.437,
03/31/2009,171551.311,3063.801,2634.957,,546.914,,,2088.043,,152661.88,-1602.76,151059.12,307.726,307.726,1239.556,991.0,248.556,,,13246.151,,,,,,,1066.171,45265.29,,,,45265.29,116669.381,,,116669.381,,,,,3586.61,166587.452,1714.77,4801.095,106.94,4694.155,-1859.955,378.387,-70.45,4963.847,0.012,4963.859,171551.311,
06/30/2009,181183.795,6139.957,3893.096,,1186.971,,,2706.125,,156264.067,-1618.027,154646.04,309.925,309.925,1233.871,991.0,242.871,,,14960.906,,,,,,,,47331.576,,,,47331.576,125880.044,,,125880.044,,,,,3120.636,176332.256,1714.77,4816.022,106.969,4709.053,-1860.44,229.865,-48.683,4851.534,0.005,4851.539,181183.795,
09/30/2009,186443.924,5186.998,3673.013,,984.669,,,2688.344,,160931.332,-1631.28,159300.052,312.401,312.401,1224.272,991.0,233.272,,,16747.188,,,,,,,,53406.554,,,,53406.554,124647.818,,,124647.818,,,,,3400.527,181454.899,1577.37,4970.433,108.362,4862.071,-1860.989,346.347,-44.143,4989.018,0.007,4989.025,186443.924,
12/31/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2010,207513.085,6840.902,1401.059,,746.556,,,654.503,,184503.136,-2282.05,182221.086,323.914,323.914,1167.599,991.0,176.599,,,15558.525,,,,,,,,41102.389,,,,41102.389,157983.266,,,157983.266,,,,,3671.734,202757.389,1375.37,5216.776,110.682,5106.094,-1866.02,72.062,-42.511,4755.677,0.019,4755.696,207513.085,
06/30/2010,207318.712,6267.039,1413.077,,399.456,1.38,,1012.241,,185874.488,-2231.098,183643.39,320.835,320.835,1157.888,991.0,166.888,,,14516.483,,,,,,,,46472.435,,,,46472.435,152250.912,,,152250.912,,,,,3508.617,202231.964,1375.37,5233.298,110.715,5122.583,-1869.76,391.169,-43.333,5086.744,0.004,5086.748,207318.712,
