Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1993,24.704,20.150001,0.811,19.339001,0.421,,,0.0,,,,,0.48,,,,,21.051001,3.612,,,0.0,0.041,,,,,0.041,3.653,,0.171,0.171,,,,0.0,,,,,,1.076,,,,1.076,1.247,0.0,,,,,0.0,,,,,0.0,0.0,1.247,0.0,70.632004,,,0.0,,-47.174999,23.457005,0.0,23.457005,24.704005,
12/31/1993,21.822001,18.061999,0.79,17.271999,0.361,,,0.0,,,,,0.327,,,,,18.75,2.431,8.222,-5.791,0.0,0.641,,,,,0.641,3.072,,0.297,0.297,,,,0.0,,,,,,1.23,,,,1.23,1.527,0.0,,,,,0.0,,,,,0.0,0.0,1.527,0.0,70.633003,,,0.0,,-50.338001,20.295002,0.0,20.295002,21.822002,
03/31/1994,19.099001,15.228,0.343,14.885,0.354,,,0.0,,,,,0.542,,,,,16.124001,2.402,,,0.0,0.573,,,,,0.573,2.975,,0.361,0.361,,,,0.0,,,,,,1.205,,,,1.205,1.566,0.0,,,,,0.0,,,,,0.0,0.0,1.566,0.0,70.632004,,,0.0,,-53.098999,17.533005,0.0,17.533005,19.099005,
06/30/1994,15.476,12.027,0.981,11.046,0.285,,,0.0,,,,,0.825,,,,,13.137,2.298,,,0.0,0.041,,,,,0.041,2.339,,0.05,0.05,,,,0.0,,,,,,1.498,,,,1.498,1.548,0.0,,,,,0.0,,,,,0.0,0.0,1.548,0.0,70.637001,,,0.0,,-56.709,13.928001,0.0,13.928001,15.476001,
09/30/1994,13.248,9.72,0.284,9.436,0.585,,,0.0,,,,,0.773,,,,,11.078,2.128,,,0.0,0.042,,,,,0.042,2.17,,0.063,0.063,,,,0.0,,,,,,1.222,,,,1.222,1.285,0.0,,,,,0.0,,,,,0.0,0.0,1.285,0.0,70.788002,,,0.0,,-58.825001,11.963001,0.0,11.963001,13.248001,
12/31/1994,11.548,8.5,0.293,8.207,0.623,,,0.0,,,,,0.429,,,,,9.552,1.955,8.422,-6.467,0.0,0.041,,,,,0.041,1.996,,0.439,0.439,,,,0.0,,,,,,1.105,,,,1.105,1.544,0.0,,,,,0.0,,,,,0.0,0.0,1.544,0.0,70.763,,,0.0,,-60.758999,10.004002,0.0,10.004002,11.548002,
03/31/1995,9.443,6.928,0.632,6.296,0.143,,,0.0,,,,,0.563,,,,,7.634,1.768,,,0.0,0.041,,,,,0.041,1.809,,0.172,0.172,,,,0.0,,,,,,1.352,,,,1.352,1.524,0.0,,,,,0.0,,,,,0.0,0.0,1.524,0.0,70.763,,,0.0,,-62.844002,7.918999,0.0,7.918999,9.442999,
06/30/1995,7.328,4.909,0.897,4.012,0.321,,,0.0,,,,,0.481,,,,,5.711,1.576,,,0.0,0.041,,,,,0.041,1.617,,0.201,0.201,,,,0.0,,,,,,1.409,,,,1.409,1.61,0.0,,,,,0.0,,,,,0.0,0.0,1.61,0.0,70.764,,,0.0,,-65.045998,5.718002,0.0,5.718002,7.328002,
09/30/1995,17.362,14.232,0.448,13.784,0.26,,,0.0,,,,,0.637,,,,,15.129,1.385,,,0.0,0.848,,,,,0.848,2.233,,0.461,0.461,,,,0.0,,,,,,1.215,,,,1.215,1.676,8.86,,,,,0.199,,,,,0.199,9.059,10.735,0.0,73.996002,,,0.0,,-67.369003,6.626999,0.0,6.626999,17.361999,
12/31/1995,14.211,11.713,0.337,11.376,0.397,,,0.0,,,,,0.404,,,,,12.514,1.208,8.451,-7.243,0.0,0.489,,,,,0.489,1.697,,0.607,0.607,,,,0.0,,,,,,1.611,,,,1.611,2.218,4.85,,,,,0.0,,,,,0.0,4.85,7.068,0.0,78.152,,,-0.1,,-70.909003,7.142997,0.0,7.142997,14.210997,
03/31/1996,34.814999,32.119002,0.108,32.011002,0.593,,,0.0,,,,,0.585,,,,,33.297001,1.167,,,0.0,0.351,,,,,0.351,1.518,,0.566,0.566,,,,0.0,,,,,,1.125,,,,1.125,1.691,2.807,,,,,0.0,,,,,0.0,2.807,4.498,25.15,79.237999,,,-0.1,,-73.970999,30.316999,0.0,30.316999,34.814999,
06/30/1996,31.540001,28.028001,1.071,26.957001,0.728,,,0.0,,,,,0.984,,,,,29.74,1.519,,,0.0,0.281,,,,,0.281,1.8,,0.702,0.702,,,,0.0,,,,,,1.141,,,,1.141,1.843,2.289,,,,,0.0,,,,,0.0,2.289,4.132,24.621,80.726997,,,-0.1,,-77.840002,27.407995,0.0,27.407995,31.539995,
09/30/1996,26.792,23.709001,3.106,20.603001,0.25,,,0.0,,,,,0.722,,,,,24.681,1.889,,,0.0,0.222,,,,,0.222,2.111,,1.429,1.429,,,,0.0,,,,,,1.0,,,,1.0,2.429,2.37,,,,,0.0,,,,,0.0,2.37,4.799,21.990999,83.742996,,,-0.1,,-83.640997,21.992998,0.0,21.992998,26.791998,
12/31/1996,20.938,17.815,0.923,16.892,0.378,,,0.0,,,,,0.636,,,,,18.829,1.941,9.87,-7.929,0.0,0.168,,,,,0.168,2.109,,1.553,1.553,,,,0.0,,,,,,0.881,,,,0.881,2.434,2.439,,,,,0.0,,,,,0.0,2.439,4.873,13.883,94.875999,,,-0.1,,-92.594,16.064999,0.0,16.064999,20.937999,
03/31/1997,15.709,12.548,2.944,9.604,0.675,,,0.0,,,,,0.44,,,,,13.663,1.933,,,0.0,0.113,,,,,0.113,2.046,,1.182,1.182,,,,0.0,,,,,,0.923,,,,0.923,2.105,2.485,,,,,0.0,,,,,0.0,2.485,4.59,11.046,97.863998,,,-0.1,,-97.691,11.118998,0.0,11.118998,15.708997,
06/30/1997,14.735,10.947,6.358,4.589,0.981,,,0.0,,,,,0.742,,,,,12.67,1.986,,,0.0,0.079,,,,,0.079,2.065,,2.172,2.172,,,,0.0,,,,,,1.439,,,,1.439,3.611,0.0,,,,,0.0,,,,,0.0,0.0,3.611,10.519,105.136002,,,-0.1,,-104.430998,11.124003,0.0,11.124003,14.735003,
09/30/1997,8.41,5.003,0.476,4.527,0.168,,,0.0,,,,,0.638,,,,,5.809,2.522,11.071,-8.549,0.0,0.079,,,,,0.079,2.601,,1.308,1.308,,,,0.211,,,,,,1.367,,,,1.367,2.886,0.421,,,,,0.0,,,,,0.0,0.421,3.307,4.307,112.455002,,,-0.077,,-111.581997,5.103005,0.0,5.103005,8.410005,
12/31/1997,18.216999,13.583,13.583,0.0,1.43,,,0.0,0.0,0.0,0.0,,0.839,,,,,15.852,2.286,9.24,-6.954,0.0,0.079,0.0,,,,0.079,2.365,,0.842,0.842,,,,0.211,,,,,,1.389,,,,1.389,2.442,0.351,,,,,0.0,,,,,0.0,0.351,2.793,4.029,130.992004,,,-0.077,,-119.52,15.424004,0.0,15.424004,18.217004,
03/31/1998,18.791,15.499,10.554,4.945,0.18,,,0.0,0.0,0.0,0.0,,0.708,,,,,16.386999,2.325,9.486,-7.161,0.0,0.079,0.0,,,,0.079,2.404,,1.703,1.703,,,,0.14,,,,,,1.072,,,,1.072,2.915,0.185,,,,,0.0,,,,,0.0,0.185,3.1,0.0,135.195999,,,-0.077,,-119.427997,15.691002,0.0,15.691002,18.791002,
06/30/1998,12.942,10.109,5.47,4.639,0.003,,,0.0,0.0,0.0,0.0,,0.557,,,,,10.669,2.194,9.53,-7.336,0.0,0.079,0.0,,,,0.079,2.273,,2.574,2.574,,,,0.139,,,,,,1.797,,,,1.797,4.51,0.151,,,,,0.0,,,,,0.0,0.151,4.661,0.0,136.498001,,,0.0,,-128.216995,8.281006,0.0,8.281006,12.942006,
09/30/1998,16.316,12.298,9.268,3.03,1.042,,,0.317,,,,,0.224,,,,,13.881,2.356,9.885,-7.529,0.0,0.079,0.0,,,,0.079,2.435,,1.975,1.975,,,,0.225,,,,,,2.241,,,,2.241,4.441,8.579,,,,,0.0,,,,,0.0,8.579,13.02,0.0,139.533997,,,0.0,,-136.238007,3.29599,0.0,3.29599,16.31599,
12/31/1998,11.928,5.124,3.067,2.057,2.662,,,1.571,0.44,0.535,0.596,,0.23,,,,,9.587,2.262,10.029,-7.767,0.0,0.079,0.0,,,,0.079,2.341,,3.849,3.849,,,,0.225,,,,,,3.042,,,,3.042,7.116,8.545,,,,,0.0,,,,,0.0,8.545,15.661,0.0,140.880005,,,0.0,,-144.613007,-3.733002,0.0,-3.733002,11.927999,
03/31/1999,23.101407,14.801341,9.295528,5.505813,3.222317,3.222317,,1.859316,,,,,0.58969,,,,,20.472664,2.109851,,,,0.518892,,,,,0.518892,2.628743,,3.217987,3.217987,,,,0.225372,0.0,0.225372,0.225372,,,4.319365,,,,4.319365,7.762724,0.153691,0.0,0.153691,0.153691,,23.385418,,,,,23.385418,23.539109,31.301833,,143.004432,,,,-151.204858,0.0,-8.200426,,-8.200426,23.101407,
06/30/1999,19.992001,10.637,6.325,4.312,3.804,,,2.148,,,,,0.818,,,,,17.407,2.131,10.342,-8.211,0.0,0.454,0.0,,,,0.454,2.585,,5.947,5.947,,,,0.225,,,,,,3.951,,,,3.951,10.123,23.511999,,,,,0.0,,,,,0.0,23.511999,33.634999,0.0,143.839005,,,0.0,,-157.481995,-13.64299,0.0,-13.64299,19.992009,
09/30/1999,27.088558,18.624473,14.324499,4.299974,2.941555,,,2.072272,,,,,0.678527,,,,,24.316828,2.083,10.436,-8.353,0.0,0.688732,0.0,,,,0.688732,2.771732,,3.041185,3.041185,,,,0.214544,,,,,,3.826091,,,,3.826091,7.08182,38.502941,,,,,0.0,,,,,0.0,38.502941,45.584761,0.0,145.116318,,,0.0,,-163.612305,-18.495987,0.0,-18.495987,27.088774,
12/31/1999,46.872535,28.94657,21.869256,7.077314,5.037431,,,2.456059,1.412,0.648,0.397,0.0,1.322996,,,,,37.763056,5.741389,19.931,-14.19,0.0,3.36809,0.0,0.0,0.0,,3.36809,9.109479,,3.254823,3.254823,,,,1.307467,,,,,,10.734133,,,,10.734133,15.296423,40.323002,,,,,0.98,,,,,0.98,41.303002,56.599425,41.331001,154.572998,,,0.0,,-205.630005,-9.726006,0.0,-9.726006,46.873419,
03/31/2000,307.165009,292.36499,162.906998,129.457993,5.689,,,2.615,1.25,1.179,0.186,0.0,1.701,,,,,302.369995,2.436,11.345,-8.909,0.0,2.359,0.0,,,,2.359,4.795,,2.573,2.573,,,,0.145,,,,,,4.072,,,,4.072,6.79,29.252001,,,,,0.0,,,,,0.0,29.252001,36.042001,0.0,441.032013,,,0.0,,-169.908997,271.123016,0.0,271.123016,307.165017,
06/30/2000,325.165009,291.947998,122.449997,169.498001,8.257,,,3.144,1.076,1.506,0.563,0.0,15.036,,,,,318.385986,3.08,12.264,-9.184,0.0,3.699,0.0,,,,3.699,6.779,,4.413,4.413,,,,0.097,,,,,,17.56,,,,17.56,22.07,25.281,,,,,1.044,,,,,1.044,26.325,48.395,0.0,447.466003,,,0.0,,-170.695999,276.770004,0.0,276.770004,325.165004,
09/30/2000,331.986633,299.310532,159.376236,139.934296,8.661901,,,4.354838,1.537325,1.494247,1.323266,0.0,7.800749,,,,,320.128021,6.074,22.336,-16.261999,0.0,5.784616,0.0,,,,5.784616,11.858616,,8.992378,8.992378,,,,0.867094,,,,,,23.124254,,,,23.124254,32.983727,21.458319,,,,,0.088532,,,,,0.088532,21.546851,54.530577,0.0,507.166412,,,0.0,,-229.710251,277.456161,0.0,277.456161,331.986739,
12/31/2000,346.725891,306.161606,161.393799,144.767807,9.846,,,4.266257,0.985556,1.869104,1.411597,0.0,11.74773,,,,,332.021606,8.395902,25.37912,-16.983219,0.0,6.308417,0.0,0.0,0.0,,6.308417,14.704319,,10.86847,10.86847,,,,0.929258,-0.066742,0.996,0.996,,,21.985082,,,,21.985082,33.78281,12.34655,11.71355,0.633,0.633,,5.063685,,,,,5.063685,17.410235,51.193045,0.0,520.030273,,,0.0,,-224.497498,295.532776,0.0,295.532776,346.725821,
03/31/2001,342.563995,305.917999,105.796997,200.121002,9.986,,,5.3,1.799,1.759,1.741,0.0,5.86,,,,,327.062988,9.494,,,0.0,6.006,0.0,0.0,0.0,,6.006,15.5,,7.107,7.107,,,,0.907,0.0,0.907,0.907,,,15.573999,,,,15.573999,23.587999,12.119,11.714,0.405,0.405,,4.816,,,,,4.816,16.935,40.523,0.0,523.900024,,,0.0,,-221.858994,302.041031,0.0,302.041031,342.564031,
06/30/2001,337.929041,298.42405,71.230635,227.193415,11.172196,11.172196,,4.549397,1.291627,1.952768,1.305002,0.0,7.60611,,,,,321.751753,9.694957,,,0.0,6.482331,0.0,0.0,0.0,,6.482331,16.177288,,6.003261,6.003261,,,,0.906367,0.0,0.906367,0.906367,,,13.513023,,,,13.513023,20.422651,11.896197,11.7136,0.182597,0.182597,,3.790313,,,,,3.790313,15.68651,36.109161,0.0,526.756722,,,0.0,-222.761253,-2.175589,301.81988,0.0,301.81988,337.929041,
09/30/2001,341.579987,302.207016,41.498001,260.709015,11.059,,,4.201,0.974,1.765,1.462,0.0,6.678,,,,,324.144989,10.269,,,0.0,7.166,0.0,0.0,0.0,,7.166,17.435,,9.395,9.395,,,,0.772,0.0,0.772,0.772,,,14.308,,,,14.308,24.475,11.804,11.713,0.091,0.091,,2.735,,,,,2.735,14.539,39.014,0.0,526.909973,,,0.0,,-224.343994,302.565979,0.0,302.565979,341.579979,
12/31/2001,353.981995,310.040993,47.140999,262.899994,13.415,,,3.603,0.764,1.71,1.129,0.0,9.363,,,,,336.421997,10.646,25.742001,-15.096,0.0,6.914,0.0,0.0,0.0,,6.914,17.56,,10.831,10.831,,,,0.587,0.0,0.587,0.587,,,18.55,,,,18.55,29.968,11.76,11.714,0.046,0.046,,1.829,,,,,1.829,13.589,43.557001,0.0,527.778992,,,-0.003,,-217.351004,310.424988,0.0,310.424988,353.981988,
03/31/2002,349.578003,301.824988,7.525,294.299988,13.775,,,6.897,3.355,1.351,2.191,0.0,9.207,,,,,331.70401,11.348,,,0.0,6.526,0.0,0.0,0.0,,6.526,17.874,,14.64,14.64,,,,0.388,0.0,0.388,0.388,,,14.681999,,,,14.681999,29.709999,11.731,11.714,0.017,0.017,,2.488,,,,,2.488,14.219,43.928999,0.0,529.0,,,0.0,,-223.350998,305.649002,0.0,305.649002,349.578001,
06/30/2002,349.859985,293.791,38.707001,255.084,16.974001,,,6.909,2.665,1.612,2.632,0.0,12.426,,,,,330.100006,12.912,,,0.0,6.848,0.0,0.0,0.0,,6.848,19.76,,14.87,14.87,,,,0.18,0.0,0.18,0.18,,,14.692001,,,,14.692001,29.742001,0.003,0.0,0.003,0.003,,2.691,,,,,2.691,2.694,32.436001,0.0,543.570984,,,0.0,,-226.147003,317.423981,0.0,317.423981,349.859981,
09/30/2002,351.380005,288.944,100.651001,188.292999,13.593,,,5.374,2.235,0.759,2.379,0.0,10.488,,,,,318.398987,16.378,,,8.5,8.103,0.0,0.0,0.0,,8.103,32.981,,9.05,9.05,,,,0.09,0.0,0.09,0.09,,,17.374999,,,,17.374999,26.514999,0.0,0.0,0.0,0.0,,2.87,,,,,2.87,2.87,29.384999,0.0,543.844971,,,0.0,,-221.850006,321.994965,0.0,321.994965,351.379964,
12/31/2002,327.286987,261.181999,85.474998,175.707001,17.659,,,4.806,2.68,0.555,1.57,0.0,12.449,,,,,296.096008,19.6,36.102001,-16.502001,0.0,11.591,5.983,2.973,3.01,,5.608,31.191,,16.516001,16.516001,,,,0.086,0.0,0.086,0.086,,,27.683999,,,,27.683999,44.285999,0.04,0.0,0.04,0.04,,6.263,,,,,6.263,6.303,50.588999,0.0,592.078979,,,0.0,-322.367004,6.985992,276.697968,0.0,276.697968,327.286967,
03/31/2003,330.257996,257.029991,117.463997,139.565994,25.618,,,5.237,2.573,1.406,1.258,0.0,9.431,,,,,297.31601,20.945999,,,0.0,11.996,5.904,2.973,2.931,,6.092,32.941999,,10.606,10.606,,,,0.052,0.0,0.052,0.052,,,28.751,,,,28.751,39.409,0.033,0.0,0.033,0.033,,7.21,,,,,7.21,7.243,46.652,0.0,598.484985,,,0.0,,-314.878998,283.605988,0.0,283.605988,330.257988,
06/30/2003,758.685974,650.111008,512.877014,137.233994,29.731001,,,8.921,2.596,1.096,5.228,0.0,12.977,,,,,701.73999,21.316,,,0.0,35.630001,5.786,2.934,2.852,,29.844001,56.946001,,23.465,23.465,,,,0.027,0.0,0.027,0.027,,,34.703999,,,,34.703999,58.195999,400.026001,400.000001,0.026,0.026,,7.548,,,,,7.548,407.574001,465.77,0.0,601.901978,,,0.0,-318.520996,9.535004,292.915985,0.0,292.915985,758.685985,
09/30/2003,772.93103,660.875,313.195007,347.679993,29.924,,,8.426,2.918,1.479,4.029,0.0,13.181,,,,,712.406006,22.341,,,0.0,38.183998,5.545,2.771,2.774,,32.638998,60.524998,,16.632999,16.632999,,,,0.052,0.0,0.052,0.052,,,47.730002,,,,47.730002,64.415001,400.096008,400.000008,0.096,0.096,,8.093,,,,,8.093,408.189008,472.604009,0.0,605.466003,,,0.0,-314.227997,9.088989,300.326995,0.0,300.326995,772.931004,
12/31/2003,813.026001,666.966976,60.327999,606.638977,35.494999,,,9.696,3.009,2.537,4.15,0.0,17.941,,,,,730.098999,22.546,40.487999,-17.941999,0.0,60.381001,6.185,3.49,2.695,,54.196001,82.927,,15.34,15.34,,,,0.03,0.0,0.03,0.03,,,56.423999,,,,56.423999,71.793999,400.015991,399.999991,0.016,0.016,,9.472,,,,,9.472,409.487991,481.28199,0.0,608.297974,,,0.0,-308.855988,32.302002,331.743988,0.0,331.743988,813.025978,
03/31/2004,822.126953,695.313995,238.720001,456.593994,38.167,38.167,,13.065,3.157,1.521,8.387,0.0,18.863001,,,,,765.408997,22.646,,,0.0,34.071999,6.109,3.49,2.619,,27.962998,56.717999,,20.746,20.746,,,,0.029,0.0,0.029,0.029,,,48.842996,,,,48.842996,69.617996,400.009979,399.999979,0.01,0.01,,11.6,,,,,11.6,411.60998,481.227976,0.0,615.987976,,,0.0,-300.235992,25.147003,340.898987,0.0,340.898987,822.126963,
06/30/2004,863.216003,736.57399,174.557999,562.015991,40.547001,40.547001,,12.191,2.668,1.295,8.228,0.0,17.586,,,,,806.89801,22.982,,,0.0,33.335999,6.03,3.49,2.54,,27.305998,56.317999,,19.695999,19.695999,,,,0.024,0.0,0.024,0.024,,,50.744997,,,,50.744997,70.464996,400.007996,399.999996,0.008,0.008,,13.266,,,,,13.266,413.273995,483.738992,0.0,621.031982,,,-0.306,-287.791992,46.543,379.47699,0.0,379.47699,863.215981,
09/30/2004,941.548035,798.830963,268.996979,529.833984,44.476002,44.476002,,21.566,3.322,1.742,16.502001,0.0,20.961,,,,,885.833984,22.667999,,,0.0,33.046001,5.729,3.268,2.461,,27.317001,55.714,,22.643999,22.643999,,,,0.008,0.0,0.008,0.008,,,60.657999,,,,60.657999,83.309998,400.006012,400.000012,0.006,0.006,,14.613,,,,,14.613,414.619012,497.92901,0.0,623.854004,,,-0.306,-266.536987,86.607986,443.619003,0.0,443.619003,941.548013,
12/31/2004,1107.292969,748.537003,135.227005,613.309998,46.074001,46.074001,,24.403999,4.081,4.356,15.967,0.0,30.865,,,,,849.880005,47.319,72.166,-24.847,0.0,210.093994,150.212997,41.257999,108.954998,,59.880997,257.412994,,18.65,18.65,,,,0.008,0.0,0.008,0.008,,,122.756994,,,,122.756994,141.414993,400.003998,399.999998,0.004,0.004,,88.43,,,,,88.43,488.433998,629.848991,0.0,643.557983,,,-0.306,-234.410004,68.602005,477.443985,0.0,477.443985,1107.292976,
03/31/2005,1125.636,701.284,72.345,628.939,49.207,49.207,,33.497,7.37,3.705,22.422,0.0,81.637,,,,,865.625,53.284,,,0.0,206.727,140.659,36.917,103.742,19.038,47.03,260.011,,18.308,18.308,,,,0.006,0.0,0.006,0.006,,,85.992,,,,85.992,104.306,400.003,400.0,0.003,0.003,,86.62,,,,,86.62,486.623,590.929,0.0,701.066,,,-0.399,-186.195,20.235,534.707,0.0,534.707,1125.636,
06/30/2005,1153.066,723.733,53.79,669.943,55.762,55.762,,33.684,5.084,4.223,24.377,0.0,86.564,,,,,899.743,56.811,,,0.0,196.512,134.882,35.452,99.43,18.258,43.372,253.323,,22.614,22.614,,,,0.0,0.0,0.0,0.0,,,87.945,,,,87.945,110.559,400.0,400.0,0.0,0.0,,81.838,,,,,81.838,481.838,592.397,0.0,725.339,,,-0.399,-175.351,11.08,560.669,0.0,560.669,1153.066,
09/30/2005,1213.455,745.99,62.305,683.685,61.571,61.571,,31.689,8.999,1.956,20.734,0.0,115.465,,,,,954.715,67.838,,,0.0,190.902,131.699,34.633,97.066,17.454,41.749,258.74,,26.995,26.995,,,,0.0,0.0,0.0,0.0,,,123.502,,,,123.502,150.497,399.992,399.992,0.0,0.0,,79.734,,,,,79.734,479.726,630.223,0.0,800.069,,,-47.669,-174.682,5.514,583.232,0.0,583.232,1213.455,
12/31/2005,1246.637,724.26,123.316,600.944,77.913,77.913,,20.242,5.044,1.644,13.554,0.0,150.422,,,,,972.837,77.477,105.531,-28.054,0.0,196.323,130.803,33.815,96.988,,65.52,273.8,,16.414,16.414,,,,0.0,0.0,0.0,0.0,,,119.223,,,,119.223,135.637,399.984,399.984,0.0,0.0,,75.241,,,,,75.241,475.225,610.862,0.0,857.042,,,-50.601,-170.754,0.088,635.775,0.0,635.775,1246.637,
03/31/2006,1319.786,772.577,194.468,578.109,90.31,90.31,,16.214,5.687,2.148,8.379,0.0,161.123,,,,,1040.224,83.276,,,0.0,196.286,130.063,34.189,95.874,15.288,50.935,279.562,,24.718,24.718,,,,0.0,0.0,0.0,0.0,,,98.844,,,,98.844,123.562,399.975,399.975,0.0,0.0,,77.665,,,,,77.665,477.64,601.202,0.0,920.693,,,-45.765,-154.73,-1.614,718.584,0.0,718.584,1319.786,
