Date,Revenue,Comparable Actual,GAAP Actual,Adjusted Actual,Earnings Per Share,EBIT,EBITDA,Gross Margin %,Pretax Income (Loss),Net Income,Source: Bloomberg
03/31/2008,,,159.260969,159.260969,,,,,,,
06/30/2008,,,173.589892,173.589892,,,,,,,
09/30/2008,,,179.574905,179.574905,,,,,,,
03/31/2009,,,258.421961,258.421961,,,,,,,
06/30/2009,,,297.692549,297.692549,,,,,,,
09/30/2009,,,239.59967,239.59967,,,,,,,
12/31/2009,,,-526.07132,85.985543,,,,,,,
03/31/2010,,,371.584675,371.584675,,,,,,,
06/30/2010,,,318.490609,318.490609,,,,,,,
09/30/2010,,,306.521288,306.521288,,,,,,,
12/31/2010,,,255.85963,305.95158,,,,,,,
03/31/2011,,277.49315,277.503246,277.503246,,,,,,,
06/30/2011,,386.388754,386.392662,386.392662,,,,,,,
09/30/2011,,,208.813067,208.813067,,,,,,,
12/31/2011,,180.284451,180.284582,286.718351,,,,,,,
03/31/2012,,171.618394,210.074629,210.074629,,,,,,,
06/30/2012,,,223.292253,223.292253,,,,,,,
09/30/2012,,,210.144125,210.144125,,,,,,,
12/31/2012,,,-169.334952,87.617052,,,,,,,
03/31/2013,,,306.95108,306.95108,,,,,,,
06/30/2013,,,323.106906,323.106906,,,,,,,
09/30/2013,,246.863818,246.863818,246.863818,,,,,,,
12/31/2013,,,235.622036,302.674014,,,,,,,
03/31/2014,,,276.135307,276.135307,,,,,,,
06/30/2014,,,352.881493,352.881493,,,,,,,
09/30/2014,,,146.531445,146.531445,,,,,,,
12/31/2014,,,72.672505,82.855154,,,,,,,
03/31/2015,,,139.399681,139.399681,,,,,,,
06/30/2015,,,217.212443,217.212443,,,,,,,
09/30/2015,,,117.550861,117.550861,,,,,,,
12/31/2015,,,37.325555,66.652776,,,,,,,
03/31/2016,,,205.161909,205.161909,,,,,,,
06/30/2016,,,200.376338,200.376338,,,,,,,
09/30/2016,,,222.682453,222.682453,,,,,,,
12/31/2016,,,-14.756042,139.151534,,,,,,,
03/31/2017,,230.457712,230.457712,230.457712,,,,,,,
06/30/2017,,,178.98371,178.98371,,,,,,,
09/30/2017,,,165.830866,165.830866,,,,,,,
12/31/2017,,,44.582762,162.767295,,,,,,,
03/31/2018,,211.049705,211.049705,211.049705,,,,,,,
06/30/2018,,,235.718611,235.718611,,,,,,,
09/30/2018,,,166.308571,166.308571,,,,,,,
12/31/2018,,-11.833631,-11.833631,-3.015474,,,,,,,
03/31/2019,,180.985237,180.985237,180.985237,,,,,,,
06/30/2019,,360192.155245,175.425895,175.425895,,,,,,,
09/30/2019,,,170.230197,170.230197,,,,,,,
12/31/2019,,,68.938808,144.411273,,,,,,,
03/31/2020,,215.649317,215.64931,215.64931,,,,,,,
06/30/2020,,,215.136894,215.136894,,,,,,,
