Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 2 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
09/30/2017,40.0,14.0,0.0,54.0,,,1.592991,0.557547,0.0,2.150538,0.172354,0.060324,0.0,0.232678,
12/31/2017,42.0,14.0,0.0,56.0,,,1.746362,0.582121,0.0,2.328482,0.179602,0.059867,0.0,0.23947,
03/31/2018,41.0,15.0,0.0,56.0,,,1.602815,0.586396,0.0,2.18921,0.176846,0.0647,0.0,0.241546,
06/30/2018,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,
09/30/2018,0.0,45.0,0.0,45.0,,,0.0,2.140818,0.0,2.140818,0.0,0.202111,0.0,0.202111,
12/31/2018,0.0,169.0,0.0,169.0,,,0.0,8.020883,0.0,8.020883,0.0,0.754161,0.0,0.754161,
03/31/2019,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
06/30/2019,0.0,169.0,0.0,169.0,,,0.0,7.755851,0.0,7.755851,0.0,0.728229,0.0,0.728229,
09/30/2019,0.0,169.0,0.0,169.0,,,0.0,8.604888,0.0,8.604888,0.0,0.723552,0.0,0.723552,
12/31/2019,0.0,387.0,0.0,387.0,,,0.0,19.917653,0.0,19.917653,0.0,1.656324,0.0,1.656324,
03/31/2020,0.0,394.0,0.0,394.0,,,0.0,19.418433,0.0,19.418433,0.0,1.653864,0.0,1.653864,
06/30/2020,0.0,378.0,0.0,378.0,,,0.0,17.228806,0.0,17.228806,0.0,1.44,0.0,1.44,
