Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 2 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/31/2008,49.0,36.0,,,,,153.125,112.5,,,0.599462,0.440421,,,
06/30/2008,64.0,25.0,1.0,90.0,,,220.689655,86.206897,3.448276,310.344828,0.776416,0.303288,0.012132,1.091835,
09/30/2008,52.0,78.0,1.0,131.0,,,38.235294,57.352941,0.735294,96.323529,0.626959,0.940439,0.012057,1.579455,
12/31/2008,35.0,39.0,1.0,75.0,,,23.809524,26.530612,0.680272,51.020408,0.428187,0.477123,0.012234,0.917543,
03/31/2009,21.0,26.0,1.0,48.0,,,6.213018,7.692308,0.295858,14.201183,0.259516,0.321305,0.012358,0.593178,
06/30/2009,18.0,27.0,1.0,46.0,19.0,19.0,5.405405,8.108108,0.3003,13.813814,0.227043,0.340565,0.012614,0.580222,
09/30/2009,27.0,66.0,1.0,94.0,5.0,5.0,4.011887,9.806835,0.148588,13.967311,0.342814,0.837989,0.012697,1.193499,
12/31/2009,18.0,24.0,1.0,43.0,3.0,3.0,2.582496,3.443329,0.143472,6.169297,0.22633,0.301773,0.012574,0.540676,
03/31/2010,9.0,22.0,1.0,32.0,1.0,1.0,1.1378,2.78129,0.126422,4.045512,0.115163,0.28151,0.012796,0.409469,
06/30/2010,6.0,23.0,1.0,30.0,,,0.726392,2.784504,0.121065,3.631961,0.076589,0.293592,0.012765,0.382946,
09/30/2010,6.0,23.0,1.0,30.0,,,0.340136,1.303855,0.056689,1.70068,0.070299,0.269479,0.011716,0.351494,
12/31/2010,8.0,18.0,1.0,27.0,,,0.439802,0.989555,0.054975,1.484332,0.094118,0.211765,0.011765,0.317647,
03/31/2011,8.0,19.0,1.0,28.0,8.0,8.0,0.419287,0.995807,0.052411,1.467505,0.093853,0.2229,0.011732,0.328484,
06/30/2011,7.0,19.0,1.0,27.0,9.0,9.0,0.373533,1.013874,0.053362,1.440768,0.082988,0.225252,0.011855,0.320095,
09/30/2011,8.0,17.0,1.0,26.0,20.0,20.0,0.450197,0.956669,0.056275,1.46314,0.096467,0.204992,0.012058,0.313517,
12/31/2011,6.0,17.0,1.0,24.0,,,0.397878,1.127321,0.066313,1.591512,0.070905,0.200898,0.011818,0.283621,
03/31/2012,5.0,16.0,1.0,22.0,,,0.323206,1.03426,0.064641,1.422107,0.058514,0.187244,0.011703,0.257461,
06/30/2012,8.0,15.0,1.0,24.0,,,0.64257,1.204819,0.080321,1.927711,0.094284,0.176783,0.011786,0.282852,
09/30/2012,5.0,15.0,1.0,21.0,,,0.389105,1.167315,0.077821,1.634241,0.059032,0.177096,0.011806,0.247934,
12/31/2012,6.0,13.0,1.0,20.0,,,0.486224,1.053485,0.081037,1.620746,0.066342,0.143742,0.011057,0.221141,
03/31/2013,4.0,14.0,1.0,19.0,,,0.369686,1.2939,0.092421,1.756007,0.044868,0.157039,0.011217,0.213124,
06/30/2013,2.0,13.0,1.0,16.0,,,0.188501,1.225259,0.094251,1.508011,0.021844,0.141983,0.010922,0.174749,
09/30/2013,1.0,12.0,1.0,14.0,,,0.099701,1.196411,0.099701,1.395813,0.01071,0.128521,0.01071,0.149941,
12/31/2013,24.0,40.0,1.0,65.0,,,1.970443,3.284072,0.082102,5.336617,0.145897,0.243161,0.006079,0.395137,
03/31/2014,25.0,39.0,1.0,65.0,,,2.230152,3.479037,0.089206,5.798394,0.151662,0.236593,0.006066,0.394322,
06/30/2014,29.0,40.0,1.0,70.0,,,2.521739,3.478261,0.086957,6.086957,0.171527,0.236588,0.005915,0.41403,
09/30/2014,28.0,37.0,1.0,66.0,,,2.2187,2.931854,0.079239,5.229794,0.161738,0.213725,0.005776,0.381238,
12/31/2014,56.0,7.0,1.0,64.0,,,4.721754,0.590219,0.084317,5.39629,0.31196,0.038995,0.005571,0.356526,
03/31/2015,54.0,6.0,1.0,61.0,,,4.576271,0.508475,0.084746,5.169492,0.29308,0.032564,0.005427,0.331072,
06/30/2015,25.0,70.0,1.0,96.0,,,0.958222,2.68302,0.038329,3.679571,0.109909,0.307746,0.004396,0.422052,
09/30/2015,24.0,38.0,1.0,63.0,,,0.888889,1.407407,0.037037,2.333333,0.103569,0.163984,0.004315,0.271868,
12/31/2015,24.0,35.0,0.0,59.0,,,0.744417,1.085608,0.0,1.830025,0.101343,0.147792,0.0,0.249134,
03/31/2016,25.0,35.0,0.0,60.0,,,0.755972,1.058361,0.0,1.814333,0.105192,0.147269,0.0,0.252461,
06/30/2016,25.0,38.0,0.0,63.0,,,0.729501,1.108842,0.0,1.838343,0.103135,0.156766,0.0,0.259901,
09/30/2016,25.0,38.0,0.0,63.0,,,0.720046,1.09447,0.0,1.814516,0.102149,0.155267,0.0,0.257416,
12/31/2016,23.0,26.0,0.0,49.0,,,0.661871,0.748201,0.0,1.410072,0.093114,0.105259,0.0,0.198373,
03/31/2017,24.0,26.0,0.0,50.0,,,0.681044,0.737798,0.0,1.418842,0.097919,0.106079,0.0,0.203998,
06/30/2017,39.0,15.0,0.0,54.0,,,1.375176,0.528914,0.0,1.90409,0.160223,0.061624,0.0,0.221848,
