Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2000,3121.174,8.509,8.509,0.0,403.557,403.557,,436.197,171.78,0.0,264.417,0.0,112.068,,,,,,,,960.331,1985.184,2711.907,-726.723,0.0,175.659,0.0,,,,175.659,2160.843,,732.561,732.561,,,,126.5,,,,,,96.213,,,,96.213,955.274,645.155,,,,,412.041,,,,,412.041,1057.196,2012.47,0.0,1089.392,,,-8.096,27.408,0.0,1108.704,0.0,1108.704,3121.174,
06/30/2000,4212.993,10.379,10.379,0.0,651.873,651.873,,492.31,181.618,0.0,310.692,0.0,111.621,,,,,,,,1266.183,2619.512,3362.875,-743.363,0.0,327.298,0.0,,,,327.298,2946.81,,731.872,731.872,,,,185.0,,,,,,168.372,,,,168.372,1085.244,1345.505,,,,,434.234,,,,,434.234,1779.739,2864.983,0.0,1252.094,,,-14.685,110.601,0.0,1348.01,0.0,1348.01,4212.993,
09/30/2000,4211.187,12.985,12.985,0.0,651.583,651.583,,495.992,172.114,0.0,323.878,0.0,88.388,,,,,,,,1248.948,2644.236,3417.886,-773.65,0.0,318.003,0.0,,,,318.003,2962.239,,765.946,765.946,,,,93.0,,,,,,179.325,,,,179.325,1038.271,1092.711,,,,,462.418,,,,,462.418,1555.129,2593.4,172.5,1250.329,,,-38.13,233.088,0.0,1617.787,0.0,1617.787,4211.187,
12/31/2000,4307.704,14.596,14.596,0.0,585.892,585.892,,539.882,207.229,0.0,332.653,0.0,144.697,,,,,,,,1285.067,2676.68,3481.117,-804.437,0.0,345.957,0.0,,,,345.957,3022.637,,806.879,806.879,,,,27.0,,,,,,205.113,,,,205.113,1038.992,1042.417,,,,,526.74,,,,,526.74,1569.157,2608.149,172.5,1249.75,,,-44.261,321.566,0.0,1699.555,0.0,1699.555,4307.704,
03/31/2001,4559.622,125.739,125.739,0.0,586.647,586.647,,581.411,251.648,0.0,329.763,0.0,133.456,,,,,,,,1427.253,2713.547,3549.783,-836.236,0.0,418.822,0.0,0.0,0.0,,418.822,3132.369,,867.624,867.624,,,,0.0,0.0,0.0,0.0,,,206.118,,,,206.118,1073.742,1042.124,1042.124,0.0,0.0,,566.542,,,,,566.542,1608.666,2682.408,172.5,1250.068,,,-40.782,452.763,42.665,1877.214,0.0,1877.214,4559.622,
06/30/2001,5214.215,42.459,42.459,0.0,676.894,676.894,,773.376,327.78,0.0,445.596,0.0,111.294,,,,,,,,1604.023,3173.37,4043.066,-869.696,0.0,436.822,0.0,0.0,0.0,,436.822,3610.192,,793.658,793.658,,,,0.0,0.0,0.0,0.0,,,334.438,,,,334.438,1128.096,1327.661,1041.83,285.831,285.831,,635.588,,,,,635.588,1963.249,3091.345,172.5,1250.515,,,-52.594,722.729,29.72,2122.87,0.0,2122.87,5214.215,
09/30/2001,5328.715,91.157,91.157,0.0,780.008,780.008,,704.173,249.173,0.0,455.0,0.0,94.586,,,,,,,,1669.924,3251.081,4156.375,-905.294,0.0,407.71,0.0,0.0,0.0,,407.71,3658.791,,761.468,761.468,,,,0.0,0.0,0.0,0.0,,,322.813,,,,322.813,1084.281,1328.366,1041.536,286.83,286.83,,702.267,,,,,702.267,2030.633,3114.914,172.5,1250.209,,,-56.621,818.886,28.827,2213.801,0.0,2213.801,5328.715,
12/31/2001,14377.096,269.437,269.437,0.0,785.605,785.605,,1453.106,513.37,0.0,939.736,0.0,1604.996,,,,,,,,4113.144,7260.455,8197.841,-937.386,0.0,3003.497,2577.175,2210.473,366.702,,426.322,10263.952,,1374.501,1374.501,,,,505.661,,,,,,2850.084,,,,2850.084,4730.246,3177.747,2889.898,287.849,287.849,,2150.932,,,,,2150.932,5328.679,10058.925,,3469.632,,,-149.616,864.421,18.126,4202.563,115.608,4318.171,14377.096,
03/31/2002,14508.9,232.8,232.8,0.0,1012.0,1012.0,,1466.0,686.3,0.0,779.7,0.0,1315.0,,,,,,,,4025.8,7326.9,8345.7,-1018.8,0.0,3156.2,2633.1,2270.7,362.4,,523.1,10483.1,,1509.7,1509.7,,,,2671.2,,,,,,553.2,,,,553.2,4734.1,2863.1,2574.2,288.9,288.9,,2173.9,,,,,2173.9,5037.0,9771.1,372.5,3446.6,,,-80.2,815.3,68.4,4622.6,115.2,4737.8,14508.9,
06/30/2002,13991.9,360.9,360.9,0.0,939.9,939.9,,1451.1,527.2,0.0,923.9,0.0,335.1,,,,,,,,3087.0,7449.8,8545.1,-1095.3,0.0,3455.1,2824.8,2458.9,365.9,,630.3,10904.9,,1408.0,1408.0,,,,799.5,,,,,,648.1,,,,648.1,2855.6,4147.1,3857.2,289.9,289.9,,2254.3,,,,,2254.3,6401.4,9257.0,372.5,3443.4,,,-100.6,816.1,87.5,4618.9,116.0,4734.9,13991.9,
09/30/2002,13957.7,319.6,319.6,0.0,1027.3,1027.3,,1466.6,509.3,0.0,957.3,0.0,195.4,,,,,,,,3008.9,7404.0,8564.5,-1160.5,0.0,3544.8,2972.7,2619.3,353.4,,572.1,10948.8,,1445.5,1445.5,,,,266.0,,,,,,620.9,,,,620.9,2332.4,4716.6,4425.6,291.0,291.0,,2212.3,,,,,2212.3,6928.9,9261.3,372.5,3438.6,,,-74.5,835.3,8.7,4580.6,115.8,4696.4,13957.7,
12/31/2002,14465.2,378.9,378.9,0.0,1558.2,1558.2,,1436.1,617.2,0.0,818.9,-586.0,163.2,,,,,,,,3536.4,7412.0,8640.9,-1228.9,0.0,3516.8,2921.1,2580.0,341.1,,595.7,10928.8,,1825.0,1825.0,,,,476.7,,,,,,705.0,,,,705.0,3006.7,4494.1,4185.9,308.2,308.2,,2167.6,,,,,2167.6,6661.7,9668.4,372.5,3437.8,,,-42.0,913.6,-1.1,4680.8,116.0,4796.8,14465.2,
03/31/2003,14641.5,740.9,740.9,0.0,1696.2,1696.2,,1605.3,766.5,0.0,838.8,0.0,148.5,,,,,,,,4190.9,6968.8,8230.0,-1261.2,0.0,3481.8,2105.0,2451.5,-346.5,,1376.8,10450.6,,2211.3,2211.3,,,,26.3,,,,,,774.4,,,,774.4,3012.0,4134.1,3844.8,289.3,289.3,,2322.9,,,,,2322.9,6457.0,9469.0,372.5,3675.2,,,-3.0,1073.3,54.5,5172.5,0.0,5172.5,14641.5,
06/30/2003,14467.9,697.5,697.5,0.0,1069.3,1069.3,,1692.2,789.6,0.0,902.6,0.0,105.2,,,,,,,,3564.2,7288.4,8641.8,-1353.4,0.0,3615.3,2797.3,2438.0,359.3,,818.0,10903.7,,1826.1,1826.1,,,,41.0,,,,,,731.1,,,,731.1,2598.2,4606.4,4317.1,289.3,289.3,,2266.5,,,,,2266.5,6872.9,9471.1,0.0,3679.4,,,-9.6,1190.2,136.8,4996.8,0.0,4996.8,14467.9,
09/30/2003,15248.7,309.6,309.6,0.0,1183.3,1183.3,,2092.3,1036.5,0.0,1055.8,0.0,177.2,,,,,,,,3762.4,7795.2,9231.9,-1436.7,0.0,3691.1,2795.1,2453.6,341.5,,896.0,11486.3,,2136.1,2136.1,,,,24.3,,,,,,755.3,,,,755.3,2915.7,4341.7,4052.4,289.3,289.3,,2425.9,,,,,2425.9,6767.6,9683.3,180.1,3883.5,,,0.0,1368.5,133.3,5565.4,0.0,5565.4,15248.7,
12/31/2003,15664.2,369.2,369.2,0.0,1327.7,1327.7,,1913.1,876.6,0.0,1036.5,0.0,207.3,,,,,,,,3817.3,8195.1,9748.1,-1553.0,0.0,3651.8,2721.9,2401.7,320.2,,929.9,11846.9,,2288.2,2288.2,,,,0.0,,,,,,776.1,,,,776.1,3064.3,4245.1,4239.1,6.0,6.0,,2619.6,,,,,2619.6,6864.7,9929.0,200.5,3923.8,,,-41.4,1482.7,169.6,5735.2,0.0,5735.2,15664.2,
03/31/2004,17779.2,239.0,239.0,0.0,1679.4,1679.4,,2444.3,1328.5,0.0,1115.8,0.0,305.1,,,,,,,,4667.8,9356.8,11004.5,-1647.7,0.0,3754.6,2712.0,2400.3,311.7,,1042.6,13111.4,,3012.4,3012.4,,,,201.6,,,,,,744.7,,,,744.7,3958.7,4681.7,4673.1,8.6,8.6,,2699.9,,,,,2699.9,7381.6,11340.3,202.4,4358.4,,,-0.3,1712.2,166.2,6438.9,0.0,6438.9,17779.2,
06/30/2004,18557.3,330.2,330.2,0.0,1941.1,1941.1,,2642.3,1343.5,0.0,1298.8,0.0,215.2,,,,,,,,5128.8,9663.4,11414.7,-1751.3,0.0,3765.1,2737.4,2435.3,302.1,,1027.7,13428.5,,3142.5,3142.5,,,,416.4,,,,,,1143.0,,,,1143.0,4701.9,4154.3,4145.7,8.6,8.6,,2963.9,,,,,2963.9,7118.2,11820.1,204.3,4362.5,,,-179.9,2322.6,27.7,6737.2,0.0,6737.2,18557.3,
09/30/2004,19437.5,680.8,680.8,0.0,2138.2,2138.2,,2737.0,1295.5,0.0,1441.5,0.0,205.5,,,,,,,,5761.5,9903.4,11770.4,-1867.0,0.0,3772.6,2734.0,2428.1,305.9,,1038.6,13676.0,,3364.8,3364.8,,,,412.8,,,,,,1250.4,,,,1250.4,5028.0,4172.3,4164.2,8.1,8.1,,3015.0,,,,,3015.0,7187.3,12215.3,206.2,4363.2,,,-159.4,2734.8,77.4,7222.2,0.0,7222.2,19437.5,
12/31/2004,19392.0,864.0,864.0,0.0,1839.0,1839.0,,2318.0,877.0,0.0,1284.0,157.0,243.0,,,,,,,,5264.0,10317.0,12295.0,-1978.0,0.0,3811.0,2712.0,2401.0,311.0,265.0,834.0,14128.0,,2963.0,2963.0,,,,412.0,412.0,0.0,0.0,,,1159.0,,,,1159.0,4534.0,3901.0,3893.0,8.0,8.0,,3159.0,,,,,3159.0,7060.0,11594.0,208.0,4361.0,,,-199.0,3199.0,229.0,7798.0,0.0,7798.0,19392.0,
03/31/2005,20314.0,686.0,686.0,0.0,2153.0,2153.0,,2801.0,1388.0,0.0,1413.0,0.0,216.0,,,,,,,,5856.0,10585.0,12680.0,-2095.0,0.0,3873.0,2704.0,2401.0,303.0,263.0,906.0,14458.0,,3914.0,3914.0,,,,435.0,0.0,435.0,435.0,,,1198.0,,,,1198.0,5547.0,3610.0,3576.0,34.0,34.0,,3166.0,,,,,3166.0,6776.0,12323.0,190.0,4376.0,,,-317.0,3709.0,33.0,7991.0,0.0,7991.0,20314.0,
06/30/2005,21641.0,949.0,949.0,0.0,2640.0,2640.0,,3088.0,1706.0,0.0,1382.0,0.0,221.0,,,,,,,,6898.0,10839.0,13047.0,-2208.0,0.0,3904.0,2728.0,2431.0,297.0,,1176.0,14743.0,,4382.0,4382.0,,,,236.0,,,,,,1282.0,,,,1282.0,5900.0,3641.0,3607.0,34.0,34.0,,3201.0,,,,,3201.0,6842.0,12742.0,157.0,4421.0,,,-293.0,4526.0,88.0,8899.0,0.0,8899.0,21641.0,
09/30/2005,32774.0,737.0,737.0,0.0,3553.0,3553.0,,4475.0,2303.0,0.0,2172.0,0.0,347.0,,,,,,,,9112.0,17152.0,19511.0,-2359.0,0.0,6510.0,5270.0,4963.0,307.0,,1240.0,23662.0,,5969.0,5969.0,,,,269.0,0.0,269.0,269.0,,,1749.0,,,,1749.0,7987.0,6109.0,,,,,4884.0,,,,,4884.0,10993.0,18980.0,76.0,8293.0,,,-83.0,5359.0,149.0,13794.0,0.0,13794.0,32774.0,
12/31/2005,32728.0,436.0,436.0,0.0,3564.0,3564.0,,4039.0,1826.0,0.0,2051.0,162.0,237.0,,,,,,,,8276.0,17856.0,20388.0,-2532.0,0.0,6596.0,5224.0,4926.0,298.0,327.0,1045.0,24452.0,,5563.0,5563.0,,,,222.0,,,,,,1520.0,,,,1520.0,7305.0,5156.0,5109.0,47.0,47.0,,5217.0,,,,,5217.0,10373.0,17678.0,68.0,8170.0,,,-196.0,6673.0,335.0,15050.0,0.0,15050.0,32728.0,
06/30/2006,36524.0,937.0,937.0,0.0,4234.0,4234.0,,4626.0,2529.0,0.0,2097.0,0.0,377.0,,,,,,,,10174.0,19988.0,22893.0,-2905.0,0.0,6362.0,4604.0,4311.0,293.0,,1758.0,26350.0,,6902.0,6902.0,,,,275.0,,,,,,1930.0,,,,1930.0,9107.0,4913.0,4868.0,45.0,45.0,,5740.0,,,,,5740.0,10653.0,19760.0,53.0,7845.0,,,-868.0,9331.0,403.0,16764.0,0.0,16764.0,36524.0,
09/30/2006,36642.0,1029.0,1029.0,,3605.0,3605.0,,4666.0,2201.0,,2465.0,,431.0,,,,,,,,9731.0,20564.0,23666.0,-3102.0,,6347.0,4572.0,4263.0,309.0,480.0,1295.0,26911.0,,6144.0,6144.0,,,,238.0,,,,,,1655.0,,,,1655.0,8037.0,4897.0,4815.0,82.0,82.0,,5667.0,,,,,5667.0,10564.0,18601.0,226.0,7780.0,,,-1281.0,10885.0,431.0,18041.0,,18041.0,36642.0,
12/31/2006,37753.0,1590.0,1590.0,0.0,4384.0,4384.0,,3979.0,1838.0,0.0,2141.0,,1878.0,,,,,,,,11831.0,20180.0,23421.0,-3241.0,0.0,5742.0,4406.0,4103.0,303.0,,1336.0,25922.0,,6841.0,6841.0,,,,475.0,,,,,,1544.0,,,,1544.0,8860.0,4619.0,4573.0,46.0,46.0,,5669.0,,,,,5669.0,10288.0,19148.0,0.0,7785.0,,,-1396.0,11951.0,265.0,18605.0,0.0,18605.0,37753.0,
03/31/2007,38187.0,1696.0,1696.0,0.0,4173.0,4173.0,,4835.0,2637.0,0.0,2198.0,0.0,291.0,,,,,,,,10995.0,21294.0,24793.0,-3499.0,0.0,5898.0,4502.0,4209.0,293.0,,1396.0,27192.0,,6970.0,6970.0,,,,297.0,,,,,,1767.0,,,,1767.0,9034.0,4649.0,,,,,5774.0,,,,,5774.0,10423.0,19457.0,0.0,7549.0,,,-2074.0,13022.0,233.0,18730.0,0.0,18730.0,38187.0,
06/30/2007,40350.0,2336.0,2336.0,0.0,4693.0,4693.0,,4578.0,2483.0,0.0,2095.0,0.0,1960.0,,,,,,,,13567.0,20785.0,24452.0,-3667.0,0.0,5998.0,4385.0,4092.0,293.0,,1613.0,26783.0,,7348.0,7348.0,,,,66.0,,,,,,2051.0,,,,2051.0,9465.0,6855.0,6817.0,38.0,38.0,,5915.0,,,,,5915.0,12770.0,22235.0,0.0,7452.0,,,-4876.0,15204.0,335.0,18115.0,0.0,18115.0,40350.0,
09/30/2007,41861.0,3109.0,3109.0,0.0,6463.0,6463.0,,4616.0,2291.0,0.0,2325.0,0.0,466.0,,,,,,,,14654.0,21224.0,25077.0,-3853.0,0.0,5983.0,4359.0,4061.0,298.0,,1624.0,27207.0,,8145.0,8145.0,,,,60.0,,,,,,2037.0,,,,2037.0,10242.0,6854.0,6816.0,38.0,38.0,,5797.0,,,,,5797.0,12651.0,22893.0,0.0,7372.0,,,-5308.0,16413.0,491.0,18968.0,0.0,18968.0,41861.0,
12/31/2007,42722.0,2464.0,2464.0,0.0,7691.0,7691.0,,4184.0,1911.0,0.0,2273.0,,453.0,,,,,,,,14792.0,21709.0,25787.0,-4078.0,0.0,6221.0,4351.0,4061.0,290.0,,1870.0,27930.0,,9596.0,9596.0,,,,392.0,,,,,,1926.0,,,,1926.0,11914.0,6470.0,6427.0,43.0,43.0,,5831.0,,,,,5831.0,12301.0,24215.0,0.0,7117.0,,,-6097.0,16914.0,573.0,18507.0,0.0,18507.0,42722.0,
03/31/2008,40669.0,1431.0,1431.0,0.0,6009.0,,,4643.0,,0.0,83.0,0.0,431.0,,,,,,,,12514.0,21984.0,26289.0,-4305.0,0.0,6171.0,,,,,6171.0,28155.0,,8635.0,8635.0,,,,3.0,,,,,,1519.0,,,,1519.0,10157.0,6471.0,,,,,5809.0,,,,,5809.0,12280.0,22437.0,0.0,7264.0,,,-6574.0,,17542.0,18232.0,0.0,18232.0,40669.0,
06/30/2008,43656.0,1644.0,1644.0,0.0,7721.0,7721.0,,4904.0,2528.0,0.0,2376.0,0.0,983.0,,,,,,,,15252.0,22275.0,26768.0,-4493.0,0.0,6129.0,4307.0,4039.0,268.0,,1822.0,28404.0,,10963.0,10963.0,,,,212.0,,,,,,1673.0,,,,1673.0,12848.0,6263.0,,,,,5865.0,,,,,5865.0,12128.0,24976.0,0.0,7221.0,,,-6733.0,17765.0,427.0,18680.0,0.0,18680.0,43656.0,
09/30/2008,43807.0,2767.0,2767.0,0.0,6581.0,6581.0,,4859.0,2726.0,0.0,1954.0,179.0,619.0,,,,,,,,14826.0,22743.0,27454.0,-4711.0,0.0,6238.0,4309.0,4057.0,252.0,,1929.0,28981.0,,9921.0,9921.0,,,,211.0,,,,,,1638.0,,,,1638.0,11770.0,6264.0,,,,,6059.0,,,,,6059.0,12323.0,24093.0,0.0,7258.0,,,-6783.0,18839.0,400.0,19714.0,0.0,19714.0,43807.0,
12/31/2008,34417.0,940.0,940.0,,2897.0,2897.0,,4637.0,2140.0,,2314.0,183.0,976.0,,,,,,,,9450.0,23213.0,28103.0,-4890.0,,1754.0,224.0,,,,1530.0,24967.0,,4446.0,4446.0,,,,312.0,,,,,,1451.0,,,,1451.0,6209.0,6264.0,,,,,6324.0,,,,,6324.0,12588.0,18797.0,,7196.0,,,-6884.0,15484.0,-176.0,15620.0,,15620.0,34417.0,
03/31/2009,35776.0,1715.0,1715.0,0.0,3156.0,3156.0,0.0,4669.0,2186.0,0.0,2297.0,186.0,928.0,,,,,86.0,,764.0,10468.0,23532.0,28644.0,-5112.0,0.0,1776.0,213.0,,213.0,,1563.0,25308.0,,4919.0,4539.0,2.0,,378.0,312.0,0.0,,,,312.0,1006.0,,,4289.0,501.0,6237.0,7264.0,7264.0,,,,6472.0,,,,,2183.0,13736.0,19973.0,0.0,7200.0,6.0,7194.0,-6875.0,15715.0,-237.0,15803.0,0.0,15803.0,35776.0,
06/30/2009,37221.0,1623.0,1623.0,0.0,4217.0,4217.0,0.0,4561.0,2065.0,0.0,2298.0,198.0,772.0,,,,,27.0,,613.0,11173.0,24284.0,29688.0,-5404.0,0.0,1764.0,221.0,,221.0,,1543.0,26048.0,,6226.0,5840.0,36.0,,350.0,137.0,0.0,,,,137.0,961.0,,,4105.0,557.0,7324.0,7231.0,7231.0,,,,6259.0,,,,,2154.0,13490.0,20814.0,0.0,7994.0,7.0,7987.0,-6856.0,15384.0,-115.0,16407.0,0.0,16407.0,37221.0,
09/30/2009,36805.0,1605.0,1605.0,0.0,3923.0,3923.0,0.0,4576.0,1936.0,0.0,2435.0,205.0,761.0,,,0.0,,81.0,,530.0,10865.0,24231.0,29863.0,-5632.0,0.0,1709.0,229.0,,229.0,,1480.0,25940.0,,6453.0,5756.0,64.0,,633.0,213.0,0.0,,,,213.0,1091.0,,,3872.0,667.0,7757.0,7162.0,7162.0,,,,5996.0,,,,,2124.0,13158.0,20915.0,0.0,7982.0,7.0,7975.0,-6830.0,14670.0,68.0,15890.0,0.0,15890.0,36805.0,
12/31/2009,35572.0,825.0,825.0,0.0,3602.0,3602.0,0.0,4578.0,2004.0,0.0,2398.0,176.0,1917.0,384.0,0.0,289.0,,887.0,,0.0,10922.0,21615.0,26885.0,-5270.0,0.0,3035.0,227.0,0.0,227.0,,2808.0,24650.0,,2226.0,1481.0,95.0,0.0,650.0,237.0,0.0,,,,237.0,5346.0,0.0,0.0,4006.0,717.0,7809.0,7163.0,7163.0,,,,5875.0,238.0,625.0,,,1006.0,13038.0,20847.0,0.0,7903.0,7.0,7896.0,-6721.0,13178.0,365.0,14725.0,0.0,14725.0,35572.0,
03/31/2010,36465.0,1887.0,1887.0,0.0,3947.0,3947.0,0.0,4724.0,2549.0,0.0,1986.0,189.0,762.0,,,,,58.0,160.0,310.0,11320.0,23335.0,29186.0,-5851.0,0.0,1810.0,226.0,,226.0,,1584.0,25145.0,,6510.0,5986.0,22.0,,502.0,635.0,0.0,,,,635.0,950.0,,,4131.0,604.0,8095.0,7718.0,7718.0,,,,5986.0,,,,,1855.0,13704.0,21799.0,0.0,7886.0,7.0,7879.0,-6688.0,13036.0,432.0,14666.0,0.0,14666.0,36465.0,
06/30/2010,36477.0,2001.0,2001.0,0.0,4122.0,4122.0,0.0,4767.0,2572.0,0.0,2002.0,193.0,458.0,,9.002243,,,79.0,102.0,183.0,11348.0,23363.0,29439.0,-6076.0,0.0,1766.0,223.0,,223.0,,1533.997757,25129.0,,6533.0,5856.0,237.0,,440.0,523.0,0.0,,,,523.0,858.0,,520.006726,4270.0,572.0,7914.0,7511.0,7511.0,,,,6001.0,,,,,1210.993274,13512.0,21426.0,0.0,7840.0,7.0,7833.0,-6620.0,13591.0,240.0,15051.0,0.0,15051.0,36477.0,
