Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,FFO Per Share,EBIT,EBIT Surprise %,EBITDA,Net Income,Net Income Surprise %,Source: Bloomberg
04/01/1990,,,47.09,,47.09,47.09,,,,,,,
07/01/1990,,,65.844002,,65.844002,65.844002,,,,,,,
09/30/1990,,,56.556999,,56.556999,56.556999,,,,,,,
12/31/1990,,,0.0,,46.390999,46.390999,,,,,,,
03/31/1991,,,48.636002,,48.636002,48.636002,,,,,,,
06/30/1991,,,31.903,,31.903,31.903,,,,,,,
09/29/1991,,,64.084999,,64.084999,64.084999,,,,,,,
12/31/1991,,,0.0,,74.903999,74.903999,,,,,,,
03/29/1992,,,58.924,,58.924,58.924,,,,,,,
06/28/1992,,,34.474998,,34.474998,34.474998,,,,,,,
09/27/1992,,,66.879997,,66.879997,66.879997,,,,,,,
12/31/1992,,,0.0,,82.319023,82.319023,,,,,,,
04/04/1993,,,105.055,,1.147,1.147,,,,,,,
07/04/1993,,,26.025,,26.025,26.025,,,,,,,
10/03/1993,,,73.971001,,73.971001,73.971001,,,,,,,
12/31/1993,,,0.0,,92.181999,92.181999,,,,,,,
04/03/1994,,,53.015999,,53.015999,53.015999,,,,,,,
07/03/1994,,,25.325001,,25.325001,25.325001,,,,,,,
10/02/1994,,,81.063004,,81.063004,81.063004,,,,,,,
12/31/1994,,,0.0,,24.814989,24.814989,,,,,,,
04/02/1995,,,60.632999,,60.632999,60.632999,,,,,,,
07/02/1995,,,33.323002,,33.323002,33.323002,,,,,,,
10/01/1995,,,82.126999,,82.126999,82.126999,,,,,,,
12/31/1995,,,0.0,,105.835999,105.835999,,,,,,,
03/31/1996,,,59.415001,,59.415001,59.415001,,,,,,,
06/30/1996,,,40.847,,40.847,40.847,,,,,,,
09/30/1996,,,94.269997,,94.269997,94.269997,,,,,,,
12/31/1996,,,35.352001,,78.654007,78.654007,,,,,,,
03/31/1997,,,68.893997,,68.893997,68.893997,,,,,,,
06/30/1997,,,50.563999,,50.563999,50.563999,,,,,,,
09/28/1997,,,100.672997,,100.672997,100.672997,,,,,,,
12/31/1997,,,0.0,,116.120003,116.120003,,,,,,,
03/31/1998,,,75.432999,,75.432999,75.432999,,,,,,,
07/05/1998,,,47.965,,47.965,47.965,,,,,,,
10/04/1998,,,107.532997,,107.533,107.533,,,,,,,
12/31/1998,,,109.957001,,109.957001,109.957001,,,,,,,
04/04/1999,,,59.653999,,224.669998,224.669998,,,,,,,
07/04/1999,,,50.055,,50.055,50.055,,,,,,,
10/03/1999,,,87.578003,,87.578,87.578,,,,,,,
12/31/1999,,,98.007004,,98.007,98.007,,,,,,,
04/02/2000,,,66.711998,,71.18,71.18,,,,,,,
07/02/2000,,,39.995998,,39.996,39.996,,,,,,,
10/01/2000,,,107.404999,,107.405,107.405,,,,,,,
12/31/2000,,,115.961998,,115.962,115.962,,,,,,,
04/01/2001,,,78.905998,,78.906,78.906,,,,,,,
07/01/2001,,,52.438999,,52.439,52.439,,,,,,,
09/30/2001,,,119.662003,,120.762,120.762,,,,,,,
12/31/2001,,,126.848999,,-44.951,-44.951,,,,,,,
03/31/2002,,,92.742996,,87.045,87.045,,,,,,,
06/30/2002,,,64.848,,63.148,63.148,,,,,,,
09/29/2002,,,139.865005,,123.065,123.065,,,,,,,
12/31/2002,,,138.690002,,130.32,130.32,,,,,,,
03/30/2003,,,97.557999,,97.558,97.558,,,,,,,
06/29/2003,,,74.089996,,71.484,71.484,,,,,,,
09/28/2003,,,151.171997,,143.604,143.604,,,,,,,
12/31/2003,,,152.126999,,144.938,144.938,,,,,,,
04/04/2004,,,107.148003,,107.148,107.148,,,,,,,
07/04/2004,,,86.116997,,147.217,147.217,,,,,,,
10/03/2004,,,166.229004,,166.229,166.229,,,,,,,
12/31/2004,,,170.285995,,170.286,170.286,,,,,,,
04/03/2005,,112.0,118.221001,,113.022,113.022,,,,,,5.55446517857143,
07/03/2005,,92.65,97.361,,93.223,93.223,,,,,,5.08472746896924,
10/02/2005,,172.75,185.283005,,114.152,114.152,,,,,,7.25499565846599,
12/31/2005,,178.0,181.059006,,170.41,170.41,,,,,,1.71854269662922,
04/02/2006,,122.75,122.167999,-3.53176801226367,122.471,122.471,,,,,,-0.47413523421589,
07/02/2006,,98.714,100.279999,1.36769321931833,97.897,97.897,,,,,,1.58640010535487,
10/01/2006,,193.625,185.233002,-1.1722761996329,185.121,185.121,,,,,,-4.33415003227889,
12/31/2006,,170.222,160.407,-2.11069195102786,153.57,153.57,,,,,,-5.76599969451657,
04/01/2007,,117.875,121.517998,-1.2326330620985,93.473,93.473,,,,,,3.09056033934253,
07/01/2007,,81.514,82.420998,-1.12539785635532,3.554,3.554,,,,,,1.11268984468926,
09/30/2007,,164.571,161.518997,-2.58918775192859,62.784,62.784,,,,,,-1.85452054128612,
12/31/2007,,125.0,124.142998,2.5032033443202,54.343,54.343,,,,,,-0.685601599999995,
03/30/2008,,91.64,83.915001,-0.740629512403755,63.245,63.245,,,,,,-8.42972391968572,
06/29/2008,,63.9,66.967003,2.36712693598797,41.467,41.467,,,,,,4.79969170579031,
09/28/2008,,147.556,145.813004,2.28021209832463,124.538,124.538,,,,,,-1.18124373119358,
12/31/2008,,124.571,133.854996,-0.026855017238252,82.155,82.155,,,,,,7.45277472284882,
04/05/2009,,81.113,88.244,3.87609472657151,75.894,84.2387,,,8.11698113207548,,,8.79143910347293,
07/05/2009,,79.329,97.965,3.5254132414037,71.298,97.998,,,17.5272861356932,,,23.4920394811481,
10/04/2009,,152.778,169.173,-3.36628428628913,162.023,168.523,,,10.4393787974936,,,10.7312571181715,
12/31/2009,,135.667,144.379,0.0416562999822294,126.779,144.379,,,0.55073684210526,,,6.42160584372028,
04/04/2010,,107.25,147.394,8.96617647058824,147.394,158.87155,,,33.4741833508957,,,37.430303030303,
07/04/2010,,104.75,118.123,-0.182760016187781,46.723,118.12344,,,12.6508021390374,,,12.7665871121718,
10/03/2010,,178.0,180.169,-0.889493914157591,180.169,182.47391,,,2.47885425442291,,,1.2185393258427,
12/31/2010,,139.25,140.357,0.298227813852806,135.513,140.12926,,,2.86692844677138,,,0.794973070017953,
04/03/2011,,160.556,166.232,5.23177627307924,160.115,164.71888,,,4.28415300546448,,,3.53521512743217,
07/03/2011,,125.1,129.04,3.60992963252541,130.019,129.04,,,2.0554054054054,,,3.14948041566746,
10/02/2011,,193.6,192.098,-0.133299147758533,196.695,199.36155,,,-0.0207764734769347,,,-0.775826446280982,
12/31/2011,,159.6,160.462,0.754010017892312,142.133,155.88002,,,-3.54138567140178,,,0.540100250626563,
04/01/2012,,184.75,219.91,4.53011466505734,198.651,216.9434,,,18.6117912371134,,,19.0311231393775,
07/01/2012,,139.0,151.705,-0.168615496674634,135.685,151.70471,,,3.18496868475991,,,9.14028776978418,
09/30/2012,,199.5,197.29072,0.126626540556037,176.716,197.17424,,,1.58871454435729,,,-1.10740852130326,
12/31/2012,,171.6,168.06,2.68494355666325,149.879,168.06012,,,-4.38639502762432,,,-2.06293706293706,
03/31/2013,,234.5,248.464,-0.313989554774162,241.906,249.277,,,4.24740932642487,,,5.95479744136461,
06/30/2013,,159.889,164.041,-0.182561324128732,159.504,161.9024,,,2.43085501858736,,,2.59680153106217,
09/29/2013,,228.0,236.618,-1.3604475765581,232.985,235.28767,,,0.0685714285714236,,,3.77982456140351,
12/31/2013,,193.667,195.627,3.34594702250548,186.075,192.59944,,,-0.722947761194044,,,1.0120464508667,
03/30/2014,,260.778,259.975,-2.11580668659756,252.495,262.62785,,,-1.16161137440758,,,-0.307924748253303,
06/29/2014,,171.4,169.978,0.121857692290602,168.168,170.0465,,,-1.0399293286219,,,-0.829638273045506,
09/28/2014,,244.125,234.199,-0.179227520227975,223.741,232.9502,,,-4.7184368737475,,,-4.06594982078852,
12/31/2014,,237.125,231.751,-2.69982573337207,202.508,232.371,,,-2.56564035859769,,,-2.26631523458092,
04/05/2015,,256.125,243.466,-1.16795022185954,244.737,248.023,,,-4.65738498789347,,,-4.94250854075158,
07/05/2015,,165.125,171.944,-2.47050625826992,-99.941,175.01975,,,6.58858195211786,,,4.12959878879636,
10/04/2015,,246.125,257.24,-0.99350906736078,154.771,257.24,,,6.4330425859415,,,4.51599796851194,
12/31/2015,,230.625,237.044,-3.12943325384343,227.889,237.044,,,-0.381842323738395,,,2.78330623306234,
04/03/2016,,232.444,238.891,-3.91685457957596,229.832,238.891,,,4.74367461311257,,,2.77357126877872,
07/03/2016,,168.25,182.612,1.7439736580517,145.956,182.612,,,9.57672349888805,,,8.53610698365527,
10/02/2016,,253.0,277.348,0.361831872163089,227.403,277.348,,,8.12508931663989,,,9.62371541501977,
12/31/2016,,229.5,249.659,-0.502777497222509,116.853,249.659,,,1.99649595687331,,,8.7838779956427,
04/02/2017,,267.2,282.063,-0.816033407505392,125.044,278.1228,,,7.85898389095416,,,5.5625,
07/02/2017,,191.2,233.123,0.679392820666811,203.501,231.756,,,16.3558922558923,,,21.9262552301255,
10/01/2017,,277.091,283.646,1.10718962114164,273.303,276.809,,,6.42762727002084,,,2.36564883016771,
12/31/2017,,226.2,218.114,-0.952363444359,181.133,213.797,,,-5.09762939653386,,,-3.57471264367815,
04/01/2018,,300.8,297.997,1.62720284891916,350.203,297.541,,,-0.355624239236423,,,-0.931848404255318,
07/01/2018,,233.667,240.569,0.841393206678181,226.855,241.815,,,1.03571428571429,,,2.95377610017674,
09/30/2018,,325.455,326.287,-0.507463400631517,263.713,326.654,,,2.09501084598699,,,0.255642101058516,
12/31/2018,,268.0,265.219,-0.723287479680478,336.791,270.41,,,0.0613089182773819,,,-1.03768656716418,
03/31/2019,,309.444,333.535,0.998875557525625,304.358,333.968,,,7.29760547320411,,,7.78525355153113,
06/30/2019,,245.5,275.237,-0.0790449023671014,312.84,274.82,,,4.29895634229267,,,12.1128309572302,
09/29/2019,,335.667,340.261,0.585391140433554,325.307,340.369,,,1.06016949152543,,,1.3686183032589,
12/31/2019,,262.0,269.32,0.356954127318502,207.187,272.045,,,-5.04988889373011,,,2.79389312977099,
03/29/2020,,358.8,342.753,-2.20656213309167,271.137,345.122,,,-4.87203026481715,,,-4.47240802675586,
06/28/2020,,235.636,273.032,-1.80614274877166,268.901,273.907,,,13.5321964128197,,,15.8702405404947,
09/30/2020,,354.0,,,,,,,,,,,
12/31/2020,,283.333,,,,,,,,,,,
