Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2004,4477.7,198.7,198.7,0.0,346.8,346.8,,629.5,256.5,373.0,0.0,0.0,70.6,,,,,1245.6,1532.4,2974.5,-1442.1,0.0,1699.7,1699.7,1410.0,289.7,,0.0,3232.1,,453.0,453.0,,,,123.0,,,,,,420.3,,,420.3,996.3,1537.7,,,,,850.7,,,,850.7,2388.4,3384.7,0.0,610.8,,,-564.9,1007.5,33.2,1086.6,6.4,1093.0,4477.7,
04/03/2005,4618.3,86.8,86.8,0.0,441.0,441.0,,714.5,232.7,481.8,,0.0,193.6,,,,,1435.9,1534.8,3015.9,-1481.1,0.0,1647.6,1281.6,1361.8,-80.2,,366.0,3182.4,,509.9,509.9,,,,145.0,,,,,,364.4,,,364.4,1019.3,1631.0,,,,,840.6,,,,840.6,2471.6,3490.9,0.0,621.2,,,-562.2,1055.0,6.8,1120.8,6.6,1127.4,4618.3,
07/03/2005,4430.0,75.7,75.7,0.0,543.0,543.0,,657.6,214.0,443.6,,0.0,88.5,,,,,1364.8,1504.5,3011.1,-1506.6,0.0,1560.7,1560.7,1287.9,272.8,,0.0,3065.2,,549.4,549.4,,,,165.4,,,,,,367.8,,,367.8,1082.6,1588.0,,,,,801.1,,,,801.1,2389.1,3471.7,0.0,618.2,,,-734.5,1123.3,-54.3,952.7,5.6,958.3,4430.0,
10/02/2005,4376.4,90.4,90.4,0.0,561.5,561.5,,578.2,215.5,362.7,,0.0,96.0,,,,,1326.1,1507.3,3067.9,-1560.6,0.0,1543.0,1543.0,1272.7,270.3,,0.0,3050.3,,508.7,508.7,,,,196.2,,,,,,458.8,,,458.8,1163.7,1555.6,,,,,776.9,,,,776.9,2332.5,3496.2,0.0,623.5,,,-892.9,1192.1,-47.5,875.2,5.0,880.2,4376.4,
12/31/2005,4343.4,61.0,61.0,0.0,376.6,376.6,,670.3,277.4,392.9,,0.0,117.9,,,,,1225.8,1556.6,3153.4,-1596.8,0.0,1561.0,1561.0,1258.6,302.4,,0.0,3117.6,,552.4,552.4,,,,116.4,,,,,,507.2,,,507.2,1176.0,1473.3,,,,,853.7,,,,853.7,2327.0,3503.0,0.0,633.6,,,-925.5,1227.9,-100.7,835.3,5.1,840.4,4343.4,
04/02/2006,5574.6,46.9,46.9,0.0,586.5,586.5,,861.0,319.1,541.9,,0.0,103.5,,,,,1597.9,1821.1,3498.7,-1677.6,0.0,2155.6,1779.3,1738.4,40.9,,376.3,3976.7,,628.0,628.0,,,,119.0,,,,,,436.8,,,436.8,1183.8,2533.7,,,,,960.3,,,,960.3,3494.0,4677.8,0.0,678.2,,,-955.4,1262.3,-93.6,891.5,5.3,896.8,5574.6,
07/02/2006,5852.8,52.5,52.5,0.0,770.7,770.7,,830.3,369.5,460.8,,0.0,139.0,,,,,1792.5,1831.4,3576.0,-1744.6,0.0,2228.9,1858.2,1710.0,148.2,,370.7,4060.3,,691.6,691.6,,,,133.9,,,,,,515.0,,,515.0,1340.5,2513.0,,,,,944.2,,,,944.2,3457.2,4797.7,0.0,685.2,,,-961.5,1384.6,-58.0,1050.3,4.8,1055.1,5852.8,
10/01/2006,5728.7,59.1,59.1,0.0,768.2,768.2,,768.4,373.3,395.1,,0.0,98.7,,,,,1694.4,1821.6,3626.9,-1805.3,0.0,2212.7,2212.7,1724.8,487.9,,0.0,4034.3,,658.9,658.9,,,,136.9,,,,,,473.2,,,473.2,1269.0,2411.7,,,,,923.2,,,,923.2,3334.9,4603.9,0.0,694.1,,,-992.3,1475.6,-57.5,1119.9,4.9,1124.8,5728.7,
12/31/2006,5840.9,151.5,151.5,0.0,579.5,579.5,,935.4,445.6,489.8,,,94.9,,,,,1761.3,1876.0,3686.3,-1810.3,0.0,2203.6,2203.6,1773.7,429.9,,0.0,4079.6,,732.4,732.4,,,,181.3,,,,,,540.6,,,540.6,1454.3,2270.4,,,,,949.8,,,,949.8,3220.2,4674.5,0.0,703.4,,,-1043.8,1535.3,-29.5,1165.4,1.0,1166.4,5840.9,
04/01/2007,5918.0,51.2,51.2,0.0,698.6,698.6,,1018.7,428.9,589.8,,0.0,90.7,,,,,1859.2,1889.2,3748.5,-1859.3,0.0,2169.6,2169.6,1770.4,399.2,,0.0,4058.8,,668.4,668.4,,,,238.2,,,,,,427.4,,,427.4,1334.0,2360.7,,,,,1006.8,,,,1006.8,3367.5,4701.5,0.0,724.8,,,-1089.2,1594.7,-14.9,1215.4,1.1,1216.5,5918.0,
07/01/2007,5925.1,91.9,91.9,0.0,772.4,772.4,,898.8,386.2,512.6,,0.0,93.4,,,,,1856.5,1913.8,3831.5,-1917.7,0.0,2154.8,2154.8,1783.8,371.0,,0.0,4068.6,,748.9,748.9,,,,162.1,,,,,,424.5,,,424.5,1335.5,2233.0,,,,,1009.8,,,,1009.8,3242.8,4578.3,0.0,740.5,,,-1090.7,1690.2,5.6,1345.6,1.2,1346.8,5925.1,
09/30/2007,6015.4,79.4,79.4,0.0,852.8,852.8,,867.6,357.8,509.8,,0.0,80.1,,,,,1879.9,1941.0,3941.2,-2000.2,0.0,2194.5,2194.5,1837.8,356.7,,0.0,4135.5,,737.5,737.5,,,,169.4,,,,,,517.9,,,517.9,1424.8,2228.9,,,,,1003.1,,,,1003.1,3232.0,4656.8,0.0,752.1,,,-1167.9,1741.0,32.1,1357.3,1.3,1358.6,6015.4,
12/31/2007,6020.6,151.6,151.6,0.0,582.7,582.7,,998.1,433.6,564.5,,0.0,110.5,,,,,1842.9,1941.2,3981.2,-2040.0,0.0,2236.5,2236.5,1863.1,373.4,,0.0,4177.7,,763.6,763.6,,,,176.8,,,,,,572.7,,,572.7,1513.1,2181.8,,,,,982.1,,,,982.1,3163.9,4677.0,0.0,760.3,,,-1289.7,1765.0,106.9,1342.5,1.1,1343.6,6020.6,
03/30/2008,6446.2,89.9,89.9,0.0,675.1,675.1,,1134.0,396.3,737.7,,0.0,156.2,,,,,2055.2,1999.9,4105.1,-2105.2,0.0,2391.1,2391.1,1952.6,438.5,,0.0,4391.0,,734.7,734.7,,,,309.1,,,,,,452.0,,,452.0,1495.8,2450.5,,,,,1041.4,,,,1041.4,3491.9,4987.7,0.0,767.4,,,-1385.6,1839.1,236.4,1457.3,1.2,1458.5,6446.2,
06/29/2008,6580.6,63.4,63.4,0.0,839.0,839.0,,1092.8,419.4,673.4,,0.0,170.2,,,,,2165.4,2016.0,4178.8,-2162.8,0.0,2399.2,2399.2,1951.6,447.6,,0.0,4415.2,,797.8,797.8,,,,327.1,,,,,,463.6,,,463.6,1588.5,2415.3,,,,,1052.2,,,,1052.2,3467.5,5056.0,0.0,778.5,,,-1446.3,1929.5,261.5,1523.2,1.4,1524.6,6580.6,
09/28/2008,6211.7,113.9,113.9,0.0,773.8,773.8,,1000.9,413.1,587.8,,0.0,128.2,,,,,2016.8,1934.5,4126.1,-2191.6,0.0,2260.4,2260.4,1864.2,396.2,,0.0,4194.9,,702.9,702.9,,,,221.5,,,,,,440.3,,,440.3,1364.7,2438.0,,,,,1000.9,,,,1000.9,3438.9,4803.6,0.0,782.8,,,-1524.0,2022.0,125.8,1406.6,1.5,1408.1,6211.7,
12/31/2008,6368.7,127.4,127.4,0.0,507.9,507.9,,974.2,461.4,512.8,,,555.8,,,,,2165.3,1866.9,4031.6,-2164.7,0.0,2336.5,2336.5,1825.5,511.0,,0.0,4203.4,,763.7,763.7,,,,303.0,,,,,,795.7,,,795.7,1862.4,2107.1,,,,,1311.9,,,,1311.9,3419.0,5281.4,0.0,788.0,,,-1566.8,2047.1,-182.5,1085.8,1.5,1087.3,6368.7,
03/29/2009,6424.6,53.1,53.1,0.0,691.5,691.5,0.0,1083.2,442.5,0.0,0.0,640.7,498.6,137.2,,28.5,181.9,2326.4,1813.8,4006.3,-2192.5,0.0,2284.4,1877.4,1777.5,99.9,,241.3,4098.2,,715.5,681.5,30.7,,3.3,302.3,158.2,,,,144.1,679.8,,191.6,269.3,1697.6,2357.1,2357.1,,,,1257.9,,949.9,116.4,0.0,3615.0,5312.6,0.0,795.6,,,-1560.4,2107.1,-232.0,1110.3,1.7,1112.0,6424.6,
06/28/2009,6306.6,59.5,59.5,0.0,772.7,772.7,0.0,1001.4,399.3,0.0,0.0,602.1,378.3,97.7,,27.6,119.4,2211.9,1822.5,4092.8,-2270.3,,2272.2,1918.2,1821.8,96.4,,228.7,4094.7,,836.3,736.7,31.0,,68.6,359.3,181.7,,,,177.6,551.1,,144.8,238.9,1746.7,2014.0,2014.0,,,,1236.1,,973.6,117.7,0.0,3250.1,4996.8,,804.4,,,-1556.3,2231.0,-171.3,1307.8,2.0,1309.8,6306.6,
09/27/2009,6792.1,418.1,418.1,0.0,1058.7,1058.7,0.0,906.9,420.4,0.0,0.0,486.5,293.4,71.3,,17.3,67.5,2677.1,1812.1,4137.4,-2325.3,0.0,2302.9,1960.3,1867.9,92.4,,254.0,4115.0,,827.1,688.6,44.3,,94.2,253.1,84.2,,,,168.9,471.9,,116.5,230.2,1552.1,2532.7,2532.7,,,,1228.2,,992.0,119.7,0.0,3760.9,5313.0,0.0,820.8,,,-1573.8,2325.2,-94.7,1477.5,1.6,1479.1,6792.1,
12/31/2009,6488.3,210.6,210.6,0.0,453.2,453.2,0.0,944.2,462.5,0.0,0.0,481.7,315.3,80.6,,,109.2,1923.3,1949.0,4278.5,-2329.5,0.0,2616.0,2241.5,2114.8,126.7,,293.9,4565.0,,837.8,623.1,0.0,0.0,214.7,312.3,63.5,0.0,0.0,,248.8,278.5,0.0,48.0,195.3,1428.6,2283.9,2283.9,0.0,0.0,,1192.8,0.0,1013.2,131.6,0.0,3476.7,4905.3,0.0,830.8,,,-1582.8,2397.1,-63.8,1581.3,1.7,1583.0,6488.3,
03/28/2010,7035.7,391.4,391.4,0.0,986.7,986.7,0.0,1019.4,366.0,0.0,0.0,653.4,190.0,84.0,,36.5,0.0,2587.5,1875.7,4225.1,-2349.4,0.0,2572.5,2167.2,2044.0,123.2,,284.8,4448.2,,893.4,746.1,,,147.3,366.7,366.7,,,,,781.3,,36.9,682.1,2041.4,2317.9,2317.9,,,,1164.0,,997.9,129.2,0.0,3481.9,5523.3,0.0,843.3,,,-1707.5,2467.1,-92.3,1510.6,1.8,1512.4,7035.7,
06/27/2010,6618.3,75.0,75.0,0.0,1062.9,1062.9,0.0,876.2,337.3,0.0,0.0,538.9,535.8,63.1,327.6,80.9,0.0,2549.9,1656.3,3633.4,-1977.1,0.0,2412.1,1992.7,1887.6,105.1,,275.4,4068.4,,957.0,766.4,,,190.6,550.7,138.7,,,,412.0,373.1,,32.4,296.5,1880.8,2157.1,2157.1,,,,1134.0,,981.0,120.6,0.0,3291.1,5171.9,0.0,859.9,,,-1749.3,2526.9,-192.7,1444.8,1.6,1446.4,6618.3,
09/26/2010,6979.1,168.7,168.7,0.0,1121.3,1121.3,0.0,898.9,351.4,0.0,0.0,547.5,169.2,81.8,,64.9,0.0,2358.1,1996.1,4058.0,-2061.9,0.0,2624.9,2270.2,2111.5,158.7,,208.0,4621.0,,1047.2,811.4,,,235.8,592.5,66.9,,,,525.6,295.6,,25.9,246.6,1935.3,2054.8,2054.8,,,,1248.6,,1001.0,221.7,0.0,3303.4,5238.7,0.0,876.5,,,-1927.8,2745.3,-88.2,1605.8,134.6,1740.4,6979.1,
12/31/2010,6927.7,152.0,152.0,0.0,774.3,774.3,0.0,1083.9,478.0,0.0,0.0,605.9,295.5,50.9,,,75.4,2305.7,2048.2,4127.1,-2078.9,0.0,2573.8,2254.4,2105.3,149.1,,268.5,4622.0,,958.5,700.3,0.0,0.0,258.2,110.7,76.2,0.0,0.0,,34.5,314.1,0.0,2.6,254.8,1383.3,2701.6,2701.6,0.0,0.0,,1184.7,0.0,963.3,218.8,0.0,3886.3,5269.6,0.0,893.4,,,-2123.1,2829.8,-82.1,1518.0,140.1,1658.1,6927.7,
04/03/2011,7783.0,193.1,193.1,0.0,1079.6,1079.6,0.0,1245.7,462.2,0.0,0.0,783.5,196.0,56.8,,,0.0,2714.4,2217.0,4391.6,-2174.6,,2851.6,2544.2,2320.2,224.0,,250.6,5068.6,,1058.9,854.0,,,204.9,320.0,281.4,,,,38.6,304.5,,,257.9,1683.4,3197.3,3197.3,,,,1220.0,,980.8,239.2,0.0,4417.3,6100.7,,910.5,,,-2282.4,2909.2,-9.4,1527.9,154.4,1682.3,7783.0,
07/03/2011,7850.4,144.8,144.8,0.0,1215.1,1215.1,0.0,1196.7,440.5,0.0,0.0,756.2,168.0,35.4,,,0.0,2724.6,2263.0,4507.4,-2244.4,0.0,2862.8,2569.6,2372.0,197.6,,257.8,5125.8,,1089.6,868.7,,,220.9,349.5,289.2,,,,60.3,312.7,,,272.7,1751.8,3124.9,3124.9,,,,1238.9,,1007.1,231.8,0.0,4363.8,6115.6,0.0,922.1,,,-2377.1,3040.4,-6.0,1579.4,155.4,1734.8,7850.4,
10/02/2011,7538.4,190.1,190.1,0.0,1107.6,1107.6,0.0,1094.6,419.0,0.0,0.0,675.6,181.6,17.2,,,0.0,2573.9,2242.5,4481.0,-2238.5,0.0,2722.0,2472.5,2283.1,189.4,,232.3,4964.5,,1032.2,776.8,,,255.4,479.2,415.6,,,,63.6,274.2,,,209.7,1785.6,2977.5,2977.5,,,,1207.3,,952.3,255.0,0.0,4184.8,5970.4,0.0,931.2,,,-2520.6,3162.0,-164.9,1407.7,160.3,1568.0,7538.4,
12/31/2011,7284.6,165.8,165.8,0.0,910.4,910.4,0.0,1072.5,442.4,0.0,0.0,630.1,173.2,7.2,,,0.0,2321.9,2265.4,4497.3,-2231.9,0.0,2697.3,2427.7,2247.1,180.6,,262.4,4962.7,,1095.6,847.3,0.0,0.0,248.3,447.4,379.6,0.0,0.0,,67.8,313.1,0.0,0.0,232.5,1856.1,2696.7,2696.7,0.0,0.0,,1353.8,0.0,1143.7,210.1,0.0,4050.5,5906.6,0.0,941.7,,,-2615.7,3228.3,-335.2,1219.1,158.9,1378.0,7284.6,
04/01/2012,7559.4,106.8,106.8,0.0,1101.2,1101.2,0.0,1124.5,381.7,0.0,0.0,742.8,184.3,8.0,,,0.0,2516.8,2255.6,4480.6,-2225.0,0.0,2787.0,2504.2,2281.0,223.2,,274.8,5042.6,,1035.5,832.6,,,202.9,498.4,353.3,,,,145.1,278.6,,,229.4,1812.5,3130.5,3130.5,,,,1267.7,,1061.1,206.6,0.0,4398.2,6210.7,0.0,977.8,,,-2820.9,3300.9,-272.0,1185.8,162.9,1348.7,7559.4,
07/01/2012,7439.5,123.5,123.5,0.0,1143.1,1143.1,0.0,1035.6,371.5,0.0,0.0,664.1,209.5,3.2,,,0.0,2511.7,2203.7,4437.4,-2233.7,0.0,2724.1,2439.7,2222.3,217.4,,281.2,4927.8,,1058.0,852.5,,,205.5,499.2,499.2,,,,,331.3,,,263.4,1888.5,2963.5,2963.5,,,,1246.1,,1050.4,195.7,0.0,4209.6,6098.1,0.0,993.7,,,-2890.1,3424.7,-353.1,1175.2,166.2,1341.4,7439.5,
09/30/2012,7524.0,181.2,181.2,0.0,1206.3,1206.3,0.0,993.0,380.3,0.0,0.0,612.7,189.8,8.8,,,0.0,2570.3,2220.2,4518.5,-2298.3,0.0,2733.5,2463.1,2249.1,214.0,,261.6,4953.7,,1146.1,906.3,,,239.8,401.7,401.7,,,,,282.3,,,252.5,1830.1,2932.1,2932.1,,,,1291.7,,1061.9,229.8,0.0,4223.8,6053.9,0.0,1008.3,,,-2944.5,3525.6,-291.2,1298.2,171.9,1470.1,7524.0,
12/31/2012,7507.1,174.1,174.1,0.0,930.1,930.1,0.0,1044.4,426.7,0.0,0.0,617.7,190.8,4.2,,,0.0,2339.4,2288.6,4665.1,-2376.5,0.0,2879.1,2572.7,2359.4,213.3,,302.2,5167.7,,1225.3,946.9,0.0,0.0,278.4,219.8,115.7,0.0,0.0,,104.1,240.7,0.0,0.0,222.3,1685.8,3085.3,3085.3,0.0,0.0,,1446.0,0.0,1238.1,207.9,0.0,4531.3,6217.1,0.0,1026.3,,,-3140.1,3580.8,-352.4,1114.6,175.4,1290.0,7507.1,
03/31/2013,7776.0,208.0,208.0,0.0,1057.7,1057.7,0.0,1143.6,397.0,0.0,0.0,746.6,213.4,1.6,,,213.4,2622.7,2293.5,4696.2,-2402.7,0.0,2859.8,2547.8,2319.5,228.3,,310.4,5153.3,,915.8,915.8,,,,425.6,341.8,,,,83.8,401.5,,,381.2,1742.9,3405.3,3405.3,,,,1370.3,,1148.9,0.0,221.4,4775.6,6518.5,0.0,1046.8,,,-3206.7,3633.9,-399.1,1074.9,182.6,1257.5,7776.0,
06/30/2013,7815.6,169.5,169.5,0.0,1123.9,1123.9,0.0,1100.4,425.2,0.0,0.0,675.2,225.7,0.5,,,0.0,2619.5,2306.1,4769.2,-2463.1,0.0,2890.0,2570.6,2334.9,235.7,,318.9,5196.1,,1155.4,950.2,,,205.2,358.5,313.3,,,,45.2,253.5,,,221.0,1767.4,3472.6,3472.6,,,,1368.2,,1149.0,0.0,219.2,4840.8,6608.2,0.0,1056.0,,,-3347.3,3710.3,-392.4,1026.6,180.8,1207.4,7815.6,
09/30/2013,7709.2,168.2,168.2,0.0,1087.5,1087.5,0.0,980.3,441.6,0.0,0.0,538.7,189.4,0.3,,,189.4,2425.4,2360.1,4867.0,-2506.9,0.0,2923.7,2612.9,2379.8,233.1,,310.5,5283.8,,1231.1,998.8,,,232.3,104.5,57.9,,,,46.6,234.6,,,204.8,1570.2,3417.5,3417.5,,,,1404.7,,1175.7,,229.0,4822.2,6392.4,0.0,1068.3,,,-3418.1,3807.3,-328.1,1129.4,187.4,1316.8,7709.2,
12/31/2013,7819.8,416.0,416.0,0.0,859.4,859.4,0.0,1028.3,465.6,0.0,0.0,562.7,162.0,0.1,,,0.0,2465.7,2372.3,4929.2,-2556.9,0.0,2981.8,2635.4,2404.3,231.1,,346.3,5354.1,,1240.1,998.8,0.0,0.0,241.3,422.6,57.3,0.0,0.0,,365.3,264.7,0.0,0.0,235.1,1927.4,3182.5,3182.5,0.0,0.0,,1318.6,0.0,1033.0,285.6,0.0,4501.1,6428.5,0.0,1078.4,,,-3551.6,3913.8,-240.7,1199.9,191.4,1391.3,7819.8,
03/31/2014,7744.5,175.4,175.4,0.0,981.1,981.1,0.0,1081.6,440.4,0.0,0.0,641.2,166.2,,,,0.0,2404.3,2360.2,4924.1,-2563.9,0.0,2980.0,2622.9,2398.8,224.1,,357.1,5340.2,,1169.5,969.9,,,199.6,412.9,357.2,,,,55.7,238.9,,,209.3,1821.3,3357.7,3357.7,,,,1283.4,,991.1,,292.3,4641.1,6462.4,0.0,1093.3,,,-3746.4,3989.2,-256.5,1079.6,202.5,1282.1,7744.5,
06/30/2014,7771.4,155.3,155.3,0.0,1073.5,1073.5,0.0,1028.2,459.9,0.0,0.0,568.3,162.8,1.8,,,0.0,2419.8,2383.3,4987.6,-2604.3,0.0,2968.3,2600.9,2385.1,215.8,,365.6,5351.6,,1315.0,1116.0,,,199.0,408.0,349.9,,,,58.1,250.6,,,212.2,1973.6,3129.2,3129.2,,,,1262.0,,1009.3,252.7,0.0,4391.2,6364.8,0.0,1105.7,,,-3804.0,4158.3,-253.1,1206.9,199.7,1406.6,7771.4,
09/30/2014,7614.9,189.5,189.5,0.0,1049.4,1049.4,0.0,972.7,456.0,0.0,0.0,516.7,167.2,6.6,,,0.0,2378.8,2371.1,4975.3,-2604.2,0.0,2865.0,2509.3,2300.6,208.7,,349.1,5236.1,,1507.0,1251.2,,,255.8,306.5,252.1,,,,54.4,208.4,,,192.2,2021.9,3009.0,3009.0,,,,1169.3,,939.9,229.4,0.0,4178.3,6200.2,0.0,1119.3,,,-3867.4,4288.1,-325.5,1214.5,200.2,1414.7,7614.9,
12/31/2014,7571.0,191.4,191.4,0.0,957.1,957.1,0.0,1016.7,479.2,0.0,0.0,537.5,148.3,7.6,,,0.0,2313.5,2430.7,5033.2,-2602.5,0.0,2826.8,2689.7,2254.5,435.2,,129.5,5257.5,,1609.9,1340.0,0.0,0.0,269.9,175.1,120.1,0.0,0.0,,55.0,221.8,0.0,0.0,209.5,2006.8,2993.8,2993.8,0.0,0.0,,1330.8,0.0,1178.3,152.5,0.0,4324.6,6331.4,0.0,1131.3,,,-3923.0,4346.9,-522.1,1033.1,206.5,1239.6,7571.0,
03/31/2015,7660.5,228.8,228.8,0.0,901.2,901.2,0.0,1033.2,439.8,0.0,0.0,593.4,304.7,,,,142.5,2467.9,2423.6,5014.6,-2591.0,0.0,2769.0,2769.0,2177.8,591.2,,0.0,5192.6,,1451.3,1271.2,,,180.1,344.7,282.2,,,,62.5,243.3,,,193.3,2039.3,3152.1,3152.1,,,,1315.7,,1132.3,183.4,0.0,4467.8,6507.1,0.0,1149.8,,,-3916.8,4349.8,-642.1,940.7,212.7,1153.4,7660.5,
06/30/2015,7852.9,227.3,227.3,0.0,1068.7,1068.7,0.0,929.0,443.4,0.0,0.0,485.6,280.1,85.6,,50.2,123.3,2505.1,2483.4,5158.4,-2675.0,0.0,2864.4,2563.1,2209.2,353.9,33.9,131.6,5347.8,,1637.1,1444.4,,,192.7,278.2,222.6,,,,55.6,277.0,,,227.0,2192.3,2982.1,2982.1,,,,1335.7,,1166.5,169.2,0.0,4317.8,6510.1,0.0,1160.4,,,-3910.8,4492.7,-603.7,1138.6,204.2,1342.8,7852.9,
09/30/2015,7727.0,244.4,244.4,0.0,983.3,983.3,0.0,876.0,441.9,0.0,0.0,434.1,278.9,2.5,,87.1,90.9,2382.6,2547.3,5256.6,-2709.3,0.0,2797.1,2545.9,2204.1,341.8,33.7,127.9,5344.4,,1645.8,1451.4,,,194.4,282.9,228.5,,,,54.4,350.9,,,274.9,2279.6,2879.4,2879.4,,,,1324.6,,1159.5,165.1,0.0,4204.0,6483.6,0.0,1171.3,,,-4037.1,4519.6,-620.1,1033.7,209.7,1243.4,7727.0,
12/31/2015,9697.0,224.0,224.0,0.0,754.0,754.0,0.0,898.0,438.0,0.0,0.0,460.0,308.0,3.0,,60.0,110.0,2184.0,2686.0,5405.0,-2719.0,0.0,4827.0,2372.0,2177.0,195.0,34.0,2358.0,7513.0,,1699.0,1501.0,,,198.0,77.0,23.0,0.0,0.0,,54.0,366.0,0.0,0.0,285.0,2142.0,4974.0,4974.0,0.0,0.0,,1320.0,0.0,1147.0,173.0,0.0,6294.0,8436.0,0.0,962.0,962.0,,-3628.0,4557.0,-640.0,1251.0,10.0,1261.0,9697.0,
03/31/2016,10059.0,205.0,205.0,0.0,908.0,908.0,0.0,956.0,402.0,0.0,0.0,554.0,254.0,5.0,,204.0,92.0,2323.0,2730.0,5504.0,-2774.0,0.0,5006.0,2873.0,2251.0,622.0,34.0,1890.0,7736.0,,1417.0,1259.0,,,158.0,391.0,338.0,,,,53.0,424.0,,,267.0,2232.0,5408.0,5408.0,,,,1341.0,,1126.0,215.0,0.0,6749.0,8981.0,0.0,978.0,978.0,,-3713.0,4412.0,-609.0,1068.0,10.0,1078.0,10059.0,
06/30/2016,25077.0,6399.0,6399.0,0.0,1524.0,1524.0,0.0,1483.0,624.0,0.0,0.0,859.0,680.0,8.0,,557.0,221.0,10086.0,4396.0,6532.0,-2136.0,0.0,10595.0,7235.0,5183.0,2052.0,201.0,2594.0,14991.0,,2507.0,2168.0,,,339.0,3125.0,324.0,,,,2801.0,4721.0,,0.0,4373.0,10353.0,8234.0,8234.0,,,,2656.0,,1527.0,1129.0,0.0,10890.0,21243.0,0.0,995.0,995.0,,-1404.0,4733.0,-593.0,3731.0,103.0,3834.0,25077.0,
09/30/2016,17060.0,645.0,645.0,0.0,1474.0,1474.0,0.0,1418.0,626.0,0.0,0.0,792.0,567.0,4.0,,409.0,288.0,4104.0,4440.0,6654.0,-2214.0,0.0,8516.0,7257.0,5211.0,2046.0,210.0,636.0,12956.0,,2137.0,1864.0,,,273.0,373.0,294.0,,,,79.0,433.0,,0.0,390.0,2943.0,7724.0,7724.0,,,,2573.0,,1508.0,1065.0,0.0,10297.0,13240.0,0.0,1019.0,1019.0,,-1398.0,4708.0,-616.0,3713.0,107.0,3820.0,17060.0,
12/31/2016,16173.0,597.0,597.0,0.0,1158.0,1158.0,0.0,1413.0,607.0,0.0,0.0,806.0,485.0,46.0,,443.0,293.0,3653.0,4387.0,6632.0,-2245.0,0.0,8133.0,7029.0,5095.0,1934.0,204.0,411.0,12520.0,,2348.0,2033.0,,,315.0,222.0,143.0,0.0,0.0,,79.0,399.0,0.0,0.0,374.0,2969.0,7310.0,7310.0,0.0,0.0,,2353.0,0.0,1497.0,856.0,0.0,9663.0,12632.0,0.0,1038.0,1038.0,,-1401.0,4739.0,-941.0,3435.0,106.0,3541.0,16173.0,
03/31/2017,16644.0,458.0,458.0,0.0,1354.0,1354.0,0.0,1554.0,653.0,0.0,0.0,901.0,541.0,46.0,,575.0,301.0,3907.0,4403.0,6740.0,-2337.0,0.0,8334.0,7069.0,5152.0,1917.0,213.0,431.0,12737.0,,2094.0,1830.0,,,264.0,497.0,418.0,,,,79.0,427.0,,21.0,402.0,3018.0,7476.0,7476.0,,,,2427.0,,1487.0,855.0,64.0,9903.0,12921.0,0.0,1040.0,1040.0,,-1392.0,4784.0,-813.0,3619.0,104.0,3723.0,16644.0,
06/30/2017,16721.0,433.0,433.0,0.0,1332.0,1332.0,0.0,1524.0,665.0,0.0,0.0,859.0,476.0,6.0,,447.0,260.0,3765.0,4424.0,6946.0,-2522.0,0.0,8532.0,7370.0,4858.0,2512.0,252.0,457.0,12956.0,,2437.0,2146.0,,,291.0,322.0,244.0,,,,78.0,591.0,,40.0,552.0,3350.0,7226.0,7226.0,,,,2435.0,,1429.0,633.0,333.0,9661.0,13011.0,0.0,1060.0,1060.0,,-1386.0,4849.0,-919.0,3604.0,106.0,3710.0,16721.0,
09/30/2017,17003.0,556.0,556.0,0.0,1425.0,1425.0,0.0,1433.0,654.0,0.0,0.0,779.0,516.0,7.0,,409.0,316.0,3930.0,4525.0,7174.0,-2649.0,0.0,8548.0,7398.0,4908.0,2490.0,257.0,477.0,13073.0,,2717.0,2419.0,,,298.0,452.0,374.0,,,,78.0,609.0,,96.0,578.0,3778.0,7104.0,7104.0,,,,2483.0,,1406.0,655.0,326.0,9587.0,13365.0,0.0,1072.0,1072.0,,-1481.0,4863.0,-925.0,3529.0,109.0,3638.0,17003.0,
