Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Funds From Operations - Basic,Funds From Operations - Diluted,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1996,59.860511,55.131724,55.131724,,0.562798,0.136999,0.071556,0.0,0.0,0.0,0.0,0.0,0.0,,0.090474,-0.012806,,,0.014467,0.908128,,
06/30/1996,59.860511,61.095909,61.095909,,0.538858,0.130074,0.06588,0.006767,0.006767,0.006767,0.006767,0.006767,0.006767,,0.050724,-0.038775,,,0.037287,0.914276,,
09/30/1996,59.878245,62.094863,62.094863,,0.580064,0.138755,0.068444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040744,-0.059924,,,0.063663,0.914322,,
12/31/1996,59.9078,62.473166,62.473166,,0.62025,0.152273,0.071599,-0.038911,-0.005075,-0.005075,-0.038911,-0.005075,-0.005075,0.0,0.084564,-0.028012,,,0.057639,0.87441,,
03/31/1997,59.949178,59.919622,59.919622,,0.703509,0.169944,0.07445,-0.008459,-0.008459,-0.008459,-0.008459,-0.008459,-0.008459,,0.090304,-0.00025,,,0.029475,0.8663,,
06/30/1997,70.695341,62.130327,62.130327,,0.749795,0.17996,0.079478,-0.015226,-0.015226,-0.015226,-0.015226,-0.015226,-0.015226,,0.023499,-0.09773,,,0.008275,1.47707,,
09/30/1997,79.473147,71.21551,71.21551,,0.767459,0.176998,0.085304,-0.005075,-0.005075,-0.005075,-0.005075,-0.005075,-0.005075,,0.091342,-0.016218,,,0.028211,1.433755,,
12/31/1997,79.523103,77.167866,77.167866,,0.847127,0.210567,0.098966,-0.035527,-0.035527,-0.035527,-0.035527,-0.035527,-0.035527,0.0,0.117199,-0.112197,,,0.308212,1.731987,-2.554214,
03/31/1998,,97.401156,97.401156,,0.577919,0.152996,0.07579,-0.010151,-0.010151,-0.010151,-0.010151,-0.010151,-0.010151,,0.004712,-0.124875,,,,,,
06/30/1998,115.104544,130.15982,130.15982,,0.718071,0.160626,0.067494,-0.002538,-0.002538,-0.002538,-0.002538,-0.002538,-0.002538,0.0,0.088407,-0.003603,,,0.126746,2.958467,-1.467388,
