Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
10/03/2010,8011.0,8011.0,-6564.0,6564.0,1447.0,0.0,-481.0,481.0,481.0,,0.0,966.0,-38.0,38.0,39.0,-1.0,,,0.0,928.0,-279.0,649.0,-1.0,-1.0,0.0,650.0,0.0,650.0,0.0,0.0,650.0,649.0,0.0,379.088,1.71,1.71,1.71,382.54,1.7,1.7,1.7,
12/31/2010,8601.0,8601.0,-7006.0,7006.0,1595.0,0.0,-519.0,519.0,519.0,,0.0,1076.0,-33.0,33.0,36.0,-3.0,0.0,0.0,0.0,1043.0,-314.0,729.0,0.0,0.0,0.0,729.0,0.0,729.0,0.0,0.0,729.0,729.0,0.0,376.7,1.94,1.94,1.94,380.9,1.91,1.91,1.91,
04/03/2011,7798.0,7798.0,-6360.0,6360.0,1438.0,0.0,-509.0,509.0,509.0,,0.0,929.0,-33.0,34.0,36.0,-2.0,,,-1.0,896.0,-278.0,618.0,0.0,0.0,0.0,618.0,0.0,618.0,0.0,0.0,618.0,618.0,0.0,372.68,1.66,1.66,1.66,376.363,1.64,1.64,1.64,
07/03/2011,7879.0,7879.0,-6425.0,6425.0,1454.0,0.0,-505.0,505.0,505.0,,0.0,949.0,10.0,31.0,38.0,-7.0,,,-41.0,959.0,-293.0,666.0,13.0,13.0,0.0,653.0,0.0,653.0,0.0,0.0,653.0,640.002,-25.998,368.0,1.77,1.81,1.739136,371.4,1.76,1.79,1.72,
10/02/2011,7853.0,7853.0,-6363.0,6363.0,1490.0,0.0,-492.0,492.0,492.0,,0.0,998.0,-46.0,38.0,39.0,-1.0,,,8.0,952.0,-287.0,665.0,13.0,13.0,0.0,652.0,0.0,652.0,0.0,0.0,652.0,671.5,6.5,359.71,1.81,1.84,1.866782,362.885,1.8,1.83,1.847912,
12/31/2011,9147.0,9147.0,-7673.0,7673.0,1474.0,0.0,-524.0,524.0,524.0,,0.0,950.0,-39.0,38.0,40.0,-2.0,0.0,0.0,1.0,911.0,-308.0,603.0,0.0,0.0,0.0,603.0,0.0,603.0,0.0,0.0,603.0,730.4,127.4,356.2,1.69,1.69,2.050533,359.4,1.68,1.68,2.03448,
04/01/2012,7579.0,7579.0,-6184.0,6184.0,1395.0,0.0,-535.0,535.0,535.0,,0.0,860.0,-39.0,39.0,,,0.0,,0.0,821.0,-257.0,564.0,0.0,0.0,0.0,564.0,0.0,564.0,0.0,0.0,564.0,564.0,0.0,356.987,1.58,1.58,1.58,359.36,1.57,1.57,1.57,
07/01/2012,7922.0,7922.0,-6427.0,6427.0,1495.0,0.0,-525.0,525.0,525.0,,0.0,970.0,-42.0,37.0,42.0,-5.0,0.0,,5.0,928.0,-294.0,634.0,0.0,0.0,0.0,634.0,0.0,634.0,0.0,0.0,634.0,634.0,0.0,355.0,1.79,1.79,1.79,357.4,1.77,1.77,1.77,
09/30/2012,7934.0,7934.0,-6519.0,6519.0,1415.0,0.0,-510.0,510.0,510.0,,0.0,905.0,-42.0,39.0,40.0,-1.0,,,3.0,863.0,-263.0,600.0,0.0,0.0,0.0,600.0,0.0,600.0,0.0,0.0,600.0,600.0,0.0,350.47,1.71,1.71,1.71,352.826,1.7,1.7,1.7,
12/31/2012,8078.0,8078.0,-7280.0,7280.0,798.0,0.0,-2700.0,706.0,706.0,,1994.0,-1902.0,-169.0,41.0,44.0,-3.0,,,128.0,-2071.0,-59.0,-2130.0,0.0,0.0,0.0,-2130.0,0.0,-2130.0,0.0,0.0,-2130.0,452.67128,2582.67128,350.9,-6.07,-6.07,1.290029,350.9,-6.07,-6.07,1.290029,
03/31/2013,7404.0,7404.0,-6050.0,6050.0,1354.0,0.0,-507.0,507.0,507.0,,0.0,847.0,-23.0,23.0,,,0.0,,0.0,824.0,-253.0,571.0,0.0,0.0,0.0,571.0,0.0,571.0,0.0,0.0,571.0,571.0,0.0,351.873,1.62,1.62,1.62,353.517,1.62,1.62,1.62,
06/30/2013,7834.0,7834.0,-6359.0,6359.0,1475.0,0.0,-514.0,514.0,514.0,,0.0,961.0,-18.0,18.0,,,0.0,,0.0,943.0,-303.0,640.0,0.0,0.0,0.0,640.0,0.0,640.0,0.0,0.0,640.0,651.7,11.7,351.11,1.82,1.82,1.856113,352.932,1.81,1.81,1.843151,
09/29/2013,7735.0,7735.0,-6277.0,6277.0,1458.0,0.0,-497.0,497.0,497.0,,0.0,961.0,-18.0,22.0,,,0.0,,-4.0,943.0,-291.0,652.0,1.0,1.0,0.0,651.0,0.0,651.0,0.0,0.0,651.0,665.0,13.0,349.337,1.86,1.86,1.903606,352.918,1.84,1.84,1.876836,
12/31/2013,8047.0,8047.0,-6516.0,6516.0,1531.0,0.0,-607.0,607.0,607.0,,0.0,924.0,-19.0,23.0,,,0.0,,-4.0,905.0,-281.0,624.0,129.0,129.0,0.0,495.0,0.0,495.0,0.0,0.0,495.0,624.0,0.0,350.5,1.41,1.78,1.78,354.6,1.4,1.76,1.76,
03/30/2014,7265.0,7265.0,-5900.0,5900.0,1365.0,0.0,-491.0,491.0,491.0,,0.0,874.0,-21.0,22.0,,,0.0,,-1.0,853.0,-257.0,596.0,1.0,1.0,0.0,595.0,0.0,595.0,0.0,0.0,595.0,614.85,18.85,342.232,1.74,1.74,1.796588,347.248,1.71,1.71,1.764284,
06/29/2014,7474.0,7474.0,-6039.0,6039.0,1435.0,0.0,-486.0,486.0,486.0,,0.0,949.0,-24.0,24.0,,,0.0,,0.0,925.0,-279.0,646.0,105.0,105.0,0.0,541.0,0.0,541.0,0.0,0.0,541.0,646.0,0.0,336.692,1.61,1.92,1.92,342.785,1.58,1.88,1.88,
09/28/2014,7751.0,7751.0,-6274.0,6274.0,1477.0,0.0,-478.0,478.0,478.0,,0.0,999.0,-20.0,21.0,,,0.0,,-1.0,979.0,-285.0,694.0,-2.0,-2.0,0.0,696.0,0.0,696.0,0.0,0.0,696.0,694.0,0.0,331.811,2.1,2.09,2.09,338.181,2.06,2.05,2.05,
12/31/2014,8362.0,8362.0,-6766.0,6766.0,1596.0,0.0,-529.0,428.0,428.0,101.0,0.0,1067.0,-22.0,19.0,,,0.0,,3.0,1045.0,-308.0,737.0,36.0,36.0,0.0,701.0,0.0,701.0,0.0,0.0,701.0,737.0,0.0,330.0,2.12,2.23,2.23,335.8,2.09,2.19,2.19,
04/05/2015,7784.0,7784.0,-6254.0,6254.0,1530.0,0.0,-503.0,407.0,407.0,96.0,0.0,1027.0,-18.0,21.0,,,0.0,,-3.0,1009.0,-293.0,716.0,0.0,0.0,0.0,716.0,0.0,716.0,0.0,0.0,716.0,716.0,0.0,329.154,2.18,2.18,2.18,334.682,2.14,2.14,2.14,
07/05/2015,7882.0,7882.0,-6334.0,6334.0,1548.0,0.0,-467.0,366.0,366.0,101.0,0.0,1081.0,-20.0,20.0,,,0.0,,0.0,1061.0,-309.0,752.0,0.0,0.0,0.0,752.0,0.0,752.0,0.0,0.0,752.0,752.0,0.0,326.153,2.31,2.31,2.31,331.426,2.27,2.27,2.27,
10/04/2015,7994.0,7994.0,-6484.0,6484.0,1510.0,0.0,-476.0,372.0,372.0,104.0,0.0,1034.0,-21.0,23.0,,,0.0,,-2.0,1013.0,-280.0,733.0,0.0,0.0,0.0,733.0,0.0,733.0,0.0,0.0,733.0,733.0,0.0,316.68,2.31,2.31,2.31,321.938,2.28,2.28,2.28,
12/31/2015,8121.0,8121.0,-6477.0,6477.0,1644.0,0.0,-491.0,397.0,397.0,94.0,0.0,1153.0,-17.0,19.0,,,0.0,,-2.0,1136.0,-301.0,835.0,0.0,0.0,0.0,835.0,0.0,835.0,0.0,0.0,835.0,835.0,0.0,313.264,2.665483,2.665483,2.665483,318.366,2.622768,2.622768,2.622768,
04/03/2016,7476.0,7476.0,-6091.0,6091.0,1385.0,0.0,-461.0,357.0,357.0,104.0,0.0,924.0,-12.0,22.0,,,0.0,,-10.0,912.0,-258.0,654.0,13.0,13.0,0.0,641.0,0.0,641.0,0.0,0.0,641.0,654.0,0.0,307.928,2.08,2.12,2.12,313.499,2.04,2.08,2.08,
07/03/2016,7774.0,7774.0,-6262.0,6262.0,1512.0,0.0,-485.0,364.0,364.0,121.0,0.0,1027.0,-22.0,23.0,,,0.0,,-1.0,1005.0,-291.0,714.0,0.0,0.0,0.0,714.0,0.0,714.0,0.0,0.0,714.0,714.0,0.0,304.47,2.35,2.35,2.35,310.208,2.3,2.3,2.3,
10/02/2016,7657.0,7657.0,-6171.0,6171.0,1486.0,0.0,-471.0,372.0,372.0,99.0,0.0,1015.0,-21.0,23.0,,,0.0,,-2.0,994.0,-263.0,731.0,84.0,84.0,0.0,647.0,0.0,647.0,0.0,0.0,647.0,731.0,0.0,303.938,2.13,2.4,2.4,309.728,2.09,2.36,2.36,
12/31/2016,7654.0,7654.0,-6381.0,6381.0,1273.0,0.0,-505.0,411.0,411.0,94.0,0.0,768.0,-23.0,23.0,,,0.0,,0.0,745.0,-165.0,580.0,10.0,10.0,0.0,570.0,0.0,570.0,0.0,0.0,570.0,580.0,0.0,302.5,1.88,1.92,1.92,308.5,1.85,1.89,1.89,
04/02/2017,7441.0,7441.0,-5923.0,5923.0,1518.0,0.0,-472.0,359.0,359.0,113.0,0.0,1046.0,-36.0,25.0,,,0.0,,11.0,1010.0,-247.0,763.0,0.0,0.0,0.0,763.0,0.0,763.0,0.0,0.0,763.0,763.0,0.0,301.771,2.53,2.53,2.53,307.282,2.48,2.48,2.48,
07/02/2017,7675.0,7675.0,-6114.0,6114.0,1561.0,0.0,-494.0,360.0,360.0,134.0,0.0,1067.0,-35.0,24.0,,,0.0,,11.0,1032.0,-283.0,749.0,0.0,0.0,0.0,749.0,0.0,749.0,0.0,0.0,749.0,749.0,0.0,299.79,2.5,2.5,2.5,305.35,2.45,2.45,2.45,
10/01/2017,7580.0,7580.0,-6014.0,6014.0,1566.0,0.0,-503.0,383.0,383.0,120.0,0.0,1063.0,-36.0,27.0,,,0.0,,9.0,1027.0,-263.0,764.0,0.0,0.0,0.0,764.0,0.0,764.0,0.0,0.0,764.0,764.0,0.0,298.145,2.56,2.56,2.56,303.751,2.52,2.52,2.52,
12/31/2017,8277.0,8277.0,-6680.0,6680.0,1597.0,0.0,-537.0,383.0,383.0,154.0,0.0,1060.0,-52.0,27.0,,,0.0,,25.0,1008.0,-372.0,636.0,0.0,0.0,0.0,636.0,0.0,636.0,0.0,0.0,636.0,636.0,0.0,297.0,2.14,2.14,2.14,302.4,2.1,2.1,2.1,
04/01/2018,7535.0,7535.0,-5990.0,5990.0,1545.0,0.0,-537.0,397.0,397.0,140.0,0.0,1008.0,-48.0,27.0,,,0.0,,21.0,960.0,-161.0,799.0,0.0,0.0,0.0,799.0,0.0,799.0,0.0,0.0,799.0,799.0,0.0,296.399,2.7,2.7,2.7,301.104,2.65,2.65,2.65,
07/01/2018,9186.0,9186.0,-7486.0,7486.0,1700.0,0.0,-612.0,522.0,522.0,90.0,0.0,1088.0,-118.0,103.0,,,,,15.0,970.0,-184.0,786.0,0.0,0.0,0.0,786.0,0.0,786.0,0.0,0.0,786.0,841.3,55.3,296.153,2.65,2.65,2.840761,300.139,2.62,2.62,2.804248,
09/30/2018,9094.0,9094.0,-7407.0,7407.0,1687.0,0.0,-552.0,426.0,426.0,126.0,0.0,1135.0,-112.0,114.0,,,,,-2.0,1023.0,-159.0,864.0,13.0,13.0,0.0,851.0,0.0,851.0,0.0,0.0,851.0,864.0,0.0,295.339,2.88,2.92,2.92,299.087,2.85,2.89,2.89,
12/31/2018,10378.0,10378.0,-8595.0,8595.0,1783.0,0.0,-557.0,411.0,411.0,146.0,0.0,1226.0,-94.0,112.0,,,0.0,,-18.0,1132.0,-223.0,909.0,0.0,0.0,0.0,909.0,0.0,909.0,0.0,0.0,909.0,909.0,0.0,293.2,3.1,3.1,3.1,296.4,3.07,3.07,3.07,
03/31/2019,9261.0,9261.0,-7633.0,7633.0,1628.0,0.0,-614.0,492.0,492.0,122.0,0.0,1014.0,-99.0,117.0,,,0.0,,-18.0,915.0,-170.0,745.0,0.0,0.0,0.0,745.0,0.0,745.0,0.0,0.0,745.0,745.0,0.0,288.6,2.59,2.59,2.59,289.9,2.56,2.56,2.56,
06/30/2019,9555.0,9555.0,-7869.0,7869.0,1686.0,0.0,-596.0,476.0,476.0,120.0,0.0,1090.0,-107.0,119.0,,,,,-12.0,983.0,-177.0,806.0,0.0,0.0,0.0,806.0,0.0,806.0,0.0,0.0,806.0,806.0,0.0,288.099,2.8,2.8,2.8,290.815,2.77,2.77,2.77,
09/29/2019,9761.0,9761.0,-7973.0,7973.0,1788.0,0.0,-572.0,462.0,462.0,110.0,0.0,1216.0,-126.0,114.0,,,,,12.0,1090.0,-177.0,913.0,0.0,0.0,0.0,913.0,0.0,913.0,0.0,0.0,913.0,913.0,0.0,288.4,3.17,3.17,3.17,290.9,3.14,3.14,3.14,
12/31/2019,10773.0,10773.0,-8816.0,8816.0,1957.0,0.0,-629.0,515.0,515.0,114.0,0.0,1328.0,-114.0,110.0,,,,,4.0,1214.0,-194.0,1020.0,0.0,0.0,0.0,1020.0,0.0,1020.0,0.0,0.0,1020.0,1020.0,0.0,288.8,3.53,3.53,3.53,290.9,3.51,3.51,3.51,
03/29/2020,8749.0,8749.0,-7261.0,7261.0,1488.0,0.0,-547.0,469.0,469.0,78.0,0.0,941.0,-93.0,107.0,,,,,-14.0,848.0,-142.0,706.0,0.0,0.0,0.0,706.0,0.0,706.0,0.0,0.0,706.0,706.0,0.0,288.6,2.45,2.45,2.45,289.9,2.43,2.43,2.43,
06/28/2020,9264.0,9264.0,-7849.0,7849.0,1415.0,0.0,-574.0,458.0,458.0,116.0,0.0,841.0,-114.0,132.0,,,,,-18.0,727.0,-102.0,625.0,0.0,0.0,0.0,625.0,0.0,625.0,0.0,0.0,625.0,625.0,0.0,286.388,2.18,2.18,2.18,286.933,2.18,2.18,2.18,
09/30/2020,9635.412,,,,1701.6137592,,,,,,,1088.692,,,,,,,,971.846,,828.889,,,,,,828.889,,,828.889,828.214,,,2.869,2.869,2.877,,2.869,2.869,2.877,
12/31/2020,10684.941,,,,1999.04561169,,,,,,,1322.154,,,,,,,,1210.615,,1021.111,,,,,,1021.111,,,1021.111,1019.0,,,3.554,3.554,3.556,,3.554,3.554,3.556,
