Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investment & Loan Inc (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,182.840998,63.989998,184.834,127.474998,57.359001,-120.844002,118.851,7.737,,,,103.902,7.212,-10.416,172.424998,-129.229004,0.0,129.229004,43.195999,0.0,0.0,43.195999,-15.586,27.610001,0.0,,,27.609999,0.0,27.610001,0.0,,27.610001,27.610001,,295.519989,0.09375,0.09375,,295.519989,0.09375,0.09375,0.09375,
06/30/1990,189.327008,64.894005,198.288002,136.496002,61.792,-133.393997,124.433004,9.323,,,,112.146004,2.964,-10.396,178.931009,-134.968002,0.0,134.968002,43.963001,0.0,0.0,43.963001,-15.44,28.523001,0.0,,,28.523002,0.0,28.523001,0.0,,28.523001,28.523001,,295.847992,0.09625,0.09625,,295.847992,0.09625,0.09625,0.09625,
09/30/1990,195.339004,67.916004,210.431004,152.093002,58.338001,-142.514999,127.423,9.547,,,,111.611,6.265,-10.442,184.897004,-137.412994,0.0,137.412994,47.484001,0.0,0.0,47.484001,-17.608999,29.875,0.0,,,29.875002,0.0,29.875,0.0,,29.875,29.875,,295.463989,0.10125,0.10125,,295.463989,0.10125,0.10125,0.10125,
12/31/1990,206.219991,74.023994,223.931999,164.070999,59.861,-149.908005,132.195997,9.749,,,,118.462997,3.984,-14.407,191.812991,-142.996002,0.0,142.996002,48.817001,0.0,0.0,48.817001,-17.497999,31.319,0.0,,,31.319002,0.0,31.319,0.0,,31.319,31.319,,291.795992,0.10625,0.10625,0.10625,291.795992,0.10625,0.10625,0.10625,
03/31/1991,203.719002,71.34,189.512997,128.031998,61.480999,-118.172997,132.379002,11.186,,,,119.844002,1.349,-15.437,188.282001,-147.789993,0.0,147.789993,40.492001,56.200001,-56.200001,96.692001,-39.188,57.504002,0.0,,,57.504002,0.0,57.504002,0.0,,57.504002,57.504002,,297.272003,0.1925,0.1925,,297.272003,0.1925,0.1925,0.1925,
06/30/1991,209.140002,68.459003,178.834003,116.885002,61.949001,-110.375,140.680998,12.871,,,,122.655998,5.154,-15.113,194.027002,-151.735001,0.0,151.735001,42.292,0.0,0.0,42.292,-16.007,26.285,0.0,,,26.285,0.0,26.285,0.0,,26.285,26.285,,299.007996,0.0875,0.0875,,299.007996,0.0875,0.0875,0.0875,
09/30/1991,206.868995,69.070995,183.387997,120.672997,62.715,-114.317001,137.798,11.135,,,,123.278999,3.384,-14.731,192.137995,-150.345993,0.0,150.345993,41.792,0.0,0.0,41.792,-14.538,27.254,0.0,,,27.254,0.0,27.254,0.0,,27.254,27.254,,300.18399,0.09125,0.09125,,300.18399,0.09125,0.09125,0.09125,
12/31/1991,217.709999,64.685006,186.053002,124.82,61.233002,-121.367996,153.024993,11.733,,,,133.082993,8.209,-14.731,202.978999,-158.667007,0.0,158.667007,44.312,0.0,0.0,44.312,-16.084999,28.226999,0.0,,,28.227001,0.0,28.226999,0.0,,28.226999,28.226999,,302.28,0.0925,0.0925,0.0925,302.28,0.0925,0.0925,0.0925,
03/31/1992,234.954998,67.456005,181.998005,124.550003,57.448002,-114.542,167.498993,16.355,,,,144.621994,6.522,-5.903,229.051999,-168.781006,0.0,168.781006,60.271,0.0,0.0,60.271,-24.039,36.231998,0.0,,,36.232,0.0,36.231998,0.0,,36.231998,36.231998,,303.936005,0.11875,0.11875,,303.936005,0.11875,0.11875,0.11875,
06/30/1992,238.070001,68.482998,183.605999,125.226997,58.379002,-115.123001,169.587003,18.700001,,,,147.302002,3.585,-1.906,236.164001,-175.138,0.0,175.138,61.026001,0.0,0.0,61.026001,-22.325001,38.701,0.0,,,38.701,0.0,38.701,0.0,,38.701,38.701,,304.548004,0.1275,0.1275,,304.548004,0.1275,0.1275,0.1275,
