Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,5.145,0.828,0.797,-2.952,3.818,,,,,,,,,,,,,,,,,
06/30/1990,,-3.352,0.869,0.739,1.135,-0.609,,,,,,,,,,,,,,,,,
09/30/1990,,-4.468,0.989,0.754,-1.985,-4.71,,,,,,,,,,,,,,,,,
12/31/1990,,-7.212,0.636,0.735,3.092,-2.749,,,,,,,,,,,,,,,,,
03/31/1991,,-4.187,1.042,0.086,-2.399,-5.458,,,,,,,,,,,,,,,,,
06/30/1991,,0.504,0.814,0.0,-5.174,-3.856,,,,,,,,,,,,,,,,,
09/30/1991,,0.883,1.194,0.0,0.645,2.722,,,,,,,,,,,,,,,,,
12/31/1991,,3.602,1.222,0.0,-3.291,1.533,,,,,,,,,,,,,,,,,
03/31/1992,,-2.848,1.219,0.0,5.351,3.722,,,,,,,,,,,,,,,,,
06/30/1992,,-3.393,1.237,0.0,-0.38,-2.536,,,,,,,,,,,,,,,,,
09/30/1992,,-4.109,1.46,0.0,-5.599,-8.248,,,,,,,,,,,,,,,,,
12/31/1992,,-67.247002,1.622,61.417,7.65,3.442,,,,,,,,,,,,,,,,,
03/31/1993,,-9.549,1.481,0.675,-3.026,-10.419,,,,,,,,,,,,,,,,,
06/30/1993,,-401.044006,2.532,374.368011,15.514,-8.63,,,,,,,,,,,,,,,,,
09/30/1993,,-9.231,3.427,0.0,2.084,-3.72,,,,,,,,,,,,,,,,,
12/31/1993,,-10.478,3.342,-0.134,-13.32,-20.59,,,,,,,,,,,,,,,,,
