Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2009,258.0,254.0,4.0,-178.0,178.0,80.0,0.0,-31.0,31.0,0.0,49.0,-26.0,35.0,,,,-12.0,3.0,23.0,5.0,28.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0,0.0,28.0,15.65,-12.35,162.8,0.17,0.17,0.09613,163.0,0.17,0.17,0.094233,
03/31/2010,317.0,310.0,7.0,-198.0,198.0,119.0,0.0,-24.0,29.0,-5.0,95.0,-20.0,34.0,,,,-14.0,0.0,75.0,1.0,76.0,-11.0,0.0,-11.0,87.0,0.0,87.0,0.0,0.0,87.0,61.75,-14.25,162.9,0.54,0.47,0.379067,163.1,0.54,0.47,0.379067,
06/30/2010,258.0,254.0,4.0,-185.0,185.0,73.0,0.0,-17.0,21.0,-4.0,56.0,-19.0,34.0,,,,-15.0,0.0,37.0,-2.0,35.0,0.0,0.0,0.0,35.0,0.0,35.0,0.0,0.0,35.0,33.7,-1.3,162.3,0.21,0.21,0.20764,162.5,0.21,0.21,0.202,
09/30/2010,259.0,254.0,5.0,-188.0,188.0,71.0,0.0,-20.0,20.0,0.0,51.0,-19.0,34.0,,,,-15.0,0.0,32.0,0.0,32.0,0.0,0.0,0.0,32.0,0.0,32.0,0.0,0.0,32.0,32.0,0.0,161.6,0.2,0.2,0.2,161.8,0.2,0.2,0.2,
12/31/2010,356.0,352.0,4.0,-236.0,236.0,120.0,0.0,-25.0,25.0,0.0,95.0,-36.0,36.0,,,,-13.0,13.0,59.0,0.0,59.0,0.0,0.0,0.0,59.0,0.0,59.0,0.0,0.0,59.0,72.602,13.602,161.6,0.37,0.37,0.44927,161.9,0.37,0.37,0.44927,
03/31/2011,275.0,270.0,5.0,-190.0,190.0,85.0,0.0,-25.0,28.0,-3.0,60.0,-21.0,35.0,,,,-14.0,0.0,39.0,-1.0,38.0,0.0,0.0,0.0,38.0,0.0,38.0,0.0,0.0,38.0,36.7,-1.3,161.8,0.23,0.23,0.226823,162.1,0.23,0.23,0.22198,
06/30/2011,284.0,279.0,5.0,-196.0,196.0,88.0,0.0,-25.0,25.0,0.0,63.0,-19.0,35.0,,,,-16.0,0.0,44.0,0.0,44.0,0.0,0.0,0.0,44.0,0.0,44.0,0.0,0.0,44.0,44.0,0.0,162.0,0.27,0.27,0.27,162.3,0.27,0.27,0.27,
09/30/2011,293.0,288.0,5.0,-200.0,200.0,93.0,0.0,-24.0,24.0,0.0,69.0,-20.0,34.0,,,,-14.0,0.0,49.0,1.0,50.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0,50.0,0.0,161.9,0.31,0.31,0.31,162.2,0.31,0.31,0.31,
12/31/2011,315.0,309.0,6.0,-203.0,203.0,112.0,0.0,-29.0,29.0,0.0,83.0,-23.0,35.0,,,,-12.0,0.0,60.0,1.0,61.0,0.0,0.0,0.0,61.0,0.0,61.0,0.0,0.0,61.0,61.0,0.0,161.4,0.38,0.38,0.38,161.6,0.38,0.38,0.38,
03/31/2012,337.0,331.0,6.0,-259.0,259.0,78.0,0.0,-28.0,28.0,0.0,50.0,-22.0,35.0,,,,-13.0,0.0,28.0,1.0,29.0,0.0,0.0,0.0,29.0,0.0,29.0,0.0,0.0,29.0,29.0,0.0,161.4,0.18,0.18,0.18,161.7,0.18,0.18,0.18,
06/30/2012,294.0,289.0,5.0,-213.0,213.0,81.0,0.0,-26.0,27.0,-1.0,55.0,-19.0,34.0,,,,-15.0,0.0,36.0,0.0,36.0,0.0,0.0,0.0,36.0,0.0,36.0,0.0,0.0,36.0,36.0,0.0,161.5,0.22,0.22,0.22,161.7,0.22,0.22,0.22,
09/30/2012,354.0,349.0,5.0,-244.0,244.0,110.0,0.0,-31.0,31.0,0.0,79.0,-21.0,35.0,,,,-14.0,0.0,58.0,1.0,59.0,0.0,0.0,0.0,59.0,0.0,59.0,0.0,0.0,59.0,59.0,0.0,161.5,0.36,0.36,0.36,161.9,0.36,0.36,0.36,
12/31/2012,354.0,354.0,,-227.0,227.0,127.0,0.0,-30.0,30.0,0.0,97.0,-19.0,36.0,,,,-17.0,0.0,78.0,1.0,79.0,0.0,0.0,0.0,79.0,0.0,79.0,0.0,0.0,79.0,79.0,0.0,161.7,0.49,0.49,0.49,162.2,0.49,0.49,0.49,
03/31/2013,340.0,340.0,,-230.0,230.0,110.0,0.0,-32.0,32.0,0.0,78.0,-21.0,35.0,,,,-14.0,0.0,57.0,-1.0,56.0,0.0,0.0,0.0,56.0,0.0,56.0,0.0,0.0,56.0,56.0,0.0,162.3,0.35,0.35,0.35,162.8,0.35,0.35,0.35,
06/30/2013,303.0,303.0,,-213.0,213.0,90.0,0.0,-28.0,29.0,-1.0,62.0,-18.0,35.0,,,,-17.0,0.0,44.0,2.0,46.0,0.0,0.0,0.0,46.0,0.0,46.0,0.0,0.0,46.0,46.0,0.0,162.9,0.28,0.28,0.28,163.4,0.28,0.28,0.28,
09/30/2013,366.0,366.0,,-244.0,244.0,122.0,0.0,-31.0,28.0,3.0,91.0,-18.0,34.0,,,,-16.0,0.0,73.0,-1.0,72.0,0.0,0.0,0.0,72.0,0.0,72.0,0.0,0.0,72.0,77.218,5.218,163.0,0.44,0.44,0.47373,163.4,0.44,0.44,0.471934,
12/31/2013,331.0,331.0,,-233.0,233.0,98.0,0.0,-34.0,34.0,0.0,64.0,-25.0,37.0,,,,-16.0,4.0,39.0,1.0,40.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,0.0,40.0,50.312,10.312,170.0,0.24,0.24,0.295953,170.4,0.24,0.24,0.295953,
03/31/2014,317.0,314.0,3.0,-232.0,232.0,85.0,0.0,-28.0,29.0,-1.0,57.0,-27.0,41.0,,,,-14.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,30.0,30.0,0.0,177.0,0.17,0.17,0.17,177.3,0.17,0.17,0.17,
06/30/2014,356.0,351.0,5.0,-247.0,247.0,109.0,0.0,-27.0,30.0,-3.0,82.0,-27.0,42.0,,,,-15.0,0.0,55.0,0.0,55.0,0.0,0.0,0.0,55.0,0.0,55.0,0.0,0.0,55.0,55.0,0.0,177.1,0.31,0.31,0.31,177.4,0.31,0.31,0.31,
09/30/2014,375.0,368.0,7.0,-266.0,266.0,109.0,0.0,-18.0,23.0,-5.0,91.0,-26.0,41.0,,,,-15.0,0.0,65.0,-4.0,61.0,0.0,0.0,0.0,61.0,0.0,61.0,0.0,0.0,61.0,58.0,-3.0,176.8,0.34,0.34,0.328054,177.1,0.34,0.34,0.32306,
12/31/2014,428.0,425.0,3.0,-309.0,309.0,119.0,0.0,-27.0,33.0,-6.0,92.0,-20.0,42.0,,,,-22.0,0.0,72.0,-4.0,68.0,0.0,0.0,0.0,68.0,0.0,68.0,0.0,0.0,68.0,69.25,1.25,175.9,0.39,0.39,0.39369,176.2,0.39,0.39,0.39369,
03/31/2015,406.0,403.0,3.0,-315.0,315.0,91.0,0.0,-30.0,33.0,-3.0,61.0,-19.0,41.0,,,,-22.0,0.0,42.0,0.0,42.0,0.0,0.0,0.0,42.0,0.0,42.0,0.0,0.0,42.0,42.0,0.0,175.9,0.24,0.24,0.24,176.2,0.24,0.24,0.24,
06/30/2015,302.0,295.0,7.0,-227.0,227.0,75.0,0.0,-30.0,32.0,-2.0,45.0,-23.0,42.0,,,,-19.0,0.0,22.0,-1.0,21.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0,0.0,21.0,17.75,-3.25,175.5,0.12,0.12,0.10114,175.7,0.12,0.12,0.10114,
09/30/2015,414.0,408.0,6.0,-265.0,265.0,149.0,0.0,-34.0,35.0,-1.0,115.0,-16.0,41.0,,,,-25.0,0.0,99.0,1.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,99.35,-0.65,174.3,0.58,0.58,0.569994,174.6,0.58,0.58,0.569994,
12/31/2015,323.0,323.0,0.0,-230.0,230.0,93.0,0.0,-40.0,50.0,-10.0,53.0,-22.0,39.0,,,,-17.0,0.0,31.0,3.0,34.0,0.0,0.0,0.0,34.0,0.0,34.0,0.0,0.0,34.0,35.118,1.118,173.8,0.19,0.19,0.20206,174.2,0.19,0.19,0.196418,
