Date,Revenue,Sales & Services Revenue,Financing Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
07/31/1992,1724.699951,,,,-1396.900024,,327.799927,,-290.700012,,,,37.099998,-21.599998,,52.799999,,,-31.200001,15.5,-6.4,9.1,0.0,,,9.1,,9.1,0.0,,9.1,9.1,,455.000015,0.02,0.02,,455.000015,0.02,0.02,0.02,
10/31/1992,1864.5,,,,-1529.099976,,335.400024,,-314.299988,,,,21.1,-13.599998,,47.599998,,,-34.0,7.500002,-3.3,4.2,0.0,,,4.200002,,4.2,0.0,,4.2,4.2,,457.925994,0.008333,0.008333,0.008333,457.925994,0.008333,0.008333,0.008333,
01/31/1993,1390.300049,,,,-1167.599976,,222.700073,,-267.0,,,,-44.299999,-10.800003,,44.400002,,,-33.599998,-55.100002,18.200001,-36.900002,1105.300049,,,-1142.20005,,-1142.199951,0.0,,-1142.199951,-1142.199951,,463.746002,-2.463333,-0.08,,463.746002,-2.463333,-0.08,-0.08,
04/30/1993,2073.0,,,,-1620.0,,453.0,,-396.5,,,,56.5,-13.099998,,47.599998,,,-34.5,43.400002,-22.4,21.0,0.0,,,21.000002,,21.0,0.0,,21.0,21.0,,464.615982,0.045,0.045,,464.615982,0.045,0.045,0.045,
07/31/1993,2015.099976,,,,-1586.800049,,428.299927,,-283.100006,,,,145.199997,-10.0,,44.299999,,,-34.299999,135.199997,-47.900002,87.300003,0.0,,,87.299995,,87.300003,0.0,,87.300003,87.300003,,458.988007,0.198333,0.198333,,458.988007,0.198333,0.198333,0.198333,
10/31/1993,2135.0,,,,-1478.599976,,656.400024,,-381.899994,,,,274.5,-116.400002,,56.200001,,,60.200001,158.099998,-45.099998,113.0,0.0,,,113.0,,113.0,0.0,,113.0,113.0,,463.679994,0.235,0.235,0.235,463.679994,0.235,0.235,0.235,
01/31/1994,1692.599976,,,,-1298.5,,394.099976,,-265.100006,,,,129.0,6.100002,,29.799999,,,-35.900002,135.100002,-48.099998,87.0,0.0,,,87.000004,,87.0,0.0,,87.0,87.0,,513.552017,0.17,0.17,,513.552017,0.17,0.17,0.17,
04/30/1994,2428.5,,,,-1819.699951,,608.800049,,-303.399994,,,,305.399994,-8.099998,,42.0,,,-33.900002,297.299995,-108.0,189.300003,0.0,,,189.299995,,189.300003,0.0,,189.300003,189.300003,,515.195984,0.366667,0.366667,,515.195984,0.366667,0.366667,0.366667,
07/31/1994,2296.800049,,,,-1768.900024,,527.900024,,-289.799988,,,,238.100006,7.399998,,27.200001,,,-34.599998,245.500004,-87.800003,157.699997,0.0,,,157.700001,,157.699997,0.0,,157.699997,157.699997,,516.408005,0.303333,0.303333,,516.408005,0.303333,0.303333,0.303333,
10/31/1994,2473.100098,,,,-1890.099976,,583.000122,,-323.899994,,,,259.100006,-1.2,,12.7,,,-11.5,257.900006,-88.300003,169.600006,0.0,,,169.600003,,169.600006,0.0,,169.600006,169.600006,,516.876024,0.328333,0.328333,0.328333,516.876024,0.328333,0.328333,0.328333,
01/31/1995,2068.100098,,,,-1560.099976,,508.000122,,-298.399994,,,,209.600006,12.300001,,26.4,,,-38.700001,221.900007,-83.5,138.399994,0.0,,,138.400007,,138.399994,0.0,,138.399994,138.399994,,518.916,0.266667,0.266667,0.266667,518.916,0.266667,0.266667,0.266667,
04/30/1995,2796.600098,,,,-2078.199951,,718.400146,,-357.799988,,,,360.600006,13.299999,,33.200001,,,-46.5,373.900005,-136.899994,237.0,0.0,,,237.000011,,237.0,0.0,,237.0,237.0,,519.029984,0.458333,0.458333,0.458333,519.029984,0.458333,0.458333,0.458333,
07/31/1995,2659.0,,,,-2049.300049,,609.699951,,-344.100006,,,,265.600006,12.0,,32.900002,,,-44.900002,277.600006,-97.5,180.100006,0.0,,,180.100006,,180.100006,0.0,,180.100006,180.100006,,520.193985,0.345,0.345,0.345,520.193985,0.345,0.345,0.345,
10/31/1995,2590.699951,,,,-2005.400024,,585.299927,,-328.5,,,,256.799988,-26.300001,,28.200001,,,-1.9,230.499987,-79.900002,150.600006,0.0,,,150.599985,,150.600006,0.0,,150.600006,150.600006,,520.800018,0.285,0.285,0.285,520.800018,0.285,0.285,0.285,
01/31/1996,2267.899902,,,,-1701.900024,,565.999878,,-332.0,,,,234.0,25.700001,,25.299999,,,-51.0,259.700001,-93.5,166.199997,0.0,,,166.200001,,166.199997,0.0,,166.199997,166.199997,,524.458008,0.315,0.315,0.315,524.458008,0.315,0.315,0.315,
04/30/1996,3039.899902,,,,-2244.5,,795.399902,,-389.5,,,,405.899994,22.599998,,29.200001,,,-51.799999,428.499992,-155.800003,272.700012,0.0,,,272.699989,,272.700012,0.0,,272.700012,272.700012,,524.39801,0.52,0.52,0.52,524.39801,0.52,0.52,0.52,
07/31/1996,2854.899902,,,,-2152.899902,,702.0,,-408.399994,,,,293.600006,27.000002,,25.9,,,-52.900002,320.600008,-116.199997,204.399994,0.0,,,204.400011,,204.399994,0.0,,204.399994,204.399994,,522.682006,0.395,0.395,0.395,522.682006,0.395,0.395,0.395,
10/31/1996,2850.100098,,,,-2163.300049,,686.800049,,-387.0,,,,299.799988,-11.5,,21.5,,,-10.0,288.299988,-114.300003,174.0,0.0,,,173.999985,,174.0,0.0,,174.0,174.0,,521.093994,0.34,0.34,0.34,521.093994,0.34,0.34,0.34,
01/31/1997,2344.0,,,,-1729.0,,615.0,,-362.399994,,,,252.600006,30.200001,,19.299999,,,-49.5,282.800007,-106.099998,176.699997,0.0,,,176.700009,,176.699997,0.0,,176.699997,176.699997,,512.200012,0.345,0.345,0.345,517.400024,0.34,0.34,0.34,
04/30/1997,3477.199951,,,,-2530.100098,,947.099853,,-462.5,,,,484.600006,23.599998,,20.700001,,,-44.299999,508.200004,-188.699997,319.5,0.0,,,319.500007,,319.5,0.0,,319.5,319.5,,510.600006,0.625,0.625,0.625,515.599976,0.62,0.62,0.62,
07/31/1997,3375.300049,,,,-2559.199951,,816.100098,,-452.600006,,,,363.5,40.6,,18.9,,,-59.5,404.1,-151.399994,252.699997,0.0,,,252.700006,,252.699997,0.0,,252.699997,252.699997,,509.0,0.5,0.5,0.5,514.599976,0.495,0.495,0.495,
10/31/1997,3444.0,,,,,,,,,,,,349.0,-33.0,33.0,,,,0.0,316.0,-105.0,211.0,,,,211.0,,211.0,0.0,,211.0,211.0,,507.44525,0.415809,0.415809,0.4158,507.44525,0.415809,0.415809,0.4158,
01/31/1998,2794.0,,,,-2100.199951,,693.800049,,-405.399994,,,,288.399994,32.699999,,19.6,,,-52.299999,321.099993,-117.800003,203.300003,0.0,,,203.29999,,203.300003,0.0,,203.300003,203.300003,,499.0,0.405,0.405,0.405,504.799988,0.405,0.405,0.405,
04/30/1998,4013.399902,,,,-2975.600098,,1037.799804,,-496.700012,,,,541.099976,29.300001,,29.9,,,-59.200001,570.399977,-205.199997,365.200012,0.0,,,365.19998,,365.200012,0.0,,365.200012,365.200012,,496.200012,0.74,0.74,0.74,502.200012,0.725,0.725,0.725,
07/31/1998,3639.699951,,,,-2733.600098,,906.099853,,-489.0,,,,417.100006,28.5,,33.799999,,,-62.299999,445.600006,-154.800003,290.799988,0.0,,,290.800003,,290.799988,0.0,,290.799988,290.799988,,492.0,0.6,0.6,0.6,497.399994,0.595,0.595,0.595,
10/31/1998,3131.699951,,,,-2405.600098,,726.099853,,-362.700012,,,,363.399994,-125.200001,49.0,33.799999,,,76.200001,238.199993,-76.099998,162.100006,0.0,,,162.099995,,162.100006,0.0,,162.100006,162.100006,,459.200012,0.355,0.355,0.355,459.200012,0.355,0.355,0.355,
01/31/1999,2412.4,,,,-1905.3,,507.1,,-440.4,,,,66.7,9.5,36.5,36.5,,,-46.0,76.2,-26.5,49.7,0.0,,,49.7,,49.7,0.0,,49.7,49.7,,463.4,0.105,0.105,0.105,465.4,0.105,0.105,0.105,
04/30/1999,3414.3,,,,-2695.3,,719.0,,-503.8,,,,215.2,17.6,38.5,38.5,,,-56.1,232.8,-82.7,150.1,0.0,,,150.1,,150.1,0.0,,150.1,150.1,,464.4,0.325,0.325,0.325,466.8,0.325,0.325,0.325,
07/31/1999,2952.8,,,,-2356.8,,596.0,,-519.6,,,,76.4,53.5,34.4,34.4,,,-87.9,129.9,-61.0,68.9,0.0,,,68.9,,68.9,0.0,,68.9,68.9,,465.2,0.15,0.15,0.15,468.2,0.145,0.145,0.145,
10/31/1999,2726.3,,,,-2224.9,,501.4,,-356.7,,,,144.7,-209.7,37.3,37.3,,,172.4,-65.0,35.5,-29.5,0.0,,,-29.5,,-29.5,0.0,,-29.5,-29.5,39.593,465.8,-0.065,-0.065,0.02,465.8,-0.065,-0.065,0.02,
01/31/2000,2284.5,,,,-1757.3,,527.2,,-489.9,,,,37.3,21.2,32.3,32.3,,,-53.5,58.5,-20.8,37.7,0.0,,,37.7,,37.7,0.0,0.0,37.7,37.7,,467.8,0.08,0.08,0.08,472.6,0.08,0.08,0.08,
04/30/2000,3739.4,,,,-2821.1,,918.3,,-576.1,,,,342.2,11.6,39.3,39.3,,,-50.9,353.8,-149.5,204.3,0.0,,,204.3,,204.3,0.0,0.0,204.3,204.3,,468.0,0.435,0.435,0.435,472.0,0.435,0.435,0.435,
07/31/2000,3567.3,,,,-2718.6,,848.7,,-598.3,,,,250.4,23.499,45.8,45.8,,,-69.299,273.899,-101.5,172.399,0.0,,,172.399,,172.399,0.0,0.0,172.399,172.399,,468.4,0.37,0.37,0.37,472.4,0.36,0.36,0.36,
10/31/2000,3315.1,,,,-2536.1,,779.0,,-382.7,,,,396.3,-303.199,42.6,42.6,,,260.599,93.101,-22.0,71.101,0.0,,,71.101,,71.101,0.0,0.0,71.101,71.101,,473.332,0.15,0.15,0.15,473.332,0.15,0.15,0.15,
01/31/2001,2621.2,,,,-1975.1,,646.1,,-490.0,,,,156.1,-67.1,54.3,54.3,,,12.8,89.0,-32.6,56.4,0.0,,,56.4,,56.4,0.0,0.0,56.4,56.4,,469.2,0.12,0.12,0.12,473.2,0.12,0.12,0.12,
04/30/2001,3744.1,,,,-2886.2,,857.9,,-556.5,,,,301.4,-92.0,62.6,62.6,,,29.4,209.4,-81.6,127.8,0.0,,,127.8,,127.8,0.0,0.0,127.8,127.8,,469.4,0.275,0.275,0.275,473.0,0.27,0.27,0.27,
07/31/2001,3564.7,,,,-2793.4,,771.3,,-540.3,,,,231.0,-98.8,55.0,55.0,,,43.8,132.2,-60.4,71.8,0.0,,,71.8,,71.8,0.0,0.0,71.8,71.8,,469.4,0.15,0.15,0.15,473.0,0.15,0.15,0.15,
10/31/2001,3115.9,,,,-2728.5,,387.4,,-720.1,,,,-332.7,-144.2,63.0,63.0,,,81.2,-476.9,156.9,-320.0,0.0,,,-320.0,,-320.0,0.0,0.0,-320.0,-320.0,216.6,470.0,-0.68,-0.68,-0.225,470.0,-0.68,-0.68,-0.225,
01/31/2002,2461.7,,,,-1927.1,,534.6,,-493.0,,,,41.6,-104.2,46.7,46.7,,,57.5,-62.6,24.5,-38.1,0.0,,,-38.1,,-38.1,0.0,0.0,-38.1,-38.1,,475.0,-0.08,-0.08,-0.08,475.0,-0.08,-0.08,-0.08,
04/30/2002,3936.0,,,,-2996.8,,939.2,,-582.5,,,,356.7,-121.8,51.2,51.2,,,70.6,234.9,-93.1,141.8,0.0,,,141.8,,141.8,0.0,0.0,141.8,141.8,,475.6,0.3,0.3,0.3,480.8,0.295,0.295,0.295,
07/31/2002,3944.6,,,,-2999.0,,945.6,,-531.5,,,,414.1,-131.7,48.7,48.7,,,83.0,282.4,-134.8,147.6,0.0,,,147.6,,147.6,0.0,0.0,147.6,147.6,,476.0,0.31,0.31,0.31,481.4,0.305,0.305,0.305,
10/31/2002,3437.1,,,,-2632.0,,805.1,,-578.1,,,,227.0,-104.2,47.4,47.4,,,56.8,122.8,-54.9,67.9,0.0,,,67.9,,67.9,0.0,0.0,67.9,67.9,9.2,476.4,0.14,0.14,0.16,476.4,0.14,0.14,0.16,
01/31/2003,2764.3,,,,-2083.5,,680.8,,-474.8,,,,206.0,-100.5,46.3,46.3,,,54.2,105.5,-37.5,68.0,0.0,,,68.0,,68.0,0.0,0.0,68.0,68.0,,478.4,0.14,0.14,0.14,485.0,0.14,0.14,0.14,
04/30/2003,4393.8,,,,-3303.7,,1090.1,,-569.7,,,,520.4,-123.1,48.0,48.0,,,75.1,397.3,-140.4,256.9,0.0,,,256.9,,256.9,0.0,0.0,256.9,256.9,,478.6,0.54,0.54,0.54,483.0,0.535,0.535,0.535,
07/31/2003,4376.8,,,,-3318.0,,1058.8,,-591.1,,,,467.7,-93.5,48.7,48.7,,,44.8,374.2,-126.7,247.5,0.0,,,247.5,,247.5,0.0,0.0,247.5,247.5,,478.8,0.515,0.515,0.515,483.6,0.51,0.51,0.51,
10/31/2003,3902.7,,,,-3020.8,,881.9,,-685.9,,,,196.0,-93.0,48.3,48.3,0.0,,44.7,103.0,-32.3,70.7,0.0,,,70.7,0.0,70.7,0.0,0.0,70.7,70.7,,485.8,0.145,0.145,0.145,494.8,0.135,0.135,0.135,
01/31/2004,3421.8,,,,-2547.2,,874.6,,-555.9,,,,318.7,-55.3,45.3,45.3,,,10.0,263.4,-92.6,170.8,0.0,,,170.8,,170.8,0.0,0.0,170.8,170.8,,490.8,0.35,0.35,0.35,503.8,0.34,0.34,0.34,
04/30/2004,5828.6,,,,-4270.0,,1558.6,,-734.3,,,,824.3,-84.4,45.1,45.1,,,39.3,739.9,-262.6,477.3,0.0,,,477.3,,477.3,0.0,0.0,477.3,477.3,,493.0,0.965,0.965,0.965,506.0,0.94,0.94,0.94,
07/31/2004,5386.1,,,,-4017.9,,1368.2,,-690.3,,,,677.9,-89.5,41.6,41.6,,,47.9,588.4,-187.0,401.4,0.0,,,401.4,,401.4,0.0,0.0,401.4,401.4,,497.8,0.805,0.805,0.805,509.2,0.79,0.79,0.79,
10/31/2004,5349.6,,,,-3382.7,,1966.9,,-1082.0,,,,884.9,-362.0,460.1,460.1,,,-98.1,522.9,-166.3,356.6,0.0,,,356.6,,356.6,0.0,0.0,356.6,356.6,,495.013,0.72,0.72,0.72,495.013,0.72,0.72,0.72,
01/31/2005,3883.7,,,,-2894.5,,989.2,,-664.3,429.7,,234.6,324.9,5.5,42.4,42.4,,,-47.9,330.4,-115.4,215.0,-7.8,,,222.8,,222.8,0.0,0.0,222.8,222.8,,494.2,0.45,0.435,0.435,502.0,0.445,0.43,0.43,
04/30/2005,6403.5,,,,-4686.5,,1717.0,,-827.6,563.1,,264.5,889.4,4.3,39.3,39.3,,,-43.6,893.7,-294.4,599.3,-4.7,,,604.0,,604.0,0.0,0.0,604.0,604.0,,490.8,1.23,1.22,1.22,497.4,1.215,1.205,1.205,
07/31/2005,5789.4,,,,-4427.9,,1361.5,,-793.2,533.1,,260.1,568.3,4.8,32.6,32.6,,,-37.4,573.1,-194.3,378.8,-8.3,,,387.1,,387.1,0.0,0.0,387.1,387.1,,483.4,0.8,0.785,0.785,489.4,0.79,0.775,0.775,
10/31/2005,4926.3,,,,-3777.7,,1148.6,,-858.9,,,,289.7,25.7,,39.4,,,-65.1,315.4,-94.5,220.9,-12.0,,,232.9,0.0,232.9,0.0,0.0,232.9,232.9,,478.0,0.485,0.46,0.46,482.8,0.48,0.455,0.455,
01/31/2006,4132.6,,,,-2896.3,,1236.3,,-735.8,467.6,,268.2,500.5,-160.5,229.9,229.9,,,-69.4,340.0,-116.1,223.9,-12.0,,,235.9,,235.9,0.0,0.0,235.9,235.9,,471.8,0.5,0.475,0.475,477.0,0.495,0.47,0.47,
04/30/2006,6445.9,,,,-4542.7,,1903.2,,-983.2,613.8,,369.4,920.0,-133.1,250.4,250.4,,,-117.3,786.9,-269.9,517.0,-227.6,,,744.6,,744.6,0.0,0.0,744.6,744.6,,470.6,1.58,1.095,1.195,476.2,1.565,1.085,1.185,
07/31/2006,6200.9,,,,-4398.8,,1802.1,,-925.0,623.1,,301.9,877.1,-193.8,261.9,261.9,,,-68.1,683.3,-247.6,435.7,-0.3,,,436.0,,436.0,0.0,0.0,436.0,436.0,,467.4,0.935,0.935,0.935,471.8,0.925,0.925,0.925,
10/31/2006,5026.8,,,,-3771.8,,1255.0,,-950.4,,,,304.6,80.1,,27.7,,,-107.8,384.7,-108.0,276.7,-0.6,,,277.3,,277.3,0.0,0.0,277.3,277.3,,457.8,0.605,0.605,0.605,462.0,0.6,0.6,0.6,
01/31/2007,4297.3,,,,-2950.2,,1347.1,,-842.5,543.5,,299.0,504.6,-137.8,267.1,267.1,,,-129.3,366.8,-128.1,238.7,0.0,,,238.7,,238.7,0.0,0.0,238.7,238.7,,454.4,0.525,0.525,0.525,459.6,0.52,0.52,0.52,
04/30/2007,6756.3,,,,-4705.5,,2050.8,,-1004.2,657.3,,346.9,1046.6,-143.1,283.6,283.6,,,-140.5,903.5,-279.9,623.6,0.0,,,623.6,,623.6,0.0,0.0,623.6,623.6,,453.0,1.375,1.375,1.375,458.6,1.36,1.36,1.36,
07/31/2007,6501.8,,,,-4542.9,,1958.9,,-996.9,665.8,,331.1,962.0,-152.6,291.6,291.6,,,-139.0,809.4,-272.2,537.2,0.0,,,537.2,,537.2,0.0,0.0,537.2,537.2,,447.6,1.2,1.2,1.2,453.6,1.185,1.185,1.185,
10/31/2007,6018.9,,,,-4327.6,,1691.3,,-1159.1,754.2,,404.9,532.2,92.6,,35.6,,,-122.0,624.8,-202.7,422.1,0.0,,,422.1,0.0,422.1,0.0,0.0,422.1,422.1,,442.0,0.955,0.955,0.955,448.2,0.94,0.94,0.94,
01/31/2008,5058.5,,,,-3361.8,,1696.7,,-1012.6,652.8,,359.8,684.1,-145.0,295.1,295.1,,,-150.1,539.1,-170.0,369.1,0.0,,,369.1,,369.1,0.0,0.0,369.1,369.1,,437.7,0.84,0.84,0.84,444.2,0.83,0.83,0.83,
04/30/2008,7978.2,,,,-5508.6,,2469.6,,-1141.9,766.6,,375.3,1327.7,-153.1,283.6,283.6,,,-130.5,1174.6,-411.1,763.5,0.0,,,763.5,,763.5,0.0,0.0,763.5,763.5,,433.7,1.76,1.76,1.76,439.6,1.74,1.74,1.74,
07/31/2008,7581.8,,,,-5421.9,,2159.9,,-1177.6,772.0,,405.6,982.3,-100.0,270.2,270.2,,,-170.2,882.3,-307.1,575.2,0.0,,,575.2,0.0,575.2,0.0,0.0,575.2,575.2,,429.3,1.34,1.34,1.34,434.4,1.32,1.32,1.32,
10/31/2008,7295.9,,,,-5540.7,,1755.2,0.0,-1269.8,768.8,,501.0,485.4,75.3,,29.9,,,-105.2,560.7,-223.0,337.7,-7.3,,,345.0,0.0,345.0,0.0,0.0,345.0,345.0,,423.9,0.81,0.79665,0.89,427.2,0.81,0.792912,0.89,
01/31/2009,5145.9,4560.2,466.6,119.1,-3542.5,3542.5,1603.4,0.0,-1055.2,638.9,219.4,196.9,548.2,-274.5,,274.5,,3.7,0.0,273.7,-73.5,203.9,0.0,0.0,0.0,203.9,,203.9,0.0,0.0,203.9,235.1,31.2,422.5,0.48,0.48,0.55645,423.7,0.48,0.48,0.553637,
04/30/2009,6747.8,6187.0,442.1,118.7,-4756.4,4756.4,1991.4,0.0,-1110.1,688.0,255.7,166.4,881.3,-269.4,,269.4,,-2.6,0.0,611.9,-137.1,472.2,0.0,0.0,0.0,472.2,,472.2,0.0,0.0,472.2,472.2,0.0,422.7,1.12,1.12,1.12,422.7,1.11,1.11,1.11,
07/31/2009,5884.6,5282.7,459.7,142.2,-4057.6,4057.6,1827.0,0.0,-1069.0,659.5,243.3,166.2,758.0,-249.3,,249.3,,-1.3,0.0,508.7,-87.9,419.5,0.0,0.0,0.0,419.5,0.5,420.0,0.0,0.0,420.0,420.0,0.0,422.9,0.99,0.99,0.99,424.8,0.99,0.99,0.99,
10/31/2009,5334.1,4726.3,473.7,134.1,-3898.7,3898.7,1435.4,0.0,-1241.3,794.0,258.7,188.6,194.1,-249.3,,249.3,,-6.3,0.0,-55.2,-161.4,-222.9,0.0,0.0,0.0,-222.9,0.1,-222.8,0.0,0.0,-222.8,-229.3,-6.5,423.1,-0.53,-0.53,-0.541952,423.1,-0.53,-0.53,-0.545363,
01/31/2010,4834.8,4237.3,467.2,130.3,-3205.5,3205.5,1629.3,0.0,-1046.5,642.1,235.7,168.7,582.8,-218.5,,218.5,,-8.8,0.0,364.3,-109.9,245.6,0.0,0.0,0.0,245.6,-2.4,243.2,0.0,0.0,243.2,243.2,0.0,423.6,0.57,0.57,0.57,427.5,0.57,0.57,0.57,
04/30/2010,7130.9,6548.2,435.1,147.6,-4765.2,4765.2,2365.7,0.0,-1169.5,733.3,266.0,170.2,1196.2,-207.3,,207.3,,9.3,0.0,988.9,-448.4,549.8,0.0,0.0,0.0,549.8,-2.3,547.5,0.0,-0.2,547.3,547.3,0.0,424.4,1.29,1.29,1.29,429.0,1.28,1.28,1.28,
07/31/2010,6836.9,6224.0,448.4,164.5,-4519.6,4519.6,2317.3,0.0,-1202.5,751.2,256.3,195.0,1114.8,-193.1,,193.1,,5.9,0.0,921.7,-308.1,619.5,0.0,0.0,0.0,619.5,-2.5,617.0,0.0,0.0,617.0,617.0,0.0,424.5,1.45,1.45,1.45,429.0,1.44,1.44,1.44,
10/31/2010,7202.0,6563.7,474.6,163.7,-4908.5,4908.5,2293.5,0.0,-1350.6,842.0,294.4,214.2,942.9,-192.6,,192.6,,4.3,0.0,750.3,-295.3,459.3,0.0,0.0,0.0,459.3,-2.1,457.2,0.0,0.0,457.2,486.1,28.9,423.6,1.08,1.08,1.147545,429.1,1.07,1.07,1.13735,
01/31/2011,6119.2,5513.8,460.1,145.3,-4094.1,4094.1,2025.1,0.0,-1076.6,665.0,268.9,142.7,948.5,-202.5,,202.5,,0.5,0.0,746.0,-232.2,514.3,0.0,0.0,0.0,514.3,-0.6,513.7,0.0,0.0,513.7,513.7,0.0,421.8,1.22,1.22,1.22,427.5,1.2,1.2,1.2,
04/30/2011,8909.7,8327.6,468.5,113.6,-6106.9,6106.9,2802.8,0.0,-1269.8,828.2,298.5,143.1,1533.0,-192.3,,192.3,,4.9,0.0,1340.7,-438.9,906.7,0.0,0.0,0.0,906.7,-2.4,904.3,0.0,-0.3,904.0,904.0,0.0,420.7,2.15,2.15,2.15,426.4,2.12,2.12,2.12,
07/31/2011,8371.9,7721.6,492.2,158.1,-5792.2,5792.2,2579.7,0.0,-1316.3,815.8,312.0,188.5,1263.4,-184.3,,184.3,,5.2,0.0,1079.1,-369.5,714.8,0.0,0.0,0.0,714.8,-2.5,712.3,0.0,0.0,712.3,712.3,0.0,417.4,1.71,1.71,1.71,422.0,1.69,1.69,1.69,
10/31/2011,8611.7,7903.1,501.9,206.7,-5926.2,5926.2,2685.5,0.0,-1448.3,859.7,346.8,241.8,1237.2,-180.3,,180.3,,-2.0,0.0,1056.9,-382.9,672.0,0.0,0.0,0.0,672.0,-2.4,669.6,0.0,0.0,669.6,669.6,0.0,410.4,1.63,1.63,1.63,414.5,1.62,1.62,1.62,
