Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Fed Funds Sold & Repos,Other Interbank Assets,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Other Investments,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,Credit Card Loans,Home Equity Loans,1-4 Family Residential Loans,Auto Loans,Student Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,Secs Sold Under Repo,Trading Account Liabilities,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2012,2321284.0,53343.0,519861.0,281991.0,237870.0,732991.0,367090.0,365892.0,9.0,0.0,302437.0,79819.0,222618.0,419510.0,124431.0,91118.0,123952.0,48920.0,12521.0,18568.0,0.0,721947.0,-22824.0,699123.0,14271.0,14271.0,50819.0,48178.0,2641.0,,79963.0,0.0,170913.0,,379580.0,760031.0,625342.0,134689.0,0.0,1139611.0,406418.0,233363.0,71471.0,,,,,101584.0,299058.0,,,,299058.0,,2765.0,73462.0,200277.0,2121591.0,9058.0,98536.0,4105.0,94431.0,-12177.0,99888.0,4388.0,199693.0,0.0,199693.0,2321284.0,
12/31/2012,2359141.0,53723.0,537127.0,296296.0,240831.0,746197.0,375045.0,371145.0,7.0,0.0,313183.0,59369.0,253814.0,420613.0,127993.0,88356.0,123277.0,49913.0,12191.0,18883.0,0.0,733796.0,-21936.0,711860.0,14519.0,14519.0,50410.0,48175.0,2235.0,29323.0,74983.0,0.0,140999.0,,398165.0,795428.0,658089.0,137339.0,0.0,1193593.0,414704.0,212278.0,61262.0,0.0,0.0,,31336.0,109828.0,280879.0,0.0,0.0,,280879.0,356.0,18063.0,70656.0,176821.0,2155072.0,9058.0,98709.0,4105.0,94604.0,-12002.0,104223.0,4081.0,204069.0,0.0,204069.0,2359141.0,
03/31/2013,2389349.0,45524.0,590036.0,218343.0,371693.0,726126.0,360382.0,365737.0,7.0,0.0,316939.0,61380.0,255559.0,411947.0,121865.0,85323.0,123541.0,50552.0,11927.0,18739.0,0.0,728886.0,-20780.0,708106.0,14541.0,14541.0,50149.0,48067.0,2082.0,,70609.0,0.0,184258.0,,383759.0,818748.0,685979.0,132769.0,0.0,1202507.0,398017.0,219563.0,63737.0,,,,,114717.0,326661.0,,,,326661.0,,2828.0,61989.0,190261.0,2182263.0,9958.0,97266.0,4105.0,93161.0,-13010.0,109402.0,3470.0,207086.0,0.0,207086.0,2389349.0,
06/30/2013,2439494.0,29214.0,680983.0,252507.0,428476.0,682444.0,327719.0,354719.0,6.0,0.0,313910.0,63836.0,250074.0,411676.0,124288.0,82318.0,123626.0,50865.0,11849.0,18730.0,0.0,725586.0,-19384.0,706202.0,14574.0,14574.0,50008.0,48057.0,1951.0,,73751.0,0.0,202318.0,,381829.0,821121.0,679455.0,141666.0,0.0,1202950.0,430186.0,230430.0,84208.0,,,,,115548.0,321302.0,,,,321302.0,,2886.0,64385.0,208546.0,2230255.0,11458.0,97521.0,4105.0,93416.0,-14071.0,114216.0,115.0,209239.0,0.0,209239.0,2439494.0,
09/30/2013,2463309.0,30664.0,729799.0,235916.0,493883.0,673116.0,316560.0,352040.0,4516.0,0.0,316347.0,103857.0,212490.0,412332.0,123982.0,79236.0,127791.0,50810.0,11664.0,18849.0,0.0,728679.0,-17571.0,711108.0,14876.0,14876.0,49917.0,48100.0,1817.0,,66788.0,0.0,187041.0,,420622.0,860480.0,725094.0,135386.0,0.0,1281102.0,390239.0,190386.0,87334.0,,,,,112519.0,312230.0,,,,312230.0,,2904.0,60785.0,209379.0,2256639.0,11158.0,97660.0,4105.0,93555.0,-14652.0,112135.0,369.0,206670.0,0.0,206670.0,2463309.0,
12/31/2013,2415689.0,39771.0,675632.0,248116.0,427516.0,662908.0,308905.0,329977.0,24026.0,0.0,321564.0,67815.0,253749.0,416854.0,127791.0,76790.0,128394.0,52757.0,11557.0,19565.0,0.0,738418.0,-16264.0,722154.0,14891.0,14891.0,49699.0,48081.0,1618.0,25757.0,65759.0,0.0,159118.0,,407474.0,880291.0,750510.0,129781.0,0.0,1287765.0,392869.0,175317.0,80430.0,0.0,0.0,,45434.0,91688.0,272072.0,0.0,0.0,,272072.0,104.0,19594.0,57314.0,174793.0,2204511.0,11158.0,97933.0,4105.0,93828.0,-14847.0,115756.0,1178.0,211178.0,0.0,211178.0,2415689.0,
03/31/2014,2476986.0,26321.0,759720.0,265168.0,494552.0,667782.0,315932.0,304579.0,47271.0,0.0,321529.0,70801.0,250728.0,409442.0,121512.0,74656.0,129888.0,52952.0,11442.0,18992.0,0.0,730971.0,-15847.0,715124.0,14919.0,14919.0,49554.0,48065.0,1489.0,,59272.0,0.0,184294.0,,398093.0,884612.0,754796.0,129816.0,0.0,1282705.0,401689.0,188791.0,91471.0,,,,,121427.0,321300.0,,,,321300.0,,2935.0,49138.0,199564.0,2257331.0,15083.0,96728.0,4105.0,92623.0,-13729.0,119318.0,2255.0,219655.0,0.0,219655.0,2476986.0,
06/30/2014,2520336.0,27523.0,756025.0,248149.0,507876.0,692083.0,330165.0,314069.0,47849.0,0.0,331676.0,73626.0,258050.0,414343.0,126129.0,72555.0,131839.0,53042.0,11325.0,19453.0,964.0,746983.0,-15326.0,731657.0,15216.0,15216.0,49449.0,48110.0,1339.0,,62378.0,0.0,186005.0,,435364.0,884387.0,760158.0,124229.0,0.0,1319751.0,402939.0,213042.0,87861.0,,,,,102036.0,315652.0,,,,315652.0,,2969.0,50795.0,200916.0,2293022.0,18463.0,96984.0,4105.0,92879.0,-15047.0,123497.0,3417.0,227314.0,0.0,227314.0,2520336.0,
09/30/2014,2527005.0,25372.0,747521.0,214336.0,533185.0,704562.0,338204.0,317532.0,48826.0,0.0,327438.0,75720.0,251718.0,415819.0,126959.0,70251.0,134553.0,52778.0,11149.0,20129.0,0.0,743257.0,-14889.0,728368.0,15177.0,15177.0,49244.0,47970.0,1274.0,,72453.0,0.0,184308.0,,459201.0,875333.0,757534.0,117799.0,0.0,1334534.0,374903.0,194805.0,84305.0,,,,,95793.0,316285.0,,,,316285.0,,2991.0,58951.0,208064.0,2295728.0,20063.0,97165.0,4105.0,93060.0,-16430.0,127234.0,3245.0,231277.0,0.0,231277.0,2527005.0,
12/31/2014,2573126.0,27831.0,810715.0,215803.0,594912.0,668017.0,320013.0,298752.0,49252.0,0.0,330914.0,77022.0,253892.0,426422.0,131048.0,69837.0,139973.0,54536.0,10970.0,20058.0,0.0,757336.0,-14185.0,743151.0,15133.0,15133.0,48839.0,47647.0,1192.0,22627.0,78975.0,0.0,157838.0,,456636.0,906791.0,776733.0,130058.0,0.0,1363427.0,370366.0,188875.0,81699.0,0.0,0.0,,,99792.0,329198.0,0.0,0.0,,329198.0,257.0,20436.0,71116.0,186261.0,2341061.0,20063.0,97375.0,4105.0,93270.0,-17856.0,130315.0,2168.0,232065.0,0.0,232065.0,2573126.0,
03/31/2015,2577148.0,22821.0,834103.0,219344.0,614759.0,648543.0,317407.0,281872.0,49264.0,0.0,335713.0,82407.0,253306.0,428472.0,123257.0,65705.0,152642.0,55455.0,9053.0,22360.0,0.0,764185.0,-14065.0,750120.0,14963.0,14963.0,48581.0,47453.0,1128.0,,81574.0,0.0,176443.0,,459729.0,908158.0,780779.0,127379.0,0.0,1367887.0,365705.0,192466.0,84437.0,,,,,88802.0,331699.0,,,,331699.0,,2870.0,73836.0,199287.0,2341284.0,21493.0,96350.0,4105.0,92245.0,-18436.0,134048.0,2409.0,235864.0,0.0,235864.0,2577148.0,
06/30/2015,2449599.0,24095.0,710185.0,212850.0,497335.0,628214.0,310419.0,266201.0,51594.0,0.0,346936.0,85213.0,261723.0,444311.0,126025.0,65063.0,164250.0,56330.0,8763.0,23880.0,0.0,791247.0,-13915.0,777332.0,15073.0,15073.0,48567.0,47476.0,1091.0,,67451.0,0.0,178682.0,,453829.0,833503.0,711827.0,121676.0,0.0,1287332.0,333592.0,179845.0,80396.0,,,,,73351.0,336695.0,,,,336695.0,,2876.0,59026.0,188873.0,2208394.0,24918.0,96309.0,4105.0,92204.0,-19397.0,138294.0,1081.0,241205.0,0.0,241205.0,2449599.0,
09/30/2015,2417121.0,21258.0,700331.0,218467.0,481864.0,599700.0,293040.0,256491.0,50169.0,0.0,350509.0,89481.0,261028.0,458948.0,126979.0,62620.0,180713.0,57174.0,10354.0,21108.0,0.0,809457.0,-13466.0,795991.0,14709.0,14709.0,48441.0,47405.0,1036.0,,68668.0,0.0,168023.0,,425158.0,847948.0,720114.0,127834.0,0.0,1273106.0,311483.0,175309.0,84334.0,,,,,51840.0,341678.0,,,,341678.0,,3105.0,57140.0,184881.0,2171393.0,26068.0,96421.0,4105.0,92316.0,-20541.0,143050.0,730.0,245728.0,0.0,245728.0,2417121.0,
12/31/2015,2351698.0,20490.0,651311.0,212575.0,438736.0,574989.0,284162.0,241754.0,49073.0,0.0,361015.0,90836.0,270179.0,476284.0,131463.0,60548.0,192248.0,60255.0,10096.0,21674.0,0.0,837299.0,-13555.0,823744.0,14362.0,14362.0,48340.0,47325.0,1015.0,22846.0,59677.0,0.0,135939.0,,407210.0,872505.0,,,0.0,1279715.0,263452.0,146475.0,74107.0,0.0,0.0,,,42870.0,288651.0,0.0,0.0,,288651.0,123.0,19881.0,52790.0,199513.0,2104125.0,26068.0,96605.0,4105.0,92500.0,-21691.0,146420.0,171.0,247573.0,0.0,247573.0,2351698.0,
03/31/2016,2423808.0,18212.0,686353.0,223220.0,463133.0,581267.0,295944.0,237391.0,47932.0,0.0,366693.0,96101.0,270592.0,480620.0,126090.0,58454.0,201327.0,62937.0,9783.0,22029.0,0.0,847313.0,-13994.0,833319.0,14195.0,14195.0,48250.0,47310.0,940.0,,70209.0,0.0,172003.0,,404195.0,917621.0,812667.0,104954.0,0.0,1321816.0,286155.0,155844.0,87963.0,,,,,42348.0,329427.0,,,,329427.0,,3205.0,59319.0,173729.0,2173651.0,26068.0,95887.0,4105.0,91782.0,-22289.0,149730.0,761.0,250157.0,0.0,250157.0,2423808.0,
06/30/2016,2466096.0,19710.0,686087.0,237267.0,448820.0,580957.0,302347.0,224799.0,53811.0,0.0,379774.0,99230.0,280544.0,493030.0,131591.0,56371.0,209064.0,64056.0,9512.0,22436.0,0.0,872804.0,-14227.0,858577.0,14262.0,14262.0,48220.0,47303.0,917.0,,78446.0,0.0,179837.0,,414274.0,916684.0,,,0.0,1330958.0,304462.0,163054.0,101194.0,,,,,40214.0,335854.0,,,,335854.0,,3220.0,57764.0,181415.0,2213673.0,26068.0,96079.0,4105.0,91974.0,-25070.0,153749.0,1597.0,252423.0,0.0,252423.0,2466096.0,
09/30/2016,2521029.0,21390.0,738034.0,232637.0,505397.0,581659.0,309258.0,220390.0,52011.0,0.0,390823.0,104239.0,286584.0,497231.0,133435.0,54188.0,213155.0,64512.0,9251.0,22690.0,0.0,888054.0,-14204.0,873850.0,14208.0,14208.0,48189.0,47302.0,887.0,,65579.0,0.0,178120.0,,429309.0,946829.0,,,0.0,1376138.0,300354.0,163667.0,95126.0,,,,,41561.0,351651.0,,,,351651.0,,3232.0,48143.0,187180.0,2266698.0,26068.0,96208.0,4105.0,92103.0,-27268.0,157870.0,1453.0,254331.0,0.0,254331.0,2521029.0,
12/31/2016,2490972.0,23873.0,692138.0,229967.0,462171.0,597111.0,308052.0,238891.0,50168.0,0.0,388305.0,104791.0,283514.0,506460.0,141816.0,51965.0,214940.0,65814.0,8989.0,22936.0,0.0,894765.0,-13776.0,880989.0,14131.0,14131.0,48150.0,47288.0,862.0,22014.0,64078.0,0.0,148488.0,,415595.0,959584.0,,,0.0,1375179.0,287537.0,161963.0,87428.0,0.0,0.0,,,38146.0,334292.0,0.0,0.0,,334292.0,224.0,22219.0,49231.0,168100.0,2236782.0,26068.0,95732.0,4105.0,91627.0,-28854.0,162440.0,-1196.0,254190.0,0.0,254190.0,2490972.0,
03/31/2017,2546290.0,20484.0,722786.0,190566.0,532220.0,628300.0,346450.0,232937.0,48913.0,0.0,393903.0,108070.0,285833.0,502071.0,135016.0,48234.0,185114.0,65568.0,6253.0,61886.0,0.0,895974.0,-13413.0,882561.0,14227.0,14227.0,48139.0,47292.0,847.0,,56063.0,0.0,173730.0,,416895.0,1006104.0,,,0.0,1422999.0,313479.0,178887.0,90913.0,,,,,43679.0,326174.0,,,,326174.0,,3225.0,44575.0,179975.0,2290427.0,26068.0,94500.0,4105.0,90395.0,-30424.0,166663.0,-944.0,255863.0,0.0,255863.0,2546290.0,
06/30/2017,2563174.0,21781.0,736604.0,218570.0,518034.0,614016.0,350558.0,215697.0,47761.0,0.0,394426.0,109904.0,284522.0,514341.0,140141.0,46330.0,189661.0,65627.0,75.0,72507.0,0.0,908767.0,-13363.0,895404.0,14206.0,14206.0,48127.0,47300.0,827.0,,56506.0,0.0,176530.0,,412073.0,1027400.0,,,0.0,1439473.0,310392.0,160623.0,91628.0,,,,,58141.0,323871.0,,,,323871.0,,3252.0,41795.0,185908.0,2304691.0,26068.0,94709.0,4105.0,90604.0,-33369.0,171488.0,-413.0,258483.0,0.0,258483.0,2563174.0,
09/30/2017,2563074.0,21994.0,722944.0,185454.0,537490.0,625446.0,362158.0,216209.0,47079.0,0.0,398569.0,76418.0,322151.0,515192.0,141313.0,44542.0,195134.0,65102.0,47.0,69054.0,0.0,913761.0,-13539.0,900222.0,14218.0,14218.0,48117.0,47309.0,808.0,,58260.0,0.0,171873.0,,408770.0,1030257.0,,,0.0,1439027.0,312449.0,164330.0,89089.0,,,,,59030.0,317006.0,,,,317006.0,,3271.0,39446.0,193493.0,2304692.0,26068.0,94802.0,4105.0,90697.0,-37985.0,175827.0,-330.0,258382.0,0.0,258382.0,2563074.0,
12/31/2017,2533600.0,25827.0,707828.0,198422.0,509406.0,575279.0,325321.0,202225.0,47733.0,0.0,408505.0,112562.0,295943.0,522192.0,149511.0,44249.0,236273.0,66242.0,,25917.0,0.0,930697.0,-13604.0,917093.0,14159.0,14159.0,48362.0,47507.0,855.0,8111.0,56523.0,0.0,180418.0,,409221.0,1034761.0,,,0.0,1443982.0,296604.0,154342.0,85886.0,0.0,0.0,,,56376.0,310161.0,0.0,0.0,,310161.0,587.0,12241.0,37777.0,176555.0,2277907.0,26068.0,94684.0,4105.0,90579.0,-42595.0,177676.0,-140.0,255693.0,0.0,255693.0,2533600.0,
03/31/2018,2609785.0,24834.0,753718.0,247608.0,506110.0,593556.0,355368.0,209146.0,29042.0,0.0,420615.0,114043.0,306572.0,513809.0,140414.0,40777.0,199548.0,66042.0,,67028.0,0.0,934424.0,-13375.0,921049.0,14382.0,14382.0,48331.0,47499.0,832.0,,56914.0,0.0,197001.0,,414875.0,1072086.0,,,0.0,1486961.0,341346.0,177873.0,99588.0,,,,,63885.0,296033.0,,,,296033.0,,2216.0,36949.0,190079.0,2353584.0,26068.0,93316.0,4105.0,89211.0,-45954.0,183855.0,-1084.0,256201.0,0.0,256201.0,2609785.0,
06/30/2018,2590050.0,23680.0,716251.0,226505.0,489746.0,593304.0,360289.0,202009.0,31006.0,0.0,428462.0,113340.0,315122.0,519952.0,145255.0,39033.0,202205.0,65014.0,,68445.0,0.0,948414.0,-13250.0,935164.0,14132.0,14132.0,48294.0,47488.0,806.0,,58510.0,0.0,200715.0,,402343.0,1049779.0,,,0.0,1452122.0,346538.0,174500.0,107327.0,,,,,64711.0,294437.0,,,,294437.0,,2227.0,42511.0,194757.0,2332592.0,26068.0,93497.0,4105.0,89392.0,-50829.0,189881.0,-1159.0,257458.0,0.0,257458.0,2590050.0,
09/30/2018,2615183.0,23225.0,735938.0,217632.0,518306.0,591163.0,359765.0,200030.0,31368.0,0.0,423837.0,79112.0,344725.0,530481.0,147881.0,37461.0,205389.0,63619.0,,76131.0,0.0,954318.0,-13128.0,941190.0,14180.0,14180.0,48264.0,47483.0,781.0,,60062.0,0.0,201161.0,,393730.0,1065032.0,,,0.0,1458762.0,355700.0,180807.0,109457.0,,,,,65436.0,290365.0,,,,290365.0,,2239.0,41693.0,207468.0,2356227.0,27764.0,93438.0,4105.0,89333.0,-54980.0,195180.0,-2446.0,258956.0,0.0,258956.0,2615183.0,
12/31/2018,2622532.0,22324.0,690052.0,321588.0,368464.0,621329.0,359501.0,230394.0,31434.0,0.0,454190.0,115401.0,338789.0,530269.0,156632.0,37303.0,246149.0,63573.0,,26612.0,95.0,984554.0,-13445.0,971109.0,14934.0,14934.0,48219.0,47471.0,748.0,7966.0,54213.0,0.0,192386.0,,388597.0,1082069.0,,,0.0,1470666.0,339846.0,181456.0,88250.0,0.0,0.0,,,70140.0,302272.0,0.0,0.0,,302272.0,503.0,13551.0,56523.0,182656.0,2366017.0,26068.0,93267.0,4105.0,89162.0,-60494.0,199202.0,-1528.0,256515.0,0.0,256515.0,2622532.0,
03/31/2019,2737188.0,21946.0,702984.0,299140.0,403844.0,750434.0,483069.0,236516.0,30849.0,0.0,441804.0,116173.0,325631.0,514441.0,150527.0,34417.0,196182.0,62786.0,,70529.0,0.0,956245.0,-13533.0,942712.0,32432.0,32432.0,48211.0,47474.0,737.0,,50333.0,0.0,188136.0,,381827.0,1111614.0,,,0.0,1493441.0,413084.0,208338.0,117904.0,1198.0,,1198.0,,85644.0,324212.0,7364.0,,7364.0,316848.0,,2293.0,39003.0,205318.0,2477351.0,26993.0,92275.0,4105.0,88170.0,-64289.0,205437.0,-579.0,259837.0,0.0,259837.0,2737188.0,
06/30/2019,2727379.0,23164.0,643399.0,267864.0,375535.0,777759.0,470495.0,276357.0,30907.0,0.0,446591.0,115603.0,330988.0,510298.0,157576.0,32958.0,186575.0,62073.0,,71116.0,0.0,956889.0,-13166.0,943723.0,32783.0,32783.0,48209.0,47477.0,732.0,,52878.0,0.0,205464.0,,414656.0,1109705.0,,,0.0,1524361.0,368520.0,192837.0,106160.0,787.0,,787.0,,68736.0,322071.0,7617.0,,7617.0,314454.0,,2316.0,41479.0,205417.0,2464164.0,26993.0,92464.0,4105.0,88359.0,-69428.0,212093.0,1093.0,263215.0,0.0,263215.0,2727379.0,
09/30/2019,2764661.0,21215.0,631109.0,257391.0,373718.0,834549.0,440298.0,353421.0,40830.0,0.0,449017.0,115826.0,333191.0,496201.0,159571.0,31552.0,171787.0,61410.0,,71881.0,0.0,945218.0,-13235.0,931983.0,33277.0,33277.0,48659.0,47818.0,841.0,,55577.0,0.0,208292.0,,414977.0,1110284.0,,,0.0,1525261.0,387606.0,245707.0,90553.0,394.0,,394.0,,50952.0,323018.0,8031.0,,8031.0,314987.0,,2371.0,47790.0,214267.0,2500313.0,28363.0,92617.0,4105.0,88512.0,-76299.0,217888.0,1779.0,264348.0,0.0,264348.0,2764661.0,
12/31/2019,2687379.0,21704.0,630842.0,249157.0,381685.0,759576.0,361337.0,350699.0,47540.0,0.0,455805.0,117949.0,337856.0,503964.0,168924.0,31294.0,215025.0,61522.0,,27199.0,0.0,959769.0,-13123.0,946646.0,34003.0,34003.0,48642.0,47823.0,819.0,8203.0,49766.0,0.0,187997.0,,415754.0,1146677.0,,,0.0,1562431.0,311719.0,181692.0,85520.0,1604.0,0.0,1604.0,,42903.0,316240.0,6901.0,0.0,6901.0,309339.0,1700.0,15487.0,33757.0,184715.0,2426049.0,26993.0,92627.0,4105.0,88522.0,-83049.0,223211.0,1548.0,261330.0,0.0,261330.0,2687379.0,
03/31/2020,3139431.0,24001.0,731952.0,248580.0,483372.0,938076.0,466932.0,399944.0,71200.0,,565727.0,121713.0,444014.0,449648.0,154021.0,196401.0,,61468.0,,37758.0,0.0,1015375.0,-23244.0,992131.0,34122.0,34122.0,48600.0,47800.0,800.0,,81648.0,0.0,288901.0,,470387.0,1365622.0,,,0.0,1836009.0,413842.0,230590.0,128726.0,,,,,54526.0,327490.0,8516.0,,8516.0,318974.0,,2389.0,55470.0,242969.0,2878169.0,30063.0,91962.0,4105.0,87857.0,-88386.0,220226.0,7397.0,261262.0,0.0,261262.0,3139431.0,
06/30/2020,3213115.0,20544.0,872869.0,256980.0,615889.0,1009987.0,451196.0,485883.0,72908.0,,527945.0,122636.0,405309.0,450573.0,141656.0,188576.0,,59287.0,,61054.0,0.0,978518.0,-32092.0,946426.0,34467.0,34467.0,48589.0,47811.0,778.0,,74846.0,0.0,205387.0,,552481.0,1378548.0,,,0.0,1931029.0,395528.0,233566.0,111867.0,,,,,50095.0,346257.0,8426.0,,8426.0,337831.0,,2397.0,53345.0,220093.0,2948649.0,30063.0,92230.0,4105.0,88125.0,-88337.0,221732.0,8778.0,264466.0,0.0,264466.0,3213115.0,
