Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
05/05/2007,7.4,7.185,7.185,,27.016423,2.743911,1.374391,0.219207,0.219207,,0.219207,0.219207,,0,-1.972303,-4.443702,0.427162,-9.679595,,
08/04/2007,7.482453,7.28931,7.28931,,27.499036,1.947098,0.676333,-0.22924,-0.22924,,-0.22924,-0.22924,,0,1.951899,-1.495889,0.42299,-9.068951,,
11/03/2007,56.771241,12.476,10.179,,20.457314,1.716279,0.783574,0.06,0.06,0.06,0.05,0.05,0.05,0,-0.288339,-3.40839,0.061862,3.483154,,
02/02/2008,56.906,59.252,56.773,,5.448787,0.613778,0.421679,0.24,0.24,0.24,0.23,0.23,0.23,0,0.876896,0.397478,0.066583,3.716708,,
05/03/2008,57.275,58.98,56.956,,4.201454,0.352939,0.141934,0.08,0.08,0.076507,0.07,0.07,0.0714,0,-0.024879,-0.56117,0.069402,3.821842,,
08/02/2008,57.523,59.012,57.435,,4.337268,0.340263,0.125481,0.06,0.06,0.065626,0.06,0.06,0.061377,0,0.391242,-0.26214,0.056586,3.900196,,
11/01/2008,57.663,59.013,57.591,,4.425049,0.397128,0.166797,0.09,0.09,0.068018,0.09,0.09,0.068018,0,0.146342,-0.349152,0.063264,4.007908,,
01/31/2009,57.74,58.853,57.715,,5.915169,0.610413,0.370857,0.21,0.21,0.19829,0.21,0.21,0.195664,0,0.792186,0.545196,0.063007,4.242605,4.242605,
05/02/2009,57.749,58.75,57.743,,4.655543,0.421159,0.155066,0.09,0.09,0.085644,0.08,0.08,0.080431,0,0.310981,0.097622,0.066495,4.351954,,
08/01/2009,57.884,59.045,57.819,,4.730953,0.453674,0.177035,0.1,0.1,0.101078,0.1,0.1,0.101078,0,0.897871,0.596309,0.063282,4.475434,,
10/31/2009,58.104,59.376,57.979,,4.899067,0.519102,0.253385,0.15,0.15,0.146083,0.14,0.14,0.140164,0,0.777195,0.438555,0.065314,4.651212,,
01/30/2010,58.169,59.774,58.116,,6.820222,0.854704,0.589717,0.35,0.35,0.349683,0.34,0.34,0.341609,0,0.996197,0.674169,0.069057,5.030308,5.030308,
05/01/2010,58.59,60.276,58.306,,5.491648,0.673173,0.400165,0.23,0.23,0.236495,0.23,0.23,0.232124,0,0.16837,0.036343,0.147977,5.300188,,
07/31/2010,58.86,60.672,58.727,,5.47966,0.645887,0.378974,0.22,0.22,0.221976,0.22,0.22,0.219571,0,0.516083,0.092326,0.270404,5.571033,,
10/30/2010,59.337,61.057,59.063,,5.742665,0.683965,0.41129,0.24,0.24,0.236081,0.23,0.23,0.225752,0,0.514163,-0.200007,0.140738,5.890743,,
01/29/2011,60.202,61.919,59.738,,7.92894,1.108875,0.820315,0.5,0.5,0.50524,0.49,0.49,0.49126,0,1.775252,1.401118,1.846866,6.686373,6.686373,
04/30/2011,61.072,62.758,60.554,,6.374575,0.934207,0.645044,0.38,0.38,0.389835,0.37,0.37,0.37494,0,0.073273,-0.249414,1.912677,7.357971,,
07/30/2011,61.188,63.241,61.126,,6.454978,0.957858,0.648824,0.39,0.39,0.39028,0.38,0.38,0.379229,0,0.92432,0.382178,2.329623,7.812512,,
10/29/2011,61.772,63.419,61.451,,6.721892,1.032579,0.719728,0.44,0.44,0.44,0.42,0.42,0.42,0,0.268881,-0.46367,2.115149,8.489801,,
01/28/2012,62.209,63.681,61.905,,9.409757,2.409789,1.183216,0.75,0.75,0.755315,0.73,0.73,0.737267,0,3.568161,1.490203,4.078799,9.399026,9.399026,
04/28/2012,63.883,64.072,62.496,,7.586054,1.254976,0.919195,0.56,0.56,0.560576,0.54,0.54,0.542587,1,0.200749,-0.196061,4.169263,9.155879,,
10/27/2012,63.765,64.483,63.484,,7.964842,1.315686,0.965708,0.6,0.6,0.600781,0.59,0.59,0.589829,0,0.649392,-0.495652,3.006728,11.087587,,
02/02/2013,64.009,64.675,63.901,,11.875166,3.004632,1.623856,1.01,1.01,1.016425,1.0,1.0,1.006472,0,3.740176,0.78908,5.006718,12.29424,12.29424,
05/04/2013,63.758,64.495,63.842,,9.127408,1.448482,1.060352,0.66,0.66,0.671205,0.65,0.65,0.665893,0,0.670953,0.013017,4.598858,12.605853,,
08/03/2013,63.914,64.331,63.834,,9.415014,1.548328,1.141523,0.7,0.7,0.708172,0.7,0.7,0.704577,0,0.653022,-0.224645,4.478049,13.462809,,
02/01/2014,64.231,64.607,64.232,,13.51479,2.223954,1.776965,1.1,1.1,1.069259,1.09,1.09,1.059023,0,3.543281,2.779518,6.530741,15.616976,15.616976,
05/03/2014,64.324,64.607,64.273,,11.105285,1.732516,1.258398,0.78,0.78,0.786039,0.77,0.77,0.778793,0,1.146562,0.538126,7.100134,16.475281,,
08/02/2014,64.184,64.636,64.349,,11.410216,2.018338,1.522619,0.94,0.94,0.962007,0.94,0.94,0.957176,0,0.925189,0.070615,7.216814,17.543952,,
