Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Equity Float,Source: Bloomberg
10/31/2015,8.554146,,10.750795,10.750795,8.554146,25642.24,1878.0,,
01/31/2016,7.996267,-6.521739,8.711049,9.22825,6.755567,23846.08,1742.520142,1742.519,
04/30/2016,9.681526,21.075581,7.943965,10.776945,6.982205,28721.84,1716.564087,1716.563,
07/31/2016,12.215227,26.170468,9.681526,12.726616,8.937688,34977.28,1661.714722,1660.244,
10/31/2016,13.057857,6.898192,12.284962,13.673848,11.988589,35839.65,1665.537354,1664.192,
01/31/2017,13.179893,0.934579,13.028801,14.406065,12.505789,37716.84,1664.817139,1662.825,
04/30/2017,14.451021,9.644448,13.208949,14.567374,12.784729,30664.98,1657.704,1655.967965,
07/31/2017,13.582253,-6.011809,14.497562,14.862134,12.697972,28436.24,1642.63,1640.794965,
10/31/2017,13.92,2.486678,13.613281,15.12,12.97,22202.4,1619.464,1617.714965,
01/31/2018,16.4,17.816092,13.94,17.065,12.815,25698.8,1593.886,1591.080965,
04/30/2018,17.05,3.963415,16.4,19.475,14.655,26035.35,1553.205,1549.705965,
07/31/2018,15.44,-9.442815,16.99,17.82,14.46,22882.08,1513.961,1511.793965,
10/31/2018,15.25,-1.23057,15.42,17.59,14.36,21700.75,1471.648,1469.711965,
01/31/2019,15.59,2.229508,15.24,16.5187,12.0868,21483.02,1398.678,1396.563965,
04/30/2019,15.81,1.411161,15.69,16.97,15.05,21280.26,1370.378287,1368.324951,
07/31/2019,14.37,-9.108159,15.95,16.07,13.55,18824.7,1339.148624,1337.085449,
10/31/2019,16.41,14.196242,14.33,16.545,12.52,21234.54,1305.601258,1303.002563,
01/31/2020,13.93,-15.112736,16.1,17.59,13.81,18011.49,1292.925893,1290.055054,
04/30/2020,10.06,-27.781766,14.06,15.18,7.43,12896.92,1288.341672,1285.286743,
07/31/2020,9.87,-1.888668,9.81,11.71,8.62,12692.82,1284.757155,1281.673462,
09/06/2020,9.59,,9.6,9.77,9.42,12336.41836917,1286.384,1283.3,
