Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,EV/Sales,EV/EBITDA,EV/Market Cap,Total Debt/EV,EV/Net Income,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1994,583.85598,-10.489,0.0,0.0,260.761002,834.127981,,,1.428654,0.312615,,583.631996,833.903997,18.505945,,
06/30/1994,696.135986,-85.994003,0.0,0.0,298.595001,908.736984,,,1.305402,0.328582,,595.111992,807.71299,16.909409,,
09/30/1994,690.387487,-25.77,0.0,0.0,478.914009,1143.531496,,,1.656362,0.418803,,689.603748,1142.747757,21.072409,,
12/31/1994,723.867486,-7.261,0.0,0.0,523.164001,1239.770487,8.809693,16.041956,1.712704,0.421985,64.783952,722.818139,1238.72114,22.779613,,
03/31/1995,717.781478,-12.386,0.0,0.0,530.37999,1235.775468,7.744167,13.867666,1.72166,0.429188,56.500342,709.359375,1227.353365,22.102255,,
06/30/1995,763.828748,-14.017,105.0,0.0,488.564987,1343.376735,7.558185,13.495441,1.758741,0.363684,45.595381,763.696014,1343.244001,24.002148,,
09/30/1995,798.641224,-7.031,105.0,0.0,526.723999,1423.334223,7.555053,13.515019,1.782195,0.370063,45.925858,739.332742,1364.025741,23.497751,,
12/31/1995,845.625,-2.904,105.0,0.0,530.339005,1478.060004,7.505433,13.385194,1.747891,0.358807,44.617985,809.760017,1442.195022,24.258379,,
03/31/1996,829.910226,-8.842,105.0,0.0,571.03299,1497.101216,7.2515,13.091699,1.803932,0.381426,40.976057,825.829861,1493.020851,24.410248,,
06/30/1996,815.71583,-7.592,105.0,2.007,617.13501,1532.26584,7.094217,12.945589,1.878431,0.40276,46.245913,814.573755,1531.123765,24.983849,,
09/30/1996,789.254646,-7.803,105.0,2.03,795.894012,1684.375659,7.351019,13.417364,2.134135,0.472516,47.518144,822.415993,1717.537005,27.644333,,
12/31/1996,1270.729549,-13.452,105.0,2.029,1044.835022,2409.141572,9.880861,18.076063,1.895873,0.433696,63.413481,914.236526,2052.648549,27.189246,,
03/31/1997,1275.388292,-18.617001,105.0,2.027,1110.462982,2474.261274,8.872613,16.039136,1.940006,0.448806,54.325639,1257.776789,2456.64977,26.475942,,
06/30/1997,,,,,,,,,,,,1234.823294,,,,
09/30/1997,1322.424431,-5.383,255.0,10.482,1100.144989,2682.66842,7.61017,,2.028599,0.410094,40.927401,1320.105057,2680.349046,28.154231,,
12/31/1997,1242.785157,-0.473,255.0,14.693,1156.226013,2668.23117,6.881247,,2.146977,0.433331,38.036624,1241.45491,2666.900923,27.686531,,
