Date,Cash From Operating Activities,Net Income,Depreciation Expense,Amortization - Nuclear Fuel,AFC - Debts & Equity,Deferred Income Taxes,Investment Tax Credits,Other Non-Cash Adjustments,Changes In Restricted Bond Proceeds,Accts Receivable & Unbilled Revenue,Changes in Fossil Fuel,Change In Inventories,Prepayments & Others,Accounts Payable & Accruals,Accrued Taxes,Change in Other Working Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Additions to Utility Plant Less AFC,Changes in Decommissioning Funds,Non-Utility Cap Expenditure,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1990,322.701996,50.860001,,,,,,271.84201,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1990,265.907013,107.627998,,,,,,158.279007,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1990,350.002991,-557.924988,,,,,,907.927979,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1990,142.783005,52.032001,,,,,,90.750999,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1991,309.839996,-53.557999,,,,,,363.39801,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1991,235.431,84.943001,,,,,,150.488007,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1991,387.239014,197.875,,,,,,189.363998,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1991,298.21701,52.574001,,,,,,245.643005,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1992,299.428986,84.782997,,,,,,214.645996,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1992,226.809006,114.898003,,,,,,111.911003,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1992,217.697006,198.832001,,,,,,18.865,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1992,341.493988,112.400002,,,,,,229.093994,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,341.493988,
03/31/1993,248.811005,103.226997,142.731995,,-21.334999,,,1.201,0.0,,,,0.0,,,22.986,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1993,238.488998,121.188004,147.268005,,-18.657,,,-21.561001,0.0,,,,0.0,,,10.251,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1993,555.968994,151.233994,152.694,,-12.674,,,89.347,0.0,,,,0.0,,,175.367996,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1993,235.595993,95.763,155.695007,,-13.572,10.225,,206.667999,0.0,,,,0.0,,-10.578,-162.632996,,,,,,,,,,,,,,,,,,,235.595993,
03/31/1994,351.127014,104.369003,166.994995,,-10.85,49.985001,,16.094,0.0,,,,0.0,,,24.534,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1994,305.234009,135.720993,170.195999,,-4.874,-5.568,,-77.917,0.0,,,,0.0,,,87.676003,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1994,464.980988,232.123993,206.186996,,-3.938,23.226,,5.804,0.0,,,,0.0,,,1.578,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1994,289.67099,86.055,180.477997,,-4.369,25.131001,,116.164001,0.0,,,,0.0,,,-113.788002,,,0.0,,,,,,,,,,,,,0.0,,,289.67099,
