Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,3204,-1336,1868,-1266,602,-830,,16,-212,-10,-222,,,-222,0,-222,,,-222,,-3.6,-3.6,61.519598,-3.6,-3.6,-3.6,61.519598,
06/30/1990,3459,-1386,2073,-1338,735,-797,,-2,-64,-44,-108,,,-108,0,-108,,,-108,,-1.75,-1.75,61.5284,-1.75,-1.75,-1.75,61.5284,
09/30/1990,3529,-1415,2114,-1408,706,-845,,-65,-204,10,-194,108.0,,-86,0,-86,,,-194,,-1.8,-0.8,106.451404,-1.8,-1.8,-0.8,106.451404,
12/31/1990,3687,-1515,2172,-1397,775,-704,,7,78,-16,62,-75.0,,-13,-50,-63,,,12,,0.1,-0.5,116.008203,0.1,0.1,-0.5,116.008203,
03/31/1991,3470,-1440,2030,-1383,647,-627,,-10,10,-5,5,,,5,-52,-47,,,-47,,-0.4,-0.4,124.728198,-0.4,-0.4,-0.4,124.728198,
06/30/1991,3780,-1522,2258,-1485,773,-597,,-13,163,-84,79,,,79,-56,23,,,23,,0.15,0.15,175.308801,0.15,0.15,0.15,175.308801,
09/30/1991,3763,-1506,2257,-1495,762,-516,,-21,225,-102,123,,,123,-57,66,,,66,,0.35,0.35,180.498804,0.35,0.35,0.35,180.498804,
12/31/1991,3976,-1620,2356,-1604,752,-477,,-25,250,-89,161,,,161,-8,153,,,153,,0.7,0.7,197.994897,0.7,0.7,0.7,197.994897,
03/31/1992,3643,-1444,2199,-1535,664,-381,,-5,278,-134,144,-159.0,,-15,-8,-23,,,136,,0.5,-0.1,268.091602,0.5,0.5,-0.1,268.091602,
06/30/1992,3983,-1518,2465,-1697,768,-372,,4,400,-191,209,-122.0,,87,-8,79,,,201,,0.75,0.3,273.348193,0.75,0.75,0.3,273.348193,
09/30/1992,4021,-1651,2370,-1607,763,-350,,12,425,-173,252,-70.0,,182,-7,175,,,245,,0.9,0.65,272.86521,0.9,0.9,0.65,272.86521,
12/31/1992,4087,-1713,2374,-1671,703,-346,,-4,353,-182,171,-126.0,,45,-8,37,,,163,,0.6,0.15,226.916699,0.6,0.6,0.15,226.916699,
03/31/1993,3736,-1534,2202,-1519,683,-315,,2,370,-160,210,-47.0,,163,-6,157,,,204,,0.75,0.6,271.644604,0.75,0.75,0.6,271.644604,
06/30/1993,3719,-1526,2193,-1611,582,-296,,-7,279,-137,142,-65.0,,77,-7,70,,,135,,0.5,0.25,270.440991,0.5,0.5,0.25,270.440991,
09/30/1993,3598,-1649,1949,-1518,431,-285,,-13,133,-59,74,2.0,0.0,76,-20,56,,,54,,0.2,0.2,270.096997,0.2,0.2,0.2,270.096997,
12/31/1993,4051,-1931,2120,-2438,-318,-294,,-59,-671,242,-429,-32.0,0.0,-461,-35,-496,,,-464,,-1.7,-1.8,276.941797,-1.7,-1.7,-1.8,276.941797,
03/31/1994,3572,-1572,2000,-1368,632,-291,,-12,329,-135,194,1.0,0.0,195,-33,162,,,161,,0.6,0.6,273.093604,0.6,0.6,0.6,273.093604,
06/30/1994,3784,-1692,2092,-1417,675,-297,,-31,347,-155,192,-146.0,0.0,46,-32,14,,,160,,0.53,0.05,303.890405,0.53,0.53,0.05,303.890405,
09/30/1994,3966,-1815,2151,-1473,678,-240,,-38,400,-184,216,0.0,0.0,216,-33,183,,,183,,0.56,0.56,326.517993,0.56,0.56,0.56,326.517993,
12/31/1994,4044,-1898,2146,-1581,565,-237,,-29,299,-137,162,-100.0,0.0,62,-33,29,,,129,,0.4,0.1,330.070801,0.4,0.4,0.1,330.070801,
03/31/1995,3540,-1625,1915,-1295,620,-220,,-36,364,-159,205,0.0,-7.0,198,-33,165,,,165,,0.51,0.51,329.619995,0.51,0.51,0.51,329.619995,
06/30/1995,4081,-1871,2210,-1566,644,-222,,-119,303,-134,169,0.0,-16.0,153,-32,121,,,121,,0.37,0.37,326.231995,0.37,0.37,0.37,326.231995,
09/30/1995,4063,-1883,2180,-1539,641,-221,,15,435,-190,245,-16.0,-13.0,216,-34,182,,,198,,0.61,0.56,326.528992,0.61,0.61,0.56,326.528992,
12/31/1995,4324,-2089,2235,-1648,587,-236,,-187,164,-97,67,0.0,-23.0,44,-11,33,,,33,,0.11,0.11,330.505005,0.11,0.11,0.11,330.505005,
03/31/1996,3886,-1801,2085,-1445,640,-234,,-35,371,-163,208,0.0,-10.0,198,-11,187,,,187,0.58,0.58,0.58,323.0,0.57,0.57,0.57,328.710999,
06/30/1996,4203,-1941,2262,-1597,665,-230,,-451,-16,-53,-69,0.0,42.0,-27,-10,-37,428.0,-187.0,204,0.64,-0.11,-0.11,325.878998,0.64,-0.11,-0.11,325.878998,
09/30/1996,4349,-2036,2313,-1630,683,-233,,-23,427,-188,239,0.0,-14.0,225,-11,214,8.0,,222,0.68,0.66,0.66,324.0,0.68,0.66,0.66,327.709991,
12/31/1996,4625,-2195,2430,-1738,692,-230,,-45,417,-181,236,0.0,-21.0,215,-11,204,33.0,,237,0.73,0.63,0.63,323.0,0.73,0.63,0.63,324.291992,
03/31/1997,3779,-1720,2059,-1406,653,-232,,-29,392,-166,226,0.0,-13.0,213,-11,202,,,202,0.62,0.62,0.62,323.779999,0.62,0.62,0.62,325.476013,
06/30/1997,4286,-1954,2332,-1616,716,-231,,-47,438,-175,263,0.0,-20.0,243,-11,232,,,232,0.72,0.72,0.72,323.860992,0.71,0.71,0.71,324.996002,
