Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
09/30/1997,4409,-2212,2197,-1713,484,-224,,-16,244,-104,140,0.0,-18.0,122,-11,111,133.0,,244,0.75,0.34,0.34,323.737,0.75,0.34,0.34,325.256012,
12/31/1997,4583,-1961,2622,-2139,483,-225,,-316,-58,-85,-143,-21.0,-33.0,-197,-11,-208,398.0,,211,0.64,-0.58,-0.64,323.769012,0.64,-0.58,-0.64,323.769012,
03/31/1998,1962,-1125,837,-654,183,-104,,-19,60,-27,33,-42.0,-11.0,-20,-11,-31,,,11,0.06,0.06,-0.1,323.798004,0.06,0.06,-0.1,323.798004,
06/30/1998,2131,-1187,944,-748,196,-102,,-409,-315,99,-216,47.0,39.0,-130,-11,-141,412.0,-193.0,31,0.23,-0.58,-0.44,323.858002,0.23,-0.58,-0.44,323.858002,
09/30/1998,2098,-1166,932,-747,185,-97,,-10,78,-35,43,126.0,-11.0,158,-11,147,1.0,-7.0,15,0.08,0.06,0.45,323.858002,0.08,0.06,0.45,323.859985,
12/31/1998,2209,-1205,1004,-742,262,-98,,-121,43,-35,8,-590.0,-3.0,-585,-7,-592,159.0,-67.0,90,0.32,-0.04,-1.83,323.893005,0.32,-0.04,-1.83,323.895996,
03/31/1999,1855,-1027,828,-694,134,-98,,-10,26,-9,17,66.0,-7.0,76,-4,72,15.0,-8.0,13,0.06,0.02,0.22,324.053009,0.06,0.02,0.22,324.300995,
06/30/1999,2023,-1089,934,-757,177,-90,0.0,0,87,-36,51,2649.0,-13.0,2687,-4,2683,19.0,-10.0,43,0.18,0.1,8.25,325.115997,0.18,0.1,8.25,325.115997,
09/30/1999,2057,-1133,924,-733,191,-66,,55,180,-64,116,-2.0,-22.0,92,0,92,-47.0,18.0,65,0.27,0.29,0.28,325.190002,0.27,0.29,0.28,325.453003,
12/31/1999,2333,-1253,1080,-780,300,-70,,3,233,-92,141,0.0,-28.0,113,0,113,22.0,-11.0,124,0.37,0.35,0.35,325.705994,0.37,0.35,0.35,325.705994,
03/31/2000,2069,-1147,922,-751,171,-72,0.0,-2,97,-38,59,0.0,-12.0,47,0,47,,,47,0.14,0.14,0.14,325.761993,0.14,0.14,0.14,325.811005,
06/30/2000,2258,-1216,1042,-830,212,-75,0.0,25,162,-67,95,0.0,-19.0,76,0,76,,,76,0.23,0.23,0.23,325.852997,0.23,0.23,0.23,327.782013,
09/30/2000,2253,-1231,1022,-834,188,-73,,4,119,-48,71,0.0,-15.0,56,0,56,51.0,-26.0,81,0.25,0.17,0.17,326.203003,0.25,0.17,0.17,331.437988,
