Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,242.548004,2.578,2.578,0.0,39.312,,,63.521999,,,,,1.141,,,,106.553001,51.207001,,,0.0,84.788002,,,,84.788002,135.995003,,21.038,21.038,,,,0.0,,,,,,24.421,,,24.421,45.459,142.445007,,,,,5.358,,,,5.358,147.803007,193.262007,0.0,78.204002,,,-0.086,,-28.831999,49.286003,0.0,49.286003,242.54801,
12/31/1992,253.300003,2.37,2.37,0.0,39.252998,,,63.813999,,,,,11.286,,,,116.723,52.265999,159.878006,-107.612,0.0,84.310997,,,,84.310997,136.576996,,19.664,19.664,,,,0.0,,,,,,20.377001,,,20.377001,40.041,139.826996,,,,,14.701,,,,14.701,154.527996,194.568996,0.0,84.450996,,,-0.086,,-25.633999,58.730997,0.0,58.730997,253.299994,
03/31/1993,250.341995,1.909,1.909,0.0,39.846001,,,64.198997,,,,,9.189,,,,115.142998,51.5,,,0.0,83.698997,,,,83.698997,135.198997,,18.954,18.954,,,,0.0,,,,,,18.178999,,,18.178999,37.132999,134.809006,,,,,15.21,,,,15.21,150.019006,187.152005,0.0,84.472,,,-0.086,,-21.196,63.190001,0.0,63.190001,250.342006,
06/30/1993,250.479996,2.768,2.768,0.0,41.995998,,,62.471001,,,,,9.593,,,,116.828003,51.160999,,,0.0,82.490997,,,,82.490997,133.651997,,19.546,19.546,,,,0.0,,,,,,20.869001,,,20.869001,40.415001,124.122002,,,,,15.513,,,,15.513,139.635001,180.050002,0.0,84.499001,,,-0.086,,-13.983,70.43,0.0,70.43,250.480002,
09/30/1993,246.113007,4.306,4.306,0.0,40.801998,,,60.194,,,,,8.904,,,,114.206001,50.549,,,0.0,81.358002,,,,81.358002,131.907001,,18.875,18.875,,,,0.0,,,,,,19.368,,,19.368,38.243,115.681999,,,,,15.948,,,,15.948,131.629999,169.872999,0.0,84.495003,,,-0.086,,-8.169,76.240003,0.0,76.240003,246.113002,
12/31/1993,258.96701,3.513,3.513,0.0,43.318001,,,60.973,,,,,7.662,,,,115.466003,53.525002,165.317993,-111.792999,0.0,89.975998,,,,89.975998,143.500999,,21.405001,21.405001,,,,0.0,,,,,,21.234999,,,21.234999,42.639999,117.463997,,,,,15.177,,,,15.177,132.640997,175.280996,0.0,84.839996,,,0.0,,-1.154,83.685996,0.0,83.685996,258.966993,
03/31/1994,260.371002,2.956,2.956,0.0,45.944,,,60.495998,,,,,9.194,,,,118.589996,52.699001,,,0.0,89.082001,,,,89.082001,141.781002,,23.681999,23.681999,,,,0.0,,,,,,21.979,,,21.979,45.660999,107.664001,,,,,16.091,,,,16.091,123.755001,169.416,0.0,84.890999,,,0.0,,6.064,90.954999,0.0,90.954999,260.370999,
06/30/1994,370.161987,3.427,3.427,0.0,56.578999,,,79.119003,,,,,10.412,,,,149.537003,66.361,,,0.0,154.264008,,,,154.264008,220.625008,,30.09,30.09,,,,0.0,,,,,,30.338001,,,30.338001,60.428001,191.929993,,,,,18.284,,,,18.284,210.213993,270.641994,0.0,84.919998,,,0.0,,14.6,99.519999,0.0,99.519999,370.161993,
09/30/1994,370.54599,3.715,3.715,0.0,59.967999,,,80.116997,,,,,7.313,,,,151.113007,66.433998,,,0.0,152.998993,,,,152.998993,219.432991,,30.537001,30.537001,,,,0.0,,,,,,28.722998,,,28.722998,59.259998,184.501999,,,,,17.613001,,,,17.613001,202.115,261.374998,0.0,85.063004,,,0.0,,24.108,109.171003,0.0,109.171003,370.546001,
12/31/1994,371.096008,6.288,6.288,0.0,59.391998,,,78.105003,,,,,7.572,,,,151.356995,66.240997,187.382004,-121.140999,0.0,153.498001,,,,153.498001,219.738998,,34.557999,34.557999,,,,0.0,,,,,,34.792,,,34.792,69.349998,168.166,,,,,17.275,,,,17.275,185.441,254.790998,0.0,85.134003,,,0.0,,31.171,116.305002,0.0,116.305002,371.096001,
03/31/1995,377.143005,5.741,5.741,0.0,61.539001,,,83.818001,,,,,8.96,,,,160.057999,65.319,,,0.0,151.766006,,,,151.766006,217.085007,,36.411999,36.411999,,,,0.0,,,,,,38.171001,,,38.171001,74.583,160.720993,,,,,16.973,,,,16.973,177.693993,252.276993,0.0,85.158997,,,0.0,,39.707001,124.865997,0.0,124.865997,377.14299,
06/30/1995,417.34201,2.855,2.855,0.0,71.421997,,,89.598,,,,,8.702,,,,172.576996,73.601997,,,0.0,171.162994,,,,171.162994,244.764992,,37.119999,37.119999,,,,0.0,,,,,,37.934002,,,37.934002,75.054001,189.645004,,,,,17.214001,,,,17.214001,206.859005,281.913006,0.0,85.827003,,,0.0,,49.602001,135.429005,0.0,135.429005,417.34201,
09/30/1995,412.050995,3.227,3.227,0.0,64.040001,,,91.795998,,,,,8.735,,,,167.798004,74.723,,,0.0,169.529999,,,,169.529999,244.252998,,36.519001,36.519001,,,,0.0,,,,,,36.145,,,36.145,72.664001,179.061005,,,,,17.455,,,,17.455,196.516005,269.180006,0.0,85.972,,,0.0,,56.898998,142.870998,0.0,142.870998,412.051004,
12/31/1995,466.122009,5.937,5.937,0.0,70.337997,,,101.052002,,,,,8.572,,,,185.899002,91.278,221.257996,-129.979996,0.0,188.945007,,,,188.945007,280.223007,,36.846001,36.846001,,,,0.0,,,,,,45.961998,,,45.961998,82.807999,206.184006,,,,,26.184999,,,,26.184999,232.369005,315.177004,0.0,86.308998,,,0.0,,64.636002,150.945,0.0,150.945,466.122004,
03/31/1996,465.756012,7.656,7.656,0.0,72.615997,,,99.494003,,,,,8.788,,,,188.554001,90.192001,,,0.0,187.009995,,,,187.009995,277.201996,,33.303001,33.303001,,,,0.0,,,,,,45.593002,,,45.593002,78.896004,201.106995,,,,,25.023001,,,,25.023001,226.129995,305.025999,0.0,86.688004,,,0.0,,74.042,160.730003,0.0,160.730003,465.756002,
06/30/1996,455.031006,6.766,6.766,0.0,70.540001,,,93.863998,,,,,8.982,,,,180.151993,90.077003,,,0.0,184.802002,,,,184.802002,274.879005,,32.331001,32.331001,,,,0.0,,,,,,40.423996,,,40.423996,72.754997,185.649994,,,,,25.407,,,,25.407,211.056993,283.811991,0.0,87.167999,,,0.0,,84.051003,171.219002,0.0,171.219002,455.030993,
09/30/1996,592.138,4.133,4.133,0.0,83.519997,,,103.151001,,,,,8.58,,,,199.384003,103.872002,,,0.0,288.881989,,,,288.881989,392.75399,,37.252998,37.252998,,,,0.0,,,,,,51.083,,,51.083,88.335999,297.113007,,,,,23.579,,,,23.579,320.692007,409.028006,0.0,89.668999,,,0.0,,93.441002,183.110001,0.0,183.110001,592.138006,
12/31/1996,569.744995,4.73,4.73,0.0,79.129997,,,84.731003,,,,,23.007999,,,,191.598999,88.376999,183.813004,-95.435997,0.0,289.769012,,,,289.769012,378.146011,,34.824001,34.824001,,,,0.0,,,,,,48.462002,,,48.462002,83.286003,271.709015,,,,,19.240999,,,,19.240999,290.950014,374.236017,0.0,89.945999,,,0.0,,105.563004,195.509003,0.0,195.509003,569.74502,
03/31/1997,571.89801,4.22,4.22,0.0,90.483002,,,97.157997,,,,,5.994,,,,197.854996,99.490997,239.272003,-139.781006,0.0,274.552002,,,,274.552002,374.042999,,42.026001,42.026001,,,,0.0,,,,,,46.199997,,,46.199997,88.225998,256.286011,,,,,24.475,,,,24.475,280.761011,368.987009,0.0,89.383003,,,0.0,,113.528,202.911003,0.0,202.911003,571.898012,
06/30/1997,584.070007,5.408,5.408,0.0,94.291,,,96.793999,,,,,6.223,,,,202.716003,100.521004,246.098999,-145.578003,0.0,280.833008,,,,280.833008,381.354012,,41.570999,41.570999,,,,0.0,,,,,,53.036003,,,53.036003,94.607002,247.996994,,,,,26.054001,,,,26.054001,274.050995,368.657997,0.0,89.773003,,,0.0,,125.639,215.412003,0.0,215.412003,584.07,
09/30/1997,574.630981,3.646,3.646,0.0,93.608002,,,94.050003,,,,,7.321,,,,198.625,99.153999,245.809998,-146.656006,0.0,276.85199,,,,276.85199,376.005989,,41.213001,41.213001,,,,0.0,,,,,,46.271,,,46.271,87.484001,233.0,,,,,28.232,,,,28.232,261.232,348.716001,0.0,90.566002,,,0.0,,135.348999,225.915001,0.0,225.915001,574.631002,
12/31/1997,599.192993,11.771,11.771,0.0,80.765999,,,84.239998,,,,,20.49,,,,197.266998,88.627998,197.315994,-108.688004,0.0,313.298004,,,,313.298004,401.926003,,34.991001,34.991001,,,,0.0,,,,,,42.810001,,,42.810001,77.801003,258.416992,,,,,24.304001,,,,24.304001,282.720993,360.521996,0.0,90.797997,,,0.0,,147.873001,238.670998,0.0,238.670998,599.192993,
03/31/1998,746.828979,6.757,6.757,0.0,96.789001,,,104.528,,,,,24.388,,,,232.462006,126.934998,240.203003,-113.267998,0.0,387.432007,,,,387.432007,514.367004,,40.674,40.674,,,,0.0,,,,,,41.120998,,,41.120998,81.794998,374.389008,,,,,42.639999,,,,42.639999,417.029007,498.824005,0.0,91.498001,,,0.0,,156.507004,248.005005,0.0,248.005005,746.82901,
06/30/1998,731.530029,5.849,5.849,0.0,96.405998,,,102.083,27.857,13.308,60.917999,0.0,21.052999,,,,225.391006,127.082001,245.324997,-118.242996,0.0,379.057007,363.591003,,,15.466003,506.139008,,37.173,37.173,,,,0.0,,,,,,46.350002,,,46.350002,83.523003,335.223999,,,,,44.511002,,,,44.511002,379.735001,463.258003,0.0,92.668999,,,0.0,,175.602997,268.271996,0.0,268.271996,731.529999,
09/30/1998,707.552002,7.007,7.007,0.0,90.671997,,,100.244003,28.374001,12.518,59.352001,0.0,7.07,,,,204.992996,126.290001,249.990005,-123.699997,0.0,376.269012,364.463989,,,11.805023,502.559013,,33.558998,33.558998,,,,0.0,,,,,,43.165001,,,43.165001,76.723999,305.325012,,,,,46.279999,,,,46.279999,351.605011,428.32901,0.0,93.992996,,,0.0,,185.229996,279.222992,0.0,279.222992,707.552002,
12/31/1998,695.810974,2.721,2.721,0.0,86.005997,,,101.200996,27.361,13.904,59.936001,0.0,5.972,,,,195.899994,125.421997,251.720001,-126.297997,0.0,374.489014,360.809998,,,13.679016,499.911011,,39.521,39.521,,,,0.0,,,,,,40.743999,,,40.743999,80.264999,283.410004,,,,,46.098999,,,,46.098999,329.509003,409.774002,0.0,96.359001,,,0.0,,189.677994,286.036995,0.0,286.036995,695.810997,
03/31/1999,690.336975,3.865,3.865,0.0,91.460999,,,97.484001,25.504,14.565,57.415001,0.0,7.318,,,,200.128006,122.468002,253.065994,-130.598007,0.0,367.740997,354.251007,,,13.48999,490.209,,38.27,38.27,,,,0.0,,,,,,41.297001,,,41.297001,79.567001,269.90799,,,,,46.481998,,,,46.481998,316.389988,395.956989,0.0,96.404999,,,-0.098,,198.073006,294.380005,0.0,294.380005,690.336994,
06/30/1999,763.900024,7.012,7.012,0.0,107.958,,,107.334999,31.83,13.176,62.328999,0.0,7.505,,,,229.809998,131.664993,266.984985,-135.320007,0.0,402.424988,392.191986,,,10.233002,534.089981,,45.875999,45.875999,,,,0.0,,,,,,42.626999,,,42.626999,88.502998,318.756989,,,,,50.054001,,,,50.054001,368.81099,457.313988,0.0,98.262001,,,-0.098,,208.422005,306.586006,0.0,306.586006,763.899994,
09/30/1999,759.776978,4.938,4.938,0.0,107.225998,,,105.890999,29.974001,11.417,64.5,0.0,6.504,,,,224.559006,132.557999,273.785004,-141.227005,0.0,402.660004,392.582001,,,10.078003,535.218002,,44.428001,44.428001,,,,0.0,,,,,,42.951996,,,42.951996,87.379997,303.537994,,,,,50.789001,,,,50.789001,354.326996,441.706993,0.0,100.027,,,-0.098,,218.140999,318.07,0.0,318.07,759.776993,
12/31/1999,738.567017,2.895,2.895,0.0,100.805,,,106.140999,28.93,12.722,64.488998,0.0,3.874,,,,213.714996,129.917007,273.729004,-143.811996,0.0,394.934998,385.061005,419.916992,-34.855988,9.873993,524.852005,,44.289001,44.289001,,,,0.0,,,,,,47.345001,,,47.345001,91.634003,268.588989,,,,,49.32,,,,49.32,317.908989,409.542992,0.0,100.098,,,-0.098,,229.023995,329.023994,0.0,329.023994,738.566986,
03/31/2000,739.038025,4.414,4.414,0.0,105.369003,,,106.138,29.954,14.407,61.777,0.0,6.827,,,,222.748001,127.361,275.674988,-148.313995,0.0,388.928986,377.830994,,,11.097992,516.289986,,48.977001,48.977001,,,,0.0,,,,,,51.628002,,,51.628002,100.605003,249.080994,,,,,48.808998,,,,48.808998,297.889992,398.494995,0.0,100.855003,,,-0.144,,239.832004,340.543007,0.0,340.543007,739.038002,
06/30/2000,779.969971,5.508,5.508,0.0,115.379997,,,114.021004,33.166,14.715,66.139999,0.0,6.449,,,,241.358002,129.444,282.625,-153.181,0.0,409.167999,398.127991,,,11.040009,538.612,,51.347,51.347,,,,0.0,,,,,,48.004997,,,48.004997,99.351997,279.444,,,,,50.931999,,,,50.931999,330.375999,429.727997,0.0,111.379997,,,-0.144,,239.006,350.241997,0.0,350.241997,779.969994,
09/30/2000,759.031006,6.851,6.851,0.0,107.491997,,,112.103996,32.757,13.787,65.559998,0.0,6.11,,,,232.557007,125.721001,280.208008,-154.487,0.0,400.752991,389.759003,,,10.993988,526.473991,,43.258999,43.258999,,,,92.638,,,,,,46.368,,,46.368,182.264999,162.679993,,,,,50.828999,,,,50.828999,213.508991,395.773991,0.0,112.039001,,,-0.144,,251.362002,363.257004,0.0,363.257004,759.030994,
12/31/2000,758.854004,8.415,8.415,0.0,104.949997,,,113.052002,33.844002,13.852,65.356003,0.0,5.672,,,,232.089005,128.283005,286.252991,-157.970001,0.0,398.481995,388.162994,373.669006,14.493988,10.319001,526.765,,43.341999,43.341999,,,,88.077003,,,,,,46.392003,,,46.392003,177.811005,153.809006,,,,,52.731998,,,,52.731998,206.541004,384.352009,0.0,115.583,,,-0.144,,259.063006,374.502006,0.0,374.502006,758.854015,
03/31/2001,867.742981,8.317,8.317,0.0,110.630997,,,120.231003,38.522999,13.106,68.601997,0.0,9.773,,,,248.951996,145.291,,,0.0,473.5,462.475006,,,11.024994,618.791,,48.231998,48.231998,,,,180.628998,,,,,,49.049007,,,49.049007,277.910004,151.856995,,,,,56.249001,,,,56.249001,208.105995,486.015999,0.0,116.356003,,,-0.144,,265.515002,381.727005,0.0,381.727005,867.743004,
06/30/2001,874.129028,9.85,9.85,0.0,111.425003,,,115.401001,39.557999,14.783,61.060001,0.0,9.441,,,,246.117004,146.403,,,0.0,481.609009,469.723999,,,11.88501,628.012009,,43.761002,43.761002,,,,0.0,,,,,,52.907997,,,52.907997,96.668999,331.800995,,,,,57.574001,,,,57.574001,389.374996,486.043995,0.0,120.007004,,,-0.865,,268.943003,388.085007,0.0,388.085007,874.129002,
09/30/2001,867.926025,6.352,6.352,0.0,109.274002,,,112.865997,40.384998,13.799,58.681999,0.0,8.801,,,,237.292999,146.681,,,0.0,483.951996,471.756012,,,12.195984,630.632996,,46.290001,46.290001,,,,0.0,,,,,,53.435997,,,53.435997,99.725998,308.157013,,,,,60.312,,,,60.312,368.469013,468.195011,0.0,123.880997,,,-0.865,,276.715006,399.731003,0.0,399.731003,867.926014,
12/31/2001,838.804016,4.972,4.972,0.0,93.053001,,,104.111,38.813,11.797,53.500999,0.0,12.767,,,,214.903,144.145996,323.143005,-178.996994,0.0,479.755005,467.335999,454.559998,12.776001,12.419006,623.901001,,41.259998,41.259998,,,,0.0,,,,,,46.077999,,,46.077999,87.337997,291.820007,,,,,58.534,,,,58.534,350.354007,437.692004,0.0,124.966003,,,-0.865,,277.010996,401.111999,0.0,401.111999,838.804003,
03/31/2002,838.941,6.721,6.721,,97.598,97.598,,101.12,37.126,12.22,51.774,0.0,18.5,,,,223.939,136.894,,,,478.108,465.792,453.343,12.449,12.316,615.002,,46.238,46.238,,,,,,,,,,46.474,,,46.474,92.712,275.619,,,,,59.431,,,,59.431,335.05,427.762,,128.558,,,-0.865,302.708,-19.222,411.179,,411.179,838.941,
06/30/2002,864.247,7.692,7.692,,105.371,105.371,,103.296,39.043,13.483,50.77,0.0,14.202,,,,230.561,138.539,,,,495.147,482.924,469.87,13.054,12.223,633.686,,53.02,53.02,,,,,,,,,,48.242,,,48.242,101.262,210.908,,,,,63.756,,,,63.756,274.664,375.926,,182.097,,,-1.945,313.77,-5.601,488.321,,488.321,864.247,
09/30/2002,919.281,6.088,6.088,,105.605,105.605,,104.152,41.699,11.874,50.579,0.0,12.761,,,,228.606,146.895,,,,543.78,531.7,518.574,13.126,12.08,690.675,,51.42,51.42,,,,,,,,,,51.32,,,51.32,102.74,249.572,,,,,66.45,,,,66.45,316.022,418.762,,182.498,,,-1.945,324.012,-4.046,500.519,,500.519,919.281,
12/31/2002,931.05,6.952,6.952,0.0,101.494,101.494,,105.58,41.985001,11.96,51.634998,0.0,7.234,,,,221.26,148.246,349.553,-201.307,0.0,561.544,550.039978,530.663025,19.376953,11.504022,709.79,,61.153,61.153,,,,0.0,,,,,,47.179,,,47.179,108.332,241.051,,,,,74.876,,,,74.876,315.927,424.259,0.0,182.863,,,-1.946,331.635,-5.761,506.791,0.0,506.791,931.05,
03/31/2003,939.354004,7.772,7.772,0.0,107.352997,,,106.257004,41.591,13.095,51.570999,0.0,10.004,,,,231.386002,144.373001,,,0.0,563.594971,552.122009,532.820984,19.301025,11.472962,707.967972,,54.915001,54.915001,,,,0.0,,,,,,47.663002,,,47.663002,102.578003,238.156006,,,,,78.612999,,,,78.612999,316.769005,419.347008,0.0,183.709,,,-1.946,,338.244004,520.007004,0.0,520.007004,939.354012,
06/30/2003,962.435974,5.856,5.856,0.0,118.443001,,,108.484001,41.938999,13.623,52.922001,0.0,8.13,,,,240.912994,144.537994,,,0.0,576.984985,565.609985,545.984009,19.625976,11.375,721.522979,,60.525002,60.525002,,,,0.0,,,,,,51.969001,,,51.969001,112.494003,222.671005,,,,,81.751999,,,,81.751999,304.423004,416.917007,0.0,188.903,,,-2.903,,359.518997,545.518997,0.0,545.518997,962.436004,
09/30/2003,953.948975,8.163,8.163,0.0,108.763,,,104.82,39.007999,14.139,51.673,0.0,6.253,,,,227.998993,143.143005,,,0.0,582.807007,570.866028,551.153992,19.712036,11.940979,725.950012,,57.52,57.52,,,,0.0,,,,,,57.340001,,,57.340001,114.860001,188.707001,,,,,83.814003,,,,83.814003,272.521004,387.381005,0.0,195.619003,,,-2.903,364.04599,9.806015,566.568008,0.0,566.568008,953.949013,
12/31/2003,960.739,8.552,8.552,0.0,101.859,101.859,,105.304,38.998,13.651,52.655,0.0,8.781,,,,224.496,147.095,376.986,-229.891,0.0,589.148,578.409,559.008,19.401,10.739,736.243,,56.252,56.252,,,,0.0,,,,,,59.429,,,59.429,115.681,176.546,,,,,76.41,,,,76.41,252.956,368.637,0.0,198.496,,,-2.903,375.629,20.88,592.102,0.0,592.102,960.739,
03/31/2004,1020.018005,7.832,7.832,0.0,113.216003,113.216003,,109.077003,41.501999,13.27,54.305,,10.464,,,,240.589005,150.126999,,,0.0,629.302002,612.026001,592.55603,19.469971,17.276001,779.429001,,67.233002,67.233002,,,,0.0,,,,,,65.335998,,,65.335998,132.569,198.794006,,,,,77.531998,,,,77.531998,276.326004,408.895004,0.0,208.992996,,,-2.903,388.645996,16.387009,611.123001,0.0,611.123001,1020.018005,
06/30/2004,1153.802979,5.989,5.989,0.0,124.648003,124.648003,,119.700996,,,,,11.849,,,,262.187012,153.554993,,,0.0,738.060974,721.48999,692.252991,29.236999,16.570984,891.615967,,77.577003,77.577003,,,,0.0,,,,,,64.978997,,,64.978997,142.556,286.149994,,,,,86.453003,,,,86.453003,372.602997,515.158997,0.0,220.218002,,,,405.425995,13.0,638.643997,0.0,638.643997,1153.802994,
09/30/2004,1162.389038,6.36,6.36,0.0,126.780998,126.780998,,124.688004,51.515999,14.609,58.563,0.0,7.15,,,,264.979004,151.899994,,,0.0,745.51001,729.28302,700.038025,29.244995,16.22699,897.410004,,71.445,71.445,,,,0.0,,,,,,77.986,,,77.986,149.431,264.252014,,,,,87.886002,,,,87.886002,352.138016,501.569016,0.0,225.194,,,,422.575989,13.050018,660.820007,0.0,660.820007,1162.389023,
12/31/2004,1186.291992,7.274,7.274,0.0,119.567001,,,126.977997,52.824001,14.181,59.973,0.0,7.419,,,,261.238007,155.602005,407.813995,-252.212006,0.0,769.452026,743.164001,713.619019,29.544983,26.288025,925.054031,,71.404999,71.404999,,,,0.0,,,,,,76.850006,,,76.850006,148.255005,225.317001,,,,,99.114998,,,,99.114998,324.431999,472.687004,0.0,234.863998,,,-4.209,439.136993,43.813004,713.604996,0.0,713.604996,1186.292,
03/31/2005,1194.476,8.191,8.191,0.0,132.168,132.168,,125.884,50.224,15.019,60.641,,12.924,,,,279.167,152.177,,,0.0,763.132,734.063,704.671,29.392,29.069,915.309,,72.926,72.926,,,,0.0,,,,,,74.418,,,74.418,147.344,217.827,,,,,99.636,,,,99.636,317.463,464.807,0.0,244.213,,,-0.327,456.674,29.109,729.669,0.0,729.669,1194.476,
06/30/2005,1192.021973,8.787,8.787,0.0,144.095993,144.095993,,126.669998,51.039001,14.184,61.446999,,11.408,,,,290.960999,148.317993,,,0.0,752.742981,724.078003,695.129028,28.948975,28.664978,901.060974,,80.915001,80.915001,,,,0.0,,,,,,75.530998,,,75.530998,156.445999,190.065994,,,,,100.129997,,,,100.129997,290.195992,446.641991,0.0,251.248001,,,-1.873,479.451996,16.552993,745.37999,0.0,745.37999,1192.02198,
