Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,EV/Sales,Price/Earnings per Share,EV/Market Cap,Total Debt/EV,EV/Cash Flow,EV/Net Income,EV/Book Value,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1990,2898.907257,-41.139999,225.0,0,7934.422852,11017.190109,,,3.800463,0.720186,,,4.026008,2886.214111,11004.496964,72.208799,,
06/30/1990,2997.661854,-36.021,225.0,0,7821.11377,11007.754623,,,3.672114,0.710509,,,3.941825,2988.534204,10998.626974,72.065228,,
09/30/1990,2040.423027,-38.936001,225.0,0,7822.880127,10049.367153,,,4.925139,0.778445,,,3.610737,2038.483799,10047.427925,65.873735,,
12/31/1990,2490.978438,-39.553001,225.0,0,7528.255859,10204.681296,1.522386,9.916413,4.096656,0.737726,5.667378,38.321971,3.655358,2486.971004,10200.673862,66.826698,,
03/31/1991,2767.75382,-174.222,225.0,0,7318.63678,10137.1686,1.619379,12.246621,3.662598,0.721961,5.58366,49.717835,3.557503,2769.209938,10138.624718,66.384582,,
06/30/1991,2480.662992,-89.102997,225.0,0,7112.913025,9729.47302,1.711001,13.489583,3.922126,0.731069,7.227092,56.403068,3.379195,2475.16597,9723.975998,63.489416,,
09/30/1991,2853.649629,-70.007004,225.0,0,7216.285156,10224.927781,1.952359,18.502475,3.583106,0.705754,6.711181,65.401031,3.482024,2861.131073,10232.409225,66.959285,,
12/31/1991,3078.478868,-42.5,225.0,0,7691.000122,10951.978991,2.37395,92.732557,3.557594,0.702248,8.589787,218.602388,3.910304,3045.690418,10919.19054,70.929537,,
03/31/1992,3214.749619,-51.599998,425.0,0,7534.699829,11122.849449,2.4389,54.44079,3.459943,0.677407,9.544233,88.41693,3.924927,3204.493624,11112.593454,71.577564,,
06/30/1992,3461.930494,-54.700001,425.0,0,7485.199829,11317.430323,2.410836,31.471632,3.26911,0.661387,7.302039,86.3926,3.980385,3446.517467,11302.017296,72.53337,,
09/30/1992,3251.213699,-26.299999,425.0,0,7477.299927,11127.213627,2.350191,22.802199,3.42248,0.671983,8.38524,72.348594,3.879646,3230.401642,11106.401569,71.016459,,
12/31/1992,3800.207904,-22.0,425.0,0,7573.099976,11776.30788,2.57119,11.678832,3.098859,0.643079,6.798469,48.422319,4.095965,3746.400144,11722.50012,74.372612,,
03/31/1993,4227.726507,-36.299999,425.0,0,7910.89978,12527.326288,2.725583,12.269053,2.963135,0.631491,6.628916,49.830255,4.217103,4214.671826,12514.271607,78.708285,,
07/01/1993,4189.267187,-24.6,425.0,0,7570.700073,12160.36726,2.658294,11.677632,2.902743,0.622572,6.798058,38.60434,4.065789,4224.216156,12195.316229,77.28554,,
09/30/1993,4549.850057,-17.6,425.0,0,7602.299805,12559.549861,2.759673,11.166667,2.760432,0.6053,6.917194,34.268895,4.152604,4589.985675,12599.685479,80.915151,,
12/31/1993,4335.643363,-92.699997,425.0,0,7704.0,12371.943366,2.570366,10.509259,2.853543,0.622699,11.252336,32.782044,4.210292,4371.05542,12407.355423,80.969273,,
03/31/1994,3790.176571,-100.800003,425.0,0,8933.799805,13048.176373,2.663056,9.033989,3.44263,0.684678,12.674285,33.577397,4.221208,3828.455349,13086.455151,86.926413,,
06/30/1994,3669.287104,-125.099998,425.0,0,8758.299805,12727.48691,2.520694,9.425859,3.468654,0.688141,12.361584,34.361467,4.747114,3909.375,12967.574806,90.401791,,
09/30/1994,3535.288313,-131.0,425.0,0,9036.800049,12866.088362,2.468883,9.663462,3.639332,0.702374,10.528714,38.246399,5.006455,3537.600077,12868.400126,91.43822,,
12/31/1994,3452.401101,-64.300003,315.799988,200,9173.100098,13077.001184,2.442245,9.111722,3.787799,0.701468,9.518161,30.610958,5.403719,3440.560651,13065.160733,94.221498,,
03/31/1995,3922.017403,-85.099998,315.299988,200,10398.499756,14750.717148,2.662777,10.35192,3.761002,0.704949,11.692071,35.078994,5.230936,3918.506421,14747.206166,106.483382,,
06/30/1995,4004.629282,-119.300003,315.100006,200,10253.0,14653.429285,2.545059,10.273369,3.659123,0.6997,10.499734,33.872929,4.045003,4027.754717,14676.55472,106.571944,,
09/30/1995,4868.939896,-84.599998,315.0,200,10173.300171,15472.640068,2.592818,11.894825,3.177825,0.657503,12.69602,32.594565,4.095133,4887.749891,15491.450064,113.210024,,
12/31/1995,4954.771104,-67.599998,315.0,200,10337.799988,15739.971094,2.579858,11.98602,3.17673,0.656786,12.765589,33.453711,3.949904,4961.694302,15746.894292,115.752107,,
03/31/1996,5067.390355,-108.599998,315.0,200,10640.299561,16114.089917,2.713175,12.234477,3.179958,0.66031,11.479725,32.919489,4.572151,5222.381582,16269.081144,119.049688,,
06/30/1996,5379.128723,-92.099998,315.0,200,10388.899658,16190.928383,2.877262,13.213703,3.009954,0.641649,11.784648,33.900603,4.873703,5565.996277,16377.795937,121.903125,,
