Date,Assets,Cash & Near Cash Items,Interbanking Assets,Short-Term Investments,Net Loans,Total Loans,Reserve for Losses on Loans,Long-Term Investments,Net Fixed Assets,Other Assets,Customers' Acceptance Liability,Total Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Customer Deposits,ST Borrowings & Repos,Other Short-Term Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,,1504.041016,27.021,169.419998,18285.105469,18544.980469,-259.876007,5187.833008,445.411987,1626.375,0,27245.207031,,3283.462891,17613.646484,7726.172852,9887.473633,,20897.109375,2987.00708,228.261002,362.799011,403.833008,24879.009476,23.822001,,1776.746948,565.627991,2366.196939,27245.206415,
06/30/1990,,1504.285034,64.311996,188.496994,18900.664062,19173.695312,-273.032013,5006.52002,454.339996,1802.135986,0,27920.753906,,3279.89209,17797.134766,7835.992188,9961.142578,,21077.027344,3137.486084,227.018005,361.42099,406.184998,25209.137421,23.737,,2057.106934,630.77301,2711.616943,27920.754364,
09/30/1990,,1422.364014,13.214,222.621002,19561.628906,19853.679688,-292.049988,4868.075195,468.335999,1886.19397,0,28442.433594,,3216.204102,18087.459961,7769.081055,10318.378906,,21303.664062,3058.969971,240.440002,567.732971,444.074005,25614.881012,23.462,,2106.11792,697.971985,2827.551905,28442.432917,
12/31/1990,,1881.276001,22.648001,605.755005,20043.057525,20363.262512,-320.204987,5271.721191,475.747986,2035.795044,0,30335.990234,,3729.10498,18586.910645,8059.320801,10527.589844,,22316.015625,3804.389893,248.901001,524.54303,542.664001,27436.51355,23.156,,2110.035889,766.286987,2899.478876,30335.992426,
03/31/1991,,1479.328003,,442.744995,22316.28125,22681.621094,-365.341003,5702.432129,539.133972,1987.129028,0,32467.048828,,3553.552979,20664.730469,9144.333008,11520.397461,,24218.283203,3691.491943,248.520004,581.934998,531.146973,29271.377121,22.798,,2216.785889,956.088013,3195.671902,32467.049023,
06/30/1991,,1750.338013,,1155.645996,22886.400391,23274.765625,-388.365997,5359.776855,556.547974,2100.89209,0,33809.601562,,3877.148926,20831.964844,9454.685547,11377.279297,,24709.113281,4260.541016,232.774002,575.546021,507.19101,30285.165329,272.105011,,2211.708008,1040.621948,3524.434967,33809.600296,
09/30/1991,,2323.49292,,1317.095947,25532.193359,25997.546875,-465.352997,5874.282227,630.041016,1992.553955,0,37669.660156,,4648.068848,23785.585938,10659.621094,13125.964844,,28433.654297,3885.587891,247.240005,760.575989,597.742981,33924.801163,269.571014,,2301.602051,1173.685059,3744.858124,37669.659286,
12/31/1991,,3903.701904,,3443.031982,35587.701477,36264.686462,-676.984985,12094.611328,883.291016,3469.037109,0,59381.375,,9050.624023,39135.988281,18242.220703,20893.767578,,48186.612304,4526.570801,353.76001,768.299011,883.593994,54718.83612,269.414001,,3813.616943,579.507996,4662.53894,59381.37506,
03/31/1992,,4355.51416,0.0,4163.891113,42152.015625,43041.296875,-889.280029,14222.700195,1120.254028,3374.654053,0,69389.03125,,10671.305664,46587.363281,22973.078125,23614.285156,0.0,57258.671875,4496.061035,285.213989,887.552002,1140.529053,64068.027954,266.95401,0.0,4031.275879,1022.770996,5321.000885,69389.028839,
06/30/1992,,4488.541016,0.0,3427.215088,44331.765625,45258.144531,-926.380981,16027.268555,1242.609985,3087.331055,0,72604.734375,,11448.253906,47557.71875,23770.490234,23787.228516,0.0,59005.972656,5338.289062,276.214996,885.817017,1236.420044,66742.713776,263.932007,0.0,4296.208984,1301.876953,5862.017944,72604.73172,
