Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
09/30/2007,,,,,,,40.835106,29.697828,,-19.008177,-25.281425,-25.281425,-25.29027,,,,,
12/31/2007,,,,,,,31.380717,19.939836,,-40.058972,-42.34509,-42.34509,-42.355201,,,,,
03/31/2008,,,,,,,30.054162,15.440348,,-145.325217,-144.515849,-144.515849,-144.526898,,,,,
06/30/2008,,,,,,,37.054036,23.824972,,12.847639,7.729283,7.729283,7.719782,,39.83888,0.0,,
09/30/2008,,-19.221976,-6.441118,-6.836898,,,43.078253,31.331775,57.805302,21.684546,13.123166,13.123166,13.114983,,39.481484,36.286894,-12.246918,
12/31/2008,,-13.015272,-4.297167,-4.028908,0.939392,,36.748506,22.434927,116.245757,11.376288,6.413673,6.413673,6.403823,,43.622449,87.884864,-1.576818,
03/31/2009,,-6.506604,-1.929252,,,,-46.698111,-60.957522,,-73.160659,-75.082066,-75.082066,-75.082066,,,,,
06/30/2009,,-5.890171,-1.838585,,,,39.195581,25.653948,71.776989,14.05588,8.484675,8.484675,8.484675,,39.636115,61.424532,-2.272161,
09/30/2009,,-5.71917,-1.783549,-0.515459,,,43.992847,31.532334,48.898622,20.854438,13.476754,13.476754,13.476754,,35.377042,40.003929,-3.431277,
12/31/2009,,-5.753104,-1.746956,,,,37.628149,22.979675,33.555282,10.523939,6.083765,6.083765,6.083765,,42.191176,100.813835,0.046821,
03/31/2010,,5.504535,1.594113,4.252393,4.666465,,37.258144,21.993182,2772.534957,8.530741,5.236766,5.435791,5.435791,,38.613001,123.581536,-1.298054,
06/30/2010,,5.812746,1.717622,4.392481,4.687793,,43.345986,29.655227,140.243572,18.048385,10.713487,11.458474,11.458474,,40.64019,53.95766,2.676324,
09/30/2010,,6.504782,1.932308,4.67299,4.871215,,47.572278,35.586746,75.542415,26.052236,15.936514,16.571667,16.571667,,38.828612,32.220146,4.408932,
12/31/2010,,6.589758,1.945082,4.674666,4.593805,,37.274379,23.881503,43.180842,11.498898,6.127781,6.416704,6.416704,,46.709841,100.388985,-0.025633,
03/31/2011,,6.464097,1.902841,4.59457,4.829366,,38.565815,24.006435,62.100624,11.503649,6.820509,4.396236,4.396236,,40.71004,94.658345,0.34529,
06/30/2011,,6.62689,1.931749,4.600903,4.800562,,43.167687,30.109602,38.603775,18.850215,11.185531,12.126368,12.126368,,40.660988,105.538915,-0.367058,
09/30/2011,,6.791994,1.997861,4.741646,4.860686,,48.593385,36.98521,124.882511,27.191277,16.887927,18.061191,18.061191,,37.892117,31.408226,4.658749,
12/31/2011,,7.403855,2.145424,4.961832,4.778026,,41.633126,27.67862,197.329716,15.952696,9.521725,10.136,10.136,,40.312751,66.320102,2.493611,
03/31/2012,,7.744055,2.304563,5.200406,5.238775,,40.714634,25.824423,75.497962,13.684335,7.962441,6.750259,6.750259,,41.813456,82.055551,1.389628,
06/30/2012,,8.280118,2.44124,5.36038,5.585531,,48.679935,36.29687,90.229885,26.456967,15.646715,14.354211,14.354211,,40.859757,34.740235,5.403585,
09/30/2012,,8.44082,2.522044,5.492577,5.823051,,50.955922,39.388566,65.163646,30.65874,18.527076,18.491131,18.491131,,39.570001,28.60276,6.026513,
12/31/2012,,8.251359,2.427975,5.327762,5.086251,,39.331603,24.52046,,13.852577,7.963426,8.14759,8.14759,,42.51304,81.563053,1.521299,
03/31/2013,,8.539016,2.591812,5.567517,5.941124,,41.481945,25.817237,25.564466,13.960986,9.061413,9.061413,9.061413,,35.094752,0.0,8.539016,
06/30/2013,,8.280064,2.505575,5.400277,5.674287,,47.393288,33.397582,-134.687471,23.157132,13.981485,13.981485,13.981485,,39.623418,49.123569,4.212601,
09/30/2013,,8.040238,2.447695,5.390535,5.643094,,51.77161,39.305513,-46.483117,30.197765,18.23289,18.32484,18.32484,,39.621722,33.226824,5.368722,
12/31/2013,,8.052843,2.47769,5.360548,4.815277,,45.665792,30.838579,200.68696,14.426924,8.654399,8.452202,8.452202,,40.01217,81.63479,1.478922,
03/31/2014,,8.158617,2.527916,5.365153,5.477383,,42.844155,27.288964,47.726429,16.571107,9.989501,9.989501,9.989501,,39.71736,73.349676,2.174298,
06/30/2014,,8.21111,2.550863,5.335952,5.379162,,47.782129,33.756548,42.277062,24.179693,14.596875,14.480947,14.480947,,39.631677,50.357616,4.076191,
09/30/2014,,8.150674,2.516151,5.329075,5.339932,,52.480533,39.860241,58.880687,31.177342,18.507887,17.985178,17.985178,,40.636739,35.411984,5.264359,
12/31/2014,,8.785971,2.721873,5.600623,4.66056,,44.952394,30.506156,21.023508,20.383037,12.859097,12.859097,12.859097,,36.912752,59.031915,3.599444,
03/31/2015,,8.893729,2.761888,5.649997,5.557611,,44.648019,29.266214,112.850236,19.124224,11.466197,11.466197,11.466197,,40.043595,69.502617,2.712354,
06/30/2015,,9.052582,2.794279,5.658599,5.618066,,49.41486,35.488243,83.290056,26.03523,15.736056,15.736056,15.736056,,39.558605,49.642088,4.558691,
09/30/2015,,9.342849,2.870848,5.841671,5.789785,,52.678571,40.290179,47.590857,32.03125,19.419643,19.419643,19.419643,,39.372822,35.057471,6.067482,
12/31/2015,,9.556764,2.861372,5.878672,4.935696,,43.997957,29.62963,17.307692,20.178799,12.643678,12.643678,12.643678,,37.341772,61.474747,3.681768,
03/31/2016,,9.490381,2.83888,5.829971,5.839781,,44.414536,28.802153,21.590757,18.304172,11.036339,11.036339,11.036339,,39.705882,73.804878,2.486017,
06/30/2016,,9.641019,2.857281,5.858539,5.844749,,50.060459,36.154776,47.770672,27.206771,16.565901,16.565901,16.565901,,39.111111,48.722628,4.943661,
09/30/2016,,8.958565,2.657074,5.608656,5.583224,,47.096774,34.301075,,26.129032,15.913978,15.913978,15.913978,,39.09465,44.594595,4.963529,
12/31/2016,,9.116587,2.620161,5.544487,4.628793,,46.508728,31.546135,110.526316,20.698254,12.593516,12.593516,12.593516,,39.156627,126.732673,-2.437107,
03/31/2017,,9.239078,2.659117,5.582595,5.658489,,46.825397,30.42328,123.076923,19.179894,12.301587,12.301587,12.301587,,35.862069,143.548387,-4.023469,
06/30/2017,,8.977887,2.579625,5.433889,5.587915,,51.658768,36.729858,64.705882,26.777251,15.521327,15.521327,15.521327,,42.035398,56.389313,3.915318,
09/30/2017,,9.817776,2.828672,5.851554,6.059045,,59.82906,46.153846,1883.333333,36.324786,21.688034,21.688034,21.688034,,40.294118,36.453202,6.238882,
12/31/2017,,7.997736,2.233695,4.573138,4.065905,,47.868453,33.982948,136.842105,24.238733,-0.365408,-0.365408,-0.365408,,101.507538,,,
03/31/2018,,8.139318,2.279722,4.618913,4.734436,,45.466491,28.515112,,18.396846,13.929041,13.929041,13.929041,,24.285714,69.688679,2.467135,
06/30/2018,,8.417266,2.373406,4.791944,4.864114,,51.113716,35.404455,,26.025791,18.991794,18.991794,18.991794,,27.027027,50.274691,4.185512,
09/30/2018,,7.945157,2.246465,4.686478,4.684165,,48.770492,34.32377,,26.127049,18.954918,19.159836,19.159836,,27.45098,43.850267,4.461185,
12/31/2018,,10.080896,2.785899,5.917792,5.215382,,45.764706,29.176471,,20.0,13.176471,13.176471,13.176471,,34.117647,73.53125,2.668287,
03/31/2019,,10.085215,2.786949,5.850226,5.794146,,46.98647,29.274293,40.384615,18.696187,13.899139,13.899139,13.899139,,25.657895,72.880531,2.735057,
06/30/2019,,9.895435,2.750148,5.76563,5.724679,,50.340136,34.240363,0.0,25.736961,19.274376,19.274376,19.274376,,25.110132,53.235294,4.627571,
09/30/2019,,10.539419,2.945406,6.12541,6.098765,,54.294176,40.078973,191.891892,31.391905,23.692004,23.692004,23.692004,,24.528302,37.708333,6.56518,
12/31/2019,,10.362954,2.828835,6.006899,5.379451,,41.685144,24.833703,,15.077605,10.864745,10.864745,10.864745,,27.941176,92.346939,0.793083,
03/31/2020,,10.38193,2.808265,5.844616,5.771939,,45.49763,28.317536,3.225806,18.838863,14.691943,14.691943,14.691943,,22.012579,66.415323,3.486738,
06/30/2020,,10.31945,2.782199,5.798905,5.647561,,49.946294,33.619764,22.44898,24.919441,18.904404,18.904404,18.904404,,24.137931,56.5625,4.482511,
