Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
02/28/1998,,,,,,,,,,,,,,,0.0,,,,,,
05/31/1998,,,,,,,,,,,,,,,0.0,,,,,,
08/31/1998,,,,,,,,,,,,,,,0.0,,,,,,
11/27/1998,,,,,,,,,,,,,,,0.0,,,,,,
02/26/1999,,479.90799,474.712006,,12.3359,6.309088,8.733716,2.50257,2.12,2.12,2.12,2.1,2.1,2.1,0.0,-99.580376,-99.713088,,,,
05/28/1999,474.712,479.908,474.712,,13.387064,7.307589,7.830011,1.622036,0.72,0.72,2.12,0.71,0.71,2.11,0.0,96.450058,96.169888,7.461366,16.548981,,
08/27/1999,474.598,483.893,474.694,,13.566635,7.179362,8.816206,2.279363,1.34,1.34,1.34,1.32,1.32,1.32,0.12,-8.049396,-8.411735,4.003388,18.114278,,
11/26/1999,484.566,489.011,477.395,,14.059636,7.274898,9.54346,2.532494,1.51,1.51,1.58,1.48,1.48,1.54,0.12,-15.253616,-15.85689,6.304611,20.93626,,
02/25/2000,484.613,505.387,484.576,,16.434986,9.272023,10.423546,3.052153,1.83,1.83,1.83,1.76,1.76,1.76,0.12,-10.147015,-10.749604,5.843838,22.896621,,
05/26/2000,483.996,510.262,484.38,,16.9206,8.577976,11.150337,2.597134,1.56,1.56,1.56,1.48,1.48,1.48,0.12,-9.988026,-10.588794,8.227341,24.597311,,
08/25/2000,480.264,508.895,481.253,,18.391574,9.406695,12.085119,2.852969,1.71,1.71,1.71,1.62,1.62,1.62,0.12,9.82851,8.982801,6.321523,26.429214,,
11/24/2000,513.7,521.456,488.191,,16.364497,6.995213,12.163272,2.458054,1.23,1.23,1.6,1.16,1.16,1.49,0.12,33.101798,31.950609,7.53358,32.178314,,
02/23/2001,514.0,548.6,515.4,,18.436166,9.183159,12.076057,2.442763,1.49,1.49,1.49,1.4,1.4,1.4,0.12,-6.68995,-7.656189,9.307393,33.92607,,
05/25/2001,513.2,545.8,513.8,,15.877773,7.765668,10.360062,1.841183,1.12,1.12,1.12,1.06,1.06,1.06,0.12,-22.681977,-23.357337,7.0265,35.105222,,
08/31/2001,503.5,539.7,508.1,,14.485338,7.205275,9.234403,1.509545,0.92,0.92,0.92,0.87,0.87,0.87,0.12,19.757922,19.1852,9.197617,35.666336,,
11/30/2001,476.228933,533.5,501.6,,12.19697,6.832137,7.29067,1.443381,0.99,0.99,0.99,0.93,0.93,0.93,0.12,-20.161483,-20.62799,14.507728,38.282008,,
02/22/2002,498.4,534.4,500.2,,11.395442,7.193123,6.215514,1.677329,1.05,1.05,1.05,0.98,0.98,0.98,0.12,-10.805678,-11.217513,13.998796,37.108748,31.390449,
05/31/2002,494.6,531.0,496.8,,12.548309,7.75161,6.982689,1.813607,1.13,1.13,1.13,1.06,1.06,1.06,0.12,2.425523,2.222222,12.741609,38.12778,32.34533,
08/30/2002,493.5,520.4,494.9,,11.865023,7.373207,6.484138,1.604365,1.05,1.05,1.05,1.0,1.0,1.0,0.12,-12.313599,-13.370378,7.475177,38.184397,32.389058,
11/29/2002,472.940724,515.1,490.7,,10.287345,5.88547,6.272672,1.465254,1.03,1.03,1.03,0.98,0.98,0.98,0.12,18.436927,18.07418,10.195781,40.180511,29.94667,
02/28/2003,487.3,512.0,489.3,,12.454527,8.557122,6.364194,2.080523,1.35,1.35,1.35,1.29,1.29,1.29,0.12,-16.615573,-16.846515,9.415145,40.045147,30.176483,
05/30/2003,484.2,510.2,485.8,,12.319885,8.202964,6.634417,2.136682,1.43,1.43,1.43,1.36,1.36,1.36,0.12,-11.976122,-12.270482,14.886411,41.391987,31.555143,
08/29/2003,489.9,511.7,488.5,,11.699079,7.764585,6.288639,2.006141,1.39,1.39,1.39,1.32,1.32,1.32,0.25,-9.087001,-9.324463,13.555828,41.718718,31.122678,
11/28/2003,496.1,513.4,490.1,,11.893491,8.279943,7.176087,2.874923,1.98,1.98,1.98,1.89,1.89,1.89,0.25,2.468884,2.019996,14.285426,43.604112,33.561782,
02/27/2004,488.6,517.1,492.0,,16.067073,12.260163,8.067073,3.920732,2.63,2.63,2.63,2.5,2.5,2.5,0.25,-30.146341,-30.465447,14.224314,45.507573,35.382726,
05/28/2004,486.6,513.5,487.9,,15.732732,11.555647,8.054929,3.566305,2.43,2.43,2.43,2.31,2.31,2.31,0.25,5.042017,4.896495,16.524866,47.57912,37.476367,
08/27/2004,489.1,505.0,489.2,,13.906378,9.499182,7.352821,2.643091,1.8,1.8,1.8,1.74,1.74,1.74,0.25,-27.683974,-27.683974,15.84543,48.076058,38.088325,
11/26/2004,480.95966,506.2,488.6,,15.25788,9.484241,9.602947,3.507982,2.44,2.44,2.44,2.36,2.36,2.36,0.25,-15.753172,-16.530905,9.075605,52.143666,42.015998,
02/25/2005,478.390878,515.1,494.3,,20.157799,13.180255,11.71758,4.33947,3.06,3.06,3.06,2.94,2.94,2.94,0.25,-11.551689,-12.577382,11.561675,54.505638,42.632502,
05/27/2005,479.7,506.2,485.4,,18.436341,10.150391,11.322621,2.562835,1.78,1.78,1.78,1.71,1.71,1.71,0.25,-3.611454,-3.883395,16.764645,53.460496,41.46133,
08/26/2005,466.8,494.2,473.3,,26.057469,15.620114,15.962392,5.081344,3.4,3.4,3.4,3.25,3.25,3.25,0.25,-11.622649,-12.4382,14.77078,55.392031,43.669666,
11/25/2005,460.4,485.2,459.4,,26.436657,13.937745,18.365259,5.396169,3.53,3.53,3.53,3.35,3.35,3.35,0.25,1.199391,0.337397,22.287142,57.019983,45.71894,
02/24/2006,,483.3,457.3,,37.712661,22.814345,23.444129,8.066914,5.36,5.36,5.36,5.08,5.08,5.08,0.25,-42.954297,-44.428165,,,,
05/26/2006,,478.3,449.7,,40.031132,22.77296,25.670447,7.836335,5.08,5.08,5.08,4.78,4.78,4.78,0.35,-32.537247,-33.669113,,,,
08/25/2006,,477.4,449.4,,35.556297,16.875834,24.494882,5.255897,3.46,3.46,3.46,3.26,3.26,3.26,0.35,-33.633734,-34.973298,,,,
