Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,62.553001,81.238998,27.149,-7.839,,,-7.839,-37.995998,,,-37.995998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.553001,,,
06/30/1990,104.896004,81.912003,29.375999,20.186001,,,20.186001,-26.577999,,,-26.577999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.896004,,,
09/30/1990,94.695999,84.435997,33.563,-25.618999,,,-25.618999,2.316,,,2.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.695999,,,
12/31/1990,188.455002,73.413002,36.112,49.972,,,49.972,28.958,,,28.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.455002,,,
03/31/1991,42.5,91.300003,35.900002,6.5,,,6.5,-91.199997,,,-91.199997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,,,
06/30/1991,136.699997,93.300003,34.099998,10.6,,,10.6,-1.3,,,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.699997,,,
09/30/1991,145.699997,-146.600006,35.099998,272.600006,,,272.600006,-15.4,,,-15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.699997,,,
12/31/1991,160.800003,86.900002,41.099998,-9.1,,,-9.1,41.900002,,,41.900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.800003,,,
03/31/1992,59.200001,113.800003,44.0,-41.0,,,-41.0,-57.599998,,,-57.599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.200001,,,
06/30/1992,102.5,124.400002,49.200001,-14.8,,,-14.8,-56.299999,,,-56.299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5,,,
09/30/1992,110.400002,128.800003,51.099998,-6.000009,,,-6.000009,-63.5,,,-63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.400002,,,
12/31/1992,270.600006,110.0,48.200001,-56.0,,,-56.0,168.399994,,,168.399994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.600006,,,
03/31/1993,113.800003,-217.399994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,157.5,142.399994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,216.899994,142.800003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
