Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
02/28/1990,300.548004,,-197.177002,,103.371002,,-81.072998,,,22.298,-6.215,,6.85,0.0,,-0.635,16.083,-6.178,9.905,0.0,,,9.905,0.0,9.905,-0.007,,9.898,9.898,,170.804,0.05725,0.05725,0.05725,170.804,0.05725,0.05725,0.05725,
05/31/1990,301.748993,,-200.145996,,101.602997,,-80.469002,,,21.134001,1.759,,6.809,0.0,,-8.568,22.893001,-6.832,16.061001,0.0,,,16.061001,0.0,16.061001,0.0,,16.061001,16.061001,,167.227996,0.095,0.095,0.095,167.227996,0.095,0.095,0.095,
08/31/1990,321.532013,,-205.585007,,115.947006,,-80.644997,,,35.301998,-6.918,,7.008,0.0,,-0.09,28.383998,-10.482,17.902,0.0,,,17.901998,0.0,17.902,-0.007,,17.895,17.895,,166.707992,0.10725,0.10725,0.10725,166.707992,0.10725,0.10725,0.10725,
11/30/1990,399.14801,,-235.255997,,163.892013,,-115.529999,,,48.362,-7.756,,8.633,-0.32,,-0.557,40.606,-15.108,25.497999,0.0,,,25.498,0.0,25.497999,-0.003,,25.494999,25.494999,,164.535996,0.155,0.155,0.155,164.535996,0.155,0.155,0.155,
02/28/1991,323.561005,,-208.311996,,115.249009,,-87.573997,,,27.674999,-4.42,,6.84,0.0,,-2.42,23.254999,-8.067,15.188,0.0,,,15.187999,0.0,15.188,0.0,,15.188,15.188,,164.692,0.09225,0.09225,0.09225,164.692,0.09225,0.09225,0.09225,
05/31/1991,332.566986,,-215.406006,,117.16098,,-91.026001,,,26.135,-3.906,,7.054,0.0,,-3.148,22.229,-7.287,14.942,0.0,,,14.942,0.0,14.942,0.0,,14.942,14.942,,165.188004,0.09,0.09,0.09,165.188004,0.09,0.09,0.09,
08/31/1991,341.838013,,-215.610992,,126.227021,,-89.481003,,,36.745998,-4.755,,6.303,0.0,,-1.548,31.990998,-11.193,20.798,0.0,,,20.797998,0.0,20.798,0.0,,20.798,20.798,,165.044008,0.125,0.125,0.125,165.044008,0.125,0.125,0.125,
11/30/1991,429.936005,,-247.184998,,182.751007,,-127.730003,,,55.021,-8.772,,7.267,-0.1,,1.605,46.249,-16.253,29.996,0.0,,,29.996,0.0,29.996,0.0,,29.996,29.996,,164.300004,0.18225,0.18225,0.18225,164.300004,0.18225,0.18225,0.18225,
02/29/1992,322.255005,,-198.729996,,123.525009,,-92.908997,,,30.615999,-4.157,,6.983,0.0,,-2.826,26.458999,-9.135,17.323999,0.0,,,17.323999,0.0,17.323999,0.0,,17.323999,17.323999,,164.156006,0.105,0.105,0.105,164.156006,0.105,0.105,0.105,
05/31/1992,336.643005,,-208.464005,,128.179,,-95.833,,,32.346001,-3.123,,8.672,0.0,,-5.549,29.223001,-10.275,18.948,0.0,,,18.948001,0.0,18.948,0.0,,18.948,18.948,,163.830002,0.115,0.115,0.115,163.830002,0.115,0.115,0.115,
08/31/1992,360.299988,,-218.852005,,141.447983,,-98.668999,,,42.778999,-5.386,,8.078,0.0,,-2.692,37.392999,-13.47,23.923,0.0,,,23.922999,0.0,23.923,0.0,,23.923,23.923,,164.156006,0.145,0.145,0.145,164.156006,0.145,0.145,0.145,
11/30/1992,452.17099,,-261.347992,,190.822998,,-129.376999,,,61.445999,-6.304,,7.162,-0.146,,-0.712,55.141999,-20.120001,35.021999,0.0,,,35.021998,0.0,35.021999,-0.22,,34.801999,34.801999,,163.942002,0.215,0.215,0.215,163.942002,0.215,0.215,0.215,
02/28/1993,339.584991,,-216.682999,,122.901992,,-92.744003,,,30.158001,-3.894,,7.267,0.0,,-3.373,26.264001,-9.0,17.264,26.625999,,,-9.361998,0.0,-9.362,0.0,,-9.362,-9.362,,163.733994,-0.06,0.105,0.105,163.733994,-0.06,0.105,0.105,
05/31/1993,361.299988,,-228.873001,,132.426987,,-99.401001,,,33.026001,-5.89,,7.981,0.0,,-2.091,27.136001,-9.6,17.535999,0.0,,,17.536001,0.0,17.535999,0.0,,17.535999,17.535999,,161.552002,0.105,0.105,0.105,161.552002,0.105,0.105,0.105,
08/31/1993,394.928009,,-239.701996,,155.226013,,-106.509003,,,48.716999,-6.95,,7.736,0.0,,-0.786,41.766999,-17.4,24.367001,0.0,,,24.366999,0.0,24.367001,0.0,,24.367001,24.367001,,163.559998,0.15,0.15,0.15,163.559998,0.15,0.15,0.15,
11/30/1993,460.752991,,-268.151001,,192.60199,,-124.045998,,,68.556,-3.543,,8.118,0.151,,-4.726,65.013,-24.5,40.513,0.0,,,40.513,0.0,40.513,0.0,,40.513,40.513,,163.522004,0.25,0.25,0.25,163.522004,0.25,0.25,0.25,
02/28/1994,367.722992,,-234.951996,,132.770996,,-96.531998,,,36.238998,-7.139,,8.126,0.0,,-0.987,29.099998,-10.79,18.309999,0.0,,,18.309998,0.0,18.309999,0.0,,18.309999,18.309999,,162.272004,0.115,0.115,0.115,162.272004,0.115,0.115,0.115,
05/31/1994,396.34201,,-254.669998,,141.672012,,-104.041,,,37.631001,-7.842,,9.034,0.0,,-1.192,29.789001,-10.66,19.129,0.0,,,19.129001,0.0,19.129,0.0,,19.129,19.129,,162.705994,0.12,0.12,0.12,162.705994,0.12,0.12,0.12,
08/31/1994,422.140991,,-264.085999,,158.054992,,-107.626999,,,50.428001,-8.956,,9.743,0.0,,-0.787,41.472001,-15.03,26.441999,0.0,,,26.442001,0.0,26.441999,0.0,,26.441999,26.441999,,162.584,0.165,0.165,0.165,162.584,0.165,0.165,0.165,
11/30/1994,508.56601,,-312.86499,,195.70102,,-121.318001,,,74.383003,-79.837001,,11.756,0.0,,68.081001,-5.453998,2.73,-2.724,0.0,,,-2.723998,0.0,-2.724,0.0,,-2.724,-2.724,,162.449996,-0.015,-0.015,-0.015,162.449996,-0.015,-0.015,-0.015,
02/28/1995,425.433014,,-283.617004,,141.81601,,-97.873001,,,43.943001,-12.597,,13.65,,,-1.053,31.346001,-12.0,19.346001,0.0,,,19.346001,0.0,19.346001,0.0,,19.346001,19.346001,,162.382004,0.12,0.12,0.12,162.382004,0.12,0.12,0.12,
05/31/1995,444.983002,,-293.671997,,151.311005,,-111.57,,,39.741001,-14.939,,14.137,,,0.802,24.802001,-8.76,16.042,0.0,,,16.042001,0.0,16.042,0.0,,16.042,16.042,,162.320008,0.1,0.1,0.1,162.320008,0.1,0.1,0.1,
08/31/1995,384.007996,,-260.621002,,123.386994,,-92.246002,,,31.141001,-9.408,,9.655,0.0,,-0.247,21.733001,-7.109,14.624,-5.291,,,19.915001,0.0,19.915001,0.0,,19.915001,19.915001,,162.388,0.125,0.09,0.09,162.388,0.125,0.09,0.09,
11/30/1995,506.341003,,-313.523987,,192.817016,,-124.623001,,,68.194,-9.582,,10.48,0.0,,-0.898,58.612,-20.504999,38.106998,-4.111,,,42.218001,0.0,42.217999,0.0,,42.217999,42.217999,,162.367996,0.26,0.235,0.235,162.367996,0.26,0.235,0.235,
02/29/1996,395.799011,,-262.506989,,133.292022,,-110.828003,,,22.464001,-7.291,,8.773,0.0,,-1.482,15.173001,-5.361,9.812,0.462,,,9.350001,0.0,9.35,0.0,,9.35,9.35,,162.509994,0.06,0.06,0.06,162.509994,0.06,0.06,0.06,
05/31/1996,393.828003,,-273.333008,,120.494995,,-98.563004,,,21.931999,-7.841,,7.952,0.0,,-0.111,14.090999,-4.695,9.396,-1.599,,,10.994999,0.0,10.995,0.0,,10.995,10.995,,162.61,0.07,0.06,0.06,162.61,0.07,0.06,0.06,
08/31/1996,405.450989,,-269.11499,,136.335999,,-103.183998,,,33.152,-64.587001,,8.082,0.0,,56.505001,-31.435001,9.871,-21.563999,2.694,,,-24.258001,0.0,-24.257999,0.0,,-24.257999,-24.257999,,161.964004,-0.15,-0.135,0.22,161.964004,-0.15,-0.135,0.22,
11/30/1996,537.427979,,-323.076996,,214.350983,,-140.513,,,73.837997,-4.321,,9.004,0.0,,-4.683,69.516997,-23.686001,45.831001,0.0,,,45.830996,0.0,45.831001,0.0,,45.831001,45.831001,,158.677994,0.29,0.29,0.29,158.677994,0.29,0.29,0.29,
02/28/1997,407.402008,,-270.684998,,136.71701,,-108.004997,,,28.712,-5.549,,8.501,0.0,,-2.952,23.163,-7.948,15.215,0.0,,,15.215,0.0,15.215,0.0,,15.215,15.215,,154.477996,0.1,0.1,0.1,154.800004,0.1,0.1,0.1,
05/31/1997,413.720001,,-279.256989,,134.463012,,-105.690002,,,28.773001,-6.102,,9.183,0.0,,-3.081,22.671001,-7.86,14.811,0.0,,,14.811001,0.0,14.811,0.0,,14.811,14.811,,151.522004,0.1,0.1,0.1,151.897994,0.1,0.1,0.1,
08/31/1997,422.869995,,-284.325989,,138.544006,,-106.181,,,32.362999,-2.234,,9.367,0.0,,-7.133,30.128999,-10.93,19.198999,-1.013,,,20.211999,0.0,20.212,0.0,,20.212,20.212,,150.233994,0.135,0.13,0.13,150.669998,0.135,0.13,0.13,
11/30/1997,556.973999,,-338.059998,,218.914001,,-141.145996,,,77.767998,-3.663,,9.281,,,-5.618,74.104998,-25.915001,48.189999,0.0,,,48.189997,0.0,48.189999,0.0,,48.189999,48.189999,,148.794006,0.325,0.325,0.325,148.794006,0.325,0.325,0.325,
02/28/1998,415.201996,,-282.029999,,133.171997,,-103.074997,,,30.097,-5.552,,8.389,0.0,,-2.837,24.545,-8.336,16.209,0.0,,,16.209,0.0,16.209,0.0,,16.209,16.209,,147.505996,0.11,0.11,0.11,148.565994,0.11,0.11,0.11,
05/31/1998,435.453003,,-294.165009,,141.287994,,-110.237999,,,31.049999,-6.911,,9.308,0.0,,-2.397,24.138999,-8.048,16.091,0.0,,,16.090999,0.0,16.091,0.0,,16.091,16.091,,146.914002,0.11,0.11,0.11,148.317994,0.11,0.11,0.11,
08/31/1998,444.792999,,-298.518005,,146.274994,0.0,-107.294998,,,38.98,-6.587,,9.616,0.0,,-3.029,32.393,-10.943,21.450001,0.0,,,21.45,0.0,21.450001,0.0,,21.450001,21.450001,,146.307998,0.145,0.145,0.145,147.712006,0.145,0.145,0.145,
11/30/1998,585.697998,,-357.509003,,228.188995,,-143.171005,,,85.017998,-7.367,9.622,9.622,0.0,,-2.255,77.650998,-27.573,50.077999,0.0,,,50.077998,0.0,50.077999,0.0,,50.077999,50.077999,,145.335999,0.345,0.345,0.355,146.483994,0.34,0.34,0.35,
02/28/1999,441.542999,,-296.20401,,145.338989,,-112.678001,,,32.660999,-5.293,8.134,8.134,0.0,,-2.841,27.368,-9.198,18.17,0.0,,,18.17,0.0,18.17,0.0,,18.17,18.17,,144.651993,0.125,0.125,0.125,145.906006,0.125,0.125,0.125,
05/31/1999,468.178009,,-310.442993,,157.735016,,-136.748993,,,20.986,-4.916,8.154,8.154,0.0,,-3.238,16.07,-10.274,5.796,0.0,,,5.796,0.0,5.796,0.0,,5.796,5.796,,143.003998,0.04,0.04,0.04,143.837997,0.04,0.04,0.04,
08/31/1999,476.760986,,-312.532013,,164.228973,,-123.319,,,40.91,-2.645,8.231,8.231,0.0,,-5.586,38.265,-12.904,25.361,0.0,,,25.361,0.0,25.361,0.0,,25.361,25.361,,142.440002,0.18,0.18,0.18,143.600006,0.175,0.175,0.175,
11/30/1999,620.434998,,-370.535004,,249.899994,,-166.494995,,,83.404999,-1.692,7.912,7.912,0.0,,-6.22,81.712998,-27.733999,53.979,0.0,,,53.978999,0.0,53.979,0.0,,53.979,53.979,,141.457993,0.38,0.38,0.385,142.699997,0.38,0.38,0.385,
02/29/2000,462.403015,,-298.571014,,163.832001,,-125.938004,,,37.894001,-3.288,7.406,7.406,0.0,,-4.118,34.606001,-10.189,24.417,0.0,,,24.417001,0.0,24.417,0.0,,24.417,24.417,,139.074005,0.175,0.175,0.175,139.636002,0.175,0.175,0.175,
05/31/2000,485.723999,,-315.242004,,170.481995,,-127.799004,,,42.682999,-6.832,8.313,8.313,0.0,,-1.481,35.850999,-11.649,24.202,0.0,,,24.201999,0.0,24.202,0.0,,24.202,24.202,,137.350006,0.175,0.175,0.175,139.210007,0.175,0.175,0.175,
08/31/2000,495.865997,,-323.010986,,172.855011,,-120.403,,,52.452,-6.237,9.089,9.089,0.0,,-2.852,46.215,-14.95,31.264999,0.0,,,31.265,0.0,31.264999,0.0,,31.264999,31.264999,,136.850006,0.23,0.23,0.23,138.093994,0.225,0.225,0.225,
11/30/2000,679.507019,,-381.876007,,297.631012,,-204.559998,,,93.070999,-5.643001,14.892,14.892,0.0,,-9.249,87.427999,-29.812,57.616001,0.0,,,57.615998,0.0,57.616001,0.0,,57.616001,57.616001,,136.876007,0.42,0.42,0.42,138.046005,0.42,0.42,0.42,
02/28/2001,533.504028,,-325.009003,,208.495026,,-163.556,,,44.938999,-7.235,14.287,14.287,0.0,,-7.052,37.704,-10.468,27.236,0.0,,,27.235999,-0.65,26.586,0.0,0.0,26.586,26.586,,137.009995,0.195,0.195,0.195,138.520004,0.19,0.19,0.19,
