Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Source: Bloomberg
12/31/1989,,,86.900002,,12.232451,,,0.01,0.01,,,,,,,,,,
03/31/1990,88.099998,,87.599998,,12.630137,2.772831,2.01484,0.69,0.52,,,,,0.5,0.859589,,3.666288,16.498297,
06/30/1990,88.900002,,88.400002,,5.588235,1.420814,0.746606,-0.015,-0.02,,,,,0.5,-2.175339,,3.07649,15.925759,
09/30/1990,89.599998,,89.300003,,5.848824,1.157895,0.591265,-0.15,-0.15,,,,,0.2,0.898096,,2.459821,15.589286,
12/31/1990,90.800003,90.199997,90.199997,,9.596452,1.5,0.738359,-2.79,-2.79,-2.79,-2.79,-2.79,-2.79,0.2,0.351441,,0.529736,12.530837,
03/31/1991,91.699997,,91.300003,,9.192771,2.6046,1.968236,0.45,0.45,,,,,0.2,1.880613,,2.78626,12.779716,
06/30/1991,92.5,,92.099998,,5.213898,1.369164,0.740499,-0.02,-0.02,,,,,0.2,-0.033659,,2.387027,12.577297,
09/30/1991,107.300003,,104.400002,,4.128352,1.166667,0.681034,0.15,0.15,,,,,0.2,0.714559,,1.819198,12.223672,
12/31/1991,108.199997,107.75,107.75,,6.530859,1.791183,1.260325,0.28,0.28,0.28,0.28,0.28,0.28,0.2,0.731323,,0.100739,12.320703,
03/31/1992,108.300003,,108.199997,,6.307764,2.304991,1.756007,0.56,0.56,,,,,0.2,2.088725,,0.027701,12.654663,
06/30/1992,108.199997,,108.199997,,4.492606,1.422366,0.857671,0.11,0.11,,,,,0.2,0.761553,,1.027726,12.594271,
09/30/1992,108.199997,,108.199997,,5.256008,2.159889,1.610906,0.66,0.66,,,,,0.2,0.768022,,1.216266,13.060075,
12/31/1992,108.300003,108.199997,108.199997,,6.442699,1.963956,1.436229,0.4,0.4,0.4,0.4,0.4,0.4,0.2,-2.659889,,0.027701,12.654663,
03/31/1993,108.800003,,137.0,,8.278832,1.889781,1.475912,0.56,0.56,,,,,0.2,1.087591,,0.436581,13.116728,
06/30/1993,119.099998,,140.600006,,7.772404,1.311522,0.914651,0.29,0.29,,,,,0.2,1.113087,,0.09152,13.864819,
09/30/1993,119.400002,,147.699997,,6.874069,1.17671,0.790115,0.21,0.21,,,,,0.2,1.9587,,0.255444,13.89866,
12/31/1993,147.600006,148.100006,148.100006,,7.1553,0.8474,0.299122,0.16,0.16,0.16,0.16,0.16,0.16,0.2,1.179608,,0.525745,12.733062,
03/31/1994,120.0,,148.100006,,7.749493,1.546928,1.106685,0.44,0.44,,,,,0.21,0.806887,,0.09,14.231668,
06/30/1994,120.5,,148.600006,,7.703903,1.419919,0.98183,0.38,0.38,,,,,0.21,1.309556,,0.117012,14.40166,
09/30/1994,120.699997,,149.100006,,7.539905,1.317907,0.916834,0.34,0.34,,,,,0.21,0.910127,,0.440762,14.614748,
12/31/1994,149.100006,149.100006,149.100006,,7.836351,1.379611,0.930919,0.36,0.36,0.36,0.36,0.36,0.36,0.21,-0.794098,,0.22334,13.649898,
03/31/1995,149.199997,,149.199997,,8.258043,1.645442,1.184316,0.56,0.56,,,,,0.21,1.164879,0.762735,0.144772,14.018766,
06/30/1995,149.699997,,149.5,,8.583947,1.541806,1.076923,0.45,0.45,,,,,0.225,0.365217,-0.119732,0.322645,14.243154,
09/30/1995,150.126999,,149.899994,,7.563042,1.525017,1.058039,0.49,0.49,,,,,0.225,1.389593,0.326885,0.53488,14.491064,
12/31/1995,150.725006,150.100006,150.100006,,8.783477,1.619587,1.148568,0.52,0.52,0.52,0.52,0.52,0.52,0.225,0.908727,-0.032645,0.337038,14.777242,
03/31/1996,150.839005,,150.5,,11.241861,1.895681,1.416611,0.68,0.68,0.68,,,,0.225,1.000664,0.722924,0.265183,15.274564,
06/30/1996,150.983994,,150.800003,,9.523209,1.604775,1.125995,0.53,0.53,0.53,,,,0.24,0.6313,0.197613,0.166905,15.577148,
09/30/1996,151.065994,,151.0,,12.13245,1.604636,1.12053,0.57,0.57,0.57,,,,0.24,2.423179,0.378146,0.24625,15.912913,
12/31/1996,151.397995,,151.100006,,16.916611,1.890801,1.362012,0.51,0.62,0.62,,,,0.24,1.533421,-0.101919,0.377812,16.199025,
03/31/1997,151.5,,151.300003,,17.468605,2.298083,1.781229,0.9,0.9,0.93,,,,0.24,2.228024,1.896233,0.170297,16.877227,
06/30/1997,,,,,,,,,,0.57,,,0.57,,,,,,
