Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1993,7.074,0.113,4.983,0.228,,,0.228,1.75,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,8.543,-5.181,5.407,7.447,,,7.447,0.87,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,8.15,-0.191,7.596,1.84,,,1.84,-1.095,,,-1.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,8.442,1.247,7.122,-2.686,,,-2.686,2.759,,,2.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.442,,,
03/31/1994,9.996,-0.444,8.47,-0.273,,,-0.273,2.243,,,2.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,10.656,0.773,7.389,0.851,,,0.851,1.643,,,1.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,11.319,1.52,8.02,1.608,,,1.608,0.171,,,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,10.322,1.199,7.83,0.873,,,0.873,0.42,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.322,,,
03/31/1995,7.401,1.463,7.995,0.053,,,0.053,-2.11,,,-2.11,,,-23.264,,,,-23.264,,,,,,,,,,23.264,,,,,,,,,,,,,,,
06/30/1995,7.15,0.943,8.246,-0.703,,,-0.703,-1.336,,,-1.336,,,-15.666,,,,-15.666,,,,,,,,,,15.666,,,,,,,,,,,,,,,
