Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
08/31/1992,930.882996,4.842,4.842,0.0,24.476,,,295.825012,,,,,0.0,,,,325.143005,106.697998,,,48.564999,,,450.47699,,,,,450.47699,605.739986,,61.296001,61.296001,,,,0.0,,,,,11.216999,,,11.216999,72.513,351.778992,,,,,197.074997,,,,,197.074997,548.853989,621.366989,0.0,74.060997,,,0.0,,235.455002,309.515999,0.0,309.515999,930.882988,
11/30/1992,980.260986,4.913,4.913,0.0,27.128,,,317.908997,,,,,0.0,,,,349.950012,105.489998,130.901001,-25.410999,49.007999,,,475.812988,,,,,475.812988,630.310985,,60.978001,60.978001,,,,0.0,,,,,17.965,,,17.965,78.943001,351.803986,,,,,230.184006,,,,,230.184006,581.987992,660.930993,0.0,74.153,,,0.0,,245.177002,319.330002,0.0,319.330002,980.260995,
02/28/1993,1019.101013,6.362,6.362,0.0,56.124001,,,379.032013,,,,,0.0,,,,441.518005,126.267998,,,49.145,,,402.170013,,,,,402.170013,577.583012,,56.278,56.278,,,,0.0,,,,,23.855003,,,23.855003,80.133003,265.352997,,,,,345.247986,,,,,345.247986,610.600983,690.733986,0.0,74.762001,,,0.0,,253.604996,328.366997,0.0,328.366997,1019.100983,
05/31/1993,1129.040039,10.063,10.063,0.0,47.421001,,,399.113007,,,,,0.0,,,,456.596985,131.348999,,,48.991001,,,492.102997,,,,,492.102997,672.442997,,58.803001,58.803001,,,,0.0,,,,,24.672997,,,24.672997,83.475998,207.785004,,,,,401.966003,,,,,401.966003,609.751007,693.227005,0.0,172.216003,,,0.0,,263.596985,435.812988,0.0,435.812988,1129.039993,
08/31/1993,1157.040039,11.629,11.629,0.0,48.775002,,,450.889008,,,,,0.0,,,,511.292999,137.389999,,,61.818001,,,446.539001,,,,,446.539001,645.747002,,72.758003,72.758003,,,,0.0,,,,,27.274994,,,27.274994,100.032997,382.528015,,,,,227.184998,,,,,227.184998,609.713013,709.74601,0.0,172.365997,,,0.0,,274.928009,447.294006,0.0,447.294006,1157.040016,
11/30/1993,1195.48999,10.606,10.606,0.0,53.136002,,,444.533997,,,,,0.0,,,,508.276001,156.173996,184.955002,-28.781,61.696999,,,469.342987,,,,,469.342987,687.213982,,79.68,79.68,,,,0.0,,,,,25.043,,,25.043,104.723,363.553986,,,,,259.73999,,,,,259.73999,623.293976,728.016976,0.0,172.404007,,,0.0,,295.069,467.473007,0.0,467.473007,1195.489983,
02/28/1994,1204.374023,11.857,11.857,0.0,63.956001,,,464.496002,,,,,0.0,,,,540.309021,154.035995,,,73.967003,,,436.062012,,,,,436.062012,664.06501,,83.931999,83.931999,,,,0.0,,,,,26.868004,,,26.868004,110.800003,302.054993,,,,,308.338013,,,,,308.338013,610.393005,721.193008,0.0,173.080994,,,0.0,,310.100006,483.181,0.0,483.181,1204.374008,
05/31/1994,1150.29895,10.91,10.91,0.0,24.427999,,,483.024994,,,,,0.0,,,,518.362976,158.772003,,,74.056,,,399.108002,,,,,399.108002,631.936005,,84.207001,84.207001,,,,0.0,,,,,20.201996,,,20.201996,104.408997,295.821014,,,,,249.718994,,,,,249.718994,545.540009,649.949005,0.0,173.098007,,,0.0,,327.252014,500.350021,0.0,500.350021,1150.299026,
08/31/1994,1175.125,10.158,10.158,0.0,19.507999,,,499.380005,,,,,0.0,,,,529.046021,149.789001,,,74.174004,,,422.115997,,,,,422.115997,646.079002,,88.444,88.444,,,,0.0,,,,,18.650002,,,18.650002,107.094002,294.605011,,,,,255.468002,,,,,255.468002,550.073013,657.167015,0.0,173.119003,,,0.0,,344.838989,517.957993,0.0,517.957993,1175.125008,
11/30/1994,1293.223022,16.801001,16.801001,0.0,48.165001,,,476.035004,,,,,0.0,,,,541.000977,193.621002,220.044006,-26.423,80.747002,,,477.854004,,,,,477.854004,752.222008,,102.582001,102.582001,,,,0.0,,,,,25.475998,,,25.475998,128.057999,464.89801,,,,,166.179001,,,,,166.179001,631.077011,759.13501,0.0,173.182007,,,0.0,,360.906006,534.088013,0.0,534.088013,1293.223023,
02/28/1995,1275.207031,7.491,7.491,0.0,42.723999,,,489.036011,,,,,0.0,,,,539.250977,197.052994,,,79.245003,,,459.65799,,,,,459.65799,735.955986,,90.348999,90.348999,,,,0.0,,,,,28.108002,,,28.108002,118.457001,460.878998,,,,,147.119995,,,,,147.119995,607.998993,726.455994,0.0,173.707993,,,0.0,,375.042999,548.750992,0.0,548.750992,1275.206985,
05/31/1995,1358.296997,8.437,8.437,0.0,35.761002,,,510.528015,,,,,0.0,,,,554.726013,193.143005,,,76.338997,,,534.088989,,,,,534.088989,803.570992,,103.106003,103.106003,,,,0.0,,,,,18.238998,,,18.238998,121.345001,402.536987,,,,,266.722992,,,,,266.722992,669.259979,790.60498,0.0,173.841995,,,0.0,,393.850006,567.692001,0.0,567.692001,1358.296982,
08/31/1995,1399.416016,13.601,13.601,0.0,37.312,,,528.273987,,,,,0.0,,,,579.187012,191.268997,,,75.202003,,,553.757996,,,,,553.757996,820.228996,,107.026001,107.026001,,,,0.0,,,,,26.306992,,,26.306992,133.332993,401.289001,,,,,282.22699,,,,,282.22699,683.515991,816.848984,0.0,173.873993,,,0.0,,408.692993,582.566986,0.0,582.566986,1399.41597,
11/30/1995,1442.362061,21.870001,21.870001,0.0,70.202003,,,504.403992,,,,,0.0,,,,596.476013,189.341003,,,72.975998,,,583.56897,,,,,583.56897,845.885971,,114.833,114.833,,,,0.0,,,,,26.659996,,,26.659996,141.492996,407.27301,,,,,285.802002,,,,,285.802002,693.075012,834.568008,0.0,174.173004,,,0.0,,433.621002,607.794006,0.0,607.794006,1442.362014,
02/29/1996,1605.152954,13.057,13.057,0.0,91.714996,,,620.546021,,,,,0.0,,,,725.317993,217.554993,,,74.708,,,587.572021,,,,,587.572021,879.835014,,120.419998,120.419998,,,,0.0,,,,,27.876007,,,27.876007,148.296005,456.029999,,,,,375.984985,,,,,375.984985,832.014984,980.310989,0.0,174.740005,,,0.0,,450.10199,624.841995,0.0,624.841995,1605.152984,
05/31/1996,1669.401978,10.206,10.206,0.0,86.001999,,,657.442993,,,,,0.0,,,,753.651001,216.649994,,,73.044998,,,626.05603,,,,,626.05603,915.751022,,123.033997,123.033997,,,,0.0,,,,,22.108001,,,22.108001,145.141998,571.395996,,,,,311.803009,,,,,311.803009,883.199005,1028.341003,0.0,174.897003,,,0.0,,466.164001,641.061004,0.0,641.061004,1669.402007,
08/31/1996,1725.182983,15.351,15.351,0.0,51.967999,,,682.075989,,,,,0.0,,,,749.39502,218.117004,,,71.217003,,,686.453979,,,,,686.453979,975.787986,,160.332993,160.332993,,,,0.0,,,,,31.180007,,,31.180007,191.513,578.505005,,,,,289.597992,,,,,289.597992,868.102997,1059.615997,0.0,175.076996,,,0.0,,490.48999,665.566986,0.0,665.566986,1725.182983,
11/30/1996,1589.593018,43.312,43.312,0.0,16.410999,,,696.327026,,,,,0.0,,,,756.049988,9.33,13.602,-4.272,0.0,,,824.213013,,,,,824.213013,833.543013,,158.641006,158.641006,,,,0.0,,,,,26.044999,,,26.044999,184.686005,361.333008,,,,,348.118011,,,,,348.118011,709.451019,894.137024,0.0,175.210999,,,0.0,,520.244995,695.455994,0.0,695.455994,1589.593018,
02/28/1997,1845.234009,19.969,19.969,0.0,47.421001,,,750.138977,,,,,0.0,,,,817.528992,226.371002,,,61.478001,,,739.856018,,,,,739.856018,1027.705021,,167.848007,167.848007,,,,,,,,,18.623993,,,18.623993,186.472,633.599976,,,,,309.888,,,,,309.888,943.487976,1129.959976,0.0,176.154999,,,0.0,,539.119019,715.274017,0.0,715.274017,1845.233994,
05/31/1997,1925.837,15.828,15.828,0.0,52.188999,,,838.177002,,,,,0.0,,,,906.19397,238.434998,283.585999,-45.151001,60.102001,,,721.106018,,,,,721.106018,1019.643017,,180.492004,180.492004,,,,0.0,,,,,16.960999,,,16.960999,197.453003,721.664978,,,,,264.201996,,,,,264.201996,985.866974,1183.319977,0.0,176.729004,,,0.0,,565.788025,742.517029,0.0,742.517029,1925.837006,
08/31/1997,1943.847,31.103001,31.103001,0.0,44.209,,,847.122986,,,,,0.0,,,,922.434998,239.065002,283.498993,-44.433998,60.487,,,721.859985,,,,,721.859985,1021.411987,,193.725998,193.725998,,,,0.0,,,,,7.501999,,,7.501999,201.227997,733.013977,,,,,234.082001,,,,,234.082001,967.095978,1168.323975,0.0,177.317993,,,0.0,,598.205017,775.52301,0.0,775.52301,1943.846985,
11/30/1997,1343.284058,52.925999,52.925999,0.0,34.646,,,806.974976,170.352997,636.622009,,,0.0,,,,894.546997,8.598,14.861,-6.263,0.0,,,440.139008,,,,,440.139008,448.737008,,198.386002,198.386002,,,,0.0,,,,,22.634002,,,22.634002,221.020004,527.302979,,,,,155.962006,,,,,155.962006,683.264985,904.284989,0.0,394.113007,,,0.0,,44.886002,438.999009,0.0,438.999009,1343.283998,
02/28/1998,1534.113037,53.110001,53.110001,0.0,18.775999,,,952.393982,,,,,0.0,,,,1024.280029,8.661,18.639,-9.978,0.0,,,501.171997,,,,,501.171997,509.832997,,212.154007,212.154007,,,,,,,,,7.748993,,,7.748993,219.903,666.536011,,,,,190.373001,,,,,190.373001,856.909012,1076.812012,0.0,396.86499,,,0.0,,60.436001,457.300991,0.0,457.300991,1534.113003,
05/31/1998,1617.244995,39.075001,39.075001,0.0,11.802,,,1010.81897,,,,,0.0,,,,1061.696045,9.824,20.254,-10.43,0.0,,,545.724976,,,,,545.724976,555.548976,,195.078003,195.078003,,,,0.0,,,,,4.645004,,,4.645004,199.723007,686.703979,,,,,221.865005,,,,,221.865005,908.568984,1108.291991,0.0,423.571991,,,0.0,,85.380997,508.952988,0.0,508.952988,1617.244979,
08/31/1998,1967.546021,49.372002,49.372002,0.0,28.163,,,1308.146973,,,,,0.0,,,,1385.682007,11.857,22.587,-10.73,0.0,,,570.007019,,,,,570.007019,581.864019,,262.346985,262.346985,,,,0.0,,,,,13.353027,,,13.353027,275.700012,803.129028,,,,,239.886002,,,,,239.886002,1043.01503,1318.715042,0.0,529.104004,,,0.0,,119.726997,648.831001,0.0,648.831001,1967.546043,
11/30/1998,1917.833984,34.676998,34.676998,0.0,23.802999,,,1198.552979,67.013,1131.540039,,,0.0,,,,1257.032959,14.601,25.900999,-11.3,0.0,,,646.200012,,,,,646.200012,660.801012,,322.266998,322.266998,,,,,,,,,33.440002,,,33.440002,355.707001,530.630005,,,,,315.832001,,,,,315.832001,846.462006,1202.169006,0.0,529.460022,,,0.0,,186.205002,715.665024,0.0,715.665024,1917.83403,
02/28/1999,2071.945,74.543,74.543,0.0,26.653,26.653,,1324.905,0.0,1324.905,0.0,0.0,0.0,,,,1426.101,8.896,20.5,-11.604,0.0,,,636.948,,,,175.372,461.576,645.844,,312.195,312.195,,,,0.0,,,,,16.929,,,16.929,329.124,713.303,,,,,286.693,,,,,286.693,999.996,1329.12,0.0,529.474,,,0.0,213.351,0.0,742.825,0.0,742.825,2071.945,
05/31/1999,2148.895,27.642,27.642,0.0,27.736,27.736,,1381.725,0.0,1381.725,0.0,0.0,0.0,,,,1437.103,7.064,19.908,-12.844,0.0,,,704.728,,,,193.002,511.726,711.792,,320.7,320.7,,,,,,,,,11.093,,,11.093,331.793,717.047,,,,,317.889,,,,,317.889,1034.936,1366.729,0.0,529.94,,,0.0,252.226,0.0,782.166,0.0,782.166,2148.895,
08/31/1999,2203.998,38.357,38.357,0.0,28.533,28.533,,1438.254,0.0,1438.254,0.0,0.0,0.0,,,,1505.144,6.101,19.987,-13.886,0.0,,,692.753,20.878,20.878,0.0,158.862,513.013,698.854,,327.892,327.892,,,,0.0,,,,,16.687,,,16.687,344.579,711.721,,,,,319.291,,,,,319.291,1031.012,1375.591,0.0,531.425,,,0.0,296.982,0.0,828.407,0.0,828.407,2203.998,
11/30/1999,2057.647,83.256,83.256,0.0,11.162,11.162,,1274.551,40.338,1234.213,0.0,0.0,0.0,,,,1368.969,5.905,19.915,-14.01,0.0,,,682.773,,,,173.31,509.463,688.678,,333.532,333.532,,,,0.0,,,,,0.0,,,0.0,333.532,523.661,,,,,318.955,,,,,318.955,842.616,1176.148,0.0,531.459,,,-6.018,356.058,0.0,881.499,0.0,881.499,2057.647,
02/29/2000,2053.068,30.179,30.179,0.0,29.374,29.374,,1393.024,0.0,1393.024,0.0,0.0,0.0,,,,1452.577,6.516,21.086,-14.57,0.0,,,593.975,19.571,19.571,0.0,173.169,401.235,600.491,,316.761,316.761,,,,0.0,,,,,0.0,,,0.0,316.761,750.184,,,,,233.414,,,,,233.414,983.598,1300.359,0.0,531.555,,,-156.487,377.641,0.0,752.709,0.0,752.709,2053.068,
05/31/2000,3805.312,72.234,72.234,0.0,43.815,43.815,,2641.423,0.0,2641.423,0.0,0.0,0.0,,,,2757.472,23.653,53.842,-30.189,0.0,,,1024.187,23.581,23.581,0.0,243.829,756.777,1047.84,,596.971,596.971,,,,0.0,,,,,0.0,,,0.0,596.971,1732.784,,,,,421.53,,,,,421.53,2154.314,2751.285,0.0,799.638,,,-158.943,413.332,0.0,1054.027,0.0,1054.027,3805.312,
08/31/2000,3769.387,58.134,58.134,0.0,37.684,37.684,,2662.75,0.0,2662.75,0.0,0.0,0.0,,,,2758.568,24.34,55.318,-30.978,0.0,,,986.479,23.182,23.182,0.0,254.839,708.458,1010.819,,616.181,616.181,,,,0.0,,,,,0.0,,,0.0,616.181,1656.066,,,,,381.038,,,,,381.038,2037.104,2653.285,0.0,816.943,,,-158.943,473.581,-15.479,1116.102,0.0,1116.102,3769.387,
11/30/2000,3777.914,287.627,287.627,0.0,42.27,42.27,,2301.584,17.036,2284.548,0.0,0.0,0.0,,,,2631.481,18.585,49.141,-30.556,0.0,,,1127.848,110.4,110.4,0.0,257.639,759.809,1146.433,,778.238,778.238,,,,0.0,,,,,0.0,,,0.0,778.238,1254.65,,,,,516.446,,,,,516.446,1771.096,2549.334,0.0,819.759,,,-158.943,582.299,-14.535,1228.58,0.0,1228.58,3777.914,
02/28/2001,3692.854,57.573,57.573,0.0,47.936,47.936,,2483.343,0.0,2483.343,0.0,0.0,0.0,,,,2588.852,,,,0.0,,,1104.002,24.854,24.854,0.0,292.185,786.963,1104.002,,671.155,671.155,,,,0.0,,,,,0.0,,,0.0,671.155,1291.558,,,,,454.11,,,,,454.11,1745.668,2416.823,0.0,829.082,,,-158.943,632.799,-26.907,1276.031,0.0,1276.031,3692.854,
05/31/2001,4000.341,219.002,219.002,,47.98,47.98,,2521.812,0.0,2521.812,0.0,0.0,0.0,,,,2788.794,,,,0.0,,,1211.547,25.989,25.989,0.0,286.48,899.078,1211.547,,586.205,586.205,,,,0.0,,,,,0.0,,,0.0,586.205,1496.839,,,,,528.485,,,,,528.485,2025.324,2611.529,0.0,843.083,,,-158.927,729.031,-24.375,1388.812,0.0,1388.812,4000.341,
08/31/2001,4172.405,208.57,208.57,0.0,46.339,46.339,,2703.412,0.0,2703.412,0.0,0.0,0.0,,,,2958.321,,,,0.0,,,1214.084,25.574,25.574,0.0,349.772,838.738,1214.084,,681.738,681.738,,,,0.0,,,,,0.0,,,0.0,681.738,1490.385,,,,,505.453,,,,,505.453,1995.838,2677.576,0.0,846.905,,,-158.927,834.939,-28.088,1494.829,0.0,1494.829,4172.405,
11/30/2001,4714.426,824.013,824.013,0.0,24.345,24.345,,2416.541,6.483,2410.058,0.0,0.0,0.0,,,,3264.899,17.944,54.041,-36.097,0.0,,,1431.583,105.8,105.8,0.0,300.064,1025.719,1449.527,,755.726,755.726,,,,0.0,,,,,0.0,,,0.0,755.726,1505.255,,,,,794.183,,,,,794.183,2299.438,3055.164,0.0,851.31,,,-158.927,996.998,-30.119,1659.262,0.0,1659.262,4714.426,
02/28/2002,4379.949,483.573,483.573,0.0,30.914,30.914,,2660.36,0.0,2660.36,0.0,0.0,0.0,,,,3174.847,,,,0.0,,,1205.102,25.19,25.19,0.0,315.878,864.034,1205.102,,660.387,660.387,,,,0.0,,,,,0.0,,,0.0,660.387,1505.57,,,,,473.285,,,,,473.285,1978.855,2639.242,0.0,859.537,,,-158.927,1068.099,-28.002,1740.707,0.0,1740.707,4379.949,
05/31/2002,4556.29,461.497,461.497,0.0,51.222,51.222,,2802.26,0.0,2802.26,0.0,0.0,0.0,,,,3314.979,,,,0.0,,,1241.311,30.236,30.236,0.0,324.51,886.565,1241.311,,680.512,680.512,,,,0.0,,,,,0.0,,,0.0,680.512,1502.718,,,,,509.866,,,,,509.866,2012.584,2693.096,0.0,874.928,,,-158.927,1173.31,-26.117,1863.194,0.0,1863.194,4556.29,
08/31/2002,5209.045,58.363,58.363,0.0,87.465,87.465,,3576.443,0.0,3576.443,0.0,0.0,0.0,,,,3722.271,,,,0.0,,,1486.774,30.236,30.236,0.0,353.708,1102.83,1486.774,,892.098,892.098,,,,0.0,,,,,0.0,,,0.0,892.098,1643.008,,,,,674.038,,,,,674.038,2317.046,3209.144,0.0,877.596,,,-158.992,1314.732,-33.435,1999.901,0.0,1999.901,5209.045,
11/30/2002,5755.633,731.163,731.163,0.0,48.432,48.432,,3237.577,7.41,3230.167,0.0,0.0,0.0,,,,4017.172,17.16,59.079,-41.919,0.0,,,1721.301,189.4,189.4,0.0,285.594,1246.307,1738.461,,969.779,969.779,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,969.779,1585.309,1585.309,0.0,0.0,,971.388,,,,,971.388,2556.697,3526.476,0.0,880.978,,,-158.992,1538.945,-31.774,2229.157,0.0,2229.157,5755.633,
02/28/2003,5591.826,500.227,500.227,0.0,51.348,51.348,,3662.319,7.244,3655.075,0.0,0.0,0.0,,,,4213.894,,,,0.0,,,1377.932,35.252,35.252,0.0,298.44,1044.24,1377.932,,879.703,879.703,,,,0.0,,,,,0.0,,,0.0,879.703,1826.79,,,,,551.544,,,,,551.544,2378.334,3258.037,0.0,883.411,,,-159.038,1644.463,-35.047,2333.789,0.0,2333.789,5591.826,
05/31/2003,5939.061,480.719,480.719,0.0,69.814,69.814,,3752.102,7.247,3744.855,0.0,0.0,0.0,,,,4302.635,,,,0.0,,,1636.426,41.263,41.263,0.0,313.093,1282.07,1636.426,,866.813,866.813,,,,0.0,,,,,0.0,,,0.0,866.813,1798.198,,,,,772.506,,,,,772.506,2570.704,3437.517,0.0,1245.779,,,-159.038,1450.917,-36.114,2501.544,0.0,2501.544,5939.061,
08/31/2003,6222.031,599.223,599.223,0.0,78.501,78.501,,3868.168,7.26,3860.908,0.0,0.0,0.0,,,,4545.892,,,,0.0,,,1676.139,43.577,43.577,0.0,362.766,1269.796,1676.139,,906.655,906.655,,,,0.0,,,,,0.0,,,0.0,906.655,1521.706,,,,,800.662,,,,,800.662,2322.368,3229.023,0.0,1528.133,,,-159.688,1651.509,-26.946,2993.008,0.0,2993.008,6222.031,
11/30/2003,6775.432,1201.276,1201.276,0.0,60.392,60.392,,3656.101,7.246,3599.526,49.329,0.0,0.0,,,,4917.769,20.838,57.469,-36.631,0.0,,,1836.825,212.7,212.7,0.0,390.334,1233.791,1857.663,,1040.961,1040.961,,,,0.0,0.0,0.0,0.0,,45.214,,,45.214,1086.175,1552.217,1552.217,0.0,0.0,,873.266,,,,,873.266,2425.483,3511.658,0.0,1374.088,,,0.0,1914.963,-25.277,3263.774,0.0,3263.774,6775.432,
02/29/2004,6521.374,545.522,545.522,0.0,65.135,65.135,,4066.136,1597.673,2348.553,0.0,119.91,0.0,,,,4676.793,,,,0.0,,,1844.581,43.062,43.062,0.0,636.948,1164.571,1844.581,,1011.346,1011.346,,,,0.0,,,,,0.0,,,0.0,1011.346,1531.846,,,,,699.692,,,,,699.692,2231.538,3242.884,0.0,1379.451,,,-109.562,2034.623,-26.022,3278.49,0.0,3278.49,6521.374,
05/31/2004,6996.083,140.675,140.675,0.0,124.35,124.35,,4775.343,1605.31,2945.8,0.0,224.233,0.0,,,,5040.368,,,,0.0,,,1955.715,51.727,51.727,0.0,696.02,1207.968,1955.715,,1071.321,1071.321,,,,0.0,,,,,0.0,,,0.0,1071.321,1594.074,,,,,850.712,,,,,850.712,2444.786,3516.107,0.0,1394.223,,,-109.644,2216.52,-21.123,3479.976,0.0,3479.976,6996.083,
08/31/2004,7838.621,386.858,386.858,0.0,153.687,153.687,,5241.814,1668.813,3292.199,0.0,280.802,0.0,,,,5782.359,,,,0.0,,,2056.262,54.338,54.338,0.0,779.465,1222.459,2056.262,,1222.928,1222.928,,,,0.0,,,,,0.0,,,0.0,1222.928,1998.657,,,,,928.605,,,,,928.605,2927.262,4150.19,0.0,1291.197,,,-3.938,2422.382,-21.21,3688.431,0.0,3688.431,7838.621,
11/30/2004,9165.28,1310.92,1310.92,0.0,153.285,78.829,,5142.07,1725.755,0.0,3140.52,275.795,11.552,,,,6617.827,21.311,57.486,-36.175,0.0,,,2526.142,183.345,183.345,0.0,,2342.797,2547.453,,554.666,554.666,,,,,,,,,222.769,,,222.769,777.435,2021.014,,,,,2271.132,,,,,2271.132,4292.146,5069.581,0.0,1293.412,,,-3.938,2780.637,-17.139,4052.972,42.727,4095.699,9165.28,
