Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
10/31/1994,10.252,7.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/1995,-0.57,3.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.57,,,
04/30/1995,5.517,4.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1995,4.843,6.668,,,,,,,,,,,-0.628,-0.628,,,,-0.628,,,,,,,,,,0.0,,,,,,,,,,,,4.215,,,
10/31/1995,16.429001,9.151,,,,,,,,,,,-1.197,-1.197,,,,-1.197,,,,,,,,,,0.0,,,,,,,,,,,,15.232001,,,
01/31/1996,8.77,8.809,,,,,,,,,,,-1.652,-1.652,,,,-1.652,,,,,,,,,,0.0,,,,,,,,,,,,7.118,,,
04/30/1996,3.873,5.653,,,,,,,,,,,-1.498,-1.498,,,,-1.498,,,,,,,,,,0.0,,,,,,,,,,,,2.375,,,
07/31/1996,5.504,6.989,,,,,,,,,,,-1.01,-1.01,,,,-1.01,,,,,,,,,,0.0,,,,,,,,,,,,4.494,,,
10/31/1996,14.939,7.406,,,,,,,,,,,-0.85,-0.85,,,,-0.85,,,,,,,,,,0.0,,,,,,,,,,,,14.089,,,
01/31/1997,2.618,5.83,,,,,,,,,,,-0.878,-0.878,,,,-0.878,,,,,,,,,,0.0,,,,,,,,,,,,1.74,,,
04/30/1997,12.45,10.146,,,,,,,,,,,-0.91,-0.91,,,,-0.91,,,,,,,,,,0.0,,,,,,,,,,,,11.54,,,
07/31/1997,9.783,11.63,,,,,,,,,,,-0.908,-0.908,,,,-0.908,,,,,,,,,,0.0,,,,,,,,,,,,8.875,,,
10/31/1997,10.552,8.744,,,,,,,,,,,-2.288,-2.288,,,,-2.288,,,,,,,,,,0.0,,,,,,,,,,,,8.264,,,
01/31/1998,31.25,10.72,3.307,,,,17.223,,,,17.223,,-11.647,-1.483,0.0,,,-1.483,,,0.0,0.0,0.0,,,,,-10.164,-6.388,-1.86,-5.722,,,,0.0,0.0,0.0,1.194,,13.215,,,
04/30/1998,13.389,10.634,3.522,,,,-0.767,,,,-0.767,,-53.140999,-1.252,0.0,,,-1.252,,,0.0,0.0,0.0,,,,,-51.888999,36.632001,-1.874,38.012001,,,,0.0,0.0,0.0,0.494,,-3.12,,,
07/31/1998,-0.743,10.56,3.783,,,,-15.086,,,,-15.086,,-1.712,-1.158,0.0,,,-1.158,,,0.0,0.0,0.0,,,,,-0.554,-3.915,-1.876,-2.747,,,,0.0,0.0,0.0,0.708,,-6.37,,,
10/31/1998,32.277,7.402,3.822,,,,20.445999,,,,20.445999,,-1.93,-1.609,0.0,,,-1.609,,,0.0,0.0,0.0,,,,,-0.321,-25.371,-1.818,-6.169,,,,-14.691,3.263,-17.954,-2.693,,4.976,,,
01/31/1999,3.262,7.84,3.893,-8.471,,-8.471,-8.471,,,,-8.471,,-1.043,-1.009,0.0,,,-1.009,,,0.0,0.0,0.0,,,,,-0.034,-10.033,-1.974,-6.903,,,,-1.548,0.0,-1.548,0.392,,-7.814,1.156,1.994995,
04/30/1999,19.927999,12.039,3.892,,,,3.997,,,,3.997,,-1.447,-1.386,0.0,,,-1.386,,,0.0,0.0,0.0,,,,,-0.061,-14.207,-1.972,-8.976,,,,-4.002,0.0,-4.002,0.743,,4.274,,,
07/31/1999,18.739,12.796,4.076,,,,1.867,,,,1.867,,-39.834,-1.36,0.0,,,-1.36,,,0.0,0.0,0.0,,,,,-38.474,18.787001,-1.956,19.643001,,,,0.0,0.0,0.0,1.1,,-2.308,,,
10/31/1999,10.897,14.671,4.105,,,,-7.879,,,,-7.879,,1.0,-1.393,0.0,,,-1.393,,,0.0,0.0,0.0,,,,,2.393,-1.909,-1.968,0.295,,,,3.942,3.942,0.0,-4.178,,9.988,,,
01/31/2000,8.831,9.68,4.487,,,,-5.336,,,,-5.336,,-62.928001,-4.191,0.0,,,-4.191,,,0.0,0.0,0.0,,,,,-58.737001,43.804998,-2.127,44.818998,,,,0.0,0.0,0.0,1.113,,-10.292,2.809,1.929,
04/30/2000,14.491,13.626,5.616,,,,-4.751,,,,-4.751,,-17.065001,-4.487,0.0,,,-4.487,,,0.0,0.0,0.0,,,,,-12.578001,20.491,-2.132,18.808,,,,0.0,0.0,0.0,3.815,,17.917,7.822,1.311,
07/31/2000,20.604,11.102,5.807,,,,3.695,,,,3.695,,-35.771999,-2.178,0.0,,,-2.178,,,0.0,0.0,0.0,,,,,-33.593999,1.294,-2.136,5.867,,,,0.0,0.0,0.0,-2.437,,-13.874,9.512,3.779,
10/31/2000,23.712999,14.87,6.388,,,,2.455,,,,2.455,,-62.462002,-4.294,0.0,,,-4.294,,,0.0,0.0,0.0,,,,,-58.168002,42.879998,-2.142,44.434998,,,,4.223,4.223,0.0,-3.636,,4.131,5.724,1.999,
01/31/2001,25.238001,11.76,6.601,,,,6.877,,,,6.877,,-2.297,-1.441,0.0,,,-1.441,,,0.0,0.0,0.0,,,,,-0.856,-18.988,-2.297,-17.763,,,,0.0,0.0,0.0,1.072,,3.953,1.19,5.522,
04/30/2001,21.204,13.862,6.481,,,,0.861,,,,0.861,,-1.846,-1.757,0.0,,,-1.757,,,0.0,0.0,0.0,,,,,-0.089,-23.206001,-2.306,-22.964001,,,,0.0,0.0,0.0,2.064,,-3.848,11.262,2.865,
07/31/2001,25.193001,13.133,6.619,,,,5.441,,,,5.441,,-25.131001,-1.308,0.0,,,-1.308,,,0.0,0.0,0.0,,,,,-23.823001,16.780001,-2.314,17.956001,,,,0.0,0.0,0.0,1.138,,16.841999,5.435,5.979,
10/31/2001,30.806999,17.084,7.754,,,,5.969,,,,5.969,,-147.455002,-2.949,0.0,,,-2.949,,,0.0,0.0,0.0,,,,,-144.506002,104.518998,-2.315,106.080997,,,,4.788,4.788,0.0,-4.035,,-12.129,10.988,1.736,
01/31/2002,11.286,-11.46,4.026,,,,18.719999,,,,18.719999,,-9.871,-1.912,0.0,,,-1.912,,,0.0,0.0,0.0,,,,,-7.959,2.139,-2.568,0.501,,,,0.0,0.0,0.0,4.206,,3.554,2.598,6.692,
04/30/2002,21.306999,17.455999,3.536,,,,0.315,,,,0.315,,-1.47,-1.969,0.0,,,-1.969,,,0.0,0.0,0.0,,,,,0.499,-22.393,-2.578,-22.281,,,,6.962,6.962,0.0,-4.496,,-2.556,8.796,2.421,
07/31/2002,17.708,15.033,3.572,,,,-0.897,,,,-0.897,,-64.941002,-1.598,0.0,,,-1.598,,,0.0,0.0,0.0,,,,,-63.343002,45.504,-2.584,46.254,,,,0.643,0.643,0.0,1.191,,-1.729,4.916,4.216,
10/31/2002,36.667999,19.024,4.042,,,,13.602,,,,13.602,,-16.181999,-2.301,0.0,,,-2.301,,,0.0,0.0,0.0,,,,,-13.880999,-23.582998,-2.587,-22.215998,,,,1.234,1.234,0.0,-0.014,,-3.097,6.63,5.366,
01/31/2003,11.625,12.797,3.881,,,,-5.053,,,,-5.053,,-3.601,-2.746,0.0,,,-2.746,,,0.0,0.0,0.0,,,,,-0.855,-3.751,-2.753,-2.786,,,,0.0,0.0,0.0,1.788,,4.273,,,
04/30/2003,24.896999,12.672,4.208,,,,8.017,,,,8.017,,-2.816,-2.09,0.0,,,-2.09,,,0.0,0.0,0.0,,,,,-0.726,-14.42,-2.761,-14.486,,,,0.0,0.0,0.0,2.827,,7.661,,,
09/30/2003,21.247999,17.872999,4.017,4.644,,4.644,-0.642,,,,-0.642,,-5.29,-3.248,0.0,,,-3.248,,,0.0,0.0,0.0,,,,,-2.042,-28.652,-2.77,-28.528,,,,0.0,0.0,0.0,2.646,,-12.694,,,
12/31/2003,13.523,1.897,4.272,,,,7.354,,,,7.354,,-495.889008,-2.338,0.0,,,-2.338,,,0.0,0.0,0.0,,,,,-493.551008,538.090022,-3.454,344.637024,,,,200.919998,200.919998,0.0,-4.013,,55.723999,,,
03/31/2004,25.583,18.134001,9.704,,,,-2.255,,,,-2.255,,-15.071,-2.546,0.0,,,-2.546,,,0.0,0.0,0.0,,,,,-12.525,1.610998,-3.542,-25.780001,,,,28.872999,28.872999,0.0,2.06,,12.123,,,
06/30/2004,40.358002,23.549999,9.907,,,,6.901,,,,6.901,,-42.872002,-2.579,0.0,,,-2.579,,,0.0,0.0,0.0,,,,,-40.293002,-5.11,-3.562,-4.972,,,,0.0,0.0,0.0,3.424,,-7.624,,,
09/30/2004,35.618,27.382,10.216,,,,-1.98,,,,-1.98,,-5.547,-2.983,0.0,,,-2.983,,,0.0,0.0,0.0,,,,,-2.564,-2.388,-3.574,-4.202,,,,0.0,0.0,0.0,5.388,,27.683001,,,
12/31/2004,63.266,24.786,11.56,,,,26.92,,,,26.92,,-594.909,-4.033,0.0,,,-4.033,,,0.0,0.0,0.0,,,,,-590.876,558.646,-3.523,258.322,,,,310.332,310.332,0.0,-6.485,,27.003,,,
03/31/2005,38.623,28.011,17.728,,,,-7.116,,,,-7.116,,-58.553,-5.062,0.0,,,-5.062,,,0.0,0.0,0.0,,,,,-53.491,-11.264,-4.507,-8.407,,,,4.299,4.299,0.0,-2.649,,-31.194,,,
06/30/2005,62.759998,35.562,16.964001,,,,10.234,,,,10.234,,-130.921997,-5.438,0.0,,,-5.438,,,0.0,0.0,0.0,,,,,-125.483997,38.336,-4.525,41.3,,,,-4.299,0.0,-4.299,5.86,,-29.826,,,
09/30/2005,74.542,39.194,18.135,,,,17.212999,,,,17.212999,,-8.684,-5.559,0.0,,,-5.559,,,0.0,0.0,0.0,,,,,-3.125,-55.161,-4.561,-54.909,,,,0.0,0.0,0.0,4.309,,10.697,,,
12/31/2005,112.492,50.408,18.492,11.7,,11.7,31.892,,,,31.892,,-157.711,-8.703,0.0,,,-8.703,,,0.0,0.0,0.0,,,,,-149.008,21.606,-5.008,29.864,,,,11.387,11.387,0.0,-14.637,,-25.98,,,
03/31/2006,57.33,37.686,19.009,0.635,,0.635,,,,,,,-16.52,-9.772,,,,-9.772,,,,,,,,,,-6.748,-26.769,-5.046,-30.51,,,,0.0,0.0,0.0,8.787,,14.041,,,
06/30/2006,48.426,48.093,20.454,-33.223,,-33.223,13.102,,,,13.102,,-64.611,-7.035,0.0,,,-7.035,,,0.0,0.0,0.0,,,,,-57.576,2.411,-5.143,1.188,,,,2.483,2.483,0.0,3.883,,-13.774,,,
09/30/2006,47.777,50.814,20.863,32.588,,32.588,-56.488,,,,-56.488,,-47.193,-6.74,0.0,,,-6.74,,,0.0,0.0,0.0,,,,,-40.453,-13.089,-5.102,-14.534,,,,10.774,10.774,0.0,-4.227,,-12.505,,,
03/31/2007,57.088,51.434,22.627,-27.194,,-27.194,10.221,,,,10.221,,-76.117,-6.056,0.0,,,-6.056,,,0.0,0.0,0.0,,,,,-70.061,29.993,-5.692,28.348,,,,6.158,6.158,0.0,1.179,,10.964,,,
06/30/2007,78.464,61.229,23.645,-4.814,,-4.814,-1.596,,,,-1.596,,-40.128,-6.669,0.0,,,-6.669,,,0.0,0.0,0.0,,,,,-33.459,1.326,-5.745,-4.727,,,,9.902,9.902,0.0,1.896,,39.662,,,
09/30/2007,91.419,65.14,23.931,-11.661,,-11.661,14.009,,,,14.009,,-13.229,-6.866,0.0,,,-6.866,,,0.0,0.0,0.0,,,,,-6.363,-72.363,-5.745,-74.287,,,,3.395,3.395,0.0,4.274,,5.827,,,
12/31/2007,116.836,72.23,22.977,58.907,,58.907,-37.278,,,,-37.278,,-12.914,-10.516,0.0,,,-10.516,,,0.0,0.0,0.0,,,,,-2.398,78.915,-5.772,78.266,,,,5.447,5.447,0.0,0.974,,182.837,,,
03/31/2008,71.593,62.451,23.521,-16.685,,-16.685,2.306,0.0,0.0,,2.306,,-384.847,-6.38,0.0,,,-6.38,,,0.0,0.0,0.0,,,,,-378.467,155.686,-6.428,154.437,,,,3.915,3.915,0.0,3.762,,-157.568,,,
06/30/2008,95.703,74.523,25.251,5.914,,5.914,-9.985,,,,-9.985,,-31.468,-7.511,0.445,,,-7.956,,,0.0,0.0,0.0,,,,,-23.957,-69.249,-6.479,-69.562,,,,7.606,7.606,0.0,-0.814,,-5.014,,,
09/30/2008,138.243,74.029,26.591,37.424,,37.424,0.199,,,,0.199,,-310.491,-5.712,0.739,,,-6.451,,,0.0,0.0,0.0,,,,,-304.779,182.334,-6.486,200.38,,,,3.217,3.217,0.0,-14.777,,10.086,,,
12/31/2008,128.899,70.871,25.478,13.605,,13.605,18.945,20.126,3.429,,-4.61,,-12.488,-8.698,0.562,,,-9.26,,,0.0,0.0,0.0,,,,,-3.79,-94.614,-6.494,-80.0,,,,3.552,3.552,0.0,-11.672,,21.797,,,
03/31/2009,50.577,51.559,26.226,7.817,6.985,0.832,-35.025,30.414,-2.855,,-62.584,0.0,-6.874,-5.228,0.0,0.0,0.0,-5.228,-5.228,0.0,0.0,0.0,0.0,-0.683,0.0,-0.683,0.0,-0.963,-40.894,-7.394,-32.917,,,,1.68,1.68,0.0,-2.263,-3.369,-0.56,,,
06/30/2009,110.285,59.588,25.602,6.646,7.096,-0.45,18.449,18.515,11.595,,-11.661,0.0,1.281,-7.131,0.0,0.0,0.0,-7.131,-7.131,0.0,0.0,0.0,0.0,-0.565,0.0,-0.565,0.0,-1.21,-76.958,-7.456,-72.187,,,,2.671,2.671,0.0,0.014,8.709,43.317,,,
09/30/2009,86.987,56.41,25.28,8.973,6.74,2.233,-3.676,4.374,5.756,,-13.806,0.0,-7.38,-5.947,0.402,0.402,0.0,-6.349,-6.349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.433,-48.691,-7.493,-40.082,,,,2.845,2.845,0.0,-3.961,4.282,35.198,,,
12/31/2009,119.65,71.924,26.34,4.086,6.655,-2.569,17.3,-26.325,16.585,,27.04,0.0,-361.219,-6.548,0.629,0.629,0.0,-7.177,-7.177,0.0,0.0,0.0,0.0,-353.313,0.0,-353.313,0.0,-1.358,152.946,-7.48,31.916,,,,129.266,129.266,0.0,-0.756,0.307,-88.316,,,
03/31/2010,95.086,59.725,28.504,6.928,7.008,-0.08,-0.071,9.758,-2.344,,-7.485,0.0,-18.644,-6.485,0.0,0.0,0.0,-6.485,-6.485,0.0,0.0,0.0,0.0,-15.0,0.0,-15.0,0.0,2.841,-48.047,-8.878,-42.999,,,,3.872,3.872,0.0,-0.042,-4.818,23.577,,,
06/30/2010,110.269,71.281,27.946,-0.567,6.11,-6.677,11.609,8.636,1.346,,1.627,0.0,-7.967,-3.306,4.322,4.322,0.0,-7.628,-7.628,0.0,0.0,0.0,0.0,0.349,0.0,0.349,0.0,-5.01,-0.518,-8.915,-0.014,,,,8.254,8.254,0.0,0.157,-2.329,99.455,,,
09/30/2010,139.063,84.263,32.251,10.429,6.266,4.163,12.12,-14.117,-6.279,,32.516,0.0,-528.378,-5.827,0.451,0.451,0.0,-6.278,-6.278,0.0,0.0,0.0,0.0,-521.762,0.0,-521.762,0.0,-0.789,341.884,-8.929,340.89,,,,10.352,10.352,0.0,-0.429,7.504,-39.927,,,
12/31/2010,155.122,107.311,34.32,5.985,5.766,0.219,7.506,-13.974,1.59,,53.0,0.0,-8.285,-6.905,1.295,1.295,0.0,-8.2,-8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.38,-125.71,-8.984,-131.288,,,,14.63,14.63,0.0,-0.068,-1.546,19.581,,,
03/31/2011,86.584,88.979,34.31,11.023,8.112,2.911,-47.728,-15.171,-16.359,,-16.198,0.0,-9.011,-7.987,0.826,0.826,0.0,-8.813,-8.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.024,-96.082,-10.458,-96.968,,,,12.041,12.041,0.0,-0.697,9.562,-8.947,,,
06/30/2011,155.933,106.311,34.821,-4.489,7.696,-12.185,19.29,-11.564,-8.953,,39.807,0.0,-215.229,-10.28,0.297,0.297,0.0,-10.577,-10.577,0.0,0.0,0.0,0.0,-204.612,0.0,-204.612,0.0,-0.337,-5.861,-10.544,-1.568,,,,5.661,5.661,0.0,0.59,-0.263,-65.42,,,
09/30/2011,166.557,110.281,35.594,14.593,7.658,6.935,6.089,7.214,-3.11,,1.985,0.0,-32.232,-9.323,0.43,0.43,0.0,-9.753,-9.753,0.0,0.0,0.0,0.0,-22.585,0.0,-22.585,0.0,-0.324,-80.011,-10.527,-71.521,,,,2.467,2.467,0.0,-0.43,-3.887,50.427,,,
12/31/2011,192.544,121.676,35.418,18.835,8.264,10.571,16.615,-13.812,5.389,,25.038,0.0,-19.277,-11.122,0.437,0.437,0.0,-11.559,-11.559,0.0,0.0,0.0,0.0,-6.397,0.0,-6.397,0.0,-1.758,-74.725,-10.561,-86.4,,,,22.766,22.766,0.0,-0.53,-6.895,91.647,,,
03/31/2012,141.457,108.309,35.467,11.391,9.954,1.437,-13.71,20.666,-7.462,,-26.914,0.0,-28.796,-9.544,0.464,0.464,0.0,-10.008,-10.008,0.0,0.0,0.0,0.0,-19.007,0.0,-19.007,0.0,-0.245,-2.274,-13.29,-6.297,,,,24.978,24.978,0.0,-7.665,3.23,113.617,,,
06/30/2012,119.326,114.813,35.772,12.034,9.75,2.284,-43.293,-22.987,2.01,,-22.316,0.0,-28.064,-9.97,0.554,0.554,0.0,-10.524,-10.524,0.0,0.0,0.0,0.0,-17.865,0.0,-17.865,0.0,-0.229,-17.363,-13.383,-6.918,,,,15.529,15.529,0.0,-12.591,-6.719,67.18,,,
09/30/2012,205.431,116.708,39.561,14.032,10.439,3.593,35.13,9.006,2.467,,23.657,0.0,-1417.271,-8.526,0.178,0.178,0.0,-8.704,-8.704,0.0,0.0,0.0,0.0,-1408.677,0.0,-1408.677,0.0,-0.068,1039.631,-13.429,1036.389,,,,21.094,21.094,0.0,-4.423,8.42,-163.789,,,
12/31/2012,211.638,143.53,43.948,12.282,10.63,1.652,11.878,-23.14,21.346,,13.672,0.0,-31.414,-9.05,0.119,0.119,0.0,-9.169,-9.169,0.0,0.0,0.0,0.0,-22.223,0.0,-22.223,0.0,-0.141,-166.124,-29.801,-80.478,,,,9.02,9.02,0.0,-64.865,1.381,15.481,,,
03/31/2013,171.268,124.914,43.441,9.308,12.977,-3.669,-6.395,27.59,-11.687,,-22.298,0.0,-13.21,-10.969,0.236,0.236,0.0,-11.205,-11.205,0.0,0.0,0.0,0.0,-2.24,0.0,-2.24,0.0,-0.001,-88.804,0.0,-100.052,,,,11.235,11.235,0.0,0.013,-9.822,59.432,,,
06/30/2013,139.739,111.353,47.095,14.121,13.307,0.814,-32.83,-16.954,1.325,,-17.201,0.0,-1014.878,-9.571,1.113,1.113,0.0,-10.684,-10.684,0.0,0.0,0.0,0.0,-1005.273,0.0,-1005.273,0.0,-0.034,819.716,-16.338,840.381,,,,6.667,6.667,0.0,-10.994,-0.028,-55.451,,,
09/30/2013,255.766,136.323,48.943,16.221,13.756,2.465,54.279,32.465,-4.84,,26.654,0.0,-18.617,-11.069,0.391,0.391,0.0,-11.46,-11.46,0.0,0.0,0.0,0.0,-7.439,0.0,-7.439,0.0,-0.109,-161.392,-16.368,-152.444,,,,8.533,8.533,0.0,-1.113,9.652,85.409,,,
12/31/2013,235.78,165.703,49.711,13.183,13.093,0.09,7.183,-10.301,2.515,,14.969,0.0,-69.158,-8.745,0.434,0.434,0.0,-9.179,-9.179,0.0,0.0,0.0,0.0,-59.461,0.0,-59.461,0.0,-0.952,-165.887,-16.386,-141.587,,,,-4.333,0.0,-4.333,-3.581,-0.995,-0.26,,,
03/31/2014,212.628,147.226,48.703,13.233,14.571,-1.338,3.466,4.582,-4.712,,3.596,0.0,-12.516,-10.137,0.341,0.341,0.0,-10.478,-10.478,0.0,0.0,0.0,0.0,-2.146,0.0,-2.146,0.0,-0.233,-154.631,-19.863,-150.433,,,,16.266,16.266,0.0,-0.601,-2.316,43.165,,,
06/30/2014,140.502,157.361,48.881,13.496,15.442,-1.946,-79.236,-4.552,-1.803,,-72.881,0.0,-10.244,-9.659,0.423,0.423,0.0,-10.082,-10.082,0.0,0.0,0.0,0.0,-0.58,0.0,-0.58,0.0,-0.005,-71.714,-19.958,-70.128,,,,18.934,18.934,0.0,-0.562,3.853,62.397,,,
09/30/2014,226.102,155.51,50.037,19.294,16.998,2.296,1.261,-5.255,-2.318,,8.834,0.0,-317.633,-8.777,0.498,0.498,0.0,-9.275,-9.275,0.0,0.0,0.0,0.0,-302.528,0.0,-302.528,0.0,-6.328,112.873,-20.006,125.0,,,,8.196,8.196,0.0,-0.317,-22.512,-1.17,,,
12/31/2014,261.209,185.936,49.663,22.535,16.016,6.519,3.075,4.821,15.182,,-16.928,0.0,-7.712,-7.565,0.244,0.244,0.0,-7.809,-7.809,0.0,0.0,0.0,0.0,-0.125,0.0,-0.125,0.0,-0.022,-184.632,-20.032,-155.0,,,,-9.101,,,-0.499,-22.547,46.318,,,
03/31/2015,260.399,155.773,48.308,7.194,13.801,-6.607,49.124,20.304,-7.68,,36.5,0.0,-603.123,-9.81,0.14,0.14,0.0,-9.95,-9.95,0.0,0.0,0.0,0.0,-589.577,0.0,-589.577,0.0,-3.736,386.144,-25.024,411.546,,,,11.147,11.147,0.0,-11.525,-38.357,5.063,,,
06/30/2015,172.549,171.28,49.867,18.69,15.637,3.053,-67.288,20.556,-0.292,,-87.552,0.0,-11.205,-10.269,0.454,0.454,0.0,-10.723,-10.723,0.0,0.0,0.0,0.0,-0.15,0.0,-0.15,0.0,-0.786,-112.903,-25.075,-100.43,,,,14.426,14.426,0.0,-1.824,14.637,63.078,,,
09/30/2015,226.619,160.417,50.045,22.842,17.597,5.245,-6.685,-5.645,0.925,,-1.965,0.0,-442.323,-6.7,0.13,0.13,0.0,-6.83,-6.83,0.0,0.0,0.0,0.0,-435.052,0.0,-435.052,0.0,-0.571,256.091,-25.111,274.878,,,,7.374,7.374,0.0,-1.05,-18.38,22.007,,,
12/31/2015,269.258,208.597,56.041,-41.44,14.731,-56.171,46.06,17.382,5.897,,22.781,0.0,-641.681,-10.794,0.402,0.402,0.0,-11.196,-11.196,0.0,0.0,0.0,0.0,-632.48,0.0,-738.104,105.624,1.593,466.91,-25.124,490.0,,,,10.482,10.482,0.0,-8.448,-16.554,77.933,280.801,79.225,
03/31/2016,207.072,151.416,59.251,14.267,18.979,-4.712,-17.862,-16.355,-3.907,,2.4,0.0,-273.956,-9.481,0.673,0.673,0.0,-10.154,-10.154,0.0,0.0,0.0,0.0,-265.248,0.0,-265.248,0.0,0.773,-190.182,-30.173,-160.289,,,,1.569,1.569,0.0,-1.289,1.588,-255.478,,,
06/30/2016,169.76,158.069,59.52,30.098,20.113,9.985,-77.927,2.399,3.803,,-84.129,0.0,-19.281,-9.358,0.085,0.085,0.0,-9.443,-9.443,0.0,0.0,0.0,0.0,-9.72,0.0,-9.72,0.0,-0.203,-41.795,-30.21,-20.0,,,,8.662,8.662,0.0,-0.247,-9.423,99.261,,,
09/30/2016,316.541,167.079,58.332,-18.04,21.388,-39.428,109.17,12.296,-5.812,,102.686,0.0,-10.381,-8.756,0.108,0.108,0.0,-8.864,-8.864,0.0,0.0,0.0,0.0,-2.619,0.0,-2.619,0.0,0.994,-47.318,-30.249,-3.721,,,,6.24,6.24,0.0,-19.588,1.134,259.976,,,
12/31/2016,270.412,182.081,63.35,33.769,18.347,15.422,-8.788,-19.074,12.269,,-1.983,0.0,-3449.238,-11.641,0.004,0.004,0.0,-11.645,-11.645,0.0,0.0,0.0,0.0,-3444.171,0.0,-3444.171,0.0,6.574,3084.558,-30.498,3129.726,,,,-3.133,0.0,-3.133,-11.537,-30.802,-125.07,,,
03/31/2017,378.217,158.071,85.375,46.35,21.049,25.301,88.421,73.056,-7.905,0.0,23.27,0.0,-21.319,-17.99,0.109,0.109,0.0,-18.099,-18.099,0.0,0.0,0.0,0.0,-2.829,0.0,-2.829,0.0,-0.5,-397.085,-35.443,-370.0,,,,8.608,8.608,0.0,-0.25,13.653,-26.534,,,
