Date,Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
06/30/1999,793.0,-166.0,627.0,,-761.0,-134.0,-209.0,0.0,68.0,-275.0,7.0,-268.0,0.0,0.0,-268.0,-47.0,,-315.0,,,-315.0,-0.52,-0.52,-0.52,605.22998,-0.52,-0.52,-0.52,605.22998,
09/30/1999,889.0,-175.0,714.0,,-800.0,-86.0,-220.0,0.0,-14.0,-320.0,8.0,-312.0,0.0,0.0,-312.0,-49.0,,-361.0,,,-361.0,-0.55,-0.55,-0.55,655.0,-0.55,-0.55,-0.55,655.0,
12/31/1999,1440.194946,-1075.680054,364.514893,,-420.894989,-56.380001,-250.940994,0.0,53.599998,-253.720997,3.161,-250.559998,-68.0,0.0,-318.559998,-49.966,0.0,-368.525997,,,-300.525996,-0.42,-0.42,-0.52,709.833984,-0.42,-0.42,-0.52,709.833984,
03/31/2000,1175.0,-436.0,739.0,,-791.0,-52.0,-278.0,0.0,43.0,-287.0,8.0,-279.0,-104.0,0.0,-383.0,-52.0,0.0,-435.0,,,-331.0,-0.45,-0.45,-0.59,742.0,-0.45,-0.45,-0.59,742.0,
06/30/2000,1365.0,-526.0,839.0,,-852.0,-13.0,-301.0,-6.0,71.0,-249.0,8.0,-241.0,0.0,0.0,-241.0,-51.0,0.0,-292.0,,,-292.0,-0.38,-0.38,-0.38,760.0,-0.38,-0.38,-0.38,760.0,
09/30/2000,1528.0,-587.0,941.0,,-897.0,44.0,-333.0,3.0,94.0,-192.0,8.0,-184.0,0.0,0.0,-184.0,-52.0,0.0,-236.0,,,-236.0,-0.31,-0.31,-0.31,761.0,-0.31,-0.31,-0.31,761.0,
12/31/2000,1959.0,-1412.0,547.0,,-527.0,20.0,-333.0,-9.0,306.0,-16.0,9.0,-7.0,0.0,0.0,-7.0,-54.0,0.0,-61.0,,,-61.0,-0.08,-0.08,-0.08,762.0,-0.08,-0.08,-0.08,762.0,
03/31/2001,1742.0,-698.0,1044.0,,-1120.0,-76.0,-358.0,0.0,48.0,-386.0,14.0,-372.0,0.0,0.0,-372.0,-56.0,0.0,-428.0,,,-428.0,-0.56,-0.56,-0.56,764.0,-0.56,-0.56,-0.56,764.0,
06/30/2001,1881.0,-684.0,1197.0,,-1174.0,23.0,-359.0,-45.0,-1.0,-382.0,13.0,-369.0,0.0,0.0,-369.0,-57.0,0.0,-426.0,22.0,,-404.0,-0.53,-0.56,-0.56,765.0,-0.53,-0.56,-0.56,765.0,
09/30/2001,1992.0,-732.0,1260.0,,-1212.0,48.0,-354.0,-16.0,152.0,-170.0,20.0,-150.0,0.0,0.0,-150.0,-59.0,0.0,-209.0,,,-209.0,-0.27,-0.27,-0.27,783.0,-0.27,-0.27,-0.27,783.0,
12/31/2001,2074.0,-755.0,1319.0,,-1260.0,59.0,-332.0,131.0,-1680.0,-1822.0,88.0,-1734.0,0.0,0.0,-1734.0,-61.0,0.0,-1795.0,,,-1795.0,-1.43,-2.88,-2.28,760.526001,-1.43,-2.88,-2.28,760.526001,
03/31/2002,1957.0,-736.0,1221.0,,-1052.0,169.0,-326.0,-72.0,-12.0,-241.0,-350.0,-591.0,0.0,0.0,-591.0,-63.0,0.0,-654.0,640.0,,-14.0,-0.35,-0.82,-0.82,801.0,-0.35,-0.82,-0.82,801.0,
06/30/2002,2154.0,-585.0,1569.0,,-1158.0,411.0,-269.0,0.0,-4.0,138.0,-15.0,123.0,0.0,0.0,123.0,-62.0,264.0,325.0,-269.0,,56.0,0.07,0.39,0.39,841.0,0.05,0.37,0.37,927.0,
09/30/2002,2279.0,-618.0,1661.0,,-1195.0,466.0,-271.0,0.0,196.0,391.0,-8.0,383.0,0.0,0.0,383.0,-50.0,193.0,526.0,-205.0,,321.0,0.14,0.58,0.58,911.0,0.11,0.55,0.55,988.0,
12/31/2002,2331.0,-657.0,1674.0,,-1184.0,490.0,-235.0,0.0,1234.0,1489.0,-18.0,1471.0,0.0,0.0,1471.0,-36.0,28.0,1463.0,-1254.0,,209.0,0.21,1.49,1.49,980.0,0.1,1.38,1.38,1074.0,
03/31/2003,2371.0,-684.0,1687.0,,-1199.0,488.0,-225.0,0.0,-6.0,257.0,-22.0,235.0,0.0,0.0,235.0,-30.0,-2.0,203.0,0.0,,203.0,0.2,0.2,0.2,1010.0,0.19,0.19,0.19,1047.0,
06/30/2003,2556.0,-727.0,1829.0,,-1251.0,578.0,-219.0,0.0,-38.0,321.0,-27.0,294.0,0.0,0.0,294.0,-23.0,-5.0,266.0,9.0,,275.0,0.28,0.27,0.27,1029.0,0.28,0.27,0.27,1052.0,
09/30/2003,2887.0,-861.0,2026.0,,-1331.0,695.0,-220.0,0.0,-114.0,361.0,-21.0,340.0,0.0,0.0,340.0,-2.0,0.0,338.0,132.0,,470.0,0.45,0.32,0.32,1050.0,0.44,0.31,0.31,1091.0,
12/31/2003,3006.0,-893.0,2113.0,,-1366.0,747.0,-180.0,0.0,116.0,683.0,-43.0,640.0,0.0,0.0,640.0,-3.0,0.0,637.0,-107.0,,530.0,0.48,0.58,0.58,1100.0,0.47,0.56,0.56,1171.0,
03/31/2004,3103.0,-927.0,2176.0,0.0,-1414.0,762.0,-154.0,,18.0,626.0,-33.0,593.0,,,593.0,-2.0,0.0,591.0,-17.0,,574.0,0.53,0.53,0.53,1106.0,0.51,0.51,0.51,1172.0,
06/30/2004,3289.0,-953.0,2336.0,0.0,-1531.0,805.0,-155.0,,-27.0,623.0,679.0,1302.0,,,1302.0,-2.0,0.0,1300.0,34.0,,1334.0,1.17,1.17,1.17,1110.0,1.12,1.12,1.12,1173.0,
10/22/2004,3398.0,-1016.0,2382.0,,-1529.0,853.0,-146.0,0.0,-21.0,686.0,-98.0,588.0,0.0,0.0,588.0,0.0,0.0,588.0,-120.0,-11.9,456.1,0.43,0.53,0.53,1114.0,0.42,0.52,0.52,1136.0,
12/31/2004,3578.0,-1114.0,2464.0,,-1608.0,856.0,-139.0,0.0,-14.0,703.0,-232.0,471.0,0.0,0.0,471.0,-3.0,0.0,468.0,-18.0,,450.0,0.4,0.42,0.42,1113.0,0.39,0.41,0.41,1132.0,
03/31/2005,3608.0,-1084.0,2524.0,,-1707.0,817.0,-128.0,0.0,-5.0,684.0,-89.0,595.0,0.0,0.0,595.0,-6.0,0.0,589.0,-145.0,,444.0,0.41,0.53,0.53,1121.0,0.4,0.52,0.52,1139.0,
06/30/2005,3819.0,-1159.0,2660.0,,-1770.0,890.0,-128.0,0.0,44.0,806.0,-272.0,534.0,0.0,0.0,534.0,-10.0,0.0,524.0,4.0,,528.0,0.47,0.46,0.46,1129.0,0.47,0.46,0.46,1146.0,
