Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2011,15453.0,538.0,538.0,0.0,1188.0,1188.0,0.0,2783.0,352.0,139.0,153.0,60.0,0.0,284.0,6.0,,,,163.0,5145.0,917.0,,,0.0,9391.0,9163.0,8735.0,428.0,,222.0,10308.0,,1882.0,515.0,22.0,70.0,1275.0,0.0,0.0,,,,,858.0,,2.0,805.0,2740.0,4126.0,4126.0,,,,1800.0,61.0,870.0,55.0,418.0,394.0,5926.0,8666.0,0.0,5000.0,1.0,4999.0,-3458.0,5413.0,-259.0,6696.0,91.0,6787.0,15453.0,
12/31/2011,15508.0,764.0,764.0,0.0,1093.0,1093.0,0.0,2386.0,317.0,121.0,143.0,53.0,0.0,2038.0,6.0,,,351.0,173.0,6598.0,921.0,2068.0,-1147.0,0.0,7989.0,7780.0,7472.0,308.0,7.0,196.0,8910.0,,1617.0,395.0,40.0,59.0,1123.0,0.0,0.0,0.0,0.0,,,1197.0,0.0,0.0,789.0,2814.0,4125.0,4125.0,0.0,0.0,,1845.0,60.0,1137.0,54.0,335.0,259.0,5970.0,8784.0,0.0,5064.0,1.442943,5062.557057,-3616.0,5641.0,-454.0,6635.0,89.0,6724.0,15508.0,
03/30/2012,15699.0,493.0,493.0,0.0,1268.0,1268.0,0.0,2826.0,360.0,145.0,148.0,67.0,0.0,290.0,4.0,,,,188.0,5237.0,948.0,,,0.0,9514.0,9287.0,8859.0,428.0,,223.0,10462.0,,1838.0,550.0,71.0,61.0,1156.0,0.0,0.0,,,,,930.0,,,286.0,2768.0,4126.0,4126.0,,,,1968.0,60.0,1113.0,57.0,411.0,327.0,6094.0,8862.0,0.0,5122.0,1.0,5121.0,-3754.0,5792.0,-411.0,6749.0,88.0,6837.0,15699.0,
06/29/2012,15725.0,481.0,481.0,0.0,1255.0,1255.0,0.0,2908.0,383.0,163.0,153.0,67.0,0.0,260.0,4.0,,,,159.0,5287.0,977.0,,,0.0,9461.0,9242.0,8828.0,414.0,,215.0,10438.0,,1801.0,620.0,23.0,58.0,1100.0,0.0,0.0,,,,,920.0,,,867.0,2721.0,4126.0,4126.0,,,,2018.0,72.0,1108.0,56.0,437.0,345.0,6144.0,8865.0,0.0,5204.0,1.0,5203.0,-3931.0,5946.0,-448.0,6771.0,89.0,6860.0,15725.0,
09/28/2012,14200.0,514.0,514.0,0.0,962.0,962.0,0.0,2839.0,401.0,179.0,162.0,60.0,0.0,270.0,4.0,,,,133.0,4986.0,980.0,,,0.0,8234.0,8032.0,7705.0,327.0,,198.0,9214.0,,1603.0,476.0,23.0,54.0,1050.0,0.0,0.0,,,,,976.0,,,933.0,2579.0,3878.0,3878.0,,,,1901.0,75.0,1090.0,43.0,420.0,273.0,5779.0,8358.0,0.0,5244.0,1.0,5243.0,-4120.0,5033.0,-391.0,5766.0,76.0,5842.0,14200.0,
12/31/2012,13791.0,349.0,349.0,0.0,968.0,968.0,0.0,2597.0,358.0,166.0,121.0,71.0,0.0,233.0,4.0,,,,134.0,4505.0,1016.0,2317.0,-1301.0,0.0,8270.0,8090.0,7776.0,314.0,9.0,167.0,9286.0,,1588.0,494.0,21.0,53.0,1020.0,0.0,0.0,0.0,0.0,,,959.0,0.0,1.0,920.0,2547.0,3629.0,3629.0,0.0,0.0,,2072.0,75.0,1360.0,43.0,328.0,265.0,5701.0,8248.0,0.0,5314.0,1.0,5313.0,-4488.0,5191.0,-550.0,5467.0,76.0,5543.0,13791.0,
03/29/2013,13880.0,276.0,276.0,0.0,1108.0,1108.0,0.0,2748.0,347.0,155.0,124.0,68.0,0.0,211.0,3.0,,,,122.0,4690.0,998.0,,,0.0,8192.0,8024.0,7720.0,304.0,,165.0,9190.0,,1637.0,595.0,10.0,47.0,985.0,0.0,0.0,,,,,930.0,,1.0,887.0,2567.0,3629.0,3629.0,,,,2096.0,73.0,1367.0,46.0,371.0,238.0,5725.0,8292.0,0.0,5367.0,1.0,5366.0,-4610.0,5334.0,-578.0,5513.0,75.0,5588.0,13880.0,
06/28/2013,13862.0,328.0,328.0,0.0,1038.0,1038.0,0.0,2664.0,378.0,169.0,140.0,69.0,0.0,221.0,2.0,,,,131.0,4629.0,1029.0,,,0.0,8204.0,7996.0,7702.0,294.0,,206.0,9233.0,,1552.0,542.0,7.0,51.0,952.0,0.0,0.0,,,,,915.0,,1.0,871.0,2467.0,3630.0,3630.0,,,,2091.0,78.0,1366.0,45.0,365.0,236.0,5721.0,8188.0,0.0,5451.0,1.0,5450.0,-4736.0,5468.0,-583.0,5600.0,74.0,5674.0,13862.0,
09/27/2013,14075.0,377.0,377.0,0.0,1084.0,1084.0,0.0,2691.0,420.0,174.0,155.0,91.0,0.0,225.0,2.0,,,,121.0,4797.0,1023.0,,,0.0,8255.0,8043.0,7757.0,286.0,,210.0,9278.0,,1609.0,558.0,6.0,46.0,999.0,0.0,0.0,,,,,894.0,,1.0,855.0,2503.0,3630.0,3630.0,,,,2112.0,77.0,1343.0,45.0,412.0,234.0,5742.0,8245.0,0.0,5555.0,1.0,5554.0,-4892.0,5621.0,-529.0,5755.0,75.0,5830.0,14075.0,
12/31/2013,14007.0,500.0,500.0,0.0,991.0,991.0,0.0,2442.0,366.0,164.0,124.0,78.0,0.0,314.0,1.0,0.0,,,162.0,4613.0,1042.0,2448.0,-1406.0,0.0,8352.0,8081.0,7796.0,285.0,35.0,235.0,9394.0,,1627.0,535.0,31.0,52.0,1009.0,0.0,0.0,0.0,0.0,,,926.0,0.0,2.0,888.0,2553.0,3630.0,3630.0,0.0,0.0,,1768.0,70.0,727.0,45.0,635.0,289.0,5398.0,7951.0,0.0,5653.0,1.519469,5651.480531,-5288.0,5726.0,-110.0,5981.0,75.0,6056.0,14007.0,
03/28/2014,14065.0,227.0,227.0,0.0,1093.0,1093.0,0.0,2763.0,375.0,166.0,128.0,81.0,0.0,244.0,1.0,,,,122.0,4702.0,1028.0,,,0.0,8335.0,8104.0,7821.0,283.0,,230.0,9363.0,,1599.0,590.0,22.0,46.0,941.0,0.0,0.0,,,,,857.0,,3.0,810.0,2456.0,3631.0,3631.0,,,,1790.0,63.0,729.0,47.0,679.0,269.0,5421.0,7877.0,0.0,5767.0,1.0,5766.0,-5421.0,5895.0,-128.0,6113.0,75.0,6188.0,14065.0,
06/27/2014,14116.0,299.0,299.0,0.0,1059.0,1059.0,0.0,2633.0,373.0,171.0,126.0,76.0,0.0,341.0,4.0,0.0,,,189.0,4705.0,1033.0,,,0.0,8378.0,8112.0,7838.0,274.0,,262.0,9411.0,,1545.0,553.0,21.0,45.0,926.0,0.0,0.0,,,,,949.0,,2.0,911.0,2494.0,3938.0,3938.0,,,,1705.0,40.0,711.0,47.0,599.0,306.0,5643.0,8137.0,0.0,5694.0,1.0,5693.0,-5621.0,5927.0,-96.0,5904.0,75.0,5979.0,14116.0,
09/26/2014,14041.0,508.0,508.0,0.0,871.0,871.0,0.0,2546.0,371.0,156.0,137.0,78.0,0.0,360.0,1.0,,,,211.0,4656.0,1072.0,,,0.0,8313.0,8047.0,7784.0,263.0,,265.0,9385.0,,1469.0,415.0,25.0,52.0,977.0,0.0,0.0,,,,,923.0,,1.0,884.0,2392.0,3938.0,3938.0,,,,1732.0,66.0,684.0,46.0,649.0,286.0,5670.0,8062.0,0.0,5736.0,1.547367,5734.452633,-5701.0,6028.0,-160.0,5903.0,76.0,5979.0,14041.0,
12/31/2014,13715.0,442.0,442.0,0.0,803.0,803.0,0.0,2148.0,288.0,127.0,97.0,64.0,0.0,1984.0,1.0,547.0,15.0,230.0,171.0,5665.0,1061.0,2461.0,-1400.0,0.0,6989.0,6707.0,6512.0,195.0,26.0,240.0,8050.0,,1259.0,346.0,23.0,46.0,844.0,0.0,0.0,0.0,0.0,,0.0,1375.0,0.0,1.0,1105.0,2634.0,3939.0,3939.0,0.0,0.0,,1782.0,72.0,1187.0,41.0,235.0,246.0,5721.0,8355.0,0.0,5799.0,1.0,5798.0,-6111.0,6181.0,-584.0,5285.0,75.0,5360.0,13715.0,
03/27/2015,13782.0,317.0,317.0,0.0,836.0,836.0,0.0,2402.0,336.0,152.0,107.0,77.0,0.0,821.0,1.0,496.0,,,189.0,4712.0,1082.0,,,0.0,7988.0,7702.0,7462.0,240.0,,285.0,9070.0,,1406.0,484.0,21.0,52.0,849.0,0.0,0.0,,,,,1119.0,,1.0,1050.0,2525.0,3939.0,3939.0,,,,2016.0,72.0,1192.0,44.0,437.0,270.0,5955.0,8480.0,0.0,5871.0,1.0,5870.0,-6211.0,6231.0,-663.0,5228.0,74.0,5302.0,13782.0,
06/26/2015,13633.0,353.0,353.0,0.0,820.0,820.0,0.0,2422.0,371.0,174.0,120.0,77.0,0.0,337.0,3.0,0.0,,,204.0,4303.0,1118.0,,,0.0,8212.0,7915.0,7649.0,266.0,,294.0,9330.0,,1378.0,455.0,6.0,44.0,873.0,0.0,0.0,,,,,1039.0,,1.0,991.0,2417.0,3940.0,3940.0,,,,2004.0,36.0,1192.0,46.0,427.0,302.0,5944.0,8361.0,0.0,5935.0,1.0,5934.0,-6457.0,6297.0,-578.0,5197.0,75.0,5272.0,13633.0,
09/25/2015,13036.0,323.0,323.0,0.0,796.0,796.0,0.0,2483.0,374.0,188.0,114.0,72.0,0.0,319.0,1.0,0.0,,,189.0,4295.0,1108.0,,,0.0,7633.0,7368.0,7112.0,256.0,,264.0,8741.0,,1491.0,490.0,18.0,52.0,931.0,0.0,0.0,,,,,973.0,,2.0,931.0,2464.0,3940.0,3940.0,,,,1973.0,69.0,1163.0,45.0,407.0,287.0,5913.0,8377.0,0.0,5985.0,1.0,5984.0,-6716.0,5945.0,-630.0,4584.0,75.0,4659.0,13036.0,
12/31/2015,12069.0,207.0,207.0,0.0,746.0,746.0,0.0,2081.0,333.0,164.0,103.0,66.0,0.0,865.0,1.0,,3.0,220.0,200.0,4232.0,1097.0,2570.0,-1473.0,0.0,6740.0,6480.0,6281.0,199.0,37.0,219.0,7837.0,,1249.0,297.0,13.0,45.0,894.0,499.0,0.0,0.0,0.0,,499.0,1131.0,0.0,1.0,864.0,2879.0,3127.0,3127.0,0.0,0.0,,1634.0,73.0,1047.0,45.0,219.0,249.0,4761.0,7640.0,0.0,6052.0,1.0,6051.0,-6851.0,5728.0,-574.0,4355.0,74.0,4429.0,12069.0,
03/25/2016,11911.0,534.0,534.0,0.0,779.0,779.0,0.0,2226.0,351.0,174.0,101.0,76.0,0.0,173.0,4.0,,4.0,0.0,170.0,4063.0,1085.0,,,0.0,6763.0,6501.0,6306.0,195.0,,254.0,7848.0,,1330.0,407.0,3.0,48.0,872.0,499.0,0.0,,,,499.0,850.0,,1.0,807.0,2679.0,3127.0,3127.0,,,,1654.0,74.0,1045.0,49.0,238.0,247.0,4781.0,7460.0,0.0,6084.0,1.0,6083.0,-7049.0,5901.0,-558.0,4378.0,73.0,4451.0,11911.0,
06/24/2016,11700.0,352.0,352.0,0.0,808.0,808.0,0.0,2162.0,356.0,179.0,105.0,72.0,0.0,182.0,4.0,,4.0,0.0,176.0,3860.0,1075.0,,,0.0,6765.0,6496.0,6306.0,190.0,,261.0,7840.0,,1324.0,415.0,0.0,41.0,868.0,549.0,0.0,,,,549.0,806.0,,0.0,757.0,2679.0,2780.0,2780.0,,,,1682.0,71.0,1046.0,48.0,262.0,255.0,4462.0,7141.0,0.0,6165.0,1.0,6164.0,-7127.0,5992.0,-544.0,4486.0,73.0,4559.0,11700.0,
09/23/2016,11811.0,411.0,411.0,0.0,812.0,812.0,0.0,2265.0,361.0,186.0,107.0,68.0,0.0,160.0,2.0,,4.0,,153.0,4009.0,1083.0,,,0.0,6719.0,6465.0,6284.0,181.0,,248.0,7802.0,,1387.0,426.0,8.0,43.0,910.0,549.0,0.0,,,,549.0,814.0,,0.0,767.0,2750.0,2782.0,2782.0,,,,1639.0,70.0,1027.0,48.0,286.0,208.0,4421.0,7171.0,0.0,6225.0,1.0,6224.0,-7177.0,6087.0,-567.0,4568.0,72.0,4640.0,11811.0,
12/31/2016,11865.0,363.0,363.0,0.0,700.0,700.0,0.0,1858.0,330.0,165.0,106.0,59.0,0.0,656.0,2.0,0.0,2.0,235.0,165.0,3907.0,1107.0,2684.0,-1577.0,0.0,6851.0,6603.0,6374.0,229.0,37.0,207.0,7958.0,,1134.0,419.0,22.0,43.0,650.0,0.0,0.0,0.0,0.0,,,1060.0,0.0,0.0,785.0,2194.0,3325.0,3325.0,0.0,0.0,,1722.0,66.0,1177.0,47.0,189.0,243.0,5047.0,7241.0,0.0,6285.0,1.0,6284.0,-7224.0,6218.0,-726.0,4553.0,71.0,4624.0,11865.0,
03/31/2017,12164.0,230.0,230.0,0.0,802.0,802.0,0.0,2254.0,353.0,184.0,93.0,76.0,0.0,233.0,2.0,,,0.0,224.0,3872.0,1123.0,,,0.0,7169.0,6921.0,6679.0,242.0,,246.0,8292.0,,1344.0,427.0,30.0,48.0,839.0,0.0,0.0,,,,,885.0,,0.0,846.0,2229.0,3326.0,3326.0,,,,1807.0,65.0,1184.0,50.0,258.0,250.0,5133.0,7362.0,0.0,6330.0,1.0,6329.0,-7224.0,6323.0,-698.0,4731.0,71.0,4802.0,12164.0,
06/30/2017,12432.0,385.0,385.0,0.0,843.0,843.0,0.0,2200.0,355.0,179.0,91.0,85.0,0.0,238.0,3.0,,,0.0,229.0,4021.0,1113.0,,,0.0,7298.0,7035.0,6739.0,296.0,,260.0,8411.0,,1319.0,360.0,14.0,42.0,903.0,0.0,0.0,,,,,876.0,,0.0,829.0,2195.0,3327.0,3327.0,,,,1863.0,56.0,1186.0,49.0,302.0,270.0,5190.0,7385.0,0.0,6396.0,1.0,6395.0,-7250.0,6466.0,-636.0,4976.0,71.0,5047.0,12432.0,
09/29/2017,12468.0,439.0,439.0,0.0,776.0,776.0,0.0,2273.0,392.0,188.0,107.0,97.0,0.0,219.0,3.0,,,,206.0,4099.0,1145.0,,,0.0,7224.0,6951.0,6652.0,299.0,,270.0,8369.0,,1471.0,425.0,26.0,47.0,973.0,0.0,0.0,,,,,812.0,,0.0,770.0,2283.0,3329.0,3329.0,,,,1787.0,57.0,1143.0,49.0,259.0,279.0,5116.0,7399.0,0.0,6458.0,1.0,6457.0,-7315.0,6429.0,-573.0,4999.0,70.0,5069.0,12468.0,
12/31/2017,12729.0,662.0,662.0,0.0,723.0,723.0,0.0,1933.0,389.0,184.0,98.0,107.0,0.0,741.0,0.0,135.0,3.0,226.0,289.0,4448.0,1110.0,2773.0,-1663.0,0.0,7171.0,6907.0,6615.0,292.0,48.0,213.0,8281.0,,1303.0,531.0,19.0,43.0,710.0,0.0,0.0,0.0,0.0,,,1076.0,0.0,0.0,811.0,2379.0,3330.0,3330.0,0.0,0.0,,1869.0,53.0,1313.0,49.0,158.0,296.0,5199.0,7578.0,0.0,6519.0,1.612391,6517.387609,-7404.0,6659.0,-691.0,5083.0,68.0,5151.0,12729.0,
03/30/2018,12873.0,374.0,374.0,0.0,798.0,798.0,0.0,1499.0,994.0,349.0,457.0,188.0,0.0,815.0,1.0,136.0,,154.0,382.0,4480.0,1131.0,,,0.0,7262.0,6916.0,6632.0,284.0,,345.0,8393.0,,1282.0,587.0,6.0,46.0,643.0,0.0,0.0,,,,,1053.0,,1.0,283.0,2335.0,3331.0,3331.0,,,,1887.0,49.0,1313.0,53.0,177.0,294.0,5218.0,7553.0,0.0,6607.0,1.0,6606.0,-7523.0,6814.0,-645.0,5253.0,67.0,5320.0,12873.0,
06/29/2018,13530.0,1366.0,1366.0,0.0,863.0,863.0,0.0,0.0,934.0,318.0,430.0,186.0,0.0,1943.0,0.0,0.0,,0.0,1940.0,5106.0,1137.0,,,0.0,7287.0,6939.0,6651.0,288.0,,348.0,8424.0,,1358.0,588.0,25.0,28.0,717.0,581.0,0.0,,,,581.0,864.0,,2.0,298.0,2803.0,3319.0,3319.0,,,,1896.0,47.0,1290.0,53.0,190.0,314.0,5215.0,8018.0,0.0,6723.0,1.0,6722.0,-7691.0,7126.0,-714.0,5444.0,68.0,5512.0,13530.0,
09/28/2018,13184.0,507.0,507.0,0.0,900.0,900.0,0.0,1707.0,911.0,319.0,404.0,188.0,0.0,410.0,1.0,0.0,,0.0,407.0,4435.0,1156.0,,,0.0,7593.0,7248.0,6834.0,414.0,,344.0,8749.0,,1422.0,619.0,14.0,39.0,750.0,0.0,0.0,,,,,838.0,,1.0,255.0,2260.0,3320.0,3320.0,,,,1893.0,46.0,1230.0,53.0,221.0,342.0,5213.0,7473.0,0.0,6808.0,1.0,6807.0,-7726.0,7263.0,-703.0,5642.0,69.0,5711.0,13184.0,
12/31/2018,13518.0,1066.0,1066.0,0.0,919.0,919.0,0.0,1590.0,879.0,351.0,330.0,198.0,0.0,356.0,0.0,0.0,5.0,0.0,355.0,4810.0,1169.0,2950.0,-1781.0,0.0,7539.0,7198.0,6808.0,390.0,40.0,296.0,8708.0,,1508.0,699.0,49.0,18.0,742.0,0.0,0.0,,,,,939.0,0.0,4.0,257.0,2447.0,3321.0,3321.0,,,,1843.0,42.0,1211.0,53.0,196.0,337.0,5164.0,7611.0,0.0,6866.0,1.638004,6864.361996,-7726.0,7424.0,-725.0,5839.0,68.0,5907.0,13518.0,
03/29/2019,14263.0,1108.0,1108.0,0.0,804.0,804.0,0.0,1735.0,896.0,372.0,335.0,189.0,0.0,362.0,1.0,,,,360.0,4905.0,1796.0,,,0.0,7562.0,7204.0,6826.0,378.0,,357.0,9358.0,,1393.0,672.0,55.0,36.0,630.0,74.0,0.0,74.0,,74.0,,965.0,,18.0,247.0,2432.0,3891.0,3322.0,569.0,,569.0,1822.0,42.0,1202.0,54.0,205.0,301.0,5713.0,8145.0,0.0,6904.0,1.0,6903.0,-7726.0,7574.0,-701.0,6051.0,67.0,6118.0,14263.0,
