Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1989,652.5,,-394.100006,,258.399994,,-170.899994,,,,87.5,-14.599999,,20.299999,,,,-5.7,72.900001,-23.5,49.400002,0.0,,,49.400001,0.0,49.400002,0.0,,49.400002,49.400002,,220.912003,0.225,0.225,,220.912003,0.225,0.225,0.225,
03/31/1990,713.099976,,-433.200012,,279.899963,,-182.300003,,,,97.599998,-10.0,,22.5,,,,-12.5,87.599998,-27.0,60.599998,0.0,,,60.599998,0.0,60.599998,0.0,,60.599998,60.599998,,221.199997,0.2725,0.2725,,221.199997,0.2725,0.2725,0.2725,
06/30/1990,712.799988,,-427.899994,,284.899994,,-184.5,,,,100.400002,-15.5,,22.4,,,,-6.9,84.900002,-28.1,56.799999,0.0,,,56.800002,0.0,56.799999,0.0,,56.799999,56.799999,,227.199997,0.255,0.255,,227.199997,0.255,0.255,0.255,
09/30/1990,816.299987,,-519.899964,,296.400023,,-192.800003,,,,103.60002,-12.200023,,22.399999,,5.0,,-15.199976,91.399997,-28.300002,63.099995,0.0,,,63.099995,0.0,63.099995,0.0,,63.099995,63.099995,,222.645996,0.285,0.285,0.285,222.645996,0.285,0.285,0.285,
12/31/1990,724.599976,,-433.5,,291.099976,,-187.100006,,,,104.0,-14.7,,22.6,,,,-7.9,89.3,-28.700001,60.599998,0.0,,,60.599999,0.0,60.599998,0.0,,60.599998,60.599998,,223.199997,0.2725,0.2725,,223.199997,0.2725,0.2725,0.2725,
03/31/1991,754.700012,,-458.399994,,296.300018,,-192.100006,,,,104.199997,-6.499999,,21.299999,,,,-14.8,97.699998,-31.9,65.800003,0.0,,,65.799998,0.0,65.800003,0.0,,65.800003,65.800003,,223.199997,0.2925,0.2925,,223.199997,0.2925,0.2925,0.2925,
06/30/1991,713.400024,,-425.200012,,288.200012,,-188.100006,,,,100.099998,-7.1,,22.0,,0.0,,-14.9,92.999998,-28.9,64.099998,0.0,,,64.099998,0.0,64.099998,0.0,,64.099998,64.099998,,223.600006,0.2875,0.2875,,223.600006,0.2875,0.2875,0.2875,
09/30/1991,738.400024,,-437.899994,,300.500031,,-199.300003,,,,101.199997,-18.6,,21.6,,7.1,,-10.1,82.599997,-24.200001,58.400002,0.0,,,58.399996,0.0,58.400002,0.0,,58.400002,58.400002,,224.660004,0.26,0.26,,224.660004,0.26,0.26,0.26,
12/31/1991,760.5,,-448.0,,312.5,,-193.600006,,,,118.900002,-23.9,,22.6,,0.0,,1.3,95.000001,-30.799999,64.199997,0.0,,,64.200002,0.0,64.199997,0.0,,64.199997,64.199997,,225.199997,0.285,0.285,,225.199997,0.285,0.285,0.285,
03/31/1992,793.299988,,-467.899994,,325.399994,,-199.699997,,,,125.699997,-16.2,,23.0,,0.0,,-6.8,109.499997,-36.200001,73.300003,6.0,,,67.299996,0.0,67.300003,0.0,,67.300003,67.300003,,225.600006,0.3,0.325,,225.600006,0.3,0.325,0.325,
06/30/1992,824.700012,,-504.200012,,320.5,,-201.600006,,,,118.900002,-18.1,,21.9,,0.0,,-3.8,100.800002,-32.400002,68.400002,0.0,,,68.4,0.0,68.400002,0.0,,68.400002,68.400002,,226.0,0.3,0.3,,226.0,0.3,0.3,0.3,
09/30/1992,838.799988,,-516.599976,,322.200012,,-214.0,,,,108.199997,-6.499998,,21.799999,,19.9,,-35.200001,101.699999,-30.6,71.099998,0.0,,,71.099999,0.0,71.099998,0.0,,71.099998,71.099998,,226.0,0.315,0.315,0.315,226.0,0.315,0.315,0.315,
