Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1995,718.888977,111.502001,12.532,98.970001,207.029007,,,185.608994,,,,,44.710999,,,,548.851013,128.686005,188.431,-59.744999,0.0,41.352001,,,,41.352001,170.038006,,84.783997,84.783997,,,,4.964,,,,,,108.08701,,,108.08701,197.835007,91.995003,,,,,2.712,,,,,2.712,94.707003,292.542009,0.0,225.375,,,0.0,,200.972,426.347,0.0,426.347,718.889009,
12/31/1995,778.45697,109.591999,17.785,91.806999,228.597,,,220.151001,,,,,46.195999,,,,604.536011,130.242996,197.334,-67.091003,0.0,43.678001,,,,43.678001,173.920998,,99.717003,99.717003,,,,6.983,,,,,,115.417994,,,115.417994,222.117996,93.419998,,,,,2.712,,,,,2.712,96.131998,318.249994,0.0,225.755997,,,0.0,,234.451004,460.207001,0.0,460.207001,778.456995,
03/31/1996,919.109985,139.485003,21.183001,118.302002,249.438995,,,289.888,,,,,51.278999,,,,730.091003,162.404007,237.322998,-74.918999,0.0,26.615,,,,26.615,189.019007,,152.102005,152.102005,,,,23.844,,,,,,137.786997,,,137.786997,313.733002,100.074997,,,,,2.712,,,,,2.712,102.786997,416.519999,0.0,229.490005,,,0.0,,273.100006,502.590012,0.0,502.590012,919.11001,
06/30/1996,969.36499,130.484005,62.879002,67.605003,256.766998,,,322.365997,,,,,67.227997,,,,776.844971,170.839005,254.641006,-83.802002,0.0,21.681,,,,21.681,192.520004,,112.883003,112.883003,,,,37.896,,,,,,155.874012,,,155.874012,306.653015,52.925999,,,,,0.0,,,,,0.0,52.925999,359.579014,0.0,298.190002,,,0.0,,311.596008,609.786011,0.0,609.786011,969.365025,
09/30/1996,943.583984,130.394997,22.93,107.464996,230.337997,,,282.910004,,,,,69.154999,,,,712.797974,208.352005,303.941986,-95.589996,0.0,22.434,,,,22.434,230.786005,,58.032001,58.032001,,,,48.952,,,,,,147.351997,,,147.351997,254.335999,67.407997,,,,,0.0,,,,,0.0,67.407997,321.743996,0.0,299.634003,,,0.0,,322.205994,621.839996,0.0,621.839996,943.583992,
12/31/1996,920.640015,160.366993,17.034,143.332993,202.895996,,,256.923004,,,,,72.991997,,,,693.177979,199.139008,303.281006,-104.141998,0.0,28.323,,,,28.323,227.462008,,69.057999,69.057999,,,,24.181,,,,,,135.720001,,,135.720001,228.959,61.844002,,,,,0.0,,,,,0.0,61.844002,290.803001,0.0,305.138,,,0.0,,324.699005,629.837006,0.0,629.837006,920.640007,
03/31/1997,922.460999,163.209997,9.344,153.865997,207.983994,,,233.074997,,,,,93.362,,,,697.630981,191.776993,295.819,-104.042,0.0,33.053001,,,,33.053001,224.829994,,100.916,100.916,,,,28.843,,,,,,147.892,,,147.892,277.651001,57.293999,,,,,0.0,,,,,0.0,57.293999,334.945,0.0,307.596008,,,0.0,,279.920013,587.516022,0.0,587.516022,922.461021,
06/30/1997,1035.04895,195.692993,140.871994,54.820999,232.072998,,,261.738007,,,,,113.641998,,,,803.145996,196.992004,317.338989,-120.347,0.0,34.910999,,,,34.910999,231.903004,,117.163002,117.163002,,,,56.126999,,,,,,167.685005,,,167.685005,340.975006,46.591999,,,,,0.0,,,,,0.0,46.591999,387.567005,0.0,361.138,,,0.0,,286.343994,647.481995,0.0,647.481995,1035.049,
09/30/1997,1306.542969,471.574992,14.602,456.972992,233.651993,,,259.705994,,,,,101.531998,,,,1066.464966,194.934998,330.79599,-135.860992,0.0,45.143002,,,,45.143002,240.077999,,113.751999,113.751999,,,,19.681,,,,,,174.603012,,,174.603012,308.036011,353.963989,,,,,0.0,,,,,0.0,353.963989,662.0,0.0,370.371002,,,0.0,,274.171997,644.542999,0.0,644.542999,1306.542999,
12/31/1997,1275.845947,446.718004,21.058001,425.660004,235.382004,,,258.104004,,,,,101.624001,,,,1041.828003,193.059006,340.190002,-147.130997,0.0,40.959,,,,40.959,234.018005,,83.448997,83.448997,,,,18.584,,,,,,174.553001,,,174.553001,276.585999,346.313995,,,,,0.0,,,,,0.0,346.313995,622.899994,0.0,375.248993,,,0.0,,277.696991,652.945984,0.0,652.945984,1275.845978,
03/31/1998,1234.23999,350.252991,194.115997,156.136993,229.005005,,,240.904999,,,,,141.921997,,,,962.085022,186.389008,347.786011,-161.397003,0.0,85.765999,,,,85.765999,272.155006,,71.545998,71.545998,,,,19.320999,,,,,,219.984993,,,219.984993,310.85199,339.468994,,,,,0.0,,,,,0.0,339.468994,650.320984,0.0,376.286011,,,0.0,,207.632996,583.919006,0.0,583.919006,1234.23999,
06/30/1998,1150.771973,397.156003,13.509,383.647003,176.029007,,,220.610001,,,,,103.293999,,,,897.088989,144.251999,294.786011,-150.533997,0.0,109.431,,,,109.431,253.682999,,67.703003,67.703003,,,,17.364,,,,,,208.441999,,,208.441999,293.509003,334.174011,,,,,0.0,,,,,0.0,334.174011,627.683014,0.0,381.343994,,,0.0,,141.744995,523.088989,0.0,523.088989,1150.772003,
09/30/1998,1070.037964,339.839996,129.841003,209.998993,152.574997,,,214.233002,156.460007,41.789001,15.984,,118.767998,,,,825.416016,137.529999,298.391998,-160.862,0.0,107.092003,0.0,0.0,0.0,107.092003,244.622002,,54.330002,54.330002,,,,16.863001,,,,,,172.116003,,,172.116003,243.309006,331.644989,,,,,0.0,,,,,0.0,331.644989,574.953995,0.0,380.821014,,,0.0,,114.263,495.084015,0.0,495.084015,1070.03801,
12/31/1998,979.666016,311.51001,44.0,267.51001,141.421005,,,191.253998,150.837997,33.640999,6.775,,121.124001,,,,765.309021,107.912003,241.169998,-133.257996,0.0,106.445,0.0,0.0,0.0,106.445,214.357002,,31.214001,31.214001,,,,11.925,,,,,,186.030997,,,186.030997,229.169998,337.485992,,,,,0.0,,,,,0.0,337.485992,566.655991,0.0,381.071014,,,0.0,,31.938999,413.010014,0.0,413.010014,979.666004,
03/31/1999,936.450989,302.812004,73.049004,229.763,144.434998,,,179.550003,137.964996,37.409,4.176,,101.825996,,,,728.622986,102.449997,262.888,-160.438004,0.0,105.377998,0.0,0.0,0.0,105.377998,207.827995,,49.143002,49.143002,,,,16.530001,,,,,,146.539003,,,146.539003,212.212006,328.505005,,,,,0.0,,,,,0.0,328.505005,540.71701,0.0,387.891998,,,-9.279,,17.121,395.733998,0.0,395.733998,936.451009,
06/30/1999,979.450989,311.800999,37.965,273.835999,170.531006,,,183.716003,123.310997,44.181,16.224001,,72.821999,,,,738.869995,103.336998,229.440994,-126.103996,0.0,137.244003,0.0,0.0,0.0,137.244003,240.581001,,51.216,51.216,,,,20.566,9.11,11.456,11.456,,,172.212995,,,172.212995,243.994995,326.5,,,,,0.0,,,,,0.0,326.5,570.494995,0.0,388.984985,,,-8.429,,28.400001,408.955986,0.0,408.955986,979.450981,
09/26/1999,1030.456055,314.252003,57.049,257.203003,211.371994,,,191.945007,138.957993,46.966999,6.02,0.0,76.254997,,,,793.823975,97.143997,234.871002,-137.727005,0.0,139.488007,0.0,0.0,0.0,139.488007,236.632004,,48.198002,48.198002,,,,22.313,,,,,,196.440994,,,196.440994,266.951996,327.018005,,,,,0.0,,,,,0.0,327.018005,593.970001,0.0,394.144989,,,-5.154,,47.495,436.485989,0.0,436.485989,1030.45599,
12/26/1999,1081.92395,327.359995,31.891001,295.468994,236.751999,,,198.720993,142.945999,48.966999,6.808,,74.600998,,,,837.434021,103.296997,248.434006,-145.136993,0.0,141.192993,0.0,0.0,0.0,141.192993,244.48999,,54.612999,54.612999,,,,12.42,,,,,,207.637014,,,207.637014,274.670013,321.838013,,,,,0.0,,,,,0.0,321.838013,596.508026,0.0,402.260986,,,-0.041,,83.195999,485.415985,0.0,485.415985,1081.924011,
03/31/2000,1185.348022,321.478006,27.296,294.182007,306.679993,,,217.145004,150.947006,56.299999,9.898,,81.695999,,,,926.999023,115.303001,264.946991,-149.643997,0.0,143.046005,0.0,0.0,0.0,143.046005,258.349007,,47.462002,47.462002,,,,7.644,,,,,,229.534013,,,229.534013,284.640015,323.057007,,,,,0.0,,,,,0.0,323.057007,607.697021,0.0,428.019012,,,0.0,,149.632004,577.651016,0.0,577.651016,1185.348038,
06/25/2000,1244.837,371.722,70.056,301.666,323.935,323.935,,227.169,153.721,53.221,20.227,0.0,98.509,,,,1021.335,119.192,281.382,-162.19,0.0,104.31,0.0,0.0,0.0,104.31,223.502,,76.648,76.648,,,,7.632,,,,,,203.476,,,203.476,287.756,321.657,321.657,0.0,0.0,,,,,,,,321.657,609.413,0.0,442.073,,,-26.438,227.29,-7.501,635.424,,635.424,1244.837,
09/24/2000,1343.52,373.769,74.453,299.316,387.784,387.784,,255.452,175.05,61.48,18.922,0.0,97.871,,,,1114.876,122.8,295.433,-172.633,0.0,105.844,0.0,0.0,0.0,105.844,228.644,,83.381,83.381,,,,9.168,,,,,,222.39,,,222.39,314.939,320.819,,,,,0.0,,,,,0.0,320.819,635.758,0.0,442.181,,,-16.181,286.724,-4.962,707.762,0.0,707.762,1343.52,
12/24/2000,1471.26001,397.188995,141.591995,255.597,424.204987,,,295.101013,193.436996,59.973,41.691002,,111.197998,,,,1227.692993,130.272003,312.697998,-182.425995,0.0,113.294998,0.0,0.0,0.0,113.294998,243.567001,,123.142998,123.142998,,,,22.837999,,,,,,273.668997,,,273.668997,419.649994,312.483002,,,,,52.897999,,,,,52.897999,365.381001,785.030994,0.0,384.493988,,,-51.785,,353.519985,686.228973,0.0,686.228973,1471.259968,
03/25/2001,1494.444946,444.867996,190.757996,254.110001,362.299988,,,328.428986,195.399994,71.5,61.528999,,108.573997,,,,1244.171021,133.115005,325.552002,-192.436996,0.0,117.158997,0.0,0.0,0.0,117.158997,250.274002,,118.779999,118.779999,,,,20.806,,,,,,186.537994,,,186.537994,326.123993,312.162994,,,,,52.897999,,,,,52.897999,365.060993,691.184986,0.0,457.923004,,,-28.629,,373.966005,803.26001,0.0,803.26001,1494.444996,
06/24/2001,1871.775024,864.559021,221.658997,642.900024,248.910004,,,284.756989,158.507996,74.169998,52.078999,,178.380005,,,,1576.605957,126.532997,319.364014,-192.830994,0.0,168.636002,0.0,0.0,0.0,168.636002,295.168999,,56.568001,56.568001,,,,8.963,8.481,0.482,0.482,,,434.152989,,,434.152989,499.68399,659.718018,,,,,0.0,,,,,0.0,659.718018,1159.402008,0.0,498.19101,,,-21.903999,254.281006,-18.195,712.373016,0.0,712.373016,1871.775024,
09/23/2001,1738.625,859.52,94.999,764.521,202.014,202.014,,231.552,141.524,62.893,27.135,,195.693,,,,1488.779,114.475,316.682,-202.207,0.0,135.371,0.0,0.0,0.0,135.371,249.846,,33.103,33.103,,,,318.489,,,,,,329.213,,,329.213,680.805,351.259,,,,,0.0,,,,,0.0,351.259,1032.064,0.0,501.814,,,-21.733,241.158,-14.678,706.561,0.0,706.561,1738.625,
12/24/2001,1632.578979,880.13398,100.877998,779.255981,101.886002,,,185.628998,116.084999,44.395,25.149,,244.251007,,,,1411.900024,85.510002,299.597992,-214.087997,0.0,135.169006,0.0,0.0,0.0,135.169006,220.679008,,23.305,23.305,,,,312.351013,,,,,,256.736015,,,256.736015,592.392029,357.984009,,,,,0.0,,,,,0.0,357.984009,950.376038,0.0,526.940002,,,-21.733,,176.996,682.203003,0.0,682.203003,1632.579041,
03/31/2002,1623.430054,830.457016,130.085007,700.372009,125.957001,,,176.891998,100.226997,45.382,31.283001,,271.141998,,,,1404.447998,77.310997,296.170013,-218.858994,0.0,141.671005,0.0,0.0,0.0,141.671005,218.982002,,32.000999,32.000999,,,,312.119995,,,,,,228.074013,,,228.074013,572.195007,354.605011,,,,,0.0,,,,,0.0,354.605011,926.800018,0.0,537.054993,,,-14.07,,173.644997,696.62999,0.0,696.62999,1623.430008,
06/30/2002,1632.291,874.205,172.431,701.774,132.113,132.113,,180.799,108.595,45.309,26.895,0.0,168.307,,,,1355.424,67.496,267.881,-200.385,,209.371,,,,209.371,276.867,,59.806,59.806,,,,315.291,,,,,,222.447,,,222.447,597.544,359.691,,,,,,,,,,,359.691,957.235,,542.356,,,-9.1,157.04,-15.24,675.056,,675.056,1632.291,
09/29/2002,1264.723,540.459,169.43,371.029,136.352,136.352,,161.22,96.743,41.51,22.967,,150.279,,,,988.31,63.105,263.837,-200.732,0.0,213.308,0.0,,,213.308,276.413,,38.894,38.894,,,,5.411,,,,,,230.024,,,230.024,274.329,372.033,,,,,0.0,,,,,0.0,372.033,646.362,0.0,545.15,,,-50.246,141.672,-18.215,618.361,0.0,618.361,1264.723,
12/29/2002,1234.214966,552.035995,159.376999,392.658997,119.873001,,,146.671005,89.724998,37.188,19.757999,,143.203995,,,,961.783997,57.511002,265.875,-208.363998,0.0,214.919998,3.42,0.0,3.42,211.499998,272.431,,22.931,22.931,,,,5.288,,,,,,210.396006,,,210.396006,238.615005,372.847992,,,,,0.0,,,,,0.0,372.847992,611.462997,0.0,550.156006,,,-50.245998,,122.841999,622.752007,0.0,622.752007,1234.215004,
03/30/2003,1195.859985,468.86599,99.405998,369.459991,133.110001,,,126.690002,74.815002,32.632,19.243,0.0,143.326996,,,,871.992981,53.242001,261.56601,-208.324005,0.0,270.625,0.0,0.0,0.0,270.625,323.867001,,30.622,30.622,,,,5.16,,,,,,208.744993,,,208.744993,244.526993,321.717987,,,,,0.0,,,,,0.0,321.717987,566.24498,0.0,551.877991,,,-44.507999,,122.244999,629.61499,0.0,629.61499,1195.85997,
06/29/2003,1198.275024,507.413009,167.343002,340.070007,107.601997,,,112.015999,67.259003,27.034,17.723,0.0,145.744995,,,,872.776001,48.771,244.761002,-195.990005,0.0,276.727997,0.0,0.0,0.0,276.727997,325.498997,,35.518002,35.518002,,,,5.011,,,,,,176.452993,,,176.452993,216.981995,332.209015,,,,,0.0,,,,,0.0,332.209015,549.19101,0.0,560.400024,,,-38.669998,143.817001,-16.463005,649.084022,0.0,649.084022,1198.275032,
09/28/2003,1206.102051,524.472015,86.660004,437.812012,113.974998,,,102.274002,63.901001,23.323999,15.049,0.0,151.330994,,,,892.052002,43.370998,241.899994,-198.529007,0.0,270.678986,0.0,0.0,0.0,270.678986,314.049984,,37.542,37.542,,,,5.0,,,,,,161.137993,,,161.137993,203.679993,325.239014,,,,,0.0,,,,,0.0,325.239014,528.919006,0.0,577.538025,,,-32.319,146.677994,-14.713997,677.183022,0.0,677.183022,1206.102028,
12/28/2003,1247.904053,586.009003,129.210999,456.798004,114.810997,,,98.835999,61.362,19.570999,17.903,0.0,142.817001,,,,942.473022,40.067001,213.365005,-173.298004,0.0,265.364014,0.0,0.0,0.0,265.364014,305.431015,,39.813999,39.813999,,,,5.0,,,,,,164.279003,,,164.279003,209.093002,322.554993,,,,,0.0,,,,,0.0,322.554993,531.647995,0.0,608.604004,,,-32.319,153.069,-13.098,716.256004,0.0,716.256004,1247.903999,
03/28/2004,1370.69397,633.070007,309.07901,323.990997,179.606003,,,110.746002,52.396999,34.131001,24.218,0.0,147.440002,,,,1070.862061,37.477001,211.212006,-173.735001,0.0,262.355011,0.0,0.0,0.0,262.355011,299.832012,,82.240997,82.240997,,,,3.75,,,,,,214.078003,,,214.078003,300.069,322.944,,,,,0.0,,,,,0.0,322.944,623.013,0.0,615.546021,,,-25.768999,170.306,-12.402006,747.681015,0.0,747.681015,1370.694016,
06/27/2004,1198.625977,429.472,163.403,266.069,245.507996,,,108.249001,45.07,41.353001,21.826,0.0,113.158997,,,,896.388,42.444,201.567993,-159.123993,0.0,259.794006,0.0,0.0,0.0,259.794006,302.238007,,93.393997,93.393997,,,,2.5,,,,,,280.71199,,,280.71199,376.605988,9.554,,,,,0.0,,,,,0.0,9.554,386.159987,0.0,628.210999,,,-19.742001,221.119003,-17.121998,812.466003,0.0,812.466003,1198.625991,
