Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
10/01/1989,98.859001,20.892,20.892,0.0,27.864,,,30.396999,,,,,2.974,,,,82.126999,13.796,25.402,-11.606,0.0,2.936,,,,2.936,16.732,,10.757,10.757,,,,0.735,,,,,,9.924,,,9.924,21.416,12.827,,,,,0.0,,,,,0.0,12.827,34.243,0.0,44.905998,,,0.0,,19.709999,64.615997,0.0,64.615997,98.858997,
12/31/1989,101.231003,19.795,19.795,0.0,31.899,,,29.48,,,,,2.768,,,,83.942001,14.076,26.759001,-12.683,0.0,3.213,,,,3.213,17.289,,9.006,9.006,,,,0.954,,,,,,10.525001,,,10.525001,20.485001,13.514,,,,,0.0,,,,,0.0,13.514,33.999001,0.0,45.174,,,0.0,,22.058001,67.232,0.0,67.232,101.231001,
04/01/1990,108.289001,18.094999,18.094999,0.0,33.831001,,,34.613998,,,,,2.651,,,,89.191002,15.663,29.365999,-13.703,0.0,3.435,,,,3.435,19.098,,15.371,15.371,,,,0.939,,,,,,10.225,,,10.225,26.535,13.293,,,,,0.0,,,,,0.0,13.293,39.828,0.0,45.244999,,,0.0,,23.216,68.460999,0.0,68.460999,108.288999,
06/30/1990,106.18,15.63,15.63,0.0,28.313999,,,36.747002,,,,,6.802,,,,87.492996,16.378,32.794998,-16.417,0.0,2.309,,,,2.309,18.687,,17.891001,17.891001,,,,1.377,,,,,,16.379998,,,16.379998,35.647999,16.097,,,,,0.0,,,,,0.0,16.097,51.744999,0.0,45.813999,,,0.0,,8.621,54.434999,0.0,54.434999,106.179998,
09/30/1990,104.539001,10.383,10.383,0.0,27.591999,,,39.841,,,,,7.12,,,,84.935997,17.440001,35.098999,-17.659,0.0,2.163,,,,2.163,19.603001,,11.409,11.409,,,,1.363,,,,,,15.526999,,,15.526999,28.299,20.535999,,,,,0.0,,,,,0.0,20.535999,48.834999,0.0,45.834999,,,0.0,,9.869,55.704,0.0,55.704,104.538999,
12/30/1990,107.973,10.262,10.262,0.0,27.436001,,,39.23,,,,,8.257,,,,85.184998,20.695999,39.588001,-18.892,0.0,2.092,,,,2.092,22.787999,,11.391,11.391,,,,1.361,,,,,,13.567001,,,13.567001,26.319,24.295,,,,,0.0,,,,,0.0,24.295,50.614,0.0,46.161999,,,0.0,,11.197,57.358998,0.0,57.358998,107.972999,
03/31/1991,107.120003,9.846,9.846,0.0,24.017,,,40.354,,,,,7.776,,,,81.992996,22.778,42.877998,-20.1,0.0,2.349,,,,2.349,25.127,,12.97,12.97,,,,1.862,,,,,,10.299,,,10.299,25.131001,22.875999,,,,,0.0,,,,,0.0,22.875999,48.007,0.0,46.337002,,,0.0,,12.776,59.113002,0.0,59.113002,107.120002,
06/30/1991,116.933998,12.072,12.072,0.0,28.056,,,44.841999,,,,,5.585,,,,90.555,24.052999,45.275002,-21.222,0.0,2.326,,,,2.326,26.378999,,16.532,16.532,,,,4.872,,,,,,12.256,,,12.256,33.66,21.938,,,,,0.0,,,,,0.0,21.938,55.598,0.0,46.652,,,0.0,,14.684,61.336,0.0,61.336,116.934,
09/30/1991,118.603996,11.854,11.854,0.0,27.85,,,43.776001,,,,,4.204,,,,87.683998,28.594,51.014999,-22.421,0.0,2.326,,,,2.326,30.92,,10.812,10.812,,,,4.903,,,,,,11.41,,,11.41,27.125,27.570999,,,,,0.0,,,,,0.0,27.570999,54.695999,0.0,47.132,,,0.0,,16.775999,63.907999,0.0,63.907999,118.603998,
12/31/1991,126.072998,12.582,12.582,0.0,29.084,,,41.493999,,,,,4.426,,,,87.585999,27.819,52.231998,-24.413,0.0,10.668,,,,10.668,38.487,,10.018,10.018,,,,5.315,,,,,,13.449,,,13.449,28.782,30.58,,,,,0.0,,,,,0.0,30.58,59.362,0.0,47.620998,,,0.0,,19.09,66.710999,0.0,66.710999,126.072998,
03/31/1992,149.671005,26.32,26.32,0.0,42.750999,,,39.664001,,,,,3.891,,,,112.625999,27.066999,53.261002,-26.194,0.0,9.978,,,,9.978,37.044999,,10.718,10.718,,,,5.213,,,,,,11.986999,,,11.986999,27.917999,18.708,,,,,0.0,,,,,0.0,18.708,46.625999,0.0,81.515999,,,0.0,,21.528999,103.044998,0.0,103.044998,149.670998,
06/30/1992,156.600006,25.832001,25.832001,0.0,43.943001,,,44.152,,,,,3.904,,,,117.831001,29.231001,57.326,-28.094999,0.0,9.538,,,,9.538,38.769001,,16.121,16.121,,,,6.079,,,,,,14.110001,,,14.110001,36.310001,13.698,,,,,0.0,,,,,0.0,13.698,50.008001,0.0,81.960999,,,0.0,,24.631001,106.591999,0.0,106.591999,156.6,
09/30/1992,163.003998,22.955,22.955,0.0,46.358002,,,47.418999,,,,,5.034,,,,121.765999,31.646,61.316002,-29.67,0.0,9.592,,,,9.592,41.238,,19.672001,19.672001,,,,5.076,,,,,,12.725998,,,12.725998,37.473999,15.587,,,,,0.0,,,,,0.0,15.587,53.060999,0.0,82.170998,,,0.0,,27.771999,109.942997,0.0,109.942997,163.003996,
12/31/1992,176.175995,19.761,19.761,0.0,53.294998,,,51.259998,,,,,6.714,,,,131.029999,35.316002,68.182999,-32.867001,0.0,9.83,,,,9.83,45.146002,,25.007,25.007,,,,6.614,,,,,,15.655001,,,15.655001,47.276001,13.56,,,,,0.0,,,,,0.0,13.56,60.836001,0.0,83.612,,,0.0,,31.728001,115.34,0.0,115.34,176.176002,
03/31/1993,181.440994,14.281,14.281,0.0,54.226002,,,59.868999,,,,,7.215,,,,135.591003,36.950001,72.620003,-35.669998,0.0,8.9,,,,8.9,45.85,,21.577999,21.577999,,,,5.734,,,,,,20.044,,,20.044,47.355999,12.768,,,,,0.0,,,,,0.0,12.768,60.123999,0.0,84.124001,,,0.0,,37.193001,121.317001,0.0,121.317001,181.441,
06/30/1993,268.838989,67.252998,67.252998,0.0,68.669998,,,70.830002,,,,,7.473,,,,214.225998,43.542,82.176003,-38.633999,0.0,11.071,,,,11.071,54.613,,29.745001,29.745001,,,,7.317,,,,,,22.440998,,,22.440998,59.502998,79.066002,,,,,0.0,,,,,0.0,79.066002,138.569,0.0,86.732002,,,0.0,,43.537998,130.27,0.0,130.27,268.839001,
09/30/1993,287.971985,53.0,53.0,0.0,85.042,,,74.871002,,,,,10.458,,,,223.371002,51.821999,94.125,-42.303001,0.0,12.779,,,,12.779,64.600999,,25.327999,25.327999,,,,6.925,,,,,,34.29,,,34.29,66.542999,79.710999,,,,,0.0,,,,,0.0,79.710999,146.253998,0.0,90.141998,,,0.0,,51.576,141.717999,0.0,141.717999,287.971996,
12/31/1993,323.455994,48.512001,48.512001,0.0,101.758003,,,85.949997,,,,,13.182,,,,249.401993,55.483002,,,0.0,18.570999,,,,18.570999,74.054001,,42.07,42.07,,,,6.066,,,,,,41.789003,,,41.789003,89.925003,82.915001,,,,,0.0,,,,,0.0,82.915001,172.840004,0.0,90.514,,,0.0,,60.102001,150.616001,0.0,150.616001,323.456005,
03/31/1994,335.296997,40.167999,40.167999,0.0,100.724998,,,101.739998,,,,,16.474001,,,,259.106995,58.221001,,,0.0,17.969,,,,17.969,76.190001,,43.379002,43.379002,,,,4.671,,,,,,44.671999,,,44.671999,92.722,81.019997,,,,,0.0,,,,,0.0,81.019997,173.741997,0.0,91.897003,,,0.0,,69.657997,161.555,0.0,161.555,335.296997,
06/30/1994,381.497009,38.285999,24.091999,14.194,120.325996,,,115.569,,,,,23.559999,,,,297.740997,61.749001,112.705002,-50.956001,0.0,22.007,,,,22.007,83.756001,,66.126999,66.126999,,,,6.83,,,,,,52.865999,,,52.865999,125.822998,78.843002,,,,,0.0,,,,,0.0,78.843002,204.666,0.0,95.537003,,,0.0,,81.293999,176.831001,0.0,176.831001,381.497002,
09/30/1994,518.950989,112.517998,112.517998,0.0,133.884003,,,128.037003,,,,,34.726002,,,,409.165009,71.237999,,,0.0,38.548,,,,38.548,109.785999,,58.744999,58.744999,,,,5.366,,,,,,67.702996,,,67.702996,131.813995,78.839996,,,,,0.0,,,,,0.0,78.839996,210.653992,0.0,211.949997,,,0.0,,96.347,308.296997,0.0,308.296997,518.950989,
12/31/1994,544.737,96.130997,96.130997,0.0,157.376999,,,140.505997,,,,,25.853001,,,,419.867004,82.549004,,,0.0,42.320999,,,,42.320999,124.870003,,60.810001,60.810001,,,,5.35,,,,,,70.328997,,,70.328997,136.488998,80.461998,,,,,0.0,,,,,0.0,80.461998,216.950996,0.0,212.507996,,,0.0,,115.278,327.785995,0.0,327.785995,544.736992,
03/31/1995,626.708008,91.704002,91.704002,0.0,184.328995,,,172.085007,,,,,30.063999,,,,478.182007,105.124001,,,0.0,43.402,,,,43.402,148.526001,,83.947998,83.947998,,,,6.481,,,,,,88.375995,,,88.375995,178.804993,90.887001,,,,,0.0,,,,,0.0,90.887001,269.691994,0.0,216.945007,,,0.0,,140.070999,357.016006,0.0,357.016006,626.708,
06/30/1995,682.648987,101.008999,43.674999,57.334,195.682007,,,171.401001,,,,,58.041,,,,526.132996,117.570999,170.988998,-53.417999,0.0,38.945,,,,38.945,156.515999,,82.542,82.542,,,,7.572,,,,,,98.632994,,,98.632994,188.746994,95.928001,,,,,2.712,,,,,2.712,98.640001,287.386995,0.0,224.757004,,,0.0,,170.505005,395.262009,0.0,395.262009,682.649004,
