Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Insurance Reserves,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1990,18.9,43.5,,-24.6,,,,,,,,,,,,,,,,,,
06/30/1990,128.199997,50.299999,,77.900002,,,,,,,,,,,,,,,,,128.199997,
09/30/1990,162.800003,46.299999,,116.5,,,,,,,,,,,,,,,,,162.800003,
12/31/1990,150.800003,45.099998,,105.699997,,,,,,,,,,,,,,,,,,
03/31/1991,76.0,47.599998,,135.0,-106.599998,,,,,,,,,,,,,,,,76.0,
06/30/1991,184.899994,55.0,,126.199997,3.7,,,,,,,,,,,,,,,,184.899994,
09/30/1991,200.199997,52.799999,,168.800003,-21.4,,,,,,,,,,,,,,,,200.199997,
12/31/1991,-7.4,49.599998,,-58.799999,1.8,,,,,,,,,,,,,,,,,
03/31/1992,168.899994,72.599998,,96.300003,,,,,,,,,,,,,,,,,168.899994,
06/30/1992,148.0,73.900002,,74.099998,,,,,,,,,,,,,,,,,148.0,
09/30/1992,151.800003,74.800003,,77.0,,,,,,,,,,,,,,,,,151.800003,
12/31/1992,130.699997,69.900002,,60.799999,,,,,,,,,,,,,,,,,130.699997,
03/31/1993,167.100006,63.900002,,103.199997,,,,,,,,,,,,,,,,,167.100006,
06/30/1993,157.300003,80.800003,,76.5,,,,,,,,,,,,,,,,,157.300003,
09/30/1993,78.099998,72.099998,,6.0,,,,,,,,,,,,,,,,,78.099998,
12/31/1993,153.600006,83.099998,,70.5,,,,,,,,,,,,,,,,,153.600006,
03/31/1994,153.5,77.099998,,76.400002,,,,,,,,,,,,,,,,,153.5,
06/30/1994,252.300003,85.300003,,167.0,,,,,,,,,,,,,,,,,252.300003,
09/30/1994,152.699997,-61.700001,,214.399994,,,,,,,,,,,,,,,,,152.699997,
12/31/1994,142.300003,54.0,,88.300003,,,,,,,,,,,,,,,,,142.300003,
03/31/1995,177.0,63.400002,,120.400002,-6.8,-6.3,,-6.3,,,,,,,,,,,,,170.7,
06/30/1995,176.300003,88.900002,,94.199997,-6.8,-1.3,,-1.3,,,,,,,,,,,,,175.000003,
09/30/1995,139.399994,66.699997,,115.5,-42.799999,0.0,,0.0,,,,,,,,,,,,,139.399994,
12/31/1995,263.399994,62.099998,,205.899994,-4.6,-21.299999,,-21.299999,,,,,,,,,,,,,242.099995,
03/31/1996,231.600006,72.099998,,179.0,-19.5,-14.2,,-14.2,,,,,,,,,,,,,217.400006,
06/30/1996,90.099998,73.900002,,95.400002,-79.199997,-14.0,,-14.0,,,,,,,,,,,,,76.099998,
09/30/1996,309.0,44.099998,,282.600006,-17.700001,-10.6,,-10.6,,,,,,,,,,,,,298.4,
12/31/1996,-350.899994,47.900002,,171.5,-570.299988,,,-15.5,,,,,,,,,,,,,,
03/31/1997,222.800003,115.0,,151.800003,-44.0,,,-14.5,,,,,,,,,,,,,,
06/30/1997,15.7,87.6,,-90.3,18.4,-28.0,,-8.7,-250.2,230.9,,-10.7,-19.8,-52.0,,-15.0,,-12.2,80.9,7.4,-23.0,
09/30/1997,136.8,91.5,,-59.9,105.2,-127.0,,-3.4,-316.0,192.4,,0.0,-19.9,87.6,,0.0,,-43.7,-29.5,5.5,9.8,
12/31/1997,104.199997,76.199997,,71.300003,-43.299999,,,,,,,,,,,,,,,,0.0,
03/31/1998,180.399994,164.600006,,15.8,,,,,,,,,,,,,,,,,,
06/30/1998,453.399994,173.5,,279.899994,,-27.6,,,-2201.5,2157.800049,16.1,-583.299988,-71.099998,548.599976,550.0,-763.0,,-227.0,-640.099976,19.299999,-157.5,
09/30/1998,578.400024,186.300003,,392.100006,,-291.899994,,,-3072.699951,2773.199951,7.6,-915.700012,-105.099998,40.700001,950.0,-763.0,,-228.899994,-833.799988,24.4,-629.200012,
12/31/1998,507.1,93.0,,414.1,,,,,,,,,,,,,,,,,,
03/31/1999,382.0,89.300003,,292.700012,,-210.800003,,,-1324.599976,1133.199951,-19.4,-148.5,-34.0,112.800003,,,,,-235.899994,8.6,22.700001,
06/30/1999,557.400024,-117.400002,,674.799988,,-152.699997,,,-1731.900024,1621.5,-48.799999,-325.600006,-47.599998,70.5,200.0,-183.300003,,,-400.399994,35.200001,79.099998,
09/30/1999,413.100006,-217.0,,630.099976,,-426.399994,,,-2247.100098,1826.099976,-5.4,-34.400002,-35.299999,32.200001,0.0,0.0,,,-40.0,8.7,-47.700001,
12/31/1999,413.5,136.0,,277.5,,,,,,,,,,,,,,,,,,
03/31/2000,254.699997,134.5,,120.199997,,-485.5,,,-1352.0,1057.800049,-191.300003,72.5,-35.700001,136.5,,,,,-32.799999,4.5,-158.300003,
06/30/2000,278.299988,143.100006,,135.199997,,-50.900002,,,-698.700012,663.799988,-16.0,-251.199997,-35.200001,-171.0,,,,,-44.799999,-0.2,-23.799999,
09/30/2000,364.299988,137.0,,227.300003,,-259.299988,,,-926.299988,677.799988,-10.8,-114.900002,-35.599998,-19.200001,,,,,-62.0,1.9,-9.9,
12/31/2000,314.200012,149.600006,,164.600006,,-70.0,,,-580.5,522.400024,-11.9,-237.5,-35.599998,-170.100006,,,11.6,,-36.099998,-7.3,6.7,
03/31/2001,345.100006,182.0,,163.100006,,-326.700012,,,-1279.5,975.900024,-23.1,4.9,-35.5,-531.700012,575.0,,,,-6.4,3.5,23.299999,
06/30/2001,472.799988,146.100006,,326.700012,,-460.5,,,-1487.400024,1038.5,-11.6,-48.099998,-35.599998,-21.799999,0.0,,,,0.4,8.9,-35.799999,
09/30/2001,145.9,127.1,,,,-228.9,,0.0,-1297.2,1022.6,45.7,89.0,-35.0,150.1,0.0,,,,-27.9,1.8,6.0,
12/31/2001,806.799988,97.599998,,709.200012,,,,,,,,,,,,,,,,,806.799988,
03/31/2002,207.3,73.800003,,,,-168.2,,0.0,-1907.7,1750.4,-10.9,-23.7,-35.8,2.2,,,,,-3.6,13.5,15.4,
06/30/2002,611.2,96.800003,,513.5,,-579.3,,0.0,-2267.1,1690.7,-2.9,-75.8,-35.8,-400.4,400.0,,,-45.0,-0.7,6.1,-43.9,
09/30/2002,572.7,113.400002,,252.0,,-313.1,,0.0,-677.2,287.3,76.8,-34.9,-35.7,-0.1,0.0,,,0.0,-2.1,3.0,224.7,
12/31/2002,602.799988,128.5,,474.299988,,,,,,,,,,,,,,,,,602.799988,
03/31/2003,-65.7,-246.4,142.5,-662.7,700.9,152.6,,0.0,-1647.0,1692.1,107.5,-90.7,-35.6,-47.8,,,,,-7.6,0.3,-3.8,
06/30/2003,518.0,98.5,144.5,-219.2,494.2,-1442.0,,0.0,-2874.9,1440.0,-7.1,902.7,-18.1,-187.2,575.0,,548.5,,-0.2,-15.3,-21.3,
09/30/2003,405.9,108.7,144.1,-308.9,462.0,-382.0,,0.0,-1417.6,1046.1,-10.5,-26.8,-22.1,0.0,0.0,,0.4,,-4.4,-0.7,-2.9,
12/31/2003,1005.0,-347.2,,1352.2,,,,0.0,,,,,,,,,,,,,1005.0,
03/31/2004,277.7,-562.3,132.1,455.0,252.9,-239.8,,0.0,-1155.2,902.7,12.7,-25.8,-22.1,,,,,,-3.6,-0.1,12.1,
06/30/2004,-135.2,7.2,130.5,-771.1,498.2,239.8,,0.0,0.0,1272.8,-1033.0,-116.7,0.0,0.0,300.0,0.0,4.2,0.0,-3.6,-113.1,-12.1,
09/30/2004,1514.2,167.6,394.6,0.0,1119.6,157.6,,0.0,-3303.0,888.2,0.0,209.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1723.2,
12/31/2004,443.2,134.5,,308.7,,-417.6,,,-1077.5,707.9,-48.0,-24.8,-22.1,0.0,0.0,0.0,1.1,0.0,-1.0,-2.8,0.8,
03/31/2005,287.2,152.2,136.3,-318.5,317.2,-305.2,,0.0,-1103.7,797.1,1.4,-52.2,-22.2,-25.0,,,,,-3.5,-1.5,-70.2,
06/30/2005,342.4,171.3,141.1,-356.4,386.4,-278.8,,,-1235.8,938.7,18.3,-29.2,-22.1,-2.0,0.0,0.0,0.0,0.0,-0.4,-4.7,34.4,
09/30/2005,316.9,52.6,133.0,-49.4,180.7,-122.0,,,-926.7,764.5,40.2,-226.1,-22.2,-200.0,0.0,0.0,0.0,0.0,-0.2,-3.7,-31.2,
12/31/2005,557.1,137.5,141.1,-154.2,432.7,-927.3,,,-1622.9,680.0,15.6,375.9,-22.2,0.0,399.6,0.0,18.1,0.0,-0.4,-19.2,5.7,
03/31/2006,263.7,73.4,18.8,-8.5,180.0,153.6,,0.0,-1233.8,1401.5,-14.1,-426.2,-22.2,,,-400.0,1.6,,-4.4,-1.2,-8.9,
06/30/2006,395.7,125.2,15.2,25.8,229.5,-630.5,,0.0,-1348.5,733.1,-15.1,232.0,-22.3,0.0,0.0,-300.0,576.0,0.0,-1.4,-20.3,-2.8,
09/30/2006,191.8,-63.7,18.5,-17.6,254.6,-197.2,,0.0,-871.9,693.3,-18.6,-26.9,-25.6,0.0,0.0,0.0,1.6,0.0,-0.5,-2.4,-32.3,
12/31/2006,1431.9,411.0,72.5,0.9,947.5,-1222.0,,,-4836.6,3677.8,-63.2,-155.7,-95.6,,130.0,-732.0,580.0,,-7.2,-30.9,54.2,
03/31/2007,280.2,178.3,16.9,-10.4,95.4,-77.2,,0.0,-1225.7,1073.6,74.9,-188.8,-25.6,,,-160.0,2.4,,-4.0,-1.6,14.2,
06/30/2007,336.5,153.5,15.5,-28.0,195.5,-584.2,,0.0,-1248.2,685.7,-21.7,239.0,-25.6,0.0,0.0,-37.0,304.5,0.0,-0.6,-2.3,-8.7,
09/30/2007,638.6,187.0,16.2,265.7,169.7,-592.2,,0.0,-913.4,340.2,-19.0,-28.6,-27.0,0.0,0.0,-2.5,0.5,0.0,-0.5,0.9,17.8,
12/31/2007,495.0,160.5,17.6,23.4,293.5,-601.4,,,-2142.9,1564.1,-22.6,160.9,-27.0,0.0,800.0,-570.0,0.4,0.0,-0.6,-41.9,54.5,
03/31/2008,274.4,163.1,16.2,56.9,38.2,11.8,,0.0,-801.1,831.4,-18.5,-400.5,-26.7,,,-17.5,0.9,-350.0,-7.4,0.2,-114.3,
06/30/2008,426.9,240.3,18.3,-45.1,213.4,-257.2,,0.0,-1745.9,1463.5,25.2,-160.4,-25.9,-85.0,0.0,-49.5,1.3,0.0,-1.2,-0.1,9.3,
09/30/2008,320.3,108.0,16.1,146.5,49.7,44.6,,0.0,-881.1,947.9,-22.2,-359.7,-26.1,35.0,0.0,-12.8,1.4,-350.0,-1.0,-6.2,5.2,
12/31/2008,304.5,41.8,18.2,235.6,8.9,-223.9,,,-946.8,749.7,-26.8,-130.0,-24.8,-84.5,0.0,-26.1,0.8,0.0,-0.6,5.2,-49.4,
03/31/2009,290.9,164.9,17.6,54.3,54.1,-277.5,0.0,0.0,-1023.5,770.9,-24.9,-13.2,-25.0,16.4,0.0,-4.7,0.7,0.0,-0.5,-0.1,0.2,
06/30/2009,317.2,267.2,18.5,-96.5,128.0,-129.1,0.0,0.0,-790.3,684.2,-23.0,-189.5,-24.9,-161.9,0.0,-4.1,1.0,0.0,0.5,-0.1,-1.4,
09/30/2009,245.5,221.1,18.9,-26.9,32.4,-332.3,0.0,0.0,-918.6,613.6,-27.3,258.7,-27.2,-45.0,346.8,-20.4,4.6,0.0,-0.1,0.0,171.9,
12/31/2009,383.4,199.4,19.5,22.9,141.6,-475.0,0.0,0.0,-1384.1,940.5,-31.4,-57.4,-27.4,0.0,0.0,-30.6,1.7,0.0,-0.5,-0.6,-149.0,
