Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,584.099976,19.799999,19.799999,0.0,136.600006,,,160.699997,,,,,7.7,,,,,324.799988,140.300003,,,7.0,112.0,,,,112.0,259.300003,,35.700001,35.700001,,,,66.800003,,,,,62.799999,,,62.799999,165.300003,70.300003,,,,35.599998,,,,35.599998,105.900002,271.200005,0.0,18.700001,,,0.0,,294.200012,312.900013,0.0,312.900013,584.100018,
06/30/1990,610.099976,21.5,21.5,0.0,142.399994,,,176.699997,,,,,7.3,,,,,347.899994,142.199997,,,7.0,113.0,,,,113.0,262.199997,,35.5,35.5,,,,83.099998,,,,,66.700005,,,66.700005,185.300003,70.599998,,,,34.400002,,,,34.400002,105.0,290.300003,0.0,18.700001,,,0.0,,301.100006,319.800007,0.0,319.800007,610.10001,
09/30/1990,627.0,33.0,33.0,0.0,145.899994,,,177.199997,,,,,8.3,,,,,364.399994,144.300003,,,7.0,111.300003,,,,111.300003,262.600006,,33.5,33.5,,,,82.800003,,,,,71.599991,,,71.599991,187.899994,70.599998,,,,34.0,,,,34.0,104.599998,292.499992,0.0,18.9,,,0.0,,315.600006,334.500006,0.0,334.500006,626.999998,
12/31/1990,612.799988,19.9,2.3,17.6,143.0,,,171.800003,,,,,6.7,,,,,341.399994,147.5,230.5,-83.0,7.0,116.900002,,,,116.900002,271.400002,,34.799999,34.799999,,,,53.400002,,,,,82.600002,,,82.600002,170.800003,69.800003,,,,30.0,,,,30.0,99.800003,270.600006,0.0,19.9,,,0.0,,322.299988,342.199988,0.0,342.199988,612.799994,
03/31/1991,637.799988,21.799999,21.799999,0.0,158.5,,,171.0,,,,,7.7,,,,,359.0,149.399994,,,7.0,122.400002,,,,122.400002,278.799995,,35.599998,35.599998,,,,77.5,,,,,81.099998,,,81.099998,194.199997,69.699997,,,,28.299999,,,,28.299999,97.999996,292.199993,0.0,20.0,,,0.0,,325.600006,345.600006,0.0,345.600006,637.799999,
06/30/1991,646.0,28.700001,28.700001,0.0,163.899994,,,166.100006,,,,,6.3,,,,,365.0,149.199997,,,7.0,124.800003,,,,124.800003,281.0,,39.200001,39.200001,,,,82.199997,,,,,84.200008,,,84.200008,205.600006,69.199997,,,,28.6,,,,28.6,97.799997,303.400003,0.0,20.299999,,,0.0,,322.299988,342.599987,0.0,342.599987,645.99999,
09/30/1991,645.700012,28.1,28.1,0.0,162.399994,,,169.600006,,,,,5.4,,,,,365.5,152.899994,,,7.0,120.300003,,,,120.300003,280.199997,,38.200001,38.200001,,,,83.099998,,,,,77.099995,,,77.099995,198.399994,69.099998,,,,28.799999,,,,28.799999,97.899998,296.299992,0.0,20.200001,,,0.0,,329.200012,349.400013,0.0,349.400013,645.700005,
12/31/1991,657.599976,33.800001,4.1,29.700001,157.199997,,,176.600006,,,,,6.3,,,,,373.899994,157.600006,244.399994,-86.800003,7.0,119.099998,,,,119.099998,283.700004,,37.400002,37.400002,,,,59.799999,,,,,92.699993,,,92.699993,189.899994,68.900002,,,,33.099998,,,,33.099998,102.0,291.899994,0.0,21.4,,,0.0,,344.299988,365.699988,0.0,365.699988,657.599982,
03/31/1992,678.299988,39.599998,39.599998,0.0,168.699997,,,173.600006,,,,,8.0,,,,,389.899994,158.300003,,,7.0,123.099998,,,,123.099998,288.400002,,37.0,37.0,,,,75.400002,,,,,93.400002,,,93.400002,205.800003,68.900002,,,,33.799999,,,,33.799999,102.700001,308.500004,0.0,21.4,,,0.0,,348.399994,369.799994,0.0,369.799994,678.299997,
06/30/1992,709.700012,46.599998,46.599998,0.0,178.300003,,,179.300003,,,,,10.5,,,,,414.700012,159.899994,,,7.0,128.100006,,,,128.100006,295.0,,40.0,40.0,,,,76.5,,,,,106.399994,,,106.399994,222.899994,68.699997,,,,33.299999,,,,33.299999,101.999996,324.89999,0.0,21.700001,,,0.0,,363.100006,384.800007,0.0,384.800007,709.699997,
09/30/1992,737.400024,48.599998,48.599998,0.0,190.399994,,,184.399994,,,,,12.6,,,,,436.0,163.5,,,7.0,130.899994,,,,130.899994,301.399994,,42.0,42.0,,,,71.199997,,,,,118.699997,,,118.699997,231.899994,68.699997,,,,29.6,,,,29.6,98.299997,330.199991,0.0,22.200001,,,0.0,,385.0,407.200001,0.0,407.200001,737.399992,
12/31/1992,712.5,49.8,2.8,47.0,178.800003,,,181.800003,,,,,6.5,,,,,416.899994,162.800003,253.0,-90.199997,13.3,119.5,,,,119.5,295.600003,,45.599998,45.599998,,,,64.400002,,,,,105.0,,,105.0,215.0,68.599998,,,,36.5,,,,36.5,105.099998,320.099998,0.0,23.6,,,0.0,,368.799988,392.399988,0.0,392.399988,712.499986,
03/31/1993,702.200012,40.599998,40.599998,0.0,171.300003,,,174.0,,,,,10.9,,,,,396.799988,160.199997,,,13.3,131.899994,,,,131.899994,305.399991,,34.700001,34.700001,,,,64.800003,,,,,107.199993,,,107.199993,206.699997,68.599998,,,,42.400002,,,,42.400002,111.0,317.699997,0.0,23.5,,,0.0,,361.0,384.5,0.0,384.5,702.199997,
06/30/1993,729.0,58.599998,58.599998,0.0,178.0,,,174.0,,,,,9.3,,,,,419.899994,162.399994,,,13.3,133.399994,,,,133.399994,309.099988,,36.099998,36.099998,,,,81.0,,,,,111.200005,,,111.200005,228.300003,68.599998,,,,42.900002,,,,42.900002,111.5,339.800003,0.0,23.5,,,0.0,,365.700012,389.200012,0.0,389.200012,729.000015,
09/30/1993,766.599976,74.800003,74.800003,,169.899994,,,169.699997,,,,,10.6,,,,,425.0,163.199997,,,9.0,169.399994,,,,169.399994,341.599991,,31.4,31.4,,,,112.0,,,,,129.899988,,,129.899988,273.299988,68.599998,,,,72.800003,,,,72.800003,141.400002,414.699989,0.0,25.4,,,0.0,,326.5,351.9,0.0,351.9,766.599989,
12/31/1993,798.599976,75.000002,4.1,70.900002,167.300003,,,173.5,,,,,5.7,,,,,421.5,168.899994,260.899994,-92.0,17.700001,190.5,,,,190.5,377.099995,,39.299999,39.299999,,,,84.5,,,,,140.499989,,,140.499989,264.299988,68.5,,,,82.699997,,,,82.699997,151.199997,415.499985,0.0,28.200001,,,0.0,,354.899994,383.099995,0.0,383.099995,798.59998,
03/31/1994,820.200012,86.800003,86.800003,0.0,169.300003,,,179.0,,,,,5.7,,,,,440.799988,171.399994,,,17.799999,190.199997,,,,190.199997,379.39999,,37.099998,37.099998,,,,103.300003,,,,,133.999992,,,133.999992,274.399994,68.5,,,,80.300003,,,,80.300003,148.800003,423.199997,0.0,29.5,,,0.0,,367.5,397.0,0.0,397.0,820.199997,
06/30/1994,826.299988,72.400002,72.400002,0.0,175.399994,,,186.600006,,,,,7.3,,,,,441.700012,177.100006,,,17.799999,189.699997,,,,189.699997,384.600002,,35.400002,35.400002,,,,124.300003,,,,,111.599983,,,111.599983,271.299988,68.5,,,,67.400002,,,,67.400002,135.900002,407.199989,0.0,29.6,,,0.0,,389.5,419.1,0.0,419.1,826.29999,
09/30/1994,892.200012,110.199997,110.199997,0.0,177.800003,,,200.699997,,,,,9.2,,,,,497.899994,179.399994,290.200012,-110.800003,17.9,197.0,,,,197.0,394.299994,,35.799999,35.799999,,,,163.899994,,,,,120.300007,,,120.300007,320.0,68.5,,,,64.0,,,,64.0,132.5,452.5,0.0,32.200001,,,0.0,,407.5,439.700001,0.0,439.700001,892.200001,
12/31/1994,1043.099976,34.499999,7.7,26.799999,194.100006,,,212.399994,,,,,9.2,,,,,450.200012,210.0,326.100006,-116.099998,0.0,382.899994,,,,382.899994,592.899994,,43.099998,43.099998,,,,200.600006,,,,,134.19999,,,134.19999,377.899994,93.400002,,,,76.400002,,,,76.400002,169.800004,547.699998,0.0,65.099998,,,-8.9,,439.199988,495.399986,0.0,495.399986,1043.099984,
03/31/1995,976.599976,37.799999,37.799999,0.0,191.399994,,,202.0,,,,,14.2,,,,,445.399994,198.899994,,,12.5,319.799988,,,,319.799988,531.199982,,36.200001,36.200001,,,,202.199997,,,,,126.200008,,,126.200008,364.600006,78.900002,,,,70.400002,,,,70.400002,149.300003,513.900009,0.0,34.900002,,,0.0,,427.799988,462.699989,0.0,462.699989,976.599998,
06/30/1995,1017.700012,39.400002,39.400002,,207.0,,,213.300003,,,,,15.2,,,,,474.899994,198.300003,,,11.7,332.799988,,,,332.799988,542.799991,,37.099998,37.099998,,,,105.400002,,,,,130.200012,,,130.200012,272.700012,199.199997,,,,53.400002,,,,53.400002,252.599998,525.300011,0.0,37.0,,,0.0,,455.399994,492.399994,0.0,492.399994,1017.700005,
09/30/1995,1084.300049,35.799999,35.799999,0.0,201.699997,,,228.100006,,,,,14.5,,,,,480.100006,213.0,349.799988,-136.800003,11.7,379.5,,,,379.5,604.2,,33.599998,33.599998,,,,101.199997,,,,,153.300011,,,153.300011,288.100006,198.300003,,,,54.099998,,,,54.099998,252.400001,540.500007,0.0,70.400002,,,0.0,,473.399994,543.799996,0.0,543.799996,1084.300003,
12/31/1995,1091.0,51.3,9.3,42.0,215.699997,,,228.199997,,,,,8.7,,,,,503.899994,214.199997,337.899994,-123.699997,0.0,372.899994,,,,372.899994,587.099991,,62.700001,62.700001,,,,66.900002,,,,,143.699985,,,143.699985,273.299988,198.399994,,,,54.700001,,,,54.700001,253.099995,526.399983,0.0,77.599998,,,-2.1,,489.1,564.599998,0.0,564.599998,1090.999981,
03/31/1996,1120.599976,45.799999,45.799999,,226.399994,,,241.0,,,,,7.8,,,,,521.0,213.100006,,,0.0,386.5,,,,386.5,599.600006,,42.0,42.0,,,,102.599998,,,,,154.799995,,,154.799995,299.399994,198.199997,,,,45.799999,,,,45.799999,243.999996,543.39999,0.0,84.5,,,0.0,,492.700012,577.200012,0.0,577.200012,1120.600002,
06/30/1996,1149.800049,64.5,64.5,,232.399994,,,245.600006,,,,,9.5,,,,,552.0,214.399994,,,0.0,383.399994,,,,383.399994,597.799988,,35.700001,35.700001,,,,159.100006,,,,,133.199993,,,133.199993,328.0,194.800003,,,,43.099998,,,,43.099998,237.900002,565.900002,0.0,86.599998,,,0.0,,497.299988,583.899986,0.0,583.899986,1149.799988,
09/30/1996,1317.900024,61.0,61.0,,243.699997,,,247.300003,,,,,15.0,,,,,567.0,221.899994,,,0.0,529.0,,,,529.0,750.899994,,42.599998,42.599998,,,,289.399994,,,,,165.299996,,,165.299996,497.299988,195.0,,,,37.900002,,,,37.900002,232.900002,730.19999,0.0,90.300003,,,0.0,,497.399994,587.699997,0.0,587.699997,1317.899987,
12/31/1996,1332.5,77.999997,11.3,66.699997,245.399994,,,245.0,,,,,8.5,,,,,576.900024,226.100006,364.600006,-138.5,0.0,529.5,,,,529.5,755.600006,,59.200001,59.200001,,,,148.199997,,,,,128.800014,,,128.800014,336.200012,342.799988,,,,52.0,,,,52.0,394.799988,731.0,0.0,91.800003,,,0.0,,509.700012,601.500015,0.0,601.500015,1332.500015,
03/31/1997,1317.5,84.0,84.0,,237.899994,,,242.0,,,,,10.8,,,,,574.700012,223.5,,,0.0,519.299988,,,,519.299988,742.799988,,50.099998,50.099998,,,,139.600006,,,,,138.19999,,,138.19999,327.899994,342.700012,,,,52.299999,,,,52.299999,395.000011,722.900005,0.0,92.599998,,,0.0,,502.0,594.599998,0.0,594.599998,1317.500003,
06/30/1997,1327.400024,75.699997,75.699997,,247.800003,,,249.600006,,,,,11.9,,,,,585.0,223.199997,,,0.0,519.200012,,,,519.200012,742.400009,,51.299999,51.299999,,,,144.899994,,,,,129.800007,,,129.800007,326.0,341.299988,,,,52.900002,,,,52.900002,394.19999,720.19999,0.0,100.699997,,,0.0,,506.5,607.199997,0.0,607.199997,1327.399987,
09/30/1997,1281.0,40.299999,40.299999,0.0,237.100006,,,247.899994,,,,,22.9,,,,,548.200012,217.699997,371.799988,-154.100006,0.0,515.099976,,,,515.099976,732.799973,,50.400002,50.400002,,,,101.300003,,,,,176.699989,,,176.699989,328.399994,340.799988,,,,50.099998,,,,50.099998,390.899986,719.29998,0.0,112.900002,,,0.0,,448.799988,561.69999,0.0,561.69999,1280.99997,
